anyo,mes,dia,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,07,27,CITROEN,JUMPER,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,27,CUPRA,TERRAMAR,01,Álava,Private,PHEV,UKL2,REST,Standard,SAT,1
2026,07,27,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,1
2026,07,27,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2026,07,27,EBRO,S400,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,27,EBRO,S700,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2026,07,27,FIAT,DUCATO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,27,FORD,TOURNEO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,6
2026,07,27,HYUNDAI,KONA,01,Álava,Private,BEV,UKL1,REST,Standard,SAV,1
2026,07,27,JAECOO,JAECOO 5,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2026,07,27,LEAPMOTOR,C10,01,Álava,Private,BEV,MKL,REST,Standard,SAV,1
2026,07,27,MERCEDES,CLASE E,01,Álava,Private,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,1
2026,07,27,MERCEDES,CLASE GLC,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,27,NISSAN,TOWNSTAR,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,27,NISSAN,X-TRAIL,01,Álava,Private,ICE,KKL,REST,Standard,SUV,1
2026,07,27,PEUGEOT,308,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,07,27,RENAULT,CAPTUR,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2026,07,27,RENAULT,MASTER,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,27,TOYOTA,C-HR,01,Álava,Private,PHEV,UKL1,REST,Standard,SAV,1
2026,07,27,AUDI,A5,02,Albacete,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2026,07,27,MAZDA,CX30,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,27,MG,MG 3,02,Albacete,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,07,27,MG,ZS,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
