yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202411,INFO,INVALID_ITV_SCOPE_EXCLUDED,FIAT,Private,registros_excluidos_ficha_itv_invalida,1,1,vin10=ZFA2500000; ficha ITV sin codigos tipo/variante/version utiles (plazas=0)
202411,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,152,100,pool_b00d_private=2658; rate=0.0573
202411,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,104,100,pool_b00d_private=1109; rate=0.0939
