yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202410,INFO,CARROCERO_UNMAPPED,A.A. AIRBUS,,registros_carrocero_sin_chasis_detectado,87,25,ampliar _CHASSIS_RULES o CARROCERO_BRANDS
202410,INFO,CARROCERO_UNMAPPED,EUROCARROCERA,,registros_carrocero_sin_chasis_detectado,82,25,ampliar _CHASSIS_RULES o CARROCERO_BRANDS
202410,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,113,100,pool_b00d_private=1203; rate=0.0939
202410,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,163,100,pool_b00d_private=2834; rate=0.0573
202410,INFO,KM0_FALLBACK,FIAT,Corporate,b00d_private_moved_to_corporate,124,100,pool_b00d_private=478; rate=0.2598
