anyo,mes,dia,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,09,02,AUDI,Q3 SPORTBACK,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,09,02,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,1
2026,09,02,FORD,RANGER,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,1
2026,09,02,GORBEA,M21TT F GENERATION 2,01,Álava,Corporate,ICE,,REST,Standard,,1
2026,09,02,JAECOO,JAECOO 5,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2026,09,02,MERCEDES,CLASE CLA,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,SEDAN,1
2026,09,02,PEUGEOT,3008,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2026,09,02,RENAULT,TWINGO,01,Álava,Private,BEV,UKL0,REST,Standard,HACH 5P,1
2026,09,02,SKODA,KODIAQ,01,Álava,Private,ICE,KKL,REST,Standard,SAV,1
2026,09,02,SKODA,OCTAVIA,01,Álava,Private,ICE,UKL2,REST,Standard,ESTATE,1
2026,09,02,TOYOTA,COROLLA,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,09,02,VOLKSWAGEN,MULTIVAN,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,09,02,BMW,X1,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,09,02,DR,DR6,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,09,02,EBRO,S400,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,2
2026,09,02,KIA,EV3,02,Albacete,Private,BEV,UKL1,REST,Standard,SAV,1
2026,09,02,MG,ZS,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,09,02,NISSAN,QASHQAI,02,Albacete,Private,ICE,UKL2,REST,Standard,SAT,1
2026,09,02,SKODA,KAROQ,02,Albacete,Private,ICE,UKL2,REST,Standard,SAT,2
2026,09,02,AUDI,A3,03,Alicante,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2026,09,02,AUDI,Q5,03,Alicante,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,09,02,AUDI,Q5 SPORTBACK,03,Alicante,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
