anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2023,04,AUDI,A3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2023,04,AUDI,Q3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,04,AUDI,Q4 E-TRON,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,04,AUDI,Q5,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2023,04,BMW,SERIE 4,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,CABRIO,1
2023,04,BMW,X1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2023,04,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,3
2023,04,BMW,X2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,04,CITROEN,BERLINGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,5
2023,04,CITROEN,BERLINGO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,04,CITROEN,C3,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,5
2023,04,CITROEN,C3 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,9
2023,04,CITROEN,C3 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
2023,04,CITROEN,C4X,01,Álava,Corporate,ICE,UKL2,REST,Standard,SEDAN,1
2023,04,CITROEN,C4X,01,Álava,Private,ICE,UKL2,REST,Standard,SEDAN,1
2023,04,CITROEN,C5 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,10
2023,04,CITROEN,C5 AIRCROSS,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2023,04,CITROEN,C5 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
2023,04,CITROEN,C5X,01,Álava,Corporate,ICE,MKL,REST,Standard,SEDAN,12
2023,04,CITROEN,C5X,01,Álava,Private,PHEV,MKL,REST,Standard,SEDAN,2
2023,04,CUPRA,CUPRA LEON,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2023,04,CUPRA,FORMENTOR,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,2
2023,04,CUPRA,FORMENTOR,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2023,04,CUPRA,FORMENTOR,01,Álava,Private,PHEV,UKL2,REST,Standard,SAT,1
2023,04,DACIA,DUSTER,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,3
2023,04,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,4
2023,04,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,4
2023,04,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2023,04,FIAT,500,01,Álava,Corporate,ICE,UKL0,REST,Standard,HACH 3P,1
2023,04,FIAT,DUCATO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,04,FORD,ECOSPORT,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2023,04,FORD,FOCUS,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,3
2023,04,FORD,KUGA,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2023,04,FORD,KUGA,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2023,04,FORD,PUMA,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,2
2023,04,FORD,RANGER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,1
2023,04,FORD,TOURNEO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,04,HONDA,HR-V,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2023,04,HYUNDAI,BAYON,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2023,04,HYUNDAI,I10,01,Álava,Private,ICE,UKL0,REST,Standard,HACH 5P,3
2023,04,HYUNDAI,I20,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,7
2023,04,HYUNDAI,I30,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,3
2023,04,HYUNDAI,IONIQ 5,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2023,04,HYUNDAI,KONA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,4
2023,04,HYUNDAI,TUCSON,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,13
2023,04,HYUNDAI,TUCSON,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2023,04,KIA,CEED,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2023,04,KIA,CEED,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,2
2023,04,KIA,EV6,01,Álava,Private,BEV,KKL,REST,Standard,SAV,1
2023,04,KIA,NIRO,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,3
2023,04,KIA,RIO,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,1
2023,04,KIA,RIO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2023,04,KIA,SPORTAGE,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2023,04,KIA,SPORTAGE,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,8
2023,04,KIA,SPORTAGE,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2023,04,KIA,XCEED,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,4
2023,04,KNAUS,R19,01,Álava,Private,ICE,,REST,Standard,,1
2023,04,LAND ROVER,DEFENDER,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SUV,1
2023,04,LEXUS,NX,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2023,04,MAZDA,CX30,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2023,04,MAZDA,CX60,01,Álava,Private,PHEV,KKL,REST,Standard,SAV,1
2023,04,MAZDA,MAZDA 3,01,Álava,Private,ICE,UKL2,REST,Standard,SEDAN,5
2023,04,MERCEDES,AMG GT,01,Álava,Private,ICE,GKL,FOCUS SEGMENT,M Performance,COUPE,1
2023,04,MERCEDES,CLASE A,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2023,04,MERCEDES,CLASE C,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,04,MERCEDES,CLASE CLA,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SEDAN,2
2023,04,MERCEDES,CLASE CLA,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SEDAN,1
2023,04,MERCEDES,CLASE GLA,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,04,MERCEDES,CLASE GLA,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,04,MERCEDES,CLASE GLC,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,3
2023,04,MERCEDES,CLASE GLE,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2023,04,MERCEDES,EQB,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,04,MERCEDES,EQE,01,Álava,Corporate,BEV,MKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,04,MERCEDES-V,VITO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,04,MG,HS,01,Álava,Corporate,ICE,KKL,REST,Standard,SAV,2
2023,04,MG,MARVEL R,01,Álava,Corporate,BEV,UKL2,REST,Standard,SAV,1
2023,04,MG,MG 4,01,Álava,Private,BEV,UKL2,REST,Standard,HACH 5P,4
2023,04,MG,ZS,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,3
2023,04,MINI,COUNTRYMAN,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,04,MITSUBISHI,SPACE STAR,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,1
2023,04,NISSAN,JUKE,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
