anyo,mes,dia,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,08,07,BMW,X6,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2026,08,07,FOTON MOTORS,TUNLAND,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,1
2026,08,07,HYUNDAI,TUCSON,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,07,TOYOTA,RAV 4,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,07,VOLVO,EX30,01,Álava,Private,BEV,UKL1,FOCUS SEGMENT,Standard,SAV,1
2026,08,07,BYD,ATTO 2,02,Albacete,Private,PHEV,UKL1,REST,Standard,SAV,1
2026,08,07,FORD,RANGER,02,Albacete,Corporate,PHEV,SKL,REST,Standard,PICKUP,1
2026,08,07,JEEP,COMPASS,02,Albacete,Private,PHEV,UKL2,REST,Standard,SAV,1
2026,08,07,KIA,EV2,02,Albacete,Private,BEV,UKL1,REST,Standard,SAV,1
2026,08,07,KIA,NIRO,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,07,LEAPMOTOR,T03,02,Albacete,Private,BEV,UKL0,REST,Standard,HACH 5P,1
2026,08,07,MAZDA,CX30,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,07,MAZDA,CX5,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,07,PEUGEOT,2008,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,08,07,PEUGEOT,RIFTER,02,Albacete,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,08,07,RENAULT,MASTER,02,Albacete,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,08,07,TOYOTA,C-HR,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,08,07,VOLKSWAGEN,T-CROSS,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,08,07,VOLVO,XC40,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,08,07,AUDI,A1,03,Alicante,Private,ICE,UKL1,FOCUS SEGMENT,Standard,HACH 5P,1
2026,08,07,AUDI,Q3 SPORTBACK,03,Alicante,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,08,07,BAW,212 T01,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,07,BMW,SERIE 5,03,Alicante,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,ESTATE,1
2026,08,07,BMW,X2,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,08,07,BMW,iX2,03,Alicante,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,08,07,BYD,DOLPHIN SURF,03,Alicante,Private,BEV,UKL0,REST,Standard,HACH 5P,2
2026,08,07,CHANGAN,DEEPAL S05,03,Alicante,Private,BEV,UKL2,REST,Standard,HACH 5P,1
