anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,renting,count
2026,07,3 CARROCEROS,MAXUS DELIVER 9,Corporate,ICE,Diesel,,REST,Standard,,No Renting,1
2026,07,A.A. AIRBUS,RANGER,Corporate,ICE,Diesel,,REST,Standard,,No Renting,2
2026,07,ABARTH,ILUSION 760,RAC,ICE,Diesel,,REST,Standard,,No Renting,1
2026,07,ACURA,ILX,Corporate,ICE,Gasolina,,REST,Standard,,No Renting,1
2026,07,AION,UT,Corporate,BEV,Electrico,UKL1,REST,Standard,HACH 5P,No Renting,11
2026,07,AION,V,Corporate,BEV,Electrico,UKL2,REST,Standard,SAV,No Renting,12
2026,07,AION,V,Private,BEV,Electrico,UKL2,REST,Standard,SAV,No Renting,1
2026,07,ALFA ROMEO,GIULIA,Corporate,ICE,Gasolina,KKL,REST,Standard,SEDAN,No Renting,5
2026,07,ALFA ROMEO,GIULIA,Corporate,ICE,Gasolina,KKL,REST,Standard,SEDAN,Renting,2
2026,07,ALFA ROMEO,JUNIOR,Corporate,BEV,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,Renting,3
2026,07,ALFA ROMEO,JUNIOR,Corporate,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,No Renting,44
2026,07,ALFA ROMEO,JUNIOR,Corporate,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,Renting,53
2026,07,ALFA ROMEO,JUNIOR,Private,BEV,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,No Renting,4
2026,07,ALFA ROMEO,JUNIOR,Private,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,No Renting,23
2026,07,ALFA ROMEO,JUNIOR,RAC,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,No Renting,13
2026,07,ALFA ROMEO,JUNIOR,RAC,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,Renting,9
2026,07,ALFA ROMEO,STELVIO,Corporate,ICE,Gasolina,KKL,REST,Standard,SAV,No Renting,20
2026,07,ALFA ROMEO,TONALE,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAV,No Renting,4
2026,07,ALFA ROMEO,TONALE,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAV,Renting,10
