anyo,mes,dia,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,08,19,BAW,212 T01,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,19,BYD,SEAL,01,Álava,Private,BEV,KKL,REST,Standard,SEDAN,1
2026,08,19,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,3
2026,08,19,HONDA,CIVIC,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,08,19,JAECOO,JAECOO 5,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2026,08,19,OMODA,OMODA 5,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,19,SKODA,ENYAQ,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2026,08,19,TOYOTA,RAV 4,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2026,08,19,AUDI,Q2,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,08,19,BYD,ATTO 2,02,Albacete,Private,BEV,UKL1,REST,Standard,SAV,1
2026,08,19,FORD,TRANSIT CONNECT,02,Albacete,Corporate,PHEV,SKL,REST,Standard,TRANSPORTER,1
2026,08,19,FORD,TRANSIT COURIER,02,Albacete,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,08,19,HYUNDAI,TUCSON,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,2
2026,08,19,MG,MG 3,02,Albacete,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,08,19,RENAULT,CAPTUR,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,08,19,SEAT,ATECA,02,Albacete,Private,ICE,UKL2,REST,Standard,SAT,1
2026,08,19,SKODA,KAMIQ,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,08,19,AUDI,Q4 SPORTBACK E-TRON,03,Alicante,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,08,19,BMW,X2,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
