anyo,mes,marca,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,count
2023,11,ALFA ROMEO,01,Álava,Private,PHEV,UKL2,REST,Standard,1
2023,11,AUDI,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,1
2023,11,AUDI,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2023,11,AUDI,01,Álava,Private,ICE,UKL1,FOCUS SEGMENT,Standard,1
2023,11,AUDI,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,3
2023,11,BMW,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,1
2023,11,BMW,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,5
2023,11,BMW,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,3
2023,11,BMW,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,4
2023,11,BMW,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,1
2023,11,CITROEN,01,Álava,Corporate,ICE,SKL,REST,Standard,1
2023,11,CITROEN,01,Álava,Corporate,ICE,UKL2,REST,Standard,4
2023,11,CITROEN,01,Álava,Corporate,PHEV,MKL,REST,Standard,1
2023,11,CITROEN,01,Álava,Private,BEV,SKL,REST,Standard,2
2023,11,CITROEN,01,Álava,Private,ICE,MKL,REST,Standard,2
2023,11,CITROEN,01,Álava,Private,ICE,SKL,REST,Standard,1
2023,11,CITROEN,01,Álava,Private,ICE,UKL1,REST,Standard,2
2023,11,CITROEN,01,Álava,Private,ICE,UKL2,REST,Standard,4
2023,11,CITROEN,01,Álava,Private,PHEV,UKL2,REST,Standard,2
2023,11,CITROEN,01,Álava,RAC,ICE,UKL2,REST,Standard,2
2023,11,CITROEN,01,Álava,RAC,PHEV,UKL2,REST,Standard,1
2023,11,CUPRA,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,11,CUPRA,01,Álava,Corporate,PHEV,UKL2,REST,Standard,2
2023,11,CUPRA,01,Álava,Private,BEV,UKL2,REST,Standard,1
2023,11,CUPRA,01,Álava,Private,ICE,UKL2,REST,Standard,1
2023,11,DACIA,01,Álava,Corporate,BEV,UKL0,REST,Standard,2
2023,11,DACIA,01,Álava,Private,BEV,UKL0,REST,Standard,1
2023,11,DACIA,01,Álava,Private,ICE,SKL,REST,Standard,1
2023,11,DACIA,01,Álava,Private,ICE,UKL1,REST,Standard,7
2023,11,DACIA,01,Álava,Private,ICE,UKL2,REST,Standard,2
2023,11,DFSK,01,Álava,Corporate,ICE,,,Standard,1
2023,11,DR,01,Álava,Private,ICE,,,Standard,1
2023,11,DR,01,Álava,Private,ICE,UKL1,REST,Standard,2
2023,11,FIAT,01,Álava,Private,ICE,UKL0,REST,Standard,1
2023,11,FORD,01,Álava,Corporate,ICE,SKL,REST,Standard,1
2023,11,FORD,01,Álava,Corporate,ICE,UKL1,REST,Standard,2
2023,11,FORD,01,Álava,Corporate,ICE,UKL2,REST,Standard,2
2023,11,FORD,01,Álava,Private,ICE,MKL,REST,Standard,1
2023,11,FORD,01,Álava,Private,ICE,UKL1,REST,Standard,2
2023,11,FORD,01,Álava,Private,ICE,UKL2,REST,Standard,3
2023,11,FORD,01,Álava,Private,PHEV,UKL2,REST,Standard,1
2023,11,HONDA,01,Álava,Private,ICE,UKL2,REST,Standard,4
2023,11,HYUNDAI,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2023,11,HYUNDAI,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,11,HYUNDAI,01,Álava,Private,BEV,UKL1,REST,Standard,1
2023,11,HYUNDAI,01,Álava,Private,ICE,UKL0,REST,Standard,5
2023,11,HYUNDAI,01,Álava,Private,ICE,UKL1,REST,Standard,25
2023,11,HYUNDAI,01,Álava,Private,ICE,UKL2,REST,Standard,20
2023,11,HYUNDAI,01,Álava,Private,PHEV,UKL2,REST,Standard,2
2023,11,JEEP,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2023,11,JEEP,01,Álava,Private,ICE,UKL1,REST,Standard,5
2023,11,JEEP,01,Álava,Private,ICE,UKL2,REST,Standard,1
2023,11,KIA,01,Álava,Corporate,PHEV,KKL,REST,Standard,1
2023,11,KIA,01,Álava,Private,BEV,KKL,REST,Standard,2
2023,11,KIA,01,Álava,Private,BEV,UKL2,REST,Standard,1
2023,11,KIA,01,Álava,Private,ICE,UKL1,REST,Standard,3
2023,11,KIA,01,Álava,Private,ICE,UKL2,REST,Standard,17
2023,11,KIA,01,Álava,Private,PHEV,UKL2,REST,Standard,3
2023,11,MAZDA,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2023,11,MAZDA,01,Álava,Corporate,ICE,UKL2,REST,Standard,2
2023,11,MAZDA,01,Álava,Private,ICE,UKL2,REST,Standard,11
2023,11,MAZDA,01,Álava,Private,PHEV,KKL,REST,Standard,1
2023,11,MERCEDES,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,2
2023,11,MERCEDES,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,1
2023,11,MERCEDES,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,3
2023,11,MERCEDES,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,4
2023,11,MERCEDES,01,Álava,Private,ICE,MKL,FOCUS SEGMENT,Standard,1
2023,11,MERCEDES,01,Álava,Private,ICE,MKL,REST,Standard,1
2023,11,MERCEDES,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,2
2023,11,MERCEDES,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,2
2023,11,MERCEDES,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,1
2023,11,MG,01,Álava,Private,BEV,UKL1,REST,Standard,1
2023,11,MG,01,Álava,Private,BEV,UKL2,REST,Standard,5
2023,11,MG,01,Álava,Private,ICE,UKL1,REST,Standard,12
2023,11,MG,01,Álava,Private,PHEV,KKL,REST,Standard,1
2023,11,MINI,01,Álava,Corporate,ICE,UKL1,FOCUS SEGMENT,Standard,1
2023,11,MINI,01,Álava,Private,BEV,UKL1,FOCUS SEGMENT,Standard,1
2023,11,NISSAN,01,Álava,Corporate,ICE,KKL,REST,Standard,2
2023,11,NISSAN,01,Álava,Corporate,ICE,SKL,REST,Standard,2
2023,11,NISSAN,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2023,11,NISSAN,01,Álava,Corporate,ICE,UKL2,REST,Standard,6
2023,11,NISSAN,01,Álava,Private,ICE,KKL,REST,Standard,1
2023,11,NISSAN,01,Álava,Private,ICE,UKL2,REST,Standard,1
2023,11,OPEL,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2023,11,OPEL,01,Álava,Corporate,PHEV,UKL2,REST,Standard,1
2023,11,OPEL,01,Álava,Private,ICE,UKL1,REST,Standard,8
2023,11,OPEL,01,Álava,Private,ICE,UKL2,REST,Standard,3
2023,11,PEUGEOT,01,Álava,Corporate,BEV,UKL1,REST,Standard,2
2023,11,PEUGEOT,01,Álava,Corporate,BEV,UKL2,REST,Standard,1
2023,11,PEUGEOT,01,Álava,Corporate,ICE,SKL,REST,Standard,1
2023,11,PEUGEOT,01,Álava,Corporate,ICE,UKL2,REST,Standard,12
2023,11,PEUGEOT,01,Álava,Corporate,PHEV,KKL,REST,Standard,1
2023,11,PEUGEOT,01,Álava,Corporate,PHEV,UKL2,REST,Standard,5
2023,11,PEUGEOT,01,Álava,Private,BEV,UKL1,REST,Standard,1
2023,11,PEUGEOT,01,Álava,Private,ICE,KKL,REST,Standard,1
2023,11,PEUGEOT,01,Álava,Private,ICE,UKL1,REST,Standard,8
2023,11,PEUGEOT,01,Álava,Private,ICE,UKL2,REST,Standard,3
2023,11,PEUGEOT,01,Álava,Private,PHEV,UKL2,REST,Standard,2
2023,11,PORSCHE,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2023,11,PORSCHE,01,Álava,Private,PHEV,GKL,FOCUS SEGMENT,Standard,1
2023,11,RENAULT,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,11,RENAULT,01,Álava,Private,ICE,KKL,REST,Standard,2
2023,11,RENAULT,01,Álava,Private,ICE,SKL,REST,Standard,2
2023,11,RENAULT,01,Álava,Private,ICE,UKL1,REST,Standard,8
2023,11,RENAULT,01,Álava,Private,ICE,UKL2,REST,Standard,4
2023,11,SEAT,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,11,SEAT,01,Álava,Corporate,PHEV,UKL2,REST,Standard,1
2023,11,SEAT,01,Álava,Private,ICE,UKL1,REST,Standard,4
2023,11,SEAT,01,Álava,Private,ICE,UKL2,REST,Standard,2
2023,11,SKODA,01,Álava,Corporate,ICE,UKL1,REST,Standard,2
2023,11,SKODA,01,Álava,Private,ICE,UKL1,REST,Standard,1
2023,11,SKODA,01,Álava,Private,ICE,UKL2,REST,Standard,2
2023,11,SSANGYONG,01,Álava,Corporate,BEV,KKL,REST,Standard,1
2023,11,SUBARU,01,Álava,Private,ICE,KKL,REST,Standard,1
2023,11,SUZUKI,01,Álava,Corporate,ICE,SKL,REST,Standard,1
2023,11,SUZUKI,01,Álava,Private,ICE,SKL,REST,Standard,1
2023,11,SUZUKI,01,Álava,Private,ICE,UKL0,REST,Standard,1
2023,11,SUZUKI,01,Álava,Private,ICE,UKL2,REST,Standard,1
2023,11,TESLA,01,Álava,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,1
2023,11,TESLA,01,Álava,Private,BEV,KKL,FOCUS SEGMENT,Standard,10
2023,11,TOYOTA,01,Álava,Corporate,BEV,UKL2,REST,Standard,1
2023,11,TOYOTA,01,Álava,Corporate,ICE,GKL,REST,Standard,1
2023,11,TOYOTA,01,Álava,Corporate,ICE,MKL,REST,Standard,1
2023,11,TOYOTA,01,Álava,Corporate,ICE,SKL,REST,Standard,1
2023,11,TOYOTA,01,Álava,Corporate,ICE,UKL1,REST,Standard,9
2023,11,TOYOTA,01,Álava,Corporate,ICE,UKL2,REST,Standard,6
2023,11,TOYOTA,01,Álava,Private,ICE,GKL,REST,Standard,1
2023,11,TOYOTA,01,Álava,Private,ICE,SKL,REST,Standard,3
2023,11,TOYOTA,01,Álava,Private,ICE,UKL1,REST,Standard,7
2023,11,TOYOTA,01,Álava,Private,ICE,UKL2,REST,Standard,9
2023,11,VOLKSWAGEN,01,Álava,Corporate,ICE,SKL,REST,Standard,1
2023,11,VOLKSWAGEN,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2023,11,VOLKSWAGEN,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,11,VOLKSWAGEN,01,Álava,Private,ICE,SKL,REST,Standard,2
2023,11,VOLKSWAGEN,01,Álava,Private,ICE,UKL1,REST,Standard,1
2023,11,VOLKSWAGEN,01,Álava,Private,ICE,UKL2,REST,Standard,2
2023,11,VOLVO,01,Álava,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,2
2023,11,ALFA ROMEO,02,Albacete,Corporate,ICE,UKL2,REST,Standard,16
2023,11,AUDI,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,2
2023,11,AUDI,02,Albacete,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,1
2023,11,AUDI,02,Albacete,Private,BEV,UKL2,FOCUS SEGMENT,Standard,2
2023,11,AUDI,02,Albacete,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2023,11,AUDI,02,Albacete,Private,ICE,UKL1,FOCUS SEGMENT,Standard,1
2023,11,AUDI,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,3
2023,11,BMW,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,2
2023,11,BMW,02,Albacete,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,7
2023,11,BMW,02,Albacete,Corporate,PHEV,GKL,FOCUS SEGMENT,M,2
2023,11,BMW,02,Albacete,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2023,11,BMW,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,9
2023,11,BMW,02,Albacete,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,1
2023,11,CITROEN,02,Albacete,Corporate,ICE,SKL,REST,Standard,1
2023,11,CITROEN,02,Albacete,Corporate,ICE,UKL2,REST,Standard,1
2023,11,CITROEN,02,Albacete,Private,BEV,UKL2,REST,Standard,1
2023,11,CITROEN,02,Albacete,Private,ICE,UKL1,REST,Standard,3
2023,11,CITROEN,02,Albacete,Private,ICE,UKL2,REST,Standard,5
2023,11,CUPRA,02,Albacete,Private,ICE,UKL2,REST,Standard,4
2023,11,DACIA,02,Albacete,Corporate,ICE,SKL,REST,Standard,2
2023,11,DACIA,02,Albacete,Private,ICE,SKL,REST,Standard,5
2023,11,DACIA,02,Albacete,Private,ICE,UKL1,REST,Standard,18
2023,11,DACIA,02,Albacete,Private,ICE,UKL2,REST,Standard,2
2023,11,DFSK,02,Albacete,Private,ICE,,,Standard,1
2023,11,FIAT,02,Albacete,Corporate,ICE,UKL0,REST,Standard,20
2023,11,FIAT,02,Albacete,Private,ICE,UKL0,REST,Standard,1
2023,11,FORD,02,Albacete,Corporate,ICE,MKL,REST,Standard,1
2023,11,FORD,02,Albacete,Corporate,ICE,UKL1,REST,Standard,3
2023,11,FORD,02,Albacete,Private,ICE,UKL1,REST,Standard,4
2023,11,FORD,02,Albacete,Private,ICE,UKL2,REST,Standard,1
2023,11,HYUNDAI,02,Albacete,Corporate,BEV,UKL1,REST,Standard,1
2023,11,HYUNDAI,02,Albacete,Corporate,ICE,MKL,REST,Standard,3
2023,11,HYUNDAI,02,Albacete,Corporate,ICE,UKL1,REST,Standard,3
2023,11,HYUNDAI,02,Albacete,Private,BEV,UKL1,REST,Standard,1
2023,11,HYUNDAI,02,Albacete,Private,ICE,UKL0,REST,Standard,1
