anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2024,07,ALFA ROMEO,TONALE,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,2
2024,07,ARASUR,FIAT DUCATO,01,Álava,Private,ICE,,REST,Standard,,1
2024,07,AUDI,A4,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,07,AUDI,A6,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,M,SEDAN,1
2024,07,AUDI,Q5 SPORTBACK,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,07,AUDI,Q5 SPORTBACK,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,07,AUDI,Q8,01,Álava,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,07,BMW,SERIE 3,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,07,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2024,07,BMW,X3,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,2
2024,07,BMW,X4,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,07,BMW,X5,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,07,BMW,X5,01,Álava,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,07,CITROEN,BERLINGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,07,CITROEN,BERLINGO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,7
2024,07,CITROEN,C3 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,6
2024,07,CITROEN,C3 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,3
2024,07,CITROEN,C4,01,Álava,Corporate,BEV,UKL2,REST,Standard,HACH 5P,1
2024,07,CITROEN,C4,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2024,07,CITROEN,C5 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,6
2024,07,CITROEN,C5 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
