anyo,mes,dia,marca,cod_prov,provincia,canal,fuel_type,count
2026,07,03,CITROEN,01,Álava,Private,ICE,1
2026,07,03,FORD,01,Álava,Corporate,ICE,1
2026,07,03,KIA,01,Álava,Private,ICE,1
2026,07,03,MERCEDES,01,Álava,Corporate,ICE,4
2026,07,03,NISSAN,01,Álava,Private,ICE,1
2026,07,03,TOYOTA,01,Álava,Private,ICE,1
2026,07,03,VOLKSWAGEN,01,Álava,Private,ICE,1
2026,07,03,VOLVO,01,Álava,Private,ICE,1
2026,07,03,DACIA,02,Albacete,Private,ICE,2
2026,07,03,EBRO,02,Albacete,Private,ICE,1
2026,07,03,HYUNDAI,02,Albacete,Private,ICE,1
2026,07,03,JAECOO,02,Albacete,Private,PHEV,1
2026,07,03,KG MOBILITY,02,Albacete,Corporate,ICE,1
2026,07,03,KIA,02,Albacete,Private,ICE,1
2026,07,03,MAZDA,02,Albacete,Private,ICE,1
2026,07,03,MERCEDES,02,Albacete,Corporate,ICE,1
2026,07,03,MERCEDES,02,Albacete,Private,ICE,1
2026,07,03,OMODA,02,Albacete,Private,ICE,1
2026,07,03,RENAULT,02,Albacete,Private,ICE,1
2026,07,03,SKODA,02,Albacete,Private,ICE,1
2026,07,03,TOYOTA,02,Albacete,Private,ICE,2
2026,07,03,VOLKSWAGEN,02,Albacete,Private,ICE,1
2026,07,03,BAOJUN,03,Alicante,Private,PHEV,1
2026,07,03,BYD,03,Alicante,Private,PHEV,2
2026,07,03,CUPRA,03,Alicante,Private,ICE,1
2026,07,03,DACIA,03,Alicante,Private,ICE,10
2026,07,03,DFSK,03,Alicante,Corporate,ICE,1
2026,07,03,FORD,03,Alicante,Private,ICE,1
2026,07,03,FORD,03,Alicante,Private,PHEV,1
2026,07,03,GEELY,03,Alicante,Private,PHEV,1
2026,07,03,HYUNDAI,03,Alicante,Corporate,ICE,1
2026,07,03,HYUNDAI,03,Alicante,Private,BEV,2
2026,07,03,HYUNDAI,03,Alicante,Private,ICE,5
2026,07,03,JAECOO,03,Alicante,Private,ICE,1
2026,07,03,KG MOBILITY,03,Alicante,Corporate,BEV,1
2026,07,03,KIA,03,Alicante,Private,ICE,3
2026,07,03,LEAPMOTOR,03,Alicante,Private,BEV,2
2026,07,03,LEXUS,03,Alicante,Private,BEV,1
2026,07,03,LYNK & CO,03,Alicante,Private,PHEV,1
2026,07,03,MERCEDES,03,Alicante,Corporate,ICE,2
2026,07,03,MERCEDES,03,Alicante,Private,BEV,2
2026,07,03,MERCEDES,03,Alicante,Private,ICE,2
2026,07,03,MERCEDES,03,Alicante,Private,PHEV,2
2026,07,03,MINI,03,Alicante,Private,BEV,2
2026,07,03,NISSAN,03,Alicante,Private,ICE,1
2026,07,03,OMODA,03,Alicante,Private,ICE,1
2026,07,03,OPEL,03,Alicante,RAC,ICE,41
2026,07,03,PEUGEOT,03,Alicante,Private,BEV,1
2026,07,03,PEUGEOT,03,Alicante,Private,ICE,2
2026,07,03,RENAULT,03,Alicante,Private,BEV,1
2026,07,03,RENAULT,03,Alicante,Private,ICE,3
2026,07,03,SEAT,03,Alicante,Private,ICE,1
2026,07,03,SKODA,03,Alicante,Private,ICE,3
2026,07,03,TOYOTA,03,Alicante,Corporate,ICE,1
2026,07,03,TOYOTA,03,Alicante,Corporate,PHEV,1
2026,07,03,TOYOTA,03,Alicante,Private,ICE,6
2026,07,03,TOYOTA,03,Alicante,Private,PHEV,1
2026,07,03,VOLKSWAGEN,03,Alicante,Private,ICE,1
2026,07,03,BMW,04,Almería,Private,BEV,1
2026,07,03,BMW,04,Almería,Private,ICE,1
2026,07,03,BYD,04,Almería,Private,BEV,2
2026,07,03,DACIA,04,Almería,Private,ICE,2
2026,07,03,DFSK,04,Almería,Private,ICE,1
2026,07,03,KIA,04,Almería,Corporate,ICE,1
2026,07,03,MERCEDES,04,Almería,Corporate,ICE,2
2026,07,03,MERCEDES,04,Almería,Private,BEV,1
2026,07,03,MG,04,Almería,Private,ICE,2
2026,07,03,MG,04,Almería,Private,PHEV,1
2026,07,03,RENAULT,04,Almería,Corporate,PHEV,1
2026,07,03,SKODA,04,Almería,Private,ICE,1
2026,07,03,TOYOTA,04,Almería,Corporate,ICE,2
2026,07,03,TOYOTA,04,Almería,Corporate,PHEV,1
2026,07,03,TOYOTA,04,Almería,Private,ICE,1
2026,07,03,VOLKSWAGEN,04,Almería,Private,ICE,1
2026,07,03,AUDI,05,Ávila,Private,ICE,1
2026,07,03,EBRO,05,Ávila,Private,PHEV,1
2026,07,03,BMW,06,Badajoz,Corporate,PHEV,1
2026,07,03,BYD,06,Badajoz,Private,BEV,1
2026,07,03,CHANGAN,06,Badajoz,Private,BEV,1
2026,07,03,CITROEN,06,Badajoz,Private,ICE,1
2026,07,03,DACIA,06,Badajoz,Private,ICE,1
2026,07,03,KIA,06,Badajoz,Corporate,ICE,1
2026,07,03,KIA,06,Badajoz,Private,ICE,1
2026,07,03,MERCEDES,06,Badajoz,Corporate,PHEV,1
2026,07,03,MERCEDES,06,Badajoz,Private,PHEV,1
2026,07,03,OMODA,06,Badajoz,Private,PHEV,1
2026,07,03,PEUGEOT,06,Badajoz,Private,ICE,1
2026,07,03,SKODA,06,Badajoz,Private,PHEV,1
2026,07,03,TOYOTA,06,Badajoz,Corporate,PHEV,1
2026,07,03,TOYOTA,06,Badajoz,Private,ICE,3
2026,07,03,BYD,07,Baleares,Private,PHEV,1
2026,07,03,CUPRA,07,Baleares,Private,ICE,1
2026,07,03,DACIA,07,Baleares,Private,ICE,1
2026,07,03,FIAT,07,Baleares,Private,ICE,1
2026,07,03,FORD,07,Baleares,Corporate,ICE,1
2026,07,03,HYUNDAI,07,Baleares,Corporate,ICE,1
2026,07,03,HYUNDAI,07,Baleares,Private,ICE,1
2026,07,03,KIA,07,Baleares,Private,BEV,3
2026,07,03,LEAPMOTOR,07,Baleares,Private,BEV,3
2026,07,03,MAZDA,07,Baleares,Private,ICE,1
2026,07,03,MERCEDES,07,Baleares,Corporate,PHEV,1
2026,07,03,MERCEDES,07,Baleares,Private,PHEV,1
2026,07,03,MINI,07,Baleares,Private,ICE,1
2026,07,03,OPEL,07,Baleares,Private,BEV,1
2026,07,03,PEUGEOT,07,Baleares,Private,ICE,1
2026,07,03,RENAULT,07,Baleares,Corporate,ICE,1
2026,07,03,RENAULT,07,Baleares,Private,BEV,1
2026,07,03,RENAULT,07,Baleares,Private,ICE,4
2026,07,03,SEAT,07,Baleares,Private,ICE,1
2026,07,03,SUZUKI,07,Baleares,Private,ICE,1
2026,07,03,TOYOTA,07,Baleares,Corporate,ICE,1
2026,07,03,TOYOTA,07,Baleares,Private,BEV,1
2026,07,03,TOYOTA,07,Baleares,Private,ICE,4
2026,07,03,TOYOTA,07,Baleares,Private,PHEV,1
2026,07,03,VOLKSWAGEN,07,Baleares,Private,ICE,1
2026,07,03,AUDI,08,Barcelona,Private,ICE,1
2026,07,03,AUDI,08,Barcelona,Private,PHEV,3
2026,07,03,BMW,08,Barcelona,Corporate,ICE,1
2026,07,03,BMW,08,Barcelona,Private,ICE,1
2026,07,03,BYD,08,Barcelona,Private,PHEV,2
2026,07,03,CHANGAN,08,Barcelona,Private,BEV,1
2026,07,03,CITROEN,08,Barcelona,Private,ICE,4
2026,07,03,CUPRA,08,Barcelona,Private,BEV,2
2026,07,03,DACIA,08,Barcelona,Private,ICE,27
2026,07,03,EBRO,08,Barcelona,Corporate,ICE,1
2026,07,03,EBRO,08,Barcelona,Private,ICE,8
2026,07,03,EBRO,08,Barcelona,Private,PHEV,2
2026,07,03,FERRARI,08,Barcelona,Private,PHEV,1
2026,07,03,FORD,08,Barcelona,Corporate,ICE,3
2026,07,03,FORD,08,Barcelona,Private,ICE,1
2026,07,03,GEELY,08,Barcelona,Private,PHEV,2
2026,07,03,HONDA,08,Barcelona,Private,ICE,1
2026,07,03,HYUNDAI,08,Barcelona,Corporate,ICE,1
2026,07,03,HYUNDAI,08,Barcelona,Private,ICE,2
2026,07,03,HYUNDAI,08,Barcelona,Private,PHEV,1
2026,07,03,JAECOO,08,Barcelona,Private,ICE,1
2026,07,03,JAECOO,08,Barcelona,Private,PHEV,1
2026,07,03,JEEP,08,Barcelona,Private,ICE,3
2026,07,03,KIA,08,Barcelona,Corporate,ICE,1
2026,07,03,KIA,08,Barcelona,Private,BEV,1
2026,07,03,KIA,08,Barcelona,Private,ICE,9
2026,07,03,LAND ROVER,08,Barcelona,Private,ICE,2
2026,07,03,LAND ROVER,08,Barcelona,Private,PHEV,1
2026,07,03,LEAPMOTOR,08,Barcelona,Private,BEV,3
2026,07,03,LEXUS,08,Barcelona,Corporate,BEV,1
2026,07,03,LEXUS,08,Barcelona,Corporate,ICE,1
2026,07,03,LEXUS,08,Barcelona,Corporate,PHEV,1
2026,07,03,LEXUS,08,Barcelona,Private,PHEV,1
2026,07,03,MAZDA,08,Barcelona,Private,ICE,4
2026,07,03,MERCEDES,08,Barcelona,Corporate,BEV,4
2026,07,03,MERCEDES,08,Barcelona,Corporate,ICE,3
2026,07,03,MERCEDES,08,Barcelona,Corporate,PHEV,1
2026,07,03,MERCEDES,08,Barcelona,Private,BEV,1
2026,07,03,MERCEDES,08,Barcelona,Private,ICE,4
2026,07,03,MERCEDES,08,Barcelona,Private,PHEV,2
2026,07,03,MG,08,Barcelona,Private,ICE,3
2026,07,03,MINI,08,Barcelona,Private,ICE,2
2026,07,03,NISSAN,08,Barcelona,Corporate,ICE,9
2026,07,03,NISSAN,08,Barcelona,Private,ICE,3
2026,07,03,OMODA,08,Barcelona,Corporate,ICE,1
2026,07,03,OMODA,08,Barcelona,Private,PHEV,2
2026,07,03,PORSCHE,08,Barcelona,Private,PHEV,1
2026,07,03,RENAULT,08,Barcelona,Private,BEV,1
2026,07,03,RENAULT,08,Barcelona,Private,ICE,5
2026,07,03,RENAULT,08,Barcelona,Private,PHEV,1
2026,07,03,SEAT,08,Barcelona,Corporate,ICE,2
2026,07,03,SEAT,08,Barcelona,Private,ICE,7
2026,07,03,SHINERAY,08,Barcelona,Private,PHEV,1
2026,07,03,SMART,08,Barcelona,Private,BEV,2
2026,07,03,SUZUKI,08,Barcelona,Private,ICE,1
2026,07,03,TESLA,08,Barcelona,Corporate,BEV,1
2026,07,03,TESLA,08,Barcelona,Private,BEV,1
2026,07,03,TOYOTA,08,Barcelona,Corporate,ICE,4
2026,07,03,TOYOTA,08,Barcelona,Corporate,PHEV,1
2026,07,03,TOYOTA,08,Barcelona,Private,BEV,1
2026,07,03,TOYOTA,08,Barcelona,Private,ICE,14
2026,07,03,TOYOTA,08,Barcelona,Private,PHEV,2
2026,07,03,VOLKSWAGEN,08,Barcelona,Corporate,ICE,1
2026,07,03,VOLKSWAGEN,08,Barcelona,Private,ICE,7
2026,07,03,VOLKSWAGEN,08,Barcelona,Private,PHEV,1
2026,07,03,VOLVO,08,Barcelona,Private,BEV,1
2026,07,03,VOLVO,08,Barcelona,Private,PHEV,1
2026,07,03,BYD,09,Burgos,Private,PHEV,1
2026,07,03,EBRO,09,Burgos,Corporate,ICE,1
2026,07,03,GEELY,09,Burgos,Private,BEV,1
2026,07,03,JAECOO,09,Burgos,Private,PHEV,1
2026,07,03,LYNK & CO,09,Burgos,Private,BEV,1
2026,07,03,MERCEDES,09,Burgos,Corporate,BEV,1
2026,07,03,MG,09,Burgos,Private,ICE,1
2026,07,03,RENAULT,09,Burgos,Private,ICE,1
2026,07,03,TOYOTA,09,Burgos,Private,ICE,1
2026,07,03,DACIA,10,Cáceres,Private,ICE,5
2026,07,03,EBRO,10,Cáceres,Private,ICE,1
2026,07,03,MAZDA,10,Cáceres,Private,ICE,1
2026,07,03,RENAULT,10,Cáceres,Corporate,ICE,1
2026,07,03,VOLKSWAGEN,10,Cáceres,Private,ICE,1
2026,07,03,BMW,11,Cádiz,Corporate,ICE,1
2026,07,03,CHANGAN,11,Cádiz,Private,BEV,1
2026,07,03,CITROEN,11,Cádiz,Private,BEV,1
2026,07,03,DACIA,11,Cádiz,Corporate,ICE,1
2026,07,03,EBRO,11,Cádiz,Private,ICE,2
2026,07,03,EBRO,11,Cádiz,Private,PHEV,1
2026,07,03,FERRARI,11,Cádiz,Private,ICE,1
2026,07,03,FORD,11,Cádiz,Corporate,ICE,2
2026,07,03,FORD,11,Cádiz,Private,ICE,1
2026,07,03,HONDA,11,Cádiz,Corporate,BEV,1
2026,07,03,HONDA,11,Cádiz,Corporate,ICE,1
2026,07,03,KIA,11,Cádiz,Corporate,ICE,1
2026,07,03,KIA,11,Cádiz,Private,BEV,1
2026,07,03,KIA,11,Cádiz,Private,ICE,2
2026,07,03,LEXUS,11,Cádiz,Corporate,PHEV,1
2026,07,03,MAZDA,11,Cádiz,Corporate,ICE,1
2026,07,03,MAZDA,11,Cádiz,Private,ICE,2
2026,07,03,MERCEDES,11,Cádiz,Corporate,BEV,1
2026,07,03,MERCEDES,11,Cádiz,Private,BEV,1
2026,07,03,MG,11,Cádiz,Private,ICE,1
2026,07,03,MINI,11,Cádiz,Corporate,ICE,2
2026,07,03,MITSUBISHI,11,Cádiz,Corporate,ICE,1
2026,07,03,MITSUBISHI,11,Cádiz,Private,PHEV,1
2026,07,03,OPEL,11,Cádiz,Private,ICE,1
2026,07,03,PEUGEOT,11,Cádiz,Corporate,ICE,1
2026,07,03,RENAULT,11,Cádiz,Corporate,BEV,1
2026,07,03,RENAULT,11,Cádiz,Private,BEV,1
2026,07,03,RENAULT,11,Cádiz,Private,ICE,1
2026,07,03,SEAT,11,Cádiz,Private,ICE,3
2026,07,03,SHINERAY,11,Cádiz,Corporate,ICE,1
2026,07,03,SKODA,11,Cádiz,Private,ICE,5
2026,07,03,TIGER,11,Cádiz,Private,ICE,1
2026,07,03,TOYOTA,11,Cádiz,Corporate,ICE,1
2026,07,03,TOYOTA,11,Cádiz,Private,ICE,1
2026,07,03,VOLVO,11,Cádiz,Corporate,ICE,1
2026,07,03,XPENG,11,Cádiz,Private,BEV,1
2026,07,03,AUDI,12,Castellón,Corporate,PHEV,1
2026,07,03,AUDI,12,Castellón,Private,BEV,1
2026,07,03,BMW,12,Castellón,Corporate,PHEV,2
2026,07,03,BYD,12,Castellón,Private,BEV,1
2026,07,03,CITROEN,12,Castellón,Private,ICE,2
2026,07,03,DACIA,12,Castellón,Corporate,ICE,1
2026,07,03,DACIA,12,Castellón,Private,ICE,3
2026,07,03,HYUNDAI,12,Castellón,Private,ICE,2
2026,07,03,JAECOO,12,Castellón,Private,ICE,4
2026,07,03,KG MOBILITY,12,Castellón,Private,ICE,1
2026,07,03,KIA,12,Castellón,Corporate,BEV,1
2026,07,03,LEXUS,12,Castellón,Private,ICE,1
2026,07,03,MERCEDES,12,Castellón,Corporate,PHEV,1
2026,07,03,MINI,12,Castellón,Private,BEV,1
2026,07,03,NISSAN,12,Castellón,Private,ICE,2
2026,07,03,OMODA,12,Castellón,Private,PHEV,1
2026,07,03,PEUGEOT,12,Castellón,Private,ICE,1
2026,07,03,RENAULT,12,Castellón,Private,ICE,2
2026,07,03,SEAT,12,Castellón,Private,ICE,1
2026,07,03,SKODA,12,Castellón,Corporate,ICE,4
2026,07,03,SKODA,12,Castellón,Private,ICE,2
2026,07,03,SUZUKI,12,Castellón,Private,ICE,1
2026,07,03,TOYOTA,12,Castellón,Private,ICE,3
2026,07,03,TOYOTA,12,Castellón,Private,PHEV,1
2026,07,03,BYD,13,Ciudad Real,Private,BEV,2
2026,07,03,DACIA,13,Ciudad Real,Private,ICE,3
2026,07,03,JAECOO,13,Ciudad Real,Private,ICE,1
2026,07,03,LYNK & CO,13,Ciudad Real,Private,BEV,1
2026,07,03,MERCEDES,13,Ciudad Real,Private,PHEV,1
2026,07,03,BYD,14,Córdoba,Private,BEV,1
2026,07,03,DACIA,14,Córdoba,Private,ICE,5
2026,07,03,EBRO,14,Córdoba,Private,ICE,5
2026,07,03,EBRO,14,Córdoba,Private,PHEV,1
2026,07,03,MAZDA,14,Córdoba,Private,ICE,2
2026,07,03,MERCEDES,14,Córdoba,Corporate,PHEV,1
2026,07,03,MG,14,Córdoba,Private,ICE,1
2026,07,03,MG,14,Córdoba,Private,PHEV,1
2026,07,03,PEUGEOT,14,Córdoba,Private,ICE,1
2026,07,03,RENAULT,14,Córdoba,Private,ICE,1
2026,07,03,VOLVO,14,Córdoba,Private,ICE,1
2026,07,03,ALFA ROMEO,15,A Coruña,Private,ICE,1
2026,07,03,BMW,15,A Coruña,Corporate,BEV,1
2026,07,03,DACIA,15,A Coruña,Private,ICE,6
2026,07,03,EBRO,15,A Coruña,Corporate,ICE,1
2026,07,03,FIAT,15,A Coruña,Private,BEV,1
2026,07,03,HONDA,15,A Coruña,Private,ICE,1
2026,07,03,HYUNDAI,15,A Coruña,Corporate,BEV,1
2026,07,03,HYUNDAI,15,A Coruña,Corporate,ICE,3
2026,07,03,KIA,15,A Coruña,Corporate,BEV,1
2026,07,03,KIA,15,A Coruña,Private,BEV,1
2026,07,03,KIA,15,A Coruña,Private,ICE,2
2026,07,03,LEXUS,15,A Coruña,Private,ICE,1
2026,07,03,MERCEDES,15,A Coruña,Corporate,ICE,1
2026,07,03,MG,15,A Coruña,Private,ICE,6
2026,07,03,MINI,15,A Coruña,Private,ICE,1
2026,07,03,SKODA,15,A Coruña,Private,ICE,3
2026,07,03,TOYOTA,15,A Coruña,Private,ICE,5
2026,07,03,TOYOTA,15,A Coruña,Private,PHEV,1
2026,07,03,VOLKSWAGEN,15,A Coruña,Private,ICE,2
2026,07,03,VOLVO,15,A Coruña,Private,ICE,1
2026,07,03,JAECOO,16,Cuenca,Private,ICE,1
2026,07,03,JAECOO,16,Cuenca,Private,PHEV,1
2026,07,03,LAND ROVER,16,Cuenca,Corporate,ICE,1
2026,07,03,MERCEDES,16,Cuenca,Corporate,ICE,1
2026,07,03,MERCEDES,16,Cuenca,Corporate,PHEV,1
2026,07,03,OMODA,16,Cuenca,Private,ICE,1
2026,07,03,TOYOTA,16,Cuenca,Private,ICE,2
2026,07,03,AUDI,17,Girona,Private,ICE,1
2026,07,03,DACIA,17,Girona,Corporate,ICE,1
2026,07,03,DACIA,17,Girona,Private,ICE,6
2026,07,03,FORD,17,Girona,Private,PHEV,1
2026,07,03,HYUNDAI,17,Girona,Corporate,ICE,1
2026,07,03,HYUNDAI,17,Girona,Private,ICE,1
2026,07,03,JAECOO,17,Girona,Private,ICE,1
2026,07,03,LAND ROVER,17,Girona,Corporate,ICE,1
2026,07,03,LEXUS,17,Girona,Corporate,ICE,1
2026,07,03,LEXUS,17,Girona,Private,ICE,1
2026,07,03,MERCEDES,17,Girona,Corporate,BEV,2
2026,07,03,MERCEDES,17,Girona,Corporate,PHEV,1
2026,07,03,MG,17,Girona,Private,PHEV,1
2026,07,03,NISSAN,17,Girona,Private,ICE,2
2026,07,03,REHATRANS,17,Girona,Corporate,ICE,1
2026,07,03,RENAULT,17,Girona,Private,ICE,1
2026,07,03,TOYOTA,17,Girona,Private,ICE,4
2026,07,03,CITROEN,18,Granada,Private,ICE,2
2026,07,03,DACIA,18,Granada,Private,ICE,17
2026,07,03,FIAT,18,Granada,Private,ICE,1
2026,07,03,KIA,18,Granada,Private,ICE,1
2026,07,03,LEAPMOTOR,18,Granada,Private,BEV,1
2026,07,03,MG,18,Granada,Private,ICE,1
2026,07,03,NISSAN,18,Granada,Private,ICE,1
2026,07,03,RENAULT,18,Granada,Corporate,ICE,1
2026,07,03,RENAULT,18,Granada,Private,ICE,3
2026,07,03,SEAT,18,Granada,Private,ICE,4
2026,07,03,SKODA,18,Granada,Private,ICE,2
2026,07,03,TOYOTA,18,Granada,Private,ICE,3
2026,07,03,TOYOTA,18,Granada,Private,PHEV,1
2026,07,03,VOLKSWAGEN,18,Granada,Corporate,BEV,1
2026,07,03,VOLKSWAGEN,18,Granada,Private,ICE,1
2026,07,03,BYD,19,Guadalajara,Private,BEV,1
2026,07,03,DACIA,19,Guadalajara,Private,ICE,3
2026,07,03,EBRO,19,Guadalajara,Private,ICE,1
2026,07,03,EBRO,19,Guadalajara,Private,PHEV,1
2026,07,03,HONDA,19,Guadalajara,Private,ICE,1
2026,07,03,MERCEDES,19,Guadalajara,Private,PHEV,1
2026,07,03,RENAULT,19,Guadalajara,Private,ICE,1
2026,07,03,TOYOTA,19,Guadalajara,Private,BEV,1
2026,07,03,VOLKSWAGEN,19,Guadalajara,Private,ICE,1
2026,07,03,AUDI,20,Gipuzkoa,Private,ICE,1
2026,07,03,CITROEN,20,Gipuzkoa,Private,BEV,1
2026,07,03,DACIA,20,Gipuzkoa,Private,ICE,1
2026,07,03,HYUNDAI,20,Gipuzkoa,Private,ICE,1
2026,07,03,KG MOBILITY,20,Gipuzkoa,Private,ICE,1
2026,07,03,LEXUS,20,Gipuzkoa,Private,PHEV,1
2026,07,03,MERCEDES,20,Gipuzkoa,Corporate,ICE,1
2026,07,03,NISSAN,20,Gipuzkoa,Private,BEV,1
2026,07,03,PORSCHE,20,Gipuzkoa,Corporate,PHEV,1
2026,07,03,RENAULT,20,Gipuzkoa,Private,ICE,1
2026,07,03,TOYOTA,20,Gipuzkoa,Corporate,ICE,1
2026,07,03,TOYOTA,20,Gipuzkoa,Private,ICE,4
2026,07,03,VOLKSWAGEN,20,Gipuzkoa,Private,ICE,2
2026,07,03,CUPRA,21,Huelva,Private,ICE,1
2026,07,03,DACIA,21,Huelva,Private,BEV,1
2026,07,03,DACIA,21,Huelva,Private,ICE,2
2026,07,03,FIAT,21,Huelva,Private,ICE,1
2026,07,03,MERCEDES,21,Huelva,Corporate,PHEV,1
2026,07,03,MG,21,Huelva,Private,ICE,1
2026,07,03,OMODA,21,Huelva,Private,PHEV,1
2026,07,03,VOLKSWAGEN,21,Huelva,Private,ICE,1
2026,07,03,AUDI,22,Huesca,Corporate,ICE,1
2026,07,03,AUDI,22,Huesca,Private,ICE,1
2026,07,03,CUPRA,22,Huesca,Private,ICE,1
2026,07,03,EBRO,22,Huesca,Corporate,PHEV,1
2026,07,03,LEXUS,22,Huesca,Private,ICE,1
2026,07,03,MERCEDES,22,Huesca,Corporate,PHEV,1
2026,07,03,RENAULT,22,Huesca,Private,ICE,1
