anyo,mes,marca,cod_prov,provincia,canal,fuel_type,count
2024,10,ALFA ROMEO,01,Álava,Private,ICE,1
2024,10,AUDI,01,Álava,Corporate,ICE,4
2024,10,AUDI,01,Álava,Private,BEV,2
2024,10,AUDI,01,Álava,Private,ICE,3
2024,10,BMW,01,Álava,Corporate,PHEV,1
2024,10,BMW,01,Álava,Private,BEV,1
2024,10,BMW,01,Álava,Private,ICE,6
2024,10,BMW,01,Álava,Private,PHEV,1
2024,10,BYD,01,Álava,Corporate,BEV,2
2024,10,BYD,01,Álava,Private,BEV,1
2024,10,BYD,01,Álava,Private,PHEV,1
2024,10,CITROEN,01,Álava,Corporate,ICE,12
2024,10,CITROEN,01,Álava,Private,BEV,2
2024,10,CITROEN,01,Álava,Private,ICE,10
2024,10,CUPRA,01,Álava,Corporate,ICE,4
2024,10,DACIA,01,Álava,Corporate,ICE,2
2024,10,DACIA,01,Álava,Private,ICE,23
2024,10,DFSK,01,Álava,Private,PHEV,1
2024,10,FIAT,01,Álava,Corporate,BEV,1
2024,10,FIAT,01,Álava,Corporate,ICE,2
2024,10,FIAT,01,Álava,Private,BEV,1
2024,10,FIAT,01,Álava,Private,ICE,2
2024,10,FORD,01,Álava,Corporate,ICE,13
2024,10,FORD,01,Álava,Corporate,PHEV,2
2024,10,FORD,01,Álava,Private,ICE,8
2024,10,FORD,01,Álava,Private,PHEV,1
2024,10,HONDA,01,Álava,Corporate,ICE,3
2024,10,HONDA,01,Álava,Private,ICE,6
2024,10,HYUNDAI,01,Álava,Corporate,ICE,5
2024,10,HYUNDAI,01,Álava,Private,BEV,2
2024,10,HYUNDAI,01,Álava,Private,ICE,39
2024,10,HYUNDAI,01,Álava,Private,PHEV,5
2024,10,JAECOO,01,Álava,Corporate,ICE,1
2024,10,JAECOO,01,Álava,Private,ICE,3
2024,10,JEEP,01,Álava,Corporate,ICE,3
2024,10,JEEP,01,Álava,Private,ICE,1
2024,10,KIA,01,Álava,Corporate,ICE,1
2024,10,KIA,01,Álava,Private,ICE,10
2024,10,LAND ROVER,01,Álava,Corporate,ICE,2
2024,10,LEXUS,01,Álava,Private,ICE,1
2024,10,LIVAN,01,Álava,Corporate,ICE,2
2024,10,MAZDA,01,Álava,Corporate,ICE,2
2024,10,MAZDA,01,Álava,Private,ICE,15
2024,10,MAZDA,01,Álava,Private,PHEV,2
2024,10,MERCEDES,01,Álava,Corporate,ICE,9
2024,10,MERCEDES,01,Álava,Corporate,PHEV,2
2024,10,MERCEDES,01,Álava,Private,ICE,6
2024,10,MERCEDES,01,Álava,Private,PHEV,1
2024,10,MG,01,Álava,Corporate,BEV,1
2024,10,MG,01,Álava,Private,ICE,10
2024,10,MG,01,Álava,Private,PHEV,2
2024,10,MINI,01,Álava,Corporate,BEV,2
2024,10,MINI,01,Álava,Corporate,ICE,1
2024,10,MINI,01,Álava,Private,ICE,1
2024,10,MITSUBISHI,01,Álava,Private,ICE,1
2024,10,NISSAN,01,Álava,Corporate,ICE,5
2024,10,NISSAN,01,Álava,Private,ICE,10
2024,10,OMODA,01,Álava,Private,BEV,1
2024,10,OMODA,01,Álava,Private,ICE,8
2024,10,OPEL,01,Álava,Corporate,BEV,1
2024,10,OPEL,01,Álava,Corporate,ICE,9
2024,10,OPEL,01,Álava,Private,ICE,4
2024,10,OPEL,01,Álava,Private,PHEV,1
2024,10,PEUGEOT,01,Álava,Corporate,ICE,14
2024,10,PEUGEOT,01,Álava,Corporate,PHEV,2
2024,10,PEUGEOT,01,Álava,Private,BEV,1
2024,10,PEUGEOT,01,Álava,Private,ICE,11
2024,10,PORSCHE,01,Álava,Corporate,BEV,1
2024,10,RENAULT,01,Álava,Corporate,ICE,107
2024,10,RENAULT,01,Álava,Private,ICE,19
2024,10,SEAT,01,Álava,Corporate,ICE,3
2024,10,SEAT,01,Álava,Private,ICE,12
2024,10,SHINERAY,01,Álava,Private,ICE,2
2024,10,SIN MARCA,01,Álava,Private,ICE,1
2024,10,SKODA,01,Álava,Corporate,ICE,5
2024,10,SKODA,01,Álava,Private,ICE,8
2024,10,SUBARU,01,Álava,Private,ICE,1
2024,10,SUZUKI,01,Álava,Corporate,ICE,1
2024,10,SUZUKI,01,Álava,Private,ICE,4
2024,10,SUZUKI,01,Álava,RAC,ICE,16
2024,10,TESLA,01,Álava,Private,BEV,5
2024,10,TOYOTA,01,Álava,Corporate,ICE,11
2024,10,TOYOTA,01,Álava,Corporate,PHEV,1
2024,10,TOYOTA,01,Álava,Private,ICE,29
2024,10,TOYOTA,01,Álava,Private,PHEV,7
2024,10,VOLKSWAGEN,01,Álava,Private,BEV,1
2024,10,VOLKSWAGEN,01,Álava,Private,ICE,13
2024,10,VOLKSWAGEN,01,Álava,Private,PHEV,3
2024,10,VOLVO,01,Álava,Corporate,ICE,4
2024,10,VOLVO,01,Álava,Private,BEV,1
2024,10,VOLVO,01,Álava,Private,ICE,2
2024,10,ALFA ROMEO,02,Albacete,Corporate,ICE,13
2024,10,AUDI,02,Albacete,Corporate,ICE,3
2024,10,AUDI,02,Albacete,Corporate,PHEV,1
2024,10,AUDI,02,Albacete,Private,ICE,7
2024,10,AUDI,02,Albacete,Private,PHEV,1
2024,10,BMW,02,Albacete,Corporate,ICE,5
2024,10,BMW,02,Albacete,Corporate,PHEV,1
2024,10,BMW,02,Albacete,Private,ICE,8
2024,10,BMW,02,Albacete,Private,PHEV,2
2024,10,CITROEN,02,Albacete,Corporate,BEV,1
2024,10,CITROEN,02,Albacete,Corporate,ICE,2
2024,10,CITROEN,02,Albacete,Private,BEV,1
2024,10,CITROEN,02,Albacete,Private,ICE,6
2024,10,CUPRA,02,Albacete,Corporate,ICE,2
2024,10,DACIA,02,Albacete,Corporate,ICE,4
2024,10,DACIA,02,Albacete,Private,ICE,15
2024,10,FIAT,02,Albacete,Corporate,ICE,1
2024,10,FIAT,02,Albacete,Private,ICE,4
2024,10,FORD,02,Albacete,Corporate,ICE,2
2024,10,FORD,02,Albacete,Private,ICE,1
2024,10,HONDA,02,Albacete,Private,ICE,1
2024,10,HYUNDAI,02,Albacete,Corporate,ICE,6
2024,10,HYUNDAI,02,Albacete,Private,ICE,17
2024,10,HYUNDAI,02,Albacete,Private,PHEV,2
2024,10,JAECOO,02,Albacete,Private,ICE,2
2024,10,JEEP,02,Albacete,Corporate,ICE,58
2024,10,JEEP,02,Albacete,Private,ICE,1
2024,10,KG MOBILITY,02,Albacete,Corporate,ICE,3
2024,10,KG MOBILITY,02,Albacete,Private,ICE,1
2024,10,KIA,02,Albacete,Corporate,ICE,3
2024,10,KIA,02,Albacete,Corporate,PHEV,1
2024,10,KIA,02,Albacete,Private,ICE,22
2024,10,LEXUS,02,Albacete,Corporate,ICE,1
2024,10,MAZDA,02,Albacete,Corporate,ICE,1
2024,10,MAZDA,02,Albacete,Private,ICE,11
2024,10,MERCEDES,02,Albacete,Corporate,BEV,1
2024,10,MERCEDES,02,Albacete,Corporate,ICE,7
2024,10,MERCEDES,02,Albacete,Corporate,PHEV,4
2024,10,MERCEDES,02,Albacete,Private,ICE,7
2024,10,MERCEDES,02,Albacete,Private,PHEV,3
2024,10,MG,02,Albacete,Corporate,ICE,1
2024,10,MG,02,Albacete,Corporate,PHEV,1
2024,10,MG,02,Albacete,Private,ICE,9
2024,10,MG,02,Albacete,Private,PHEV,1
2024,10,MITSUBISHI,02,Albacete,Corporate,ICE,1
2024,10,MITSUBISHI,02,Albacete,Private,ICE,2
2024,10,NISSAN,02,Albacete,Private,ICE,9
2024,10,OMODA,02,Albacete,Private,BEV,1
2024,10,OMODA,02,Albacete,Private,ICE,7
2024,10,OPEL,02,Albacete,Corporate,ICE,5
2024,10,OPEL,02,Albacete,Corporate,PHEV,1
2024,10,OPEL,02,Albacete,Private,ICE,1
2024,10,PEUGEOT,02,Albacete,Corporate,BEV,1
2024,10,PEUGEOT,02,Albacete,Corporate,ICE,1
2024,10,PEUGEOT,02,Albacete,Private,ICE,7
2024,10,PORSCHE,02,Albacete,Corporate,PHEV,1
2024,10,PORSCHE,02,Albacete,Private,PHEV,2
2024,10,RENAULT,02,Albacete,Corporate,ICE,5
2024,10,RENAULT,02,Albacete,Private,ICE,15
2024,10,SEAT,02,Albacete,Corporate,ICE,4
2024,10,SEAT,02,Albacete,Private,ICE,14
2024,10,SKODA,02,Albacete,Corporate,ICE,3
2024,10,SKODA,02,Albacete,Private,ICE,16
2024,10,SSANGYONG,02,Albacete,Private,ICE,1
2024,10,SUZUKI,02,Albacete,Private,ICE,2
2024,10,TESLA,02,Albacete,Private,BEV,1
2024,10,TOYOTA,02,Albacete,Corporate,ICE,14
2024,10,TOYOTA,02,Albacete,Private,ICE,13
2024,10,TOYOTA,02,Albacete,Private,PHEV,3
2024,10,VOLKSWAGEN,02,Albacete,Private,ICE,13
2024,10,VOLVO,02,Albacete,Corporate,ICE,8
2024,10,VOLVO,02,Albacete,Private,ICE,3
2024,10,AUDI,03,Alicante,Corporate,BEV,1
2024,10,AUDI,03,Alicante,Corporate,ICE,17
2024,10,AUDI,03,Alicante,Corporate,PHEV,1
2024,10,AUDI,03,Alicante,Private,ICE,22
2024,10,AUDI,03,Alicante,Private,PHEV,2
2024,10,BMW,03,Alicante,Corporate,BEV,1
2024,10,BMW,03,Alicante,Corporate,ICE,40
2024,10,BMW,03,Alicante,Corporate,PHEV,4
2024,10,BMW,03,Alicante,Private,BEV,6
2024,10,BMW,03,Alicante,Private,ICE,43
2024,10,BMW,03,Alicante,Private,PHEV,1
2024,10,BMW,03,Alicante,RAC,ICE,2
2024,10,BYD,03,Alicante,Corporate,BEV,2
2024,10,BYD,03,Alicante,Corporate,PHEV,1
2024,10,BYD,03,Alicante,Private,BEV,7
2024,10,BYD,03,Alicante,Private,PHEV,4
2024,10,CITROEN,03,Alicante,Corporate,ICE,22
2024,10,CITROEN,03,Alicante,Private,BEV,3
2024,10,CITROEN,03,Alicante,Private,ICE,26
2024,10,CITROEN,03,Alicante,Private,PHEV,1
2024,10,CITROEN,03,Alicante,RAC,ICE,6
2024,10,CUPRA,03,Alicante,Corporate,ICE,9
2024,10,CUPRA,03,Alicante,Corporate,PHEV,1
2024,10,CUPRA,03,Alicante,Private,BEV,1
2024,10,CUPRA,03,Alicante,Private,ICE,15
2024,10,CUPRA,03,Alicante,Private,PHEV,4
2024,10,DACIA,03,Alicante,Corporate,ICE,16
2024,10,DACIA,03,Alicante,Private,ICE,178
2024,10,DFSK,03,Alicante,Private,ICE,1
2024,10,FIAT,03,Alicante,Corporate,ICE,14
2024,10,FIAT,03,Alicante,Private,BEV,3
2024,10,FIAT,03,Alicante,Private,ICE,4
2024,10,FORD,03,Alicante,Corporate,BEV,2
2024,10,FORD,03,Alicante,Corporate,ICE,18
2024,10,FORD,03,Alicante,Corporate,PHEV,2
2024,10,FORD,03,Alicante,Private,BEV,1
2024,10,FORD,03,Alicante,Private,ICE,59
2024,10,FORD,03,Alicante,Private,PHEV,6
2024,10,HONDA,03,Alicante,Corporate,ICE,7
2024,10,HONDA,03,Alicante,Private,ICE,8
2024,10,HYUNDAI,03,Alicante,Corporate,ICE,14
2024,10,HYUNDAI,03,Alicante,Private,BEV,3
2024,10,HYUNDAI,03,Alicante,Private,ICE,143
2024,10,HYUNDAI,03,Alicante,Private,PHEV,1
2024,10,HYUNDAI,03,Alicante,RAC,ICE,20
2024,10,JAECOO,03,Alicante,Corporate,ICE,2
2024,10,JAECOO,03,Alicante,Private,ICE,13
2024,10,JAECOO,03,Alicante,RAC,ICE,2
2024,10,JEEP,03,Alicante,Private,BEV,2
2024,10,JEEP,03,Alicante,Private,ICE,8
2024,10,JEEP,03,Alicante,Private,PHEV,1
2024,10,KG MOBILITY,03,Alicante,Corporate,ICE,1
2024,10,KG MOBILITY,03,Alicante,Private,ICE,6
2024,10,KIA,03,Alicante,Corporate,BEV,2
2024,10,KIA,03,Alicante,Corporate,ICE,17
2024,10,KIA,03,Alicante,Corporate,PHEV,1
2024,10,KIA,03,Alicante,Private,BEV,6
2024,10,KIA,03,Alicante,Private,ICE,146
2024,10,KIA,03,Alicante,Private,PHEV,5
2024,10,LAND ROVER,03,Alicante,Corporate,ICE,2
2024,10,LAND ROVER,03,Alicante,Corporate,PHEV,3
2024,10,LAND ROVER,03,Alicante,Private,ICE,1
2024,10,LAND ROVER,03,Alicante,Private,PHEV,2
2024,10,LEXUS,03,Alicante,Corporate,ICE,9
2024,10,LEXUS,03,Alicante,Private,ICE,15
2024,10,LEXUS,03,Alicante,Private,PHEV,1
2024,10,MAZDA,03,Alicante,Corporate,ICE,2
2024,10,MAZDA,03,Alicante,Private,ICE,26
2024,10,MAZDA,03,Alicante,Private,PHEV,1
2024,10,MERCEDES,03,Alicante,Corporate,BEV,4
2024,10,MERCEDES,03,Alicante,Corporate,ICE,40
2024,10,MERCEDES,03,Alicante,Corporate,PHEV,13
2024,10,MERCEDES,03,Alicante,Private,BEV,4
2024,10,MERCEDES,03,Alicante,Private,ICE,49
2024,10,MERCEDES,03,Alicante,Private,PHEV,13
2024,10,MG,03,Alicante,Corporate,BEV,1
2024,10,MG,03,Alicante,Corporate,ICE,7
2024,10,MG,03,Alicante,Corporate,PHEV,2
2024,10,MG,03,Alicante,Private,BEV,5
2024,10,MG,03,Alicante,Private,ICE,108
2024,10,MG,03,Alicante,Private,PHEV,4
2024,10,MINI,03,Alicante,Corporate,BEV,2
2024,10,MINI,03,Alicante,Corporate,ICE,3
2024,10,MINI,03,Alicante,Private,BEV,2
