anyo,mes,dia,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,08,04,KIA,EV5,01,Álava,Private,BEV,UKL2,REST,Standard,HACH 5P,1
2026,08,04,KIA,NIRO,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,04,NISSAN,TOWNSTAR,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,08,04,PEUGEOT,5008,01,Álava,Private,ICE,KKL,REST,Standard,SUV,1
2026,08,04,VOLVO,XC40,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,08,04,EBRO,S400,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,04,FORD,TRANSIT COURIER,02,Albacete,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,08,04,KIA,NIRO,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,08,04,LEAPMOTOR,B05,02,Albacete,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2026,08,04,MERCEDES,CLASE GLC,02,Albacete,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,08,04,MG,ZS,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,2
2026,08,04,TOYOTA,COROLLA,02,Albacete,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,08,04,TOYOTA,HI LUX,02,Albacete,Corporate,ICE,SKL,REST,Standard,PICKUP,1
2026,08,04,BAW,212 T01,03,Alicante,Corporate,ICE,UKL2,REST,Standard,SAV,1
2026,08,04,BMW,SERIE 2,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,MPV,1
2026,08,04,BMW,SERIE 3,03,Alicante,Private,ICE,KKL,FOCUS SEGMENT,M Performance,ESTATE,1
2026,08,04,BMW,SERIE 3,03,Alicante,Private,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2026,08,04,BMW,X2,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,08,04,BYD,ATTO 3 EVO,03,Alicante,Private,BEV,UKL2,REST,Standard,SAV,1
2026,08,04,BYD,DOLPHIN SURF,03,Alicante,Private,BEV,UKL0,REST,Standard,HACH 5P,1
2026,08,04,BYD,SEALION 7,03,Alicante,Corporate,BEV,KKL,REST,Standard,SAV,1
2026,08,04,CITROEN,C3,03,Alicante,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2026,08,04,CUPRA,CUPRA LEON,03,Alicante,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2026,08,04,CUPRA,FORMENTOR,03,Alicante,Corporate,ICE,UKL2,REST,Standard,SAT,1
