anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2024,02,AUDI,A3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2024,02,AUDI,A5,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,M,SEDAN,1
2024,02,AUDI,Q3 SPORTBACK,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,02,AUDI,Q5,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,02,BMW,SERIE 3,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,M,ESTATE,1
2024,02,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,02,BMW,X2,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,3
2024,02,BMW,X3,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,2
2024,02,BMW,X3,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,02,BMW,X4,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,02,BMW,X5,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,02,BMW,iX1,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,02,BMW,iX2,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,02,BYD,SEAL,01,Álava,Private,BEV,KKL,REST,Standard,SEDAN,2
2024,02,CITROEN,C3,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,3
2024,02,CITROEN,C3,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2024,02,CITROEN,C3 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,2
2024,02,CITROEN,C4,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,4
2024,02,CITROEN,C5 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2024,02,CUPRA,CUPRA LEON,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2024,02,CUPRA,CUPRA LEON,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2024,02,CUPRA,FORMENTOR,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,1
2024,02,CUPRA,FORMENTOR,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAT,2
2024,02,DACIA,DUSTER,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,3
2024,02,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,4
2024,02,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,6
2024,02,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,5
2024,02,DS,DS7 CROSSBACK,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2024,02,FIAT,500X,01,Álava,Private,ICE,,,Standard,,2
2024,02,FIAT,PANDA,01,Álava,Private,ICE,UKL0,REST,Standard,HACH 5P,2
2024,02,FORD,KUGA,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2024,02,FORD,PUMA,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,2
2024,02,FORD,PUMA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,4
2024,02,HONDA,CIVIC,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
