anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2024,01,AUDI,A3,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2024,01,AUDI,A3,01,Álava,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2024,01,AUDI,A3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,2
2024,01,AUDI,A5,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2024,01,AUDI,Q3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,AUDI,Q3 SPORTBACK,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,AUDI,Q5,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,AUDI,Q5 SPORTBACK,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,AUDI,Q8,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,BMW,SERIE 2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,MPV,1
2024,01,BMW,SERIE 3,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,01,BMW,X1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2024,01,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,BMW,X2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,BMW,X3,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,BMW,X5,01,Álava,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,BMW,i4,01,Álava,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2024,01,CITROEN,BERLINGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,9
2024,01,CITROEN,BERLINGO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,3
2024,01,CITROEN,C3,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,3
2024,01,CITROEN,C3 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,6
2024,01,CITROEN,C3 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
2024,01,CITROEN,C4,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2024,01,CITROEN,C4,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,2
2024,01,CITROEN,C4X,01,Álava,Private,ICE,UKL2,REST,Standard,SEDAN,1
2024,01,CITROEN,C5 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,2
2024,01,CITROEN,C5 AIRCROSS,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2024,01,CITROEN,C5 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2024,01,CITROEN,C5X,01,Álava,Corporate,ICE,MKL,REST,Standard,SEDAN,1
2024,01,CITROEN,JUST T7052 DBM,01,Álava,RAC,ICE,,REST,Standard,,1
2024,01,CUPRA,BORN,01,Álava,Corporate,BEV,UKL2,REST,Standard,HACH 5P,2
2024,01,CUPRA,CUPRA LEON,01,Álava,Corporate,PHEV,UKL2,REST,Standard,HACH 5P,1
2024,01,CUPRA,CUPRA LEON,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2024,01,CUPRA,FORMENTOR,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,1
2024,01,CUPRA,FORMENTOR,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2024,01,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,2
2024,01,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,2
2024,01,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,10
2024,01,DR,EVO,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2024,01,DS,DS4,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2024,01,DS,DS4,01,Álava,Private,PHEV,UKL2,REST,Standard,HACH 5P,1
2024,01,DS,DS7 CROSSBACK,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2024,01,DS,DS7 CROSSBACK,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,2
2024,01,FIAT,500,01,Álava,Private,ICE,UKL0,REST,Standard,HACH 3P,1
2024,01,FIAT,DUCATO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,3
2024,01,FIAT,DUCATO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2024,01,FIAT,DUCATO,01,Álava,RAC,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,FORD,FOCUS,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2024,01,FORD,MUSTANG MACH-E,01,Álava,Corporate,BEV,KKL,REST,Standard,SAV,1
2024,01,FORD,PUMA,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2024,01,FORD,PUMA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2024,01,FORD,TOURNEO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,FORD,TOURNEO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,3
2024,01,FORD,TRANSIT,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,FORD,TRANSIT COURIER,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,2
2024,01,HONDA,CR-V,01,Álava,Private,ICE,KKL,REST,Standard,SAV,4
2024,01,HONDA,CR-V,01,Álava,Private,PHEV,KKL,REST,Standard,SAV,1
2024,01,HONDA,HR-V,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2024,01,HONDA,ZR-V,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,2
2024,01,HYUNDAI,BAYON,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,4
2024,01,HYUNDAI,I20,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,3
2024,01,HYUNDAI,I30,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,6
2024,01,HYUNDAI,KONA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,6
2024,01,HYUNDAI,TUCSON,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,2
2024,01,HYUNDAI,TUCSON,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,6
2024,01,INEOS,GRENADIER,01,Álava,Corporate,ICE,MKL,REST,Standard,PICKUP,3
2024,01,JEEP,AVENGER,01,Álava,Corporate,BEV,UKL1,REST,Standard,SAV,1
2024,01,JEEP,AVENGER,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2024,01,JEEP,COMPASS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2024,01,JEEP,GRAND CHEROKEE,01,Álava,Corporate,PHEV,MKL,REST,Standard,SUV,1
2024,01,JEEP,RENEGADE,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2024,01,KIA,CEED,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2024,01,KIA,NIRO,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2024,01,KIA,NIRO,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2024,01,KIA,PICANTO,01,Álava,Private,ICE,UKL0,REST,Standard,HACH 5P,1
2024,01,KIA,SPORTAGE,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,8
2024,01,KIA,SPORTAGE,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,2
2024,01,KIA,STONIC,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2024,01,KIA,XCEED,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,3
2024,01,LAND ROVER,DEFENDER,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SUV,1
2024,01,LAND ROVER,DISCOVERY,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SUV,1
2024,01,LEXUS,NX,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,LEXUS,UX,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,LEXUS,UX,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,MAN,TGE,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,MAZDA,CX30,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2024,01,MAZDA,CX30,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,5
2024,01,MAZDA,CX5,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,5
2024,01,MAZDA,MAZDA 3,01,Álava,Private,ICE,UKL2,REST,Standard,SEDAN,4
2024,01,MAZDA,MX-5,01,Álava,Private,ICE,UKL2,REST,Standard,ROADSTER,1
2024,01,MERCEDES,CLASE A,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SEDAN,1
2024,01,MERCEDES,CLASE C,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,01,MERCEDES,CLASE CLA,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SEDAN,1
2024,01,MERCEDES,CLASE GLA,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,3
2024,01,MERCEDES,CLASE GLA,01,Álava,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,3
2024,01,MERCEDES,CLASE GLA,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,MERCEDES,CLASE GLC,01,Álava,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,MERCEDES,CLASE GLC,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,MERCEDES,CLASE GLC,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,MERCEDES,EQE,01,Álava,Private,BEV,MKL,FOCUS SEGMENT,Standard,SEDAN,1
2024,01,MERCEDES,EVITO,01,Álava,Corporate,BEV,SKL,REST,Standard,TRANSPORTER,1
2024,01,MERCEDES,SPRINTER 300,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,2
2024,01,MERCEDES-V,VITO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,MG,ZS,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,6
2024,01,NISSAN,JUKE,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,2
2024,01,NISSAN,QASHQAI,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,2
2024,01,NISSAN,TOWNSTAR,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,NISSAN,X-TRAIL,01,Álava,Corporate,ICE,KKL,REST,Standard,SUV,1
2024,01,NISSAN,X-TRAIL,01,Álava,Private,ICE,KKL,REST,Standard,SUV,2
2024,01,OPEL,CORSA,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,1
2024,01,OPEL,CORSA,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2024,01,OPEL,CROSSLAND,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,4
2024,01,OPEL,GRANDLAND X,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2024,01,OPEL,MOKKA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2024,01,OPEL,MOVANO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,3
2024,01,PEUGEOT,2008,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,13
2024,01,PEUGEOT,2008,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2024,01,PEUGEOT,208,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,1
2024,01,PEUGEOT,208,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2024,01,PEUGEOT,3008,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,3
2024,01,PEUGEOT,308,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,3
2024,01,PEUGEOT,5008,01,Álava,Corporate,ICE,KKL,REST,Standard,SUV,1
2024,01,PEUGEOT,5008,01,Álava,Private,ICE,KKL,REST,Standard,SUV,1
2024,01,PEUGEOT,508,01,Álava,Private,PHEV,KKL,REST,Standard,ESTATE,1
2024,01,PEUGEOT,BOXER,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,PEUGEOT,RIFTER,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,PEUGEOT,RIFTER,01,Álava,Private,BEV,SKL,REST,Standard,TRANSPORTER,1
2024,01,PORSCHE,MACAN,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,M Performance,SAV,1
2024,01,RENAULT,ARKANA,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
2024,01,RENAULT,CAPTUR,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,4
2024,01,RENAULT,CLIO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2024,01,RENAULT,MASTER,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,RENAULT,MASTER,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2024,01,RENAULT,TRAFIC,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,SEAT,ARONA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,3
2024,01,SEAT,ATECA,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,3
2024,01,SEAT,TARRACO,01,Álava,Private,ICE,KKL,REST,Standard,SAV,1
2024,01,SKODA,FABIA,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2024,01,SKODA,KAMIQ,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2024,01,SKODA,KAROQ,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,5
2024,01,SKODA,OCTAVIA,01,Álava,Corporate,ICE,UKL2,REST,Standard,ESTATE,1
2024,01,SKODA,OCTAVIA,01,Álava,Private,ICE,UKL2,REST,Standard,ESTATE,1
2024,01,SSANGYONG,TIVOLI,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2024,01,SUBARU,XV,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2024,01,SUZUKI,JIMNY,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,SUZUKI,SWIFT,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2024,01,SUZUKI,VITARA,01,Álava,Private,ICE,UKL2,REST,Standard,SUV,2
2024,01,TESLA,MODEL 3,01,Álava,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2024,01,TESLA,MODEL 3,01,Álava,Private,BEV,KKL,FOCUS SEGMENT,Standard,SEDAN,2
2024,01,TESLA,MODEL Y,01,Álava,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SAT,1
2024,01,TESLA,MODEL Y,01,Álava,Private,BEV,KKL,FOCUS SEGMENT,Standard,SAT,2
2024,01,TOYOTA,C-HR,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2024,01,TOYOTA,C-HR,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,5
2024,01,TOYOTA,COROLLA,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,2
2024,01,TOYOTA,COROLLA,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,6
2024,01,TOYOTA,HI LUX,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,3
2024,01,TOYOTA,HI LUX,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,1
2024,01,TOYOTA,PROACE,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,TOYOTA,PROACE VERSO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,3
2024,01,TOYOTA,PROACE VERSO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,TOYOTA,RAV 4,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,3
2024,01,TOYOTA,RAV 4,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,2
2024,01,TOYOTA,RAV 4,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2024,01,TOYOTA,YARIS,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,6
2024,01,TOYOTA,YARIS CROSS,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2024,01,TOYOTA,YARIS CROSS,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,7
2024,01,VOLKSWAGEN,CADDY,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,VOLKSWAGEN,CALIFORNIA,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,3
2024,01,VOLKSWAGEN,CARAVELLE,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,VOLKSWAGEN,CRAFTER,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2024,01,VOLKSWAGEN,GOLF,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2024,01,VOLKSWAGEN,ID.3,01,Álava,Private,BEV,UKL2,REST,Standard,HACH 5P,1
2024,01,VOLKSWAGEN,ID.BUZZ,01,Álava,Corporate,BEV,SKL,REST,Standard,TRANSPORTER,1
2024,01,VOLKSWAGEN,PASSAT,01,Álava,Corporate,ICE,KKL,REST,Standard,ESTATE,1
2024,01,VOLKSWAGEN,T-ROC,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,2
2024,01,VOLKSWAGEN,TIGUAN,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2024,01,VOLKSWAGEN,TOURAN,01,Álava,Corporate,ICE,UKL2,REST,Standard,MPV,1
2024,01,VOLKSWAGEN,TOURAN,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,1
2024,01,VOLVO,EX30,01,Álava,Corporate,BEV,UKL1,FOCUS SEGMENT,Standard,SAV,3
2024,01,VOLVO,XC40,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,VOLVO,XC40,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2024,01,VOLVO,XC60,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,ALFA ROMEO,TONALE,02,Albacete,Corporate,ICE,UKL2,REST,Standard,SAV,11
2024,01,AUDI,A3,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,M,HACH 5P,1
2024,01,AUDI,A3,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,4
2024,01,AUDI,A5,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2024,01,AUDI,Q2,02,Albacete,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,AUDI,Q2,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,AUDI,Q3,02,Albacete,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,AUDI,Q3,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2024,01,AUDI,Q3 SPORTBACK,02,Albacete,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,01,AUDI,Q8,02,Albacete,Corporate,ICE,MKL,FOCUS SEGMENT,M,SAV,1
2024,01,BMW,SERIE 1,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2024,01,BMW,SERIE 2,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,MPV,1
2024,01,BMW,SERIE 3,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,4
2024,01,BMW,SERIE 4,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,CABRIO,3
2024,01,BMW,SERIE 4,02,Albacete,Private,ICE,KKL,FOCUS SEGMENT,Standard,CABRIO,2
2024,01,BMW,SERIE 5,02,Albacete,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,01,BMW,SERIE 5,02,Albacete,Private,ICE,MKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,01,BMW,X1,02,Albacete,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,3
2024,01,BMW,X1,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,4
2024,01,BMW,X3,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,5
2024,01,BMW,X3,02,Albacete,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,BMW,X4,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,M Performance,SAV,1
2024,01,BMW,X4,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,BMW,X4,02,Albacete,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,01,BMW,X5,02,Albacete,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
