anyo,mes,dia,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,cod_prov,provincia,dealer_estimated,dealer_id,confidence,source_confidence,count
2026,08,11,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,17,Girona,autopodium,AUTOPODIUM,high,official,1
2026,08,11,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,28,Madrid,jarmauto,JARMAUTO,high,official,1
2026,08,11,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,09,Burgos,center burgos,AUDI CENTER BURGOS,high,official,1
2026,08,11,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,33,Asturias,asturpersa,ASTURPERSA,high,official,1
2026,08,11,AUDI,A3,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,15,A Coruña,arrojo,ARROJO,high,official,1
2026,08,11,AUDI,A5,Private,PHEV,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,M,SEDAN,25,Lleida,dalmau motor,DALMAU MOTOR,high,official,1
2026,08,11,AUDI,Q2,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,SAV,08,Barcelona,vilamòbil,VILAMOBIL,high,official,1
2026,08,11,AUDI,Q2,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,SAV,32,Ourense,apersa,APERSA,high,official,1
2026,08,11,AUDI,Q2,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,SAV,43,Tarragona,merkamotor,MERKAMOTOR,high,official,1
2026,08,11,AUDI,Q3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,01,Álava,alzaga,ALZAGA,high,official,1
2026,08,11,AUDI,Q3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,45,Toledo,aldauto car,ALDAUTO CAR,medium,official,1
2026,08,11,AUDI,Q3,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,19,Guadalajara,motorsan,MOTORSAN,high,official,1
2026,08,11,AUDI,Q3 SPORTBACK,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,19,Guadalajara,motorsan,MOTORSAN,high,official,1
2026,08,11,AUDI,Q4 E-TRON,Private,BEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,03,Alicante,motor pacífico levante,MOTOR PACIFICO LEVANTE,high,official,1
2026,08,11,AUDI,Q5,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,14,Córdoba,safamotor córdoba,SAFAMOTOR CORDOBA,high,official,1
2026,08,11,AUDI,Q5,Private,PHEV,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,28,Madrid,f. tomé,F TOME,high,official,1
2026,08,11,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,HACH 5P,06,Badajoz,mandel motor,100380:mandel-motor,high,internal,1
2026,08,11,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,HACH 5P,18,Granada,ilbira motor,100589,high,internal,1
2026,08,11,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,HACH 5P,21,Huelva,movitransa,100881,high,internal,1
2026,08,11,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,HACH 5P,29,Málaga,automotor,100586,high,internal,1
2026,08,11,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,HACH 5P,36,Pontevedra,celtamotor,100410,high,internal,1
2026,08,11,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,HACH 5P,38,S.C. Tenerife,canaauto,100389,high,internal,1
2026,08,11,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,HACH 5P,45,Toledo,adler motor,100730,high,internal,1
2026,08,11,BMW,SERIE 2,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,MPV,03,Alicante,hispamovil,100206,high,internal,1
2026,08,11,BMW,SERIE 2,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,MPV,33,Asturias,triocar,100379,high,internal,1
2026,08,11,BMW,SERIE 4,Private,ICE,Gasolina,KKL,FOCUS SEGMENT,M,CABRIO,28,Madrid,vehinter,100319,high,internal,2
2026,08,11,BMW,SERIE 4,Private,ICE,Gasolina,KKL,FOCUS SEGMENT,Standard,CABRIO,08,Barcelona,quadis munich,100909,high,internal,1
2026,08,11,BMW,SERIE 4,Private,ICE,Gasolina,KKL,FOCUS SEGMENT,Standard,CABRIO,28,Madrid,vehinter,100319,high,internal,1
2026,08,11,BMW,SERIE 4,Private,ICE,Gasolina,KKL,FOCUS SEGMENT,Standard,CABRIO,39,Cantabria,grünblau motor,100015,high,internal,1
2026,08,11,BMW,SERIE 4,Private,ICE,Gasolina,KKL,FOCUS SEGMENT,Standard,CABRIO,49,Zamora,autoram,100454,high,internal,1
2026,08,11,BMW,SERIE 5,Private,PHEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,M,ESTATE,14,Córdoba,san rafael motor,100422,high,internal,1
2026,08,11,BMW,X1,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,28,Madrid,autopremier,100349,high,internal,1
2026,08,11,BMW,X1,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,33,Asturias,autosa,100155,high,internal,1
2026,08,11,BMW,X1,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,14,Córdoba,san rafael motor,100422,high,internal,1
2026,08,11,BMW,X2,Private,ICE,Diesel Mild Hybrid,UKL2,FOCUS SEGMENT,Standard,SAV,29,Málaga,automotor,100586,high,internal,1
2026,08,11,BMW,X3,Private,ICE,Gasolina Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,15,A Coruña,amiocar,100346,high,internal,1
2026,08,11,BMW,X3,Private,ICE,Gasolina Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,37,Salamanca,tormes motor,100571,high,internal,1
2026,08,11,BMW,X4,Private,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,28,Madrid,vehinter,100319,high,internal,1
2026,08,11,BMW,i4,Private,BEV,Electrico,KKL,FOCUS SEGMENT,Standard,SEDAN,02,Albacete,albamoción,100764,high,internal,1
2026,08,11,BMW,iX1,Private,BEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,08,Barcelona,pruna motor,100584,high,internal,1
2026,08,11,BMW,iX2,Private,BEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,25,Lleida,unicars ponent,100727,high,internal,2
2026,08,11,BYD,ATTO 2,Private,BEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,34,Palencia,santander,BYD SANTANDER,medium,official,1
2026,08,11,BYD,ATTO 2,Private,BEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,36,Pontevedra,vigo,BYD VIGO,high,official,1
2026,08,11,BYD,ATTO 2,Private,BEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,45,Toledo,aranjuez,BYD ARANJUEZ,high,official,1
2026,08,11,BYD,ATTO 2,Private,BEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,45,Toledo,toledo,BYD TOLEDO,medium,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,03,Alicante,alicante,BYD ALICANTE,high,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,08,Barcelona,vic,BYD VIC,high,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,12,Castellón,villarreal,BYD VILLARREAL,high,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,15,A Coruña,la coruña,BYD LA CORUNA,high,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,15,A Coruña,la coruña,BYD LA CORUNA,medium,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,33,Asturias,avilés,BYD AVILES,high,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,33,Asturias,gijón,BYD GIJON,high,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,33,Asturias,oviedo,BYD OVIEDO,high,official,1
2026,08,11,BYD,ATTO 2,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,45,Toledo,toledo,BYD TOLEDO,medium,official,1
2026,08,11,BYD,ATTO 3 EVO,Private,BEV,Electrico,UKL2,REST,Standard,SAV,18,Granada,motril,BYD MOTRIL,medium,official,1
2026,08,11,BYD,ATTO 3 EVO,Private,BEV,Electrico,UKL2,REST,Standard,SAV,38,S.C. Tenerife,tenerife sur,BYD TENERIFE SUR,high,official,1
2026,08,11,BYD,DOLPHIN G,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,HACH 5P,15,A Coruña,santiago,BYD SANTIAGO,medium,official,1
2026,08,11,BYD,DOLPHIN G,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,HACH 5P,25,Lleida,lleida,BYD LLEIDA,high,official,1
2026,08,11,BYD,DOLPHIN G,Private,PHEV,Gasolina/Electrico Enchufable,UKL1,REST,Standard,HACH 5P,38,S.C. Tenerife,tenerife sur,BYD TENERIFE SUR,high,official,1
2026,08,11,BYD,DOLPHIN SURF,Private,BEV,Electrico,UKL0,REST,Standard,HACH 5P,08,Barcelona,pineda del mar,BYD PINEDA DEL MAR,high,official,1
2026,08,11,BYD,DOLPHIN SURF,Private,BEV,Electrico,UKL0,REST,Standard,HACH 5P,38,S.C. Tenerife,tenerife sur,BYD TENERIFE SUR,high,official,1
2026,08,11,BYD,SEAL,Private,BEV,Electrico,KKL,REST,Standard,SEDAN,15,A Coruña,santiago,BYD SANTIAGO,medium,official,1
2026,08,11,BYD,SEAL U,Private,BEV,Gasolina/Electrico Enchufable,KKL,REST,Standard,SAV,33,Asturias,avilés,BYD AVILES,medium,official,1
2026,08,11,BYD,SEAL U,Private,BEV,Gasolina/Electrico Enchufable,KKL,REST,Standard,SAV,35,Las Palmas,gran canaria sur,BYD GRAN CANARIA SUR,high,official,1
2026,08,11,BYD,SEAL U,Private,PHEV,Gasolina/Electrico Enchufable,KKL,REST,Standard,SAV,13,Ciudad Real,valdepeñas,BYD VALDEPENAS,high,official,1
2026,08,11,BYD,SEAL U,Private,PHEV,Gasolina/Electrico Enchufable,KKL,REST,Standard,SAV,14,Córdoba,córdoba,BYD CORDOBA,high,official,1
2026,08,11,BYD,SEAL U,Private,PHEV,Gasolina/Electrico Enchufable,KKL,REST,Standard,SAV,15,A Coruña,la coruña,BYD LA CORUNA,high,official,1
2026,08,11,BYD,SEAL U,Private,PHEV,Gasolina/Electrico Enchufable,KKL,REST,Standard,SAV,29,Málaga,marbella,BYD MARBELLA,high,official,1
2026,08,11,BYD,SEAL U,Private,PHEV,Gasolina/Electrico Enchufable,KKL,REST,Standard,SAV,47,Valladolid,valladolid,BYD VALLADOLID,high,official,1
2026,08,11,BYD,SEALION 7,Private,BEV,Electrico,KKL,REST,Standard,SAV,17,Girona,girona,BYD GIRONA,high,official,1
2026,08,11,BYD,SEALION 7,Private,BEV,Electrico,KKL,REST,Standard,SAV,38,S.C. Tenerife,tenerife sur,BYD TENERIFE SUR,high,official,1
2026,08,11,CUPRA,CUPRA LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,11,Cádiz,turial,0344CD,high,official,1
2026,08,11,CUPRA,CUPRA LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,15,A Coruña,copervi,00620R,medium,official,1
2026,08,11,CUPRA,CUPRA LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,28,Madrid,castellana motor,0A111D,high,official,2
2026,08,11,CUPRA,CUPRA LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,33,Asturias,varocar,00627R,high,official,1
2026,08,11,CUPRA,CUPRA LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,46,Valencia,seare,03315D,high,official,1
2026,08,11,CUPRA,CUPRA LEON,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,21,Huelva,huelva motor,03476D,high,official,1
2026,08,11,CUPRA,FORMENTOR,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAT,24,León,copersa,00634R,medium,official,1
2026,08,11,CUPRA,FORMENTOR,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAT,37,Salamanca,seauto,03665D,high,official,1
2026,08,11,CUPRA,FORMENTOR,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAT,38,S.C. Tenerife,motor 7 islas,80119D,medium,official,1
2026,08,11,CUPRA,RAVAL,Private,BEV,Electrico,UKL1,REST,Standard,HACH 5P,02,Albacete,talleres rubens,03330D,high,official,1
2026,08,11,CUPRA,RAVAL,Private,BEV,Electrico,UKL1,REST,Standard,HACH 5P,04,Almería,indalo motor,03931D,high,official,1
2026,08,11,CUPRA,RAVAL,Private,BEV,Electrico,UKL1,REST,Standard,HACH 5P,17,Girona,proauto,03246D,high,official,1
2026,08,11,CUPRA,TAVASCAN,Private,BEV,Electrico,UKL2,REST,Standard,SAV,46,Valencia,seare,03315D,high,official,1
2026,08,11,CUPRA,TERRAMAR,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAT,30,Murcia,gines huertas cervantes,03389D,medium,official,1
2026,08,11,CUPRA,TERRAMAR,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAT,30,Murcia,gines huertas cervantes,00595R,medium,official,1
2026,08,11,CUPRA,TERRAMAR,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAT,40,Segovia,noauto segovia,03179D,high,official,1
2026,08,11,DACIA,BIGSTER,Private,ICE,Gasolina/Electrico,UKL2,REST,Standard,SAV,07,Baleares,"punicauto, s.l.",72459800,high,official,1
2026,08,11,DACIA,BIGSTER,Private,ICE,Gasolina/Electrico,UKL2,REST,Standard,SAV,09,Burgos,"autovican, s.l.",72405343,high,official,1
2026,08,11,DACIA,BIGSTER,Private,ICE,Gasolina/Electrico,UKL2,REST,Standard,SAV,13,Ciudad Real,"aries ciudad real, s.l.",72412700,high,official,1
2026,08,11,DACIA,BIGSTER,Private,ICE,Gasolina/Electrico,UKL2,REST,Standard,SAV,25,Lleida,"autansa 3000,s.l.u.",72405179,high,official,1
