anyo,mes,marca,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,count
2024,09,AUDI,01,Álava,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,1
2024,09,AUDI,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,5
2024,09,AUDI,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,1
2024,09,BMW,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,5
2024,09,BMW,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,2
2024,09,BMW,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,4
2024,09,BYD,01,Álava,Private,BEV,UKL2,REST,Standard,1
2024,09,CITROEN,01,Álava,Corporate,BEV,UKL2,REST,Standard,2
2024,09,CITROEN,01,Álava,Corporate,ICE,SKL,REST,Standard,6
2024,09,CITROEN,01,Álava,Corporate,ICE,UKL1,REST,Standard,9
2024,09,CITROEN,01,Álava,Corporate,ICE,UKL2,REST,Standard,2
2024,09,CITROEN,01,Álava,Corporate,PHEV,MKL,REST,Standard,2
2024,09,CITROEN,01,Álava,Private,ICE,SKL,REST,Standard,3
2024,09,CITROEN,01,Álava,Private,ICE,UKL2,REST,Standard,5
2024,09,CITROEN,01,Álava,Private,PHEV,UKL2,REST,Standard,1
2024,09,CUPRA,01,Álava,Corporate,BEV,UKL2,REST,Standard,1
2024,09,CUPRA,01,Álava,Corporate,ICE,UKL2,REST,Standard,2
2024,09,CUPRA,01,Álava,Private,PHEV,UKL2,REST,Standard,1
2024,09,DACIA,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2024,09,DACIA,01,Álava,Private,ICE,SKL,REST,Standard,2
2024,09,DACIA,01,Álava,Private,ICE,UKL1,REST,Standard,10
2024,09,DACIA,01,Álava,Private,ICE,UKL2,REST,Standard,1
2024,09,DFSK,01,Álava,Corporate,ICE,,,Standard,2
2024,09,DFSK,01,Álava,Corporate,PHEV,KKL,REST,Standard,2
2024,09,EVO,01,Álava,Private,ICE,UKL2,REST,Standard,1
2024,09,FIAT,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2024,09,FIAT,01,Álava,Private,ICE,,,Standard,1
2024,09,FORD,01,Álava,Corporate,ICE,UKL1,REST,Standard,2
2024,09,FORD,01,Álava,Corporate,ICE,UKL2,REST,Standard,7
2024,09,FORD,01,Álava,Corporate,PHEV,UKL2,REST,Standard,1
2024,09,FORD,01,Álava,Private,ICE,UKL1,REST,Standard,2
2024,09,FORD,01,Álava,Private,ICE,UKL2,REST,Standard,2
2024,09,FORD,01,Álava,Private,PHEV,SKL,REST,Standard,1
2024,09,HONDA,01,Álava,Private,ICE,KKL,REST,Standard,1
