anyo,mes,marca,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,count
2026,05,ALPINE,01,Álava,Private,BEV,UKL1,REST,Standard,1
2026,05,AUDI,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,2
2026,05,AUDI,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,1
2026,05,AUDI,01,Álava,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,1
2026,05,AUDI,01,Álava,Private,ICE,UKL1,FOCUS SEGMENT,Standard,1
2026,05,AUDI,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,3
2026,05,AUDI,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,1
2026,05,AUDI,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,3
2026,05,BAIC,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,BMW,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,1
2026,05,BMW,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,M Performance,1
2026,05,BYD,01,Álava,Corporate,BEV,KKL,REST,Standard,4
2026,05,BYD,01,Álava,Corporate,BEV,UKL0,REST,Standard,2
2026,05,BYD,01,Álava,Corporate,PHEV,KKL,REST,Standard,1
2026,05,BYD,01,Álava,Corporate,PHEV,UKL1,REST,Standard,1
2026,05,BYD,01,Álava,Private,BEV,KKL,REST,Standard,1
2026,05,BYD,01,Álava,Private,BEV,UKL0,REST,Standard,3
2026,05,BYD,01,Álava,Private,BEV,UKL1,REST,Standard,1
2026,05,BYD,01,Álava,Private,PHEV,KKL,REST,Standard,2
2026,05,BYD,01,Álava,Private,PHEV,UKL1,REST,Standard,3
2026,05,BYD,01,Álava,RAC,BEV,KKL,REST,Standard,3
2026,05,CHANGAN,01,Álava,Private,BEV,UKL2,REST,Standard,1
2026,05,CITROEN,01,Álava,Corporate,BEV,UKL1,REST,Standard,1
2026,05,CITROEN,01,Álava,Corporate,ICE,SKL,REST,Standard,37
2026,05,CITROEN,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2026,05,CITROEN,01,Álava,Corporate,ICE,UKL2,REST,Standard,12
2026,05,CITROEN,01,Álava,Private,ICE,SKL,REST,Standard,1
2026,05,CITROEN,01,Álava,Private,ICE,UKL1,REST,Standard,2
2026,05,CITROEN,01,Álava,Private,ICE,UKL2,REST,Standard,3
2026,05,CUPRA,01,Álava,Corporate,BEV,UKL2,REST,Standard,1
2026,05,CUPRA,01,Álava,Corporate,ICE,UKL2,REST,Standard,3
2026,05,CUPRA,01,Álava,Private,ICE,UKL2,REST,Standard,3
2026,05,CUPRA,01,Álava,Private,PHEV,UKL2,REST,Standard,2
2026,05,DACIA,01,Álava,Corporate,ICE,SKL,REST,Standard,5
2026,05,DACIA,01,Álava,Corporate,ICE,UKL2,REST,Standard,3
2026,05,DACIA,01,Álava,Private,ICE,SKL,REST,Standard,3
2026,05,DACIA,01,Álava,Private,ICE,UKL1,REST,Standard,15
2026,05,DACIA,01,Álava,Private,ICE,UKL2,REST,Standard,5
2026,05,DFSK,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,DFSK,01,Álava,Private,PHEV,KKL,REST,Standard,1
2026,05,EBRO,01,Álava,Corporate,ICE,KKL,REST,Standard,1
2026,05,EBRO,01,Álava,Private,ICE,UKL2,REST,Standard,3
2026,05,EBRO,01,Álava,Private,PHEV,KKL,REST,Standard,7
2026,05,EBRO,01,Álava,Private,PHEV,UKL2,REST,Standard,8
2026,05,EVO,01,Álava,Private,ICE,UKL1,REST,Standard,2
2026,05,EVO,01,Álava,Private,ICE,UKL2,REST,Standard,1
2026,05,FIAT,01,Álava,Corporate,ICE,UKL0,REST,Standard,1
2026,05,FIAT,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2026,05,FORD,01,Álava,Corporate,ICE,SKL,REST,Standard,4
2026,05,FORD,01,Álava,Corporate,ICE,UKL1,REST,Standard,3
2026,05,FORD,01,Álava,Corporate,PHEV,SKL,REST,Standard,1
2026,05,FORD,01,Álava,Private,BEV,SKL,REST,Standard,1
2026,05,FORD,01,Álava,Private,BEV,UKL1,REST,Standard,1
2026,05,FORD,01,Álava,Private,ICE,UKL1,REST,Standard,2
2026,05,FORD,01,Álava,Private,ICE,UKL2,REST,Standard,1
2026,05,FORD,01,Álava,Private,PHEV,SKL,REST,Standard,2
2026,05,FORD,01,Álava,Private,PHEV,UKL2,REST,Standard,2
2026,05,HONDA,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2026,05,HONDA,01,Álava,Private,ICE,UKL2,REST,Standard,5
2026,05,HYUNDAI,01,Álava,Private,BEV,UKL1,REST,Standard,1
2026,05,HYUNDAI,01,Álava,Private,BEV,UKL2,REST,Standard,2
2026,05,HYUNDAI,01,Álava,Private,ICE,UKL0,REST,Standard,1
2026,05,HYUNDAI,01,Álava,Private,ICE,UKL1,REST,Standard,15
2026,05,HYUNDAI,01,Álava,Private,ICE,UKL2,REST,Standard,7
2026,05,HYUNDAI,01,Álava,Private,PHEV,UKL2,REST,Standard,5
2026,05,JAECOO,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,JAECOO,01,Álava,Private,BEV,UKL1,REST,Standard,1
2026,05,JAECOO,01,Álava,Private,ICE,UKL1,REST,Standard,4
2026,05,JAECOO,01,Álava,Private,ICE,UKL2,REST,Standard,1
2026,05,JAECOO,01,Álava,Private,PHEV,KKL,REST,Standard,1
2026,05,JAECOO,01,Álava,Private,PHEV,UKL2,REST,Standard,2
2026,05,JEEP,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2026,05,JEEP,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,KG MOBILITY,01,Álava,Private,ICE,UKL1,REST,Standard,1
2026,05,KG MOBILITY,01,Álava,Private,ICE,UKL2,REST,Standard,2
2026,05,KIA,01,Álava,Corporate,BEV,UKL1,REST,Standard,1
2026,05,KIA,01,Álava,Corporate,ICE,UKL0,REST,Standard,1
2026,05,KIA,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2026,05,KIA,01,Álava,Private,BEV,UKL1,REST,Standard,5
2026,05,KIA,01,Álava,Private,ICE,UKL1,REST,Standard,4
2026,05,KIA,01,Álava,Private,ICE,UKL2,REST,Standard,14
2026,05,LEAPMOTOR,01,Álava,Private,BEV,UKL2,REST,Standard,1
2026,05,LEAPMOTOR,01,Álava,RAC,BEV,UKL2,REST,Standard,1
2026,05,LEXUS,01,Álava,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,1
2026,05,LEXUS,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,2
2026,05,LEXUS,01,Álava,Private,ICE,UKL1,FOCUS SEGMENT,Standard,1
2026,05,LEXUS,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,1
2026,05,LEXUS,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,1
2026,05,LYNK & CO,01,Álava,Private,PHEV,UKL2,REST,Standard,2
2026,05,MAZDA,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2026,05,MAZDA,01,Álava,Private,ICE,KKL,REST,Standard,1
2026,05,MAZDA,01,Álava,Private,ICE,UKL2,REST,Standard,13
2026,05,MERCEDES,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,3
2026,05,MERCEDES,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,1
2026,05,MERCEDES,01,Álava,Corporate,ICE,MKL,REST,Standard,1
2026,05,MERCEDES,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,3
2026,05,MERCEDES,01,Álava,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,1
2026,05,MERCEDES,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,1
2026,05,MERCEDES,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,4
2026,05,MERCEDES,01,Álava,Private,ICE,MKL,REST,Standard,1
2026,05,MERCEDES,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,2
2026,05,MERCEDES,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,1
2026,05,MG,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2026,05,MG,01,Álava,Private,BEV,UKL2,REST,Standard,1
2026,05,MG,01,Álava,Private,ICE,KKL,REST,Standard,4
2026,05,MG,01,Álava,Private,ICE,UKL1,REST,Standard,5
2026,05,MG,01,Álava,Private,PHEV,KKL,REST,Standard,1
2026,05,MITSUBISHI,01,Álava,Private,ICE,UKL1,REST,Standard,1
2026,05,MITSUBISHI,01,Álava,Private,ICE,UKL2,REST,Standard,1
2026,05,MITSUBISHI,01,Álava,Private,PHEV,KKL,REST,Standard,1
2026,05,NISSAN,01,Álava,Corporate,ICE,KKL,REST,Standard,1
2026,05,NISSAN,01,Álava,Corporate,ICE,UKL1,REST,Standard,3
2026,05,NISSAN,01,Álava,Corporate,ICE,UKL2,REST,Standard,4
2026,05,NISSAN,01,Álava,Private,BEV,UKL1,REST,Standard,1
2026,05,NISSAN,01,Álava,Private,ICE,KKL,REST,Standard,2
2026,05,NISSAN,01,Álava,Private,ICE,UKL1,REST,Standard,4
2026,05,NISSAN,01,Álava,Private,ICE,UKL2,REST,Standard,7
2026,05,OMODA,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,OMODA,01,Álava,Private,ICE,UKL2,REST,Standard,7
2026,05,OMODA,01,Álava,Private,PHEV,KKL,REST,Standard,13
2026,05,OPEL,01,Álava,Corporate,ICE,KKL,REST,Standard,4
2026,05,OPEL,01,Álava,Private,ICE,UKL1,REST,Standard,2
2026,05,PEUGEOT,01,Álava,Corporate,BEV,SKL,REST,Standard,1
2026,05,PEUGEOT,01,Álava,Corporate,BEV,UKL2,REST,Standard,1
2026,05,PEUGEOT,01,Álava,Corporate,ICE,SKL,REST,Standard,1
2026,05,PEUGEOT,01,Álava,Corporate,ICE,UKL1,REST,Standard,25
2026,05,PEUGEOT,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,PEUGEOT,01,Álava,Private,BEV,UKL2,REST,Standard,2
2026,05,PEUGEOT,01,Álava,Private,ICE,KKL,REST,Standard,2
2026,05,PEUGEOT,01,Álava,Private,ICE,SKL,REST,Standard,1
2026,05,PEUGEOT,01,Álava,Private,ICE,UKL1,REST,Standard,4
2026,05,PEUGEOT,01,Álava,Private,PHEV,UKL2,REST,Standard,1
2026,05,RENAULT,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,RENAULT,01,Álava,Private,BEV,UKL1,REST,Standard,3
2026,05,RENAULT,01,Álava,Private,BEV,UKL2,REST,Standard,2
2026,05,RENAULT,01,Álava,Private,ICE,KKL,REST,Standard,1
2026,05,RENAULT,01,Álava,Private,ICE,SKL,REST,Standard,1
2026,05,RENAULT,01,Álava,Private,ICE,UKL1,REST,Standard,13
2026,05,RENAULT,01,Álava,Private,ICE,UKL2,REST,Standard,1
2026,05,RENAULT,01,Álava,Private,PHEV,UKL2,REST,Standard,4
2026,05,SEAT,01,Álava,Private,ICE,UKL1,REST,Standard,4
2026,05,SEAT,01,Álava,Private,ICE,UKL2,REST,Standard,3
2026,05,SKODA,01,Álava,Corporate,BEV,UKL2,REST,Standard,1
2026,05,SKODA,01,Álava,Corporate,ICE,KKL,REST,Standard,1
2026,05,SKODA,01,Álava,Corporate,ICE,UKL2,REST,Standard,2
2026,05,SKODA,01,Álava,Private,BEV,UKL2,REST,Standard,2
2026,05,SKODA,01,Álava,Private,ICE,UKL1,REST,Standard,1
2026,05,SKODA,01,Álava,Private,ICE,UKL2,REST,Standard,1
2026,05,SKODA,01,Álava,Private,PHEV,KKL,REST,Standard,1
2026,05,SUBARU,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,SUZUKI,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2026,05,SUZUKI,01,Álava,Private,ICE,UKL1,REST,Standard,3
2026,05,SUZUKI,01,Álava,Private,ICE,UKL2,REST,Standard,2
2026,05,TESLA,01,Álava,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,2
2026,05,TESLA,01,Álava,Private,BEV,KKL,FOCUS SEGMENT,Standard,9
2026,05,TOYOTA,01,Álava,Corporate,BEV,UKL1,REST,Standard,1
2026,05,TOYOTA,01,Álava,Corporate,ICE,SKL,REST,Standard,1
2026,05,TOYOTA,01,Álava,Corporate,ICE,UKL1,REST,Standard,6
2026,05,TOYOTA,01,Álava,Corporate,ICE,UKL2,REST,Standard,4
2026,05,TOYOTA,01,Álava,Private,BEV,UKL1,REST,Standard,14
2026,05,TOYOTA,01,Álava,Private,ICE,SKL,REST,Standard,2
2026,05,TOYOTA,01,Álava,Private,ICE,UKL1,REST,Standard,21
2026,05,TOYOTA,01,Álava,Private,ICE,UKL2,REST,Standard,13
2026,05,TOYOTA,01,Álava,Private,PHEV,UKL1,REST,Standard,2
2026,05,VOLKSWAGEN,01,Álava,Corporate,ICE,UKL1,REST,Standard,4
2026,05,VOLKSWAGEN,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2026,05,VOLKSWAGEN,01,Álava,Corporate,PHEV,SKL,REST,Standard,1
2026,05,VOLKSWAGEN,01,Álava,Private,BEV,UKL2,REST,Standard,3
2026,05,VOLKSWAGEN,01,Álava,Private,ICE,UKL1,REST,Standard,3
2026,05,VOLKSWAGEN,01,Álava,Private,ICE,UKL2,REST,Standard,1
2026,05,VOLKSWAGEN,01,Álava,Private,PHEV,MKL,REST,Standard,1
2026,05,VOLVO,01,Álava,Corporate,BEV,UKL1,FOCUS SEGMENT,Standard,1
2026,05,VOLVO,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,1
2026,05,VOLVO,01,Álava,Private,BEV,UKL1,FOCUS SEGMENT,Standard,1
2026,05,VOLVO,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,1
2026,05,VOLVO,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,2
2026,05,XPENG,01,Álava,Private,BEV,KKL,FOCUS SEGMENT,Standard,1
2026,05,AUDI,02,Albacete,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,1
2026,05,AUDI,02,Albacete,Corporate,ICE,UKL1,FOCUS SEGMENT,Standard,1
2026,05,AUDI,02,Albacete,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2026,05,AUDI,02,Albacete,Private,ICE,UKL1,FOCUS SEGMENT,Standard,3
2026,05,AUDI,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,4
2026,05,AUDI,02,Albacete,Private,PHEV,MKL,FOCUS SEGMENT,Standard,1
2026,05,BMW,02,Albacete,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,3
2026,05,BMW,02,Albacete,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,4
2026,05,BMW,02,Albacete,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,2
2026,05,BMW,02,Albacete,Private,BEV,UKL2,FOCUS SEGMENT,Standard,1
2026,05,BMW,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,2
2026,05,BYD,02,Albacete,Corporate,BEV,UKL2,REST,Standard,1
2026,05,BYD,02,Albacete,Corporate,PHEV,KKL,REST,Standard,2
2026,05,BYD,02,Albacete,Private,BEV,KKL,REST,Standard,2
2026,05,BYD,02,Albacete,Private,BEV,UKL0,REST,Standard,1
2026,05,BYD,02,Albacete,Private,BEV,UKL2,REST,Standard,2
2026,05,BYD,02,Albacete,Private,PHEV,KKL,REST,Standard,3
2026,05,BYD,02,Albacete,Private,PHEV,UKL1,REST,Standard,4
2026,05,CHANGAN,02,Albacete,Private,BEV,UKL2,REST,Standard,5
2026,05,CITROEN,02,Albacete,Corporate,ICE,UKL1,REST,Standard,2
2026,05,CITROEN,02,Albacete,Private,BEV,SKL,REST,Standard,1
2026,05,CITROEN,02,Albacete,Private,BEV,UKL1,REST,Standard,1
2026,05,CITROEN,02,Albacete,Private,ICE,SKL,REST,Standard,1
2026,05,CITROEN,02,Albacete,Private,ICE,UKL1,REST,Standard,6
2026,05,CITROEN,02,Albacete,Private,ICE,UKL2,REST,Standard,6
2026,05,CUPRA,02,Albacete,Corporate,PHEV,UKL2,REST,Standard,1
2026,05,CUPRA,02,Albacete,Private,ICE,UKL2,REST,Standard,3
2026,05,CUPRA,02,Albacete,Private,PHEV,UKL2,REST,Standard,1
2026,05,DACIA,02,Albacete,Corporate,ICE,SKL,REST,Standard,4
2026,05,DACIA,02,Albacete,Private,ICE,SKL,REST,Standard,2
2026,05,DACIA,02,Albacete,Private,ICE,UKL1,REST,Standard,14
2026,05,DACIA,02,Albacete,Private,ICE,UKL2,REST,Standard,2
2026,05,DR,02,Albacete,Private,ICE,UKL2,REST,Standard,2
2026,05,EBRO,02,Albacete,Corporate,ICE,UKL2,REST,Standard,1
2026,05,EBRO,02,Albacete,Corporate,PHEV,UKL2,REST,Standard,2
2026,05,EBRO,02,Albacete,Private,ICE,UKL2,REST,Standard,10
2026,05,EBRO,02,Albacete,Private,PHEV,KKL,REST,Standard,1
2026,05,EBRO,02,Albacete,Private,PHEV,UKL2,REST,Standard,2
2026,05,EVO,02,Albacete,Private,ICE,UKL2,REST,Standard,1
2026,05,FIAT,02,Albacete,Private,ICE,UKL0,REST,Standard,1
2026,05,FORD,02,Albacete,Corporate,ICE,SKL,REST,Standard,3
2026,05,FORD,02,Albacete,Corporate,ICE,UKL1,REST,Standard,1
2026,05,FORD,02,Albacete,Corporate,PHEV,UKL2,REST,Standard,1
2026,05,HYUNDAI,02,Albacete,Corporate,ICE,UKL1,REST,Standard,6
2026,05,HYUNDAI,02,Albacete,Corporate,ICE,UKL2,REST,Standard,96
2026,05,HYUNDAI,02,Albacete,Corporate,PHEV,UKL2,REST,Standard,2
2026,05,HYUNDAI,02,Albacete,Private,BEV,UKL2,REST,Standard,1
2026,05,HYUNDAI,02,Albacete,Private,ICE,MKL,REST,Standard,1
2026,05,HYUNDAI,02,Albacete,Private,ICE,UKL1,REST,Standard,7
2026,05,HYUNDAI,02,Albacete,Private,ICE,UKL2,REST,Standard,13
2026,05,HYUNDAI,02,Albacete,Private,PHEV,UKL2,REST,Standard,1
2026,05,HYUNDAI,02,Albacete,RAC,ICE,MKL,REST,Standard,1
2026,05,JAECOO,02,Albacete,Corporate,BEV,UKL1,REST,Standard,1
2026,05,JAECOO,02,Albacete,Corporate,ICE,UKL1,REST,Standard,1
2026,05,JAECOO,02,Albacete,Corporate,ICE,UKL2,REST,Standard,1
2026,05,JAECOO,02,Albacete,Corporate,PHEV,KKL,REST,Standard,1
2026,05,JAECOO,02,Albacete,Corporate,PHEV,UKL2,REST,Standard,1
2026,05,JAECOO,02,Albacete,Private,ICE,UKL1,REST,Standard,1
2026,05,JAECOO,02,Albacete,Private,PHEV,KKL,REST,Standard,1
2026,05,JAECOO,02,Albacete,Private,PHEV,UKL2,REST,Standard,1
