anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,cod_prov,provincia,dealer_estimated,dealer_id,confidence,source_confidence,count
2024,12,ABARTH,500,Private,BEV,Electrico,UKL0,REST,Standard,HACH 3P,28,Madrid,Punto de venta sin nombre,osm:node:6721612213,low,community,1
2024,12,ALFA ROMEO,JUNIOR,Private,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,08,Barcelona,J.Güell,osm:node:3616197785,low,community,2
2024,12,ALFA ROMEO,JUNIOR,Private,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,46,Valencia,"Lancia, DS Automobiles, Peugeot, Mobycar",osm:node:7599965281,low,community,2
2024,12,ALFA ROMEO,JUNIOR,Private,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,48,Bizkaia,Punto de venta sin nombre,osm:node:4474061813,low,community,1
2024,12,ALFA ROMEO,STELVIO,Private,ICE,Gasolina,KKL,REST,Standard,SAV,17,Girona,J.Güell,osm:node:3616197785,low,community,1
2024,12,ALFA ROMEO,TONALE,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAV,46,Valencia,"Lancia, DS Automobiles, Peugeot, Mobycar",osm:node:7599965281,low,community,2
2024,12,ALFA ROMEO,TONALE,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAV,08,Barcelona,J.Güell,osm:node:3616197785,low,community,1
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,01,Álava,Concesionario Alzaga,osm:way:290655871,low,community,1
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,03,Alicante,Alcoi Wagen,osm:node:3060913515,low,community,4
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,04,Almería,WADI Motor,osm:node:12537387700,low,community,1
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,06,Badajoz,Centrowagen,osm:node:10296973763,low,community,1
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,07,Baleares,Punto de venta sin nombre,osm:node:6532197464,low,community,4
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,08,Barcelona,Punto de venta sin nombre,osm:node:3785957581,low,community,1
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,08,Barcelona,Rio Import,osm:node:1787088969,low,community,2
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,08,Barcelona,Vilassauto,osm:node:839164701,low,community,1
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,11,Cádiz,Center Campo de Gibraltar,osm:way:538574350,low,community,1
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,11,Cádiz,Punto de venta sin nombre,osm:way:1506006632,low,community,2
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,11,Cádiz,Solera Motor,osm:way:82978761,low,community,2
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,12,Castellón,Marzá,osm:way:778906707,low,community,3
2024,12,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,15,A Coruña,Punto de venta sin nombre,osm:way:193002586,low,community,1
