anyo,mes,dia,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,cod_prov,provincia,dealer_estimated,dealer_id,confidence,source_confidence,count
2026,09,03,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,21,Huelva,huelva wagen,HUELVA WAGEN,high,official,1
2026,09,03,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,24,León,telenauto,TELENAUTO,high,official,1
2026,09,03,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,19,Guadalajara,motorsan,MOTORSAN,high,official,2
2026,09,03,AUDI,A3,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,08,Barcelona,movento sarsa,MOVENTO SARSA,medium,official,1
2026,09,03,AUDI,A3,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,28,Madrid,f. tomé,F TOME,high,official,1
2026,09,03,AUDI,Q2,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,SAV,23,Jaén,espawagen,ESPAWAGEN,high,official,1
2026,09,03,AUDI,Q3,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,12,Castellón,quadis marzá,QUADIS MARZA,high,official,1
2026,09,03,AUDI,Q3,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,29,Málaga,safamotor,SAFAMOTOR,high,official,1
2026,09,03,AUDI,Q3,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,33,Asturias,asturpersa,ASTURPERSA,high,official,1
2026,09,03,AUDI,Q3 SPORTBACK,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,07,Baleares,center palma,AUDI CENTER PALMA,high,official,1
2026,09,03,AUDI,Q3 SPORTBACK,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,17,Girona,autopodium,AUTOPODIUM,high,official,1
2026,09,03,AUDI,Q3 SPORTBACK,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,03,Alicante,serramóvil,SERRAMOVIL,medium,official,1
2026,09,03,AUDI,Q3 SPORTBACK,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,17,Girona,autopodium,AUTOPODIUM,high,official,1
2026,09,03,AUDI,Q5,Private,PHEV,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,20,Gipuzkoa,autowag tolosa,AUTOWAG TOLOSA,high,official,1
2026,09,03,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,43,Tarragona,oliva motor,100728,high,internal,1
2026,09,03,BMW,SERIE 1,Private,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,HACH 5P,03,Alicante,movibegar,100468,high,internal,1
2026,09,03,BMW,SERIE 3,Private,ICE,Gasolina,KKL,FOCUS SEGMENT,M Performance,ESTATE,15,A Coruña,novomóvil,100304,high,internal,1
2026,09,03,BMW,SERIE 3,Private,ICE,Gasolina,KKL,FOCUS SEGMENT,Standard,ESTATE,39,Cantabria,grünblau motor,100015,high,internal,1
2026,09,03,BMW,X1,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,28,Madrid,autopremier,100349,high,internal,1
2026,09,03,BMW,X1,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,28,Madrid,bymycar madrid,100873,high,internal,1
2026,09,03,BMW,X1,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,33,Asturias,autosa,100155,high,internal,1
2026,09,03,BMW,X1,Private,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,28,Madrid,autopremier,100349,high,internal,1
2026,09,03,BMW,X2,Private,ICE,Diesel Mild Hybrid,UKL2,FOCUS SEGMENT,Standard,SAV,03,Alicante,movibegar,100468,high,internal,1
2026,09,03,BMW,X3,Private,ICE,Gasolina Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,28,Madrid,autopremier,100349,high,internal,1
2026,09,03,BMW,X3,Private,ICE,Gasolina Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,46,Valencia,bertolín,100002,high,internal,1
2026,09,03,BMW,X3,Private,PHEV,Gasolina Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,07,Baleares,proa premium,100734,high,internal,1
2026,09,03,BMW,X3,Private,PHEV,Gasolina Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,35,Las Palmas,marmotor,100738,high,internal,1
2026,09,03,BMW,X6,Private,ICE,Gasolina Mild Hybrid,MKL,FOCUS SEGMENT,Standard,SAV,08,Barcelona,ibericar bcn,100572,high,internal,1
2026,09,03,BMW,iX1,Private,BEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,35,Las Palmas,marmotor,100738,high,internal,1
2026,09,03,BMW,iX1,Private,BEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,49,Zamora,autoram,100454,high,internal,1
