anyo,mes,dia,marca,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,count
2026,07,10,DACIA,46,Valencia,Private,ICE,SKL,REST,Standard,3
2026,07,10,DACIA,46,Valencia,Private,ICE,UKL1,REST,Standard,3
2026,07,10,EBRO,46,Valencia,Private,ICE,UKL2,REST,Standard,4
2026,07,10,EBRO,46,Valencia,Private,PHEV,UKL2,REST,Standard,1
2026,07,10,FIAT,46,Valencia,Private,BEV,UKL0,REST,Standard,1
2026,07,10,FIAT,46,Valencia,Private,ICE,UKL0,REST,Standard,3
2026,07,10,FORD,46,Valencia,Corporate,ICE,SKL,REST,Standard,1
2026,07,10,FORD,46,Valencia,Corporate,PHEV,UKL2,REST,Standard,1
2026,07,10,FORD,46,Valencia,Private,PHEV,UKL2,REST,Standard,1
2026,07,10,FORD,46,Valencia,RAC,PHEV,SKL,REST,Standard,2
2026,07,10,FORD,46,Valencia,RAC,PHEV,UKL2,REST,Standard,7
2026,07,10,GEELY,46,Valencia,Private,PHEV,UKL2,REST,Standard,1
2026,07,10,HONDA,46,Valencia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,HONDA,46,Valencia,Private,ICE,UKL2,REST,Standard,1
2026,07,10,HYUNDAI,46,Valencia,Corporate,BEV,UKL2,REST,Standard,2
2026,07,10,HYUNDAI,46,Valencia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,HYUNDAI,46,Valencia,Private,ICE,UKL2,REST,Standard,2
2026,07,10,JAECOO,46,Valencia,Private,BEV,UKL1,REST,Standard,1
2026,07,10,JAECOO,46,Valencia,Private,ICE,UKL2,REST,Standard,1
2026,07,10,JEEP,46,Valencia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,KG MOBILITY,46,Valencia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,KIA,46,Valencia,Private,BEV,SKL,REST,Standard,1
2026,07,10,KIA,46,Valencia,Private,BEV,UKL1,REST,Standard,1
2026,07,10,KIA,46,Valencia,Private,ICE,UKL2,REST,Standard,6
2026,07,10,LEAPMOTOR,46,Valencia,Private,BEV,UKL0,REST,Standard,1
2026,07,10,LEAPMOTOR,46,Valencia,Private,BEV,UKL2,REST,Standard,4
2026,07,10,LEXUS,46,Valencia,Private,ICE,UKL2,FOCUS SEGMENT,Standard,1
2026,07,10,LYNK & CO,46,Valencia,Private,BEV,UKL2,REST,Standard,1
2026,07,10,MAZDA,46,Valencia,Private,ICE,UKL2,REST,Standard,2
2026,07,10,MERCEDES,46,Valencia,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,1
2026,07,10,MERCEDES,46,Valencia,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,1
2026,07,10,MERCEDES,46,Valencia,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,1
2026,07,10,MG,46,Valencia,Private,BEV,UKL2,REST,Standard,1
2026,07,10,MG,46,Valencia,Private,ICE,KKL,REST,Standard,1
2026,07,10,MG,46,Valencia,Private,ICE,UKL1,REST,Standard,4
2026,07,10,MITSUBISHI,46,Valencia,Corporate,ICE,UKL2,REST,Standard,1
2026,07,10,NISSAN,46,Valencia,Corporate,ICE,SKL,REST,Standard,1
2026,07,10,NISSAN,46,Valencia,Private,ICE,UKL1,REST,Standard,3
2026,07,10,OMODA,46,Valencia,Private,ICE,UKL2,REST,Standard,1
2026,07,10,OMODA,46,Valencia,Private,PHEV,KKL,REST,Standard,1
2026,07,10,OPEL,46,Valencia,Private,BEV,KKL,REST,Standard,1
2026,07,10,OPEL,46,Valencia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,PEUGEOT,46,Valencia,Corporate,ICE,UKL1,REST,Standard,1
2026,07,10,PEUGEOT,46,Valencia,Corporate,ICE,UKL2,REST,Standard,3
2026,07,10,PEUGEOT,46,Valencia,Private,BEV,UKL1,REST,Standard,1
2026,07,10,PEUGEOT,46,Valencia,Private,ICE,KKL,REST,Standard,1
2026,07,10,PEUGEOT,46,Valencia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,PEUGEOT,46,Valencia,Private,ICE,UKL2,REST,Standard,1
2026,07,10,PORSCHE,46,Valencia,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,1
2026,07,10,PORSCHE,46,Valencia,Private,PHEV,MKL,FOCUS SEGMENT,Standard,1
2026,07,10,RENAULT,46,Valencia,Private,BEV,UKL0,REST,Standard,2
2026,07,10,RENAULT,46,Valencia,Private,ICE,KKL,REST,Standard,1
2026,07,10,RENAULT,46,Valencia,Private,ICE,UKL1,REST,Standard,4
2026,07,10,SEAT,46,Valencia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,SKODA,46,Valencia,Private,PHEV,KKL,REST,Standard,1
2026,07,10,SUZUKI,46,Valencia,Private,ICE,UKL2,REST,Standard,1
2026,07,10,TOYOTA,46,Valencia,Private,ICE,UKL1,REST,Standard,4
2026,07,10,TOYOTA,46,Valencia,Private,ICE,UKL2,REST,Standard,4
2026,07,10,TOYOTA,46,Valencia,Private,PHEV,UKL2,REST,Standard,1
2026,07,10,VOLKSWAGEN,46,Valencia,Private,ICE,UKL1,REST,Standard,3
2026,07,10,VOLKSWAGEN,46,Valencia,Private,ICE,UKL2,REST,Standard,4
2026,07,10,VOLVO,46,Valencia,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2026,07,10,AUDI,47,Valladolid,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,1
2026,07,10,AUDI,47,Valladolid,Private,ICE,UKL2,FOCUS SEGMENT,Standard,1
2026,07,10,EBRO,47,Valladolid,Private,ICE,UKL2,REST,Standard,1
2026,07,10,EBRO,47,Valladolid,Private,PHEV,UKL2,REST,Standard,1
2026,07,10,KIA,47,Valladolid,Private,ICE,UKL2,REST,Standard,1
2026,07,10,LAND ROVER,47,Valladolid,Private,ICE,MKL,FOCUS SEGMENT,Standard,1
2026,07,10,MERCEDES,47,Valladolid,Private,BEV,UKL2,FOCUS SEGMENT,Standard,1
2026,07,10,MG,47,Valladolid,Private,ICE,KKL,REST,Standard,1
2026,07,10,MG,47,Valladolid,Private,ICE,UKL1,REST,Standard,2
2026,07,10,RENAULT,47,Valladolid,Private,ICE,UKL1,REST,Standard,1
2026,07,10,RENAULT,47,Valladolid,Private,ICE,UKL2,REST,Standard,2
2026,07,10,TOYOTA,47,Valladolid,Corporate,ICE,UKL1,REST,Standard,1
2026,07,10,TOYOTA,47,Valladolid,Private,ICE,UKL2,REST,Standard,2
2026,07,10,BMW,48,Bizkaia,Corporate,ICE,KKL,FOCUS SEGMENT,M Performance,1
2026,07,10,BMW,48,Bizkaia,Private,BEV,KKL,FOCUS SEGMENT,Standard,1
2026,07,10,CHANGAN,48,Bizkaia,Corporate,BEV,UKL2,REST,Standard,2
2026,07,10,CHANGAN,48,Bizkaia,Private,BEV,UKL2,REST,Standard,1
2026,07,10,CITROEN,48,Bizkaia,Corporate,ICE,UKL2,REST,Standard,2
2026,07,10,CUPRA,48,Bizkaia,Private,BEV,UKL1,REST,Standard,1
2026,07,10,CUPRA,48,Bizkaia,Private,ICE,UKL2,REST,Standard,2
2026,07,10,DACIA,48,Bizkaia,Private,ICE,UKL1,REST,Standard,3
2026,07,10,EBRO,48,Bizkaia,Private,PHEV,KKL,REST,Standard,1
2026,07,10,EBRO,48,Bizkaia,Private,PHEV,UKL2,REST,Standard,1
2026,07,10,FIAT,48,Bizkaia,Private,ICE,UKL0,REST,Standard,1
2026,07,10,FORD,48,Bizkaia,Private,ICE,SKL,REST,Standard,1
2026,07,10,HYUNDAI,48,Bizkaia,Private,ICE,UKL1,REST,Standard,2
2026,07,10,HYUNDAI,48,Bizkaia,Private,ICE,UKL2,REST,Standard,1
2026,07,10,JAECOO,48,Bizkaia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,JAECOO,48,Bizkaia,Private,ICE,UKL2,REST,Standard,2
2026,07,10,KIA,48,Bizkaia,Private,ICE,UKL2,REST,Standard,5
2026,07,10,MERCEDES,48,Bizkaia,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,1
2026,07,10,MERCEDES,48,Bizkaia,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,1
2026,07,10,MERCEDES,48,Bizkaia,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,1
2026,07,10,MG,48,Bizkaia,Private,ICE,UKL1,REST,Standard,4
2026,07,10,MITSUBISHI,48,Bizkaia,Private,PHEV,KKL,REST,Standard,1
2026,07,10,PEUGEOT,48,Bizkaia,Corporate,ICE,SKL,REST,Standard,1
2026,07,10,PEUGEOT,48,Bizkaia,Private,ICE,UKL2,REST,Standard,1
2026,07,10,SEAT,48,Bizkaia,Private,ICE,UKL1,REST,Standard,1
2026,07,10,SEAT,48,Bizkaia,Private,ICE,UKL2,REST,Standard,1
2026,07,10,TOYOTA,48,Bizkaia,Corporate,ICE,UKL2,REST,Standard,1
2026,07,10,TOYOTA,48,Bizkaia,Private,ICE,UKL1,REST,Standard,2
2026,07,10,TOYOTA,48,Bizkaia,Private,ICE,UKL2,REST,Standard,4
2026,07,10,TOYOTA,48,Bizkaia,Private,PHEV,UKL2,REST,Standard,1
2026,07,10,VOLKSWAGEN,48,Bizkaia,Private,ICE,UKL1,REST,Standard,3
2026,07,10,VOLVO,48,Bizkaia,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2026,07,10,OMODA,49,Zamora,Private,PHEV,KKL,REST,Standard,2
2026,07,10,SEAT,49,Zamora,Private,ICE,UKL1,REST,Standard,1
2026,07,10,TOYOTA,49,Zamora,Private,ICE,UKL2,REST,Standard,1
2026,07,10,VOLVO,49,Zamora,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2026,07,10,AUDI,50,Zaragoza,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,1
2026,07,10,AUDI,50,Zaragoza,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,5
2026,07,10,BMW,50,Zaragoza,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,1
2026,07,10,BYD,50,Zaragoza,Private,PHEV,KKL,REST,Standard,1
2026,07,10,BYD,50,Zaragoza,Private,PHEV,UKL1,REST,Standard,1
2026,07,10,DACIA,50,Zaragoza,Private,ICE,SKL,REST,Standard,2
2026,07,10,DACIA,50,Zaragoza,Private,ICE,UKL1,REST,Standard,3
2026,07,10,DACIA,50,Zaragoza,Private,ICE,UKL2,REST,Standard,1
2026,07,10,DS,50,Zaragoza,Private,ICE,UKL2,REST,Standard,1
2026,07,10,FORD,50,Zaragoza,Corporate,PHEV,UKL2,REST,Standard,1
2026,07,10,HYUNDAI,50,Zaragoza,Private,ICE,UKL1,REST,Standard,2
2026,07,10,HYUNDAI,50,Zaragoza,Private,ICE,UKL2,REST,Standard,3
2026,07,10,KIA,50,Zaragoza,Private,ICE,UKL2,REST,Standard,1
2026,07,10,LAND ROVER,50,Zaragoza,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,1
2026,07,10,LEAPMOTOR,50,Zaragoza,Private,BEV,MKL,REST,Standard,1
2026,07,10,LEAPMOTOR,50,Zaragoza,Private,BEV,UKL0,REST,Standard,1
2026,07,10,LEAPMOTOR,50,Zaragoza,Private,BEV,UKL2,REST,Standard,1
2026,07,10,MERCEDES,50,Zaragoza,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2026,07,10,MG,50,Zaragoza,Private,BEV,UKL1,REST,Standard,1
2026,07,10,MG,50,Zaragoza,Private,ICE,UKL1,REST,Standard,3
2026,07,10,NISSAN,50,Zaragoza,Private,ICE,UKL2,REST,Standard,1
2026,07,10,OMODA,50,Zaragoza,Private,PHEV,KKL,REST,Standard,1
2026,07,10,PEUGEOT,50,Zaragoza,Corporate,ICE,SKL,REST,Standard,1
2026,07,10,PEUGEOT,50,Zaragoza,Corporate,ICE,UKL1,REST,Standard,2
2026,07,10,PEUGEOT,50,Zaragoza,Private,ICE,KKL,REST,Standard,1
2026,07,10,PEUGEOT,50,Zaragoza,Private,ICE,UKL1,REST,Standard,1
2026,07,10,SEAT,50,Zaragoza,Private,ICE,UKL1,REST,Standard,2
2026,07,10,TOYOTA,50,Zaragoza,Private,ICE,UKL1,REST,Standard,1
2026,07,10,TOYOTA,50,Zaragoza,Private,ICE,UKL2,REST,Standard,2
2026,07,10,TOYOTA,50,Zaragoza,Private,PHEV,UKL2,REST,Standard,2
2026,07,10,VOLKSWAGEN,50,Zaragoza,Private,ICE,UKL2,REST,Standard,1
2026,07,10,VOLVO,50,Zaragoza,Private,ICE,UKL2,FOCUS SEGMENT,Standard,1
2026,07,10,KIA,51,Ceuta,Private,ICE,UKL2,REST,Standard,1
2026,07,10,RENAULT,51,Ceuta,Private,ICE,UKL2,REST,Standard,1
2026,07,10,VOLVO,51,Ceuta,Private,ICE,KKL,FOCUS SEGMENT,Standard,1
2026,07,10,AUDI,52,Melilla,Corporate,ICE,KKL,FOCUS SEGMENT,M Performance,1
2026,07,10,DACIA,52,Melilla,Private,ICE,UKL1,REST,Standard,1
2026,07,10,JAECOO,52,Melilla,Private,ICE,UKL1,REST,Standard,1
2026,07,10,KIA,52,Melilla,Private,ICE,UKL0,REST,Standard,1
2026,07,10,MG,52,Melilla,Private,ICE,UKL1,REST,Standard,2
2026,07,10,NISSAN,52,Melilla,Private,ICE,UKL2,REST,Standard,1
2026,07,10,TOYOTA,52,Melilla,Private,ICE,UKL1,REST,Standard,1
