anyo,mes,marca,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,count
2023,03,AUDI,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,2
2023,03,AUDI,01,Álava,Private,ICE,MKL,FOCUS SEGMENT,Standard,1
2023,03,AUDI,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,5
2023,03,BMW,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,2
2023,03,BMW,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,2
2023,03,BMW,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,2
2023,03,BMW,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,1
2023,03,CITROEN,01,Álava,Corporate,BEV,SKL,REST,Standard,1
2023,03,CITROEN,01,Álava,Corporate,ICE,MKL,REST,Standard,3
2023,03,CITROEN,01,Álava,Corporate,ICE,UKL2,REST,Standard,3
2023,03,CITROEN,01,Álava,Corporate,PHEV,UKL2,REST,Standard,2
2023,03,CITROEN,01,Álava,Private,ICE,MKL,REST,Standard,3
2023,03,CITROEN,01,Álava,Private,ICE,UKL2,REST,Standard,8
2023,03,CITROEN,01,Álava,Private,PHEV,UKL2,REST,Standard,1
2023,03,CITROEN,01,Álava,RAC,ICE,UKL2,REST,Standard,3
2023,03,CUPRA,01,Álava,Corporate,BEV,UKL2,REST,Standard,1
2023,03,CUPRA,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,03,CUPRA,01,Álava,Private,ICE,UKL2,REST,Standard,2
2023,03,DACIA,01,Álava,Private,BEV,UKL0,REST,Standard,1
2023,03,DACIA,01,Álava,Private,ICE,SKL,REST,Standard,4
2023,03,DACIA,01,Álava,Private,ICE,UKL1,REST,Standard,3
2023,03,DACIA,01,Álava,Private,ICE,UKL2,REST,Standard,3
2023,03,DFSK,01,Álava,Corporate,ICE,,,Standard,1
2023,03,DS,01,Álava,Corporate,BEV,UKL1,REST,Standard,1
2023,03,DS,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,03,DS,01,Álava,Private,ICE,UKL2,REST,Standard,1
2023,03,FORD,01,Álava,Corporate,ICE,UKL1,REST,Standard,9
2023,03,FORD,01,Álava,Corporate,PHEV,UKL2,REST,Standard,1
2023,03,FORD,01,Álava,Private,ICE,SKL,REST,Standard,4
2023,03,FORD,01,Álava,Private,ICE,UKL1,REST,Standard,1
2023,03,FORD,01,Álava,Private,ICE,UKL2,REST,Standard,3
2023,03,FORD,01,Álava,Private,PHEV,UKL2,REST,Standard,3
2023,03,HONDA,01,Álava,Private,ICE,KKL,REST,Standard,1
2023,03,HONDA,01,Álava,Private,ICE,UKL1,REST,Standard,2
2023,03,HYUNDAI,01,Álava,Corporate,ICE,UKL2,REST,Standard,2
2023,03,HYUNDAI,01,Álava,Private,BEV,UKL1,REST,Standard,1
2023,03,HYUNDAI,01,Álava,Private,BEV,UKL2,REST,Standard,2
2023,03,HYUNDAI,01,Álava,Private,ICE,UKL0,REST,Standard,2
2023,03,HYUNDAI,01,Álava,Private,ICE,UKL1,REST,Standard,11
2023,03,HYUNDAI,01,Álava,Private,ICE,UKL2,REST,Standard,13
2023,03,HYUNDAI,01,Álava,Private,PHEV,UKL2,REST,Standard,3
2023,03,JEEP,01,Álava,Corporate,ICE,UKL1,REST,Standard,1
2023,03,KIA,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,03,KIA,01,Álava,Corporate,PHEV,UKL2,REST,Standard,3
2023,03,KIA,01,Álava,Private,BEV,KKL,REST,Standard,1
2023,03,KIA,01,Álava,Private,BEV,UKL2,REST,Standard,1
2023,03,KIA,01,Álava,Private,ICE,,REST,Standard,1
2023,03,KIA,01,Álava,Private,ICE,UKL1,REST,Standard,5
2023,03,KIA,01,Álava,Private,ICE,UKL2,REST,Standard,17
2023,03,KIA,01,Álava,Private,PHEV,UKL2,REST,Standard,1
2023,03,LAND ROVER,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,1
2023,03,LAND ROVER,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,1
2023,03,LAND ROVER,01,Álava,Private,ICE,MKL,FOCUS SEGMENT,Standard,1
2023,03,LEXUS,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,1
2023,03,MAZDA,01,Álava,Corporate,ICE,UKL2,REST,Standard,1
2023,03,MAZDA,01,Álava,Corporate,PHEV,KKL,REST,Standard,2
2023,03,MAZDA,01,Álava,Private,ICE,UKL2,REST,Standard,11
2023,03,MERCEDES,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,2
2023,03,MERCEDES,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,2
2023,03,MERCEDES,01,Álava,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,1
2023,03,MERCEDES,01,Álava,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,2
2023,03,MERCEDES,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,6
2023,03,MERCEDES,01,Álava,Private,ICE,SKL,REST,Standard,2
2023,03,MERCEDES,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,1
2023,03,MG,01,Álava,Corporate,BEV,UKL2,REST,Standard,1
2023,03,MG,01,Álava,Corporate,PHEV,KKL,REST,Standard,1
