anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2025,02,ALFA ROMEO,JUNIOR,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2025,02,ALFA ROMEO,STELVIO,01,Álava,Corporate,ICE,KKL,REST,Standard,SAV,1
2025,02,AUDI,A3,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2025,02,AUDI,A3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2025,02,AUDI,A5,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2025,02,AUDI,Q2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,02,AUDI,Q3 SPORTBACK,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,02,AUDI,Q5 SPORTBACK,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2025,02,BMW,SERIE 1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2025,02,BMW,SERIE 1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2025,02,BMW,X1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,5
2025,02,BMW,iX1,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,02,BYD,DOLPHIN,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2025,02,BYD,SEAL U,01,Álava,Private,PHEV,KKL,REST,Standard,SAV,1
2025,02,CHALLENGER,V114 MAX START,01,Álava,Private,ICE,,REST,Standard,,1
2025,02,CITROEN,BERLINGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,10
2025,02,CITROEN,C3,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,7
2025,02,CITROEN,C4,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,6
2025,02,CITROEN,C4,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2025,02,CITROEN,C4X,01,Álava,Corporate,ICE,UKL2,REST,Standard,SEDAN,1
2025,02,CITROEN,C5 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2025,02,CITROEN,SPACETOURER,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,2
2025,02,CITROEN,SPACETOURER,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2025,02,CUPRA,CUPRA LEON,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2025,02,CUPRA,FORMENTOR,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,1
2025,02,CUPRA,FORMENTOR,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2025,02,CUPRA,TERRAMAR,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAT,1
