anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2024,06,AUDI,Q2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,06,AUDI,Q3,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,06,AUDI,Q5,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,06,AUDI,Q5 SPORTBACK,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2024,06,AUDI,Q7,01,Álava,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,06,AUDI,Q8,01,Álava,Private,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,06,BMW,SERIE 3,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,06,BMW,SERIE 5,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,06,BMW,SERIE 5,01,Álava,Private,ICE,MKL,FOCUS SEGMENT,Standard,ESTATE,1
2024,06,BMW,X1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,9
2024,06,BMW,X1,01,Álava,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,06,BMW,X2,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2024,06,BMW,X5,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2024,06,BMW,X6,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,2
2024,06,BMW,Z4,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,ROADSTER,1
2024,06,CENNTRO,LOGISTAR,01,Álava,Corporate,BEV,SKL,REST,Standard,TRANSPORTER,1
2024,06,CITROEN,BERLINGO,01,Álava,Corporate,BEV,SKL,REST,Standard,TRANSPORTER,1
2024,06,CITROEN,BERLINGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,3
2024,06,CITROEN,BERLINGO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2024,06,CITROEN,C3,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,1
2024,06,CITROEN,C3 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,7
2024,06,CITROEN,C3 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,7
2024,06,CITROEN,C4,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
