anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,06,AION,UT,01,Álava,Corporate,BEV,UKL1,REST,Standard,HACH 5P,2
2026,06,AION,V,01,Álava,Corporate,BEV,UKL2,REST,Standard,SAV,3
2026,06,AUDI,A3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2026,06,AUDI,A5,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2026,06,AUDI,Q2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,AUDI,Q3 SPORTBACK,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,AUDI,Q3 SPORTBACK,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,AUDI,Q4 E-TRON,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,AUDI,Q4 SPORTBACK E-TRON,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,AUDI,Q5 SPORTBACK,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,3
2026,06,BMW,SERIE 1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,1
2026,06,BMW,SERIE 1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,2
2026,06,BMW,SERIE 2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,MPV,1
2026,06,BMW,SERIE 3,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2026,06,BMW,SERIE 4,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,CABRIO,1
2026,06,BMW,X1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,5
2026,06,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,BMW,X1,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,2
2026,06,BMW,X2,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,BMW,X2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2026,06,BMW,X3,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,06,BMW,X3,01,Álava,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,06,BMW,X3,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,4
2026,06,BMW,X3,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,06,BMW,iX1,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,BMW,iX2,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,06,BMW,iX3,01,Álava,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,06,BYD,ATTO 2,01,Álava,Private,PHEV,UKL1,REST,Standard,SAV,4
2026,06,BYD,ATTO 3 EVO,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2026,06,BYD,DOLPHIN,01,Álava,Corporate,BEV,UKL1,REST,Standard,HACH 5P,1
2026,06,BYD,SEAL,01,Álava,RAC,BEV,KKL,REST,Standard,SEDAN,3
2026,06,BYD,SEAL 6,01,Álava,Private,PHEV,KKL,REST,Standard,SEDAN,2
