anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2023,08,ALFA ROMEO,TONALE,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2023,08,AUDI,Q2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,08,BMW,SERIE 2,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,MPV,1
2023,08,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,08,BMW,X2,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,08,CITROEN,C3,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2023,08,CITROEN,C3 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
2023,08,CITROEN,C4,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,2
2023,08,CITROEN,C4,01,Álava,Private,BEV,UKL2,REST,Standard,HACH 5P,1
2023,08,CITROEN,C4,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,2
2023,08,CITROEN,C4X,01,Álava,Corporate,BEV,UKL2,REST,Standard,SEDAN,1
2023,08,CITROEN,C4X,01,Álava,Private,ICE,UKL2,REST,Standard,SEDAN,1
2023,08,CITROEN,C5 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2023,08,CITROEN,C5X,01,Álava,Corporate,ICE,MKL,REST,Standard,SEDAN,1
2023,08,CITROEN,C5X,01,Álava,Private,ICE,MKL,REST,Standard,SEDAN,1
2023,08,CUPRA,CUPRA LEON,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2023,08,CUPRA,CUPRA LEON,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2023,08,CUPRA,FORMENTOR,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,1
2023,08,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,5
2023,08,DACIA,SPRING,01,Álava,Private,BEV,UKL0,REST,Standard,SAV,1
2023,08,DFSK,FENGON,01,Álava,Corporate,ICE,,,Standard,,3
2023,08,DR,EVO,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2023,08,DR,EVO4,01,Álava,Corporate,ICE,,,Standard,,1
2023,08,DS,DS7 CROSSBACK,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,3
2023,08,ELNAGH,E-VAN 2,01,Álava,Private,ICE,,REST,Standard,,1
2023,08,FORD,FOCUS,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,2
2023,08,FORD,FOCUS,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,3
2023,08,FORD,KUGA,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2023,08,FORD,KUGA,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2023,08,FORD,RANGER,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,1
2023,08,FORD,TOURNEO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,08,FORD,TOURNEO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,08,FORD,TRANSIT CUSTOM,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,08,GORBEA,BOXER,01,Álava,Corporate,ICE,,REST,Standard,,1
2023,08,GORBEA,MASTER,01,Álava,Corporate,ICE,,REST,Standard,,1
2023,08,HYMER,B890ML,01,Álava,Private,ICE,,REST,Standard,,1
2023,08,HYUNDAI,BAYON,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2023,08,HYUNDAI,I10,01,Álava,Private,ICE,UKL0,REST,Standard,HACH 5P,2
2023,08,HYUNDAI,I20,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,1
2023,08,HYUNDAI,I20,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,4
2023,08,HYUNDAI,I30,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2023,08,HYUNDAI,KONA,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2023,08,HYUNDAI,KONA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,3
2023,08,HYUNDAI,TUCSON,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,8
2023,08,ISUZU,D-MAX,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,1
2023,08,IVECO,DAILY,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,08,JEEP,AVENGER,01,Álava,Corporate,BEV,UKL1,REST,Standard,SAV,1
2023,08,JEEP,AVENGER,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2023,08,JEEP,AVENGER,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2023,08,JEEP,COMPASS,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2023,08,JEEP,GRAND CHEROKEE,01,Álava,Corporate,PHEV,MKL,REST,Standard,SUV,1
2023,08,JEEP,RENEGADE,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,2
2023,08,KIA,CEED,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2023,08,KIA,NIRO,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2023,08,KIA,NIRO,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
2023,08,KIA,PICANTO,01,Álava,Private,ICE,UKL0,REST,Standard,HACH 5P,2
2023,08,KIA,PROCEED,01,Álava,Private,ICE,,,Standard,,1
2023,08,KIA,RIO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2023,08,KIA,SPORTAGE,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2023,08,KIA,SPORTAGE,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,3
2023,08,KIA,SPORTAGE,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2023,08,KIA,STONIC,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2023,08,KIA,XCEED,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,2
2023,08,LEXUS,NX,01,Álava,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2023,08,LEXUS,NX,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2023,08,MAZDA,CX30,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2023,08,MAZDA,CX5,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,5
2023,08,MAZDA,CX60,01,Álava,Private,PHEV,KKL,REST,Standard,SAV,1
2023,08,MAZDA,MAZDA 2,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2023,08,MAZDA,MX-5,01,Álava,Private,ICE,UKL2,REST,Standard,ROADSTER,1
2023,08,MERCEDES,CLASE C,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,08,MERCEDES,CLASE C,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,08,MERCEDES,CLASE CLA,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SEDAN,1
2023,08,MERCEDES,CLASE GLA,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,08,MERCEDES,CLASE GLA,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,08,MERCEDES,CLASE GLC,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,2
2023,08,MERCEDES,CLASE GLC,01,Álava,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2023,08,MERCEDES,CLASE GLE COUPE,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2023,08,MERCEDES,CLASE GLE COUPE,01,Álava,Private,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2023,08,MERCEDES,EQE,01,Álava,Corporate,BEV,MKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,08,MERCEDES,EQS,01,Álava,Corporate,BEV,GKL,FOCUS SEGMENT,Standard,SAV,1
2023,08,MERCEDES-V,VITO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,08,MG,HS,01,Álava,Corporate,ICE,KKL,REST,Standard,SAV,1
2023,08,MG,MG 4,01,Álava,Private,BEV,UKL2,REST,Standard,HACH 5P,1
2023,08,MG,ZS,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,6
2023,08,MINI,HATCHBACK,01,Álava,Corporate,ICE,UKL1,FOCUS SEGMENT,Standard,HACH 3P,1
2023,08,NISSAN,QASHQAI,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,2
2023,08,NISSAN,TOWNSTAR,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,08,NISSAN,X-TRAIL,01,Álava,Private,ICE,KKL,REST,Standard,SUV,1
2023,08,OPEL,ASTRA,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,2
2023,08,OPEL,COMBO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,08,OPEL,CORSA,01,Álava,Corporate,BEV,UKL1,REST,Standard,HACH 5P,1
2023,08,OPEL,CORSA,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,6
2023,08,OPEL,GRANDLAND X,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,2
2023,08,OPEL,MOKKA,01,Álava,Corporate,BEV,UKL1,REST,Standard,SAV,1
2023,08,OPEL,MOKKA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2023,08,PEUGEOT,2008,01,Álava,Corporate,BEV,UKL1,REST,Standard,SAV,1
2023,08,PEUGEOT,2008,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2023,08,PEUGEOT,208,01,Álava,Corporate,BEV,UKL1,REST,Standard,HACH 5P,1
2023,08,PEUGEOT,208,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,4
2023,08,PEUGEOT,3008,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,2
2023,08,PEUGEOT,3008,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,2
2023,08,PEUGEOT,308,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,4
2023,08,PEUGEOT,308,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,2
2023,08,PEUGEOT,408,01,Álava,Corporate,ICE,UKL2,REST,Standard,SEDAN,1
2023,08,PEUGEOT,408,01,Álava,Private,ICE,UKL2,REST,Standard,SEDAN,1
2023,08,PEUGEOT,5008,01,Álava,Private,ICE,KKL,REST,Standard,SUV,1
2023,08,PEUGEOT,BOXER,01,Álava,RAC,ICE,SKL,REST,Standard,TRANSPORTER,1
