yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202505,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,136,100,pool_b00d_private=1451; rate=0.0939
202505,INFO,KM0_FALLBACK,CITROEN,Corporate,b00d_private_moved_to_corporate,105,100,pool_b00d_private=1311; rate=0.0802
202505,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,132,100,pool_b00d_private=2295; rate=0.0573
