yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202305,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,128,100,pool_b00d_private=1363; rate=0.0939
202305,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,149,100,pool_b00d_private=2592; rate=0.0573
