anyo,mes,dia,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,07,17,CUPRA,FORMENTOR,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2026,07,17,DACIA,BIGSTER,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,3
2026,07,17,EVO,EVO 4,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2026,07,17,FORD,TOURNEO,01,Álava,Private,PHEV,SKL,REST,Standard,TRANSPORTER,1
2026,07,17,GORBEA,35C16,01,Álava,Private,ICE,,REST,Standard,,2
2026,07,17,HYUNDAI,TUCSON,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,KIA,NIRO,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,MINI,HATCHBACK,01,Álava,Private,BEV,UKL1,FOCUS SEGMENT,Standard,HACH 3P,1
2026,07,17,OMODA,OMODA 7,01,Álava,Private,PHEV,KKL,REST,Standard,SAV,1
2026,07,17,RENAULT,AUSTRAL,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,RENAULT,CLIO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,07,17,RENAULT,TRAFIC,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,17,SANTANA,400,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,1
2026,07,17,SEAT,LEON,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,07,17,SUZUKI,SWIFT,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,07,17,VOLVO,XC40,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,17,AUDI,A3,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2026,07,17,BYD,SEALION 7,02,Albacete,Private,BEV,KKL,REST,Standard,SAV,1
2026,07,17,DACIA,SANDERO,02,Albacete,Private,ICE,UKL1,REST,Standard,HACH 5P,2
2026,07,17,EBRO,S400,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,FORD,TRANSIT CONNECT,02,Albacete,Corporate,PHEV,SKL,REST,Standard,TRANSPORTER,1
2026,07,17,HYUNDAI,TUCSON,02,Albacete,Corporate,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,KIA,NIRO,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,KIA,SPORTAGE,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,2
2026,07,17,KIA,STONIC,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,2
2026,07,17,MANUEL ZUÑIGA MARTINEZ,35C16,02,Albacete,Corporate,ICE,,REST,Standard,,1
2026,07,17,MAXUS,MAXUS EDELIVER 5,02,Albacete,Corporate,BEV,,REST,Standard,,1
2026,07,17,MERCEDES,CLASE E,02,Albacete,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SEDAN,1
2026,07,17,MG,ZS,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,2
2026,07,17,OMODA,OMODA 7,02,Albacete,Private,PHEV,KKL,REST,Standard,SAV,1
2026,07,17,TOYOTA,C-HR,02,Albacete,Private,PHEV,UKL1,REST,Standard,SAV,1
2026,07,17,TOYOTA,COROLLA,02,Albacete,Private,ICE,UKL2,REST,Standard,HACH 5P,3
2026,07,17,XPENG,G6,02,Albacete,Private,BEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,17,AUDI,A1,03,Alicante,Private,ICE,UKL1,FOCUS SEGMENT,Standard,HACH 5P,1
2026,07,17,BMW,SERIE 2,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,MPV,1
2026,07,17,BMW,X1,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,17,BMW,X6,03,Alicante,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,17,BYD,ATTO 2,03,Alicante,Private,BEV,UKL1,REST,Standard,SAV,2
2026,07,17,BYD,DOLPHIN SURF,03,Alicante,Private,BEV,UKL0,REST,Standard,HACH 5P,1
2026,07,17,BYD,SEAL U,03,Alicante,Private,PHEV,KKL,REST,Standard,SAV,2
2026,07,17,BYD,SEALION 7,03,Alicante,Private,BEV,KKL,REST,Standard,SAV,1
2026,07,17,CHANGAN,DEEPAL S05,03,Alicante,Private,BEV,UKL2,REST,Standard,HACH 5P,1
2026,07,17,CITROEN,JUMPER,03,Alicante,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,17,CUPRA,CUPRA LEON,03,Alicante,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,07,17,CUPRA,FORMENTOR,03,Alicante,Private,ICE,UKL2,REST,Standard,SAT,1
2026,07,17,CUPRA,RAVAL,03,Alicante,Private,BEV,UKL1,REST,Standard,HACH 5P,2
2026,07,17,CUPRA,TERRAMAR,03,Alicante,Private,ICE,UKL2,REST,Standard,SAT,3
2026,07,17,DACIA,DUSTER,03,Alicante,Private,ICE,SKL,REST,Standard,PICKUP,3
2026,07,17,DACIA,JOGGER,03,Alicante,Private,ICE,UKL2,REST,Standard,MPV,1
2026,07,17,DACIA,SANDERO,03,Alicante,Private,ICE,UKL1,REST,Standard,HACH 5P,5
2026,07,17,EBRO,S400,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,EBRO,S700,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,FAW,T77,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,2
2026,07,17,FIAT,500,03,Alicante,Private,ICE,UKL0,REST,Standard,HACH 3P,1
2026,07,17,FIAT,R47,03,Alicante,RAC,ICE,,REST,Standard,,1
2026,07,17,FORD,BRONCO,03,Alicante,Private,ICE,MKL,REST,Standard,SUV,1
2026,07,17,FORD,PUMA,03,Alicante,Private,ICE,UKL1,REST,Standard,SAV,2
2026,07,17,FORD,TRANSIT,03,Alicante,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,17,FORD,TRANSIT CUSTOM,03,Alicante,Corporate,PHEV,SKL,REST,Standard,TRANSPORTER,1
2026,07,17,HYUNDAI,TUCSON,03,Alicante,Private,PHEV,UKL2,REST,Standard,SAV,1
2026,07,17,IVECO,DAILY,03,Alicante,RAC,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,17,JAECOO,JAECOO 5,03,Alicante,Private,ICE,UKL1,REST,Standard,SAV,1
2026,07,17,KIA,NIRO,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,17,LEXUS,RX,03,Alicante,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,17,LEXUS,RZ,03,Alicante,Private,BEV,KKL,FOCUS SEGMENT,Standard,SAT,1
2026,07,17,MERCEDES,CLASE GLA,03,Alicante,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,17,MERCEDES,CLASE GLC,03,Alicante,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,17,MERCEDES,EQE,03,Alicante,Private,BEV,MKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,17,MG,HS,03,Alicante,Private,ICE,KKL,REST,Standard,SAV,4
2026,07,17,MG,HS,03,Alicante,Private,PHEV,KKL,REST,Standard,SAV,1
