yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202307,INFO,CARROCERO_UNMAPPED,BERGADANA,,registros_carrocero_sin_chasis_detectado,32,25,ampliar _CHASSIS_RULES o CARROCERO_BRANDS
202307,INFO,KM0_FALLBACK,PEUGEOT,Corporate,b00d_private_moved_to_corporate,109,100,pool_b00d_private=1970; rate=0.0553
202307,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,139,100,pool_b00d_private=2416; rate=0.0573
202307,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,128,100,pool_b00d_private=1364; rate=0.0939
202307,INFO,KM0_FALLBACK,FIAT,Corporate,b00d_private_moved_to_corporate,108,100,pool_b00d_private=416; rate=0.2598
202307,INFO,KM0_FALLBACK,CITROEN,Corporate,b00d_private_moved_to_corporate,100,100,pool_b00d_private=1249; rate=0.0802
