anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2023,01,AUDI,A6,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,01,AUDI,Q3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,01,AUDI,Q3 SPORTBACK,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2023,01,AUDI,Q4 SPORTBACK E-TRON,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,01,AUDI,Q5 SPORTBACK,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2023,01,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2023,01,BMW,X1,01,Álava,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,01,BMW,X4,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,M Performance,SAV,1
2023,01,BMW,X5,01,Álava,Private,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2023,01,BMW,iX1,01,Álava,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,01,CITROEN,BERLINGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,3
2023,01,CITROEN,BERLINGO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,01,CITROEN,BERLINGO,01,Álava,RAC,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,01,CITROEN,C3,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,2
2023,01,CITROEN,C3,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2023,01,CITROEN,C3 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,8
2023,01,CITROEN,C4,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,5
2023,01,CITROEN,C4X,01,Álava,Corporate,BEV,UKL2,REST,Standard,SEDAN,1
2023,01,CITROEN,C4X,01,Álava,Corporate,ICE,UKL2,REST,Standard,SEDAN,1
2023,01,CITROEN,C5 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2023,01,CITROEN,C5 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2023,01,CITROEN,C5X,01,Álava,Corporate,ICE,MKL,REST,Standard,SEDAN,2
2023,01,CITROEN,C5X,01,Álava,Private,PHEV,MKL,REST,Standard,SEDAN,1
2023,01,CITROEN,JUMPER,01,Álava,Corporate,BEV,SKL,REST,Standard,TRANSPORTER,1
2023,01,CUPRA,CUPRA LEON,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2023,01,CUPRA,FORMENTOR,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,2
2023,01,DACIA,DUSTER,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,1
2023,01,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,2
2023,01,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,3
2023,01,DACIA,SANDERO,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,1
2023,01,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,5
2023,01,DACIA,SPRING,01,Álava,Private,BEV,UKL0,REST,Standard,SAV,2
2023,01,DS,DS7 CROSSBACK,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2023,01,FIAT,DOBLO CARGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,01,FIAT,DUCATO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,01,FIAT,DUCATO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,01,FIAT,FIORINO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,01,FIAT,PANDA,01,Álava,Corporate,ICE,UKL0,REST,Standard,HACH 5P,1
2023,01,FIAT,TIPO,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,2
2023,01,FORD,FOCUS,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2023,01,FORD,FOCUS,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2023,01,FORD,KUGA,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2023,01,FORD,KUGA,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,3
2023,01,FORD,PUMA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2023,01,FORD,RANGER,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,1
2023,01,FORD,RANGER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,1
2023,01,FORD,S-MAX,01,Álava,Private,ICE,KKL,REST,Standard,SAT,1
2023,01,FORD,TOURNEO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,01,FORD,TOURNEO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,01,HONDA,CIVIC,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2023,01,HONDA,CIVIC,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2023,01,HONDA,CR-V,01,Álava,Private,ICE,KKL,REST,Standard,SAV,3
2023,01,HYUNDAI,BAYON,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2023,01,HYUNDAI,I10,01,Álava,Private,ICE,UKL0,REST,Standard,HACH 5P,1
2023,01,HYUNDAI,I20,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,4
2023,01,HYUNDAI,I30,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2023,01,HYUNDAI,KONA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,4
2023,01,HYUNDAI,TUCSON,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,5
