yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202306,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,172,100,pool_b00d_private=3007; rate=0.0573
202306,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,125,100,pool_b00d_private=1330; rate=0.0939
