anyo,mes,dia,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,09,16,AUDI,A3,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2026,09,16,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,1
2026,09,16,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,1
2026,09,16,HONDA,HR-V,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2026,09,16,HONDA,ZR-V,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2026,09,16,HYUNDAI,I20,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,09,16,HYUNDAI,KONA,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2026,09,16,KIA,SELTOS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2026,09,16,KIA,SPORTAGE,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,09,16,LEAPMOTOR,B05,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2026,09,16,LEAPMOTOR,B10,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2026,09,16,NISSAN,QASHQAI,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2026,09,16,PEUGEOT,RIFTER,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2026,09,16,SKODA,SCALA,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,09,16,TESLA,MODEL 3,01,Álava,Private,BEV,KKL,FOCUS SEGMENT,Standard,SEDAN,2
2026,09,16,TOYOTA,BZ4X,01,Álava,Corporate,BEV,UKL2,REST,Standard,SAV,1
2026,09,16,TOYOTA,BZ4X,01,Álava,RAC,BEV,UKL2,REST,Standard,SAV,1
2026,09,16,TOYOTA,COROLLA,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,09,16,TOYOTA,YARIS CROSS,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
