anyo,mes,marca,cod_prov,provincia,canal,fuel_type,count
2025,11,AUDI,01,Álava,Corporate,ICE,2
2025,11,AUDI,01,Álava,Corporate,PHEV,1
2025,11,AUDI,01,Álava,Private,ICE,2
2025,11,AUDI,01,Álava,Private,PHEV,1
2025,11,BMW,01,Álava,Corporate,ICE,2
2025,11,BMW,01,Álava,Corporate,PHEV,2
2025,11,BMW,01,Álava,Private,ICE,5
2025,11,BMW,01,Álava,Private,PHEV,4
2025,11,BYD,01,Álava,Private,BEV,16
2025,11,BYD,01,Álava,Private,PHEV,3
2025,11,CITROEN,01,Álava,Corporate,BEV,2
2025,11,CITROEN,01,Álava,Corporate,ICE,21
2025,11,CITROEN,01,Álava,Private,BEV,1
2025,11,CITROEN,01,Álava,Private,ICE,6
2025,11,CUPRA,01,Álava,Corporate,BEV,1
2025,11,CUPRA,01,Álava,Corporate,ICE,5
2025,11,CUPRA,01,Álava,Private,ICE,3
2025,11,CUPRA,01,Álava,Private,PHEV,2
2025,11,DACIA,01,Álava,Corporate,ICE,41
2025,11,DACIA,01,Álava,Private,BEV,1
2025,11,DACIA,01,Álava,Private,ICE,16
2025,11,DS,01,Álava,Corporate,PHEV,1
2025,11,EBRO,01,Álava,Private,ICE,2
2025,11,EBRO,01,Álava,Private,PHEV,2
2025,11,EVO,01,Álava,Private,ICE,2
2025,11,FORD,01,Álava,Corporate,BEV,2
2025,11,FORD,01,Álava,Corporate,ICE,8
2025,11,FORD,01,Álava,Corporate,PHEV,3
2025,11,FORD,01,Álava,Private,BEV,3
2025,11,FORD,01,Álava,Private,ICE,1
2025,11,FORD,01,Álava,Private,PHEV,1
2025,11,HONDA,01,Álava,Private,ICE,5
2025,11,HONDA,01,Álava,Private,PHEV,1
2025,11,HYUNDAI,01,Álava,Corporate,ICE,1
2025,11,HYUNDAI,01,Álava,Corporate,PHEV,17
2025,11,HYUNDAI,01,Álava,Private,BEV,2
2025,11,HYUNDAI,01,Álava,Private,ICE,31
2025,11,JAECOO,01,Álava,Corporate,PHEV,2
2025,11,JAECOO,01,Álava,Private,ICE,3
2025,11,JAECOO,01,Álava,Private,PHEV,14
2025,11,JEEP,01,Álava,Corporate,ICE,5
2025,11,JEEP,01,Álava,Private,ICE,2
2025,11,KG MOBILITY,01,Álava,Private,ICE,1
2025,11,KIA,01,Álava,Corporate,BEV,1
2025,11,KIA,01,Álava,Corporate,ICE,2
2025,11,KIA,01,Álava,Private,BEV,2
2025,11,KIA,01,Álava,Private,ICE,18
2025,11,LEAPMOTOR,01,Álava,Private,BEV,1
2025,11,LEXUS,01,Álava,Private,ICE,2
2025,11,LEXUS,01,Álava,Private,PHEV,1
2025,11,MAZDA,01,Álava,Corporate,ICE,1
2025,11,MAZDA,01,Álava,Private,ICE,4
2025,11,MAZDA,01,Álava,Private,PHEV,1
2025,11,MERCEDES,01,Álava,Corporate,ICE,2
2025,11,MERCEDES,01,Álava,Corporate,PHEV,5
2025,11,MERCEDES,01,Álava,Private,ICE,1
2025,11,MERCEDES,01,Álava,Private,PHEV,3
2025,11,MERCEDES,01,Álava,RAC,ICE,2
2025,11,MG,01,Álava,Corporate,ICE,1
2025,11,MG,01,Álava,Private,BEV,1
2025,11,MG,01,Álava,Private,ICE,11
