anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2025,04,AUDI,A3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2025,04,AUDI,A5,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2025,04,AUDI,Q5,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2025,04,AUDI,Q5 SPORTBACK,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,2
2025,04,AUDI,Q5 SPORTBACK,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2025,04,AUDI,Q8,01,Álava,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2025,04,BMW,SERIE 1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2025,04,BMW,SERIE 3,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2025,04,BMW,SERIE 7,01,Álava,Corporate,ICE,GKL,FOCUS SEGMENT,Standard,SEDAN,1
2025,04,BMW,X1,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,4
2025,04,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,2
2025,04,BMW,X2,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,4
2025,04,BMW,X4,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2025,04,BYD,ATTO 3,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,3
2025,04,BYD,DOLPHIN,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,4
2025,04,BYD,SEAL,01,Álava,Private,BEV,KKL,REST,Standard,SEDAN,2
2025,04,BYD,SEAL U,01,Álava,Corporate,PHEV,KKL,REST,Standard,SAV,1
2025,04,BYD,SEAL U,01,Álava,Private,BEV,KKL,REST,Standard,SAV,1
2025,04,CITROEN,BERLINGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,16
2025,04,CITROEN,C3,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,3
2025,04,CITROEN,C3,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,2
2025,04,CITROEN,C4,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,4
2025,04,CITROEN,C4,01,Álava,Private,BEV,UKL2,REST,Standard,HACH 5P,3
2025,04,CITROEN,C4,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,5
2025,04,CITROEN,C5 AIRCROSS,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2025,04,CITROEN,C5X,01,Álava,Corporate,ICE,MKL,REST,Standard,SEDAN,3
2025,04,CITROEN,JUMPY,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2025,04,CUPRA,CUPRA LEON,01,Álava,Private,ICE,UKL2,REST,Standard,HACH 5P,2
2025,04,CUPRA,FORMENTOR,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,1
2025,04,CUPRA,TAVASCAN,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2025,04,CUPRA,TERRAMAR,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAT,1
2025,04,CUPRA,TERRAMAR,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2025,04,DACIA,BIGSTER,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAV,1
2025,04,DACIA,BIGSTER,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2025,04,DACIA,DUSTER,01,Álava,Corporate,ICE,SKL,REST,Standard,PICKUP,1
2025,04,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,7
2025,04,DACIA,JOGGER,01,Álava,Corporate,ICE,UKL2,REST,Standard,MPV,1
2025,04,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,8
2025,04,DACIA,SANDERO,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,9
2025,04,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,18
2025,04,DACIA,SPRING,01,Álava,Private,BEV,UKL0,REST,Standard,SAV,1
2025,04,DFSK,E5,01,Álava,Private,PHEV,KKL,REST,Standard,SAV,1
2025,04,DS,DS3 CROSSBACK,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 3P,1
2025,04,DS,DS4,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2025,04,EBRO,S700,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2025,04,ELNAGH,T-LOFT 529,01,Álava,RAC,ICE,,REST,Standard,,1
2025,04,EVO,EVO 6,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2025,04,FIAT,600,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,2
2025,04,FIAT,DOBLO CARGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2025,04,FIAT,DUCATO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2025,04,FIAT,DUCATO,01,Álava,RAC,ICE,SKL,REST,Standard,TRANSPORTER,1
2025,04,FIAT,PANDA,01,Álava,Corporate,ICE,UKL0,REST,Standard,HACH 5P,1
