anyo,mes,dia,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2026,07,23,BYD,ATTO 2,01,Álava,Private,BEV,UKL1,REST,Standard,SAV,1
2026,07,23,CITROEN,BERLINGO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,CITROEN,JUMPY,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,1
2026,07,23,DACIA,SANDERO,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,07,23,EBRO,S400,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,EBRO,S700,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2026,07,23,EBRO,S700,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,FIAT,DUCATO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,2
2026,07,23,FIAT,DUCATO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,FORD,KUGA,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2026,07,23,HYUNDAI,I20,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,07,23,HYUNDAI,IONIQ 5,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2026,07,23,JAECOO,JAECOO 5,01,Álava,Private,BEV,UKL1,REST,Standard,SAV,1
2026,07,23,JAECOO,JAECOO 5,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2026,07,23,JAECOO,JAECOO 7,01,Álava,Private,PHEV,UKL2,REST,Standard,SAV,1
2026,07,23,KIA,PV5,01,Álava,Corporate,BEV,SKL,REST,Standard,TRANSPORTER,3
2026,07,23,KIA,SPORTAGE,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
2026,07,23,LEAPMOTOR,B05,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2026,07,23,LEAPMOTOR,B10,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,1
2026,07,23,MAZDA,CX30,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,MERCEDES,CLASE CLA,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SEDAN,1
2026,07,23,MERCEDES,CLASE GLC,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,MINI,CABRIO,01,Álava,Corporate,ICE,UKL1,FOCUS SEGMENT,Standard,CABRIO,1
2026,07,23,NISSAN,MICRA,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2026,07,23,NISSAN,X-TRAIL,01,Álava,Corporate,ICE,KKL,REST,Standard,SUV,1
2026,07,23,PEUGEOT,BOXER,01,Álava,RAC,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,RENAULT,AUSTRAL,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,SKODA,KAROQ,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2026,07,23,TOYOTA,COROLLA,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2026,07,23,TOYOTA,RAV 4,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAV,1
2026,07,23,TOYOTA,YARIS CROSS,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2026,07,23,TOYOTA,YARIS CROSS,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,2
2026,07,23,VOLKSWAGEN,CADDY,01,Álava,Private,PHEV,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,VOLKSWAGEN,CARAVELLE,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,VOLKSWAGEN,GOLF,01,Álava,Private,PHEV,UKL2,REST,Standard,HACH 5P,1
2026,07,23,VOLKSWAGEN,TAIGO,01,Álava,Private,ICE,UKL1,REST,Standard,SAV,1
2026,07,23,ALFA ROMEO,JUNIOR,02,Albacete,Corporate,ICE,UKL1,REST,Standard,SAV,9
2026,07,23,AUDI,A1,02,Albacete,Private,ICE,UKL1,FOCUS SEGMENT,Standard,HACH 5P,1
2026,07,23,AUDI,Q2,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,BYD,DOLPHIN G,02,Albacete,Private,PHEV,UKL1,REST,Standard,HACH 5P,1
2026,07,23,DACIA,SANDERO,02,Albacete,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,07,23,FIAT,DUCATO,02,Albacete,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,3
2026,07,23,FIAT,DUCATO,02,Albacete,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,FIAT,SCUDO,02,Albacete,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,HYUNDAI,KONA,02,Albacete,Corporate,BEV,UKL1,REST,Standard,SAV,1
2026,07,23,HYUNDAI,KONA,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,07,23,HYUNDAI,SANTA FE,02,Albacete,Corporate,ICE,MKL,REST,Standard,SAV,1
2026,07,23,HYUNDAI,TUCSON,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,KIA,NIRO,02,Albacete,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,KIA,SPORTAGE,02,Albacete,Corporate,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,LEAPMOTOR,B10,02,Albacete,Private,BEV,UKL2,REST,Standard,SAV,1
2026,07,23,MAZDA,6E,02,Albacete,Private,BEV,MKL,REST,Standard,SEDAN,1
2026,07,23,MAZDA,MX-5,02,Albacete,Private,ICE,UKL2,REST,Standard,ROADSTER,1
2026,07,23,NISSAN,X-TRAIL,02,Albacete,Private,ICE,KKL,REST,Standard,SUV,1
2026,07,23,OMODA,OMODA 5,02,Albacete,Corporate,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,RENAULT,CLIO,02,Albacete,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,07,23,SKODA,ELROQ,02,Albacete,Private,BEV,UKL2,REST,Standard,SAV,1
2026,07,23,SKODA,EPIQ,02,Albacete,Corporate,BEV,UKL1,REST,Standard,SAV,1
2026,07,23,SKODA,KAMIQ,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,07,23,TOYOTA,AYGO X,02,Albacete,Private,ICE,UKL0,REST,Standard,HACH 5P,1
2026,07,23,TOYOTA,C-HR,02,Albacete,Private,PHEV,UKL1,REST,Standard,SAV,1
2026,07,23,VOLKSWAGEN,ID.4,02,Albacete,Private,BEV,UKL2,REST,Standard,SAV,1
2026,07,23,VOLKSWAGEN,TAIGO,02,Albacete,Private,ICE,UKL1,REST,Standard,SAV,1
2026,07,23,VOLVO,XC40,02,Albacete,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,VOLVO,XC60,02,Albacete,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,ALPINE,A290,03,Alicante,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2026,07,23,BMW,SERIE 3,03,Alicante,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,ESTATE,1
2026,07,23,BMW,SERIE 4,03,Alicante,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,CABRIO,1
2026,07,23,BMW,X1,03,Alicante,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,BMW,X1,03,Alicante,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,BMW,X2,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,BMW,X3,03,Alicante,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,BMW,X3,03,Alicante,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,BMW,X3,03,Alicante,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,BMW,iX3,03,Alicante,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,BYD,ATTO 2,03,Alicante,Corporate,PHEV,UKL1,REST,Standard,SAV,1
2026,07,23,BYD,ATTO 2,03,Alicante,Private,BEV,UKL1,REST,Standard,SAV,1
2026,07,23,BYD,ATTO 2,03,Alicante,Private,PHEV,UKL1,REST,Standard,SAV,1
2026,07,23,BYD,SEAL U,03,Alicante,Private,PHEV,KKL,REST,Standard,SAV,1
2026,07,23,CHANGAN,DEEPAL S05,03,Alicante,Private,PHEV,UKL2,REST,Standard,HACH 5P,1
2026,07,23,CITROEN,BERLINGO,03,Alicante,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,CITROEN,C3,03,Alicante,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2026,07,23,CITROEN,C3,03,Alicante,Private,ICE,UKL1,REST,Standard,HACH 5P,1
2026,07,23,CITROEN,C5 AIRCROSS,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,CITROEN,JUMPER,03,Alicante,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,CUPRA,RAVAL,03,Alicante,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2026,07,23,CUPRA,TERRAMAR,03,Alicante,Private,PHEV,UKL2,REST,Standard,SAT,1
2026,07,23,DACIA,BIGSTER,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,DACIA,DUSTER,03,Alicante,Private,ICE,SKL,REST,Standard,PICKUP,1
2026,07,23,DACIA,SANDERO,03,Alicante,Private,ICE,UKL1,REST,Standard,HACH 5P,7
2026,07,23,EBRO,S400,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,EBRO,S700,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,1
2026,07,23,FIAT,DUCATO,03,Alicante,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2026,07,23,FORD,PUMA,03,Alicante,Corporate,ICE,UKL1,REST,Standard,SAV,1
2026,07,23,FORD,PUMA,03,Alicante,Private,ICE,UKL1,REST,Standard,SAV,2
2026,07,23,FORD,TRANSIT,03,Alicante,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,GEELY,STARRAY,03,Alicante,Private,PHEV,UKL2,REST,Standard,HACH 5P,1
2026,07,23,HONDA,CIVIC,03,Alicante,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,07,23,HYUNDAI,I20,03,Alicante,Private,ICE,UKL1,REST,Standard,HACH 5P,4
2026,07,23,HYUNDAI,I30,03,Alicante,Private,ICE,UKL2,REST,Standard,HACH 5P,1
2026,07,23,HYUNDAI,KONA,03,Alicante,Private,ICE,UKL1,REST,Standard,SAV,1
2026,07,23,HYUNDAI,TUCSON,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,6
2026,07,23,IVECO,DAILY,03,Alicante,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,IVECO,DAILY,03,Alicante,RAC,ICE,SKL,REST,Standard,TRANSPORTER,1
2026,07,23,KG MOBILITY,MUSSO,03,Alicante,Private,ICE,SKL,REST,Standard,PICKUP,1
2026,07,23,KIA,EV3,03,Alicante,Corporate,BEV,UKL1,REST,Standard,SAV,1
2026,07,23,KIA,NIRO,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,4
2026,07,23,KIA,SPORTAGE,03,Alicante,Private,ICE,UKL2,REST,Standard,SAV,2
2026,07,23,KIA,STONIC,03,Alicante,Private,ICE,UKL1,REST,Standard,SAV,2
2026,07,23,LEAPMOTOR,B10,03,Alicante,Private,BEV,UKL2,REST,Standard,SAV,1
2026,07,23,LEXUS,UX,03,Alicante,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,LEXUS,UX,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,23,MERCEDES,CLASE A,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SEDAN,1
2026,07,23,MERCEDES,CLASE CLA,03,Alicante,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,ESTATE,1
2026,07,23,MERCEDES,CLASE CLA,03,Alicante,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SEDAN,1
2026,07,23,MERCEDES,CLASE GLA,03,Alicante,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
