processed_date,target_yyyymm,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,delta
202311,202310,RENAULT,MEGANE,Private,ICE,Gasolina,UKL2,REST,Standard,HACH 5P,-1
202311,202303,VOLKSWAGEN,POLO,Private,ICE,Gasolina,UKL1,REST,Standard,HACH 5P,-1
202311,202310,MERCEDES,,Private,ICE,Diesel,,REST,Standard,,-1
202311,202306,LAND ROVER,RANGE ROVER EVOQUE,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202311,202205,MERCEDES,EQE,Corporate,BEV,Electrico,MKL,FOCUS SEGMENT,Standard,SEDAN,-1
202311,202309,MERCEDES,CLASE E,Corporate,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,ESTATE,-1
202311,202310,LAND ROVER,RANGE ROVER,Private,PHEV,Gasolina/Electrico Enchufable,GKL,FOCUS SEGMENT,Standard,SAV,-1
202311,202309,VOLKSWAGEN,TRANSPORTER,Private,ICE,Gasolina/Electrico Enchufable,SKL,REST,Standard,TRANSPORTER,-1
202311,202310,INFINITI,,Private,ICE,Diesel,,REST,Standard,,-1
202311,202308,LAMBORGHINI,URUS,Corporate,ICE,Gasolina/Electrico Enchufable,GKL+,FOCUS SEGMENT,Standard,SAV,-1
202311,202201,MAZDA,CX5,Private,ICE,Gasolina Mild Hybrid,UKL2,REST,Standard,SAV,-1
202311,202302,MERCEDES,CLASE G,Private,ICE,Gasolina Mild Hybrid,GKL,FOCUS SEGMENT,M,SAV,-1
202311,202307,VOLKSWAGEN,POLO,Private,ICE,Gasolina,UKL1,REST,Standard,HACH 5P,-1
202311,202201,PORSCHE,CAYENNE COUPE,Private,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202311,202201,CADILLAC,ESCALADE,Private,ICE,Gasolina,GKL,FOCUS SEGMENT,Standard,SUV,-1
202311,202202,VOLKSWAGEN,TIGUAN,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAV,-1
202311,202202,AUDI,Q5,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,M Performance,SAV,-1
202311,202207,MERCEDES,CLASE A,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
202311,202207,MERCEDES,CLASE A,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,-1
202311,202301,LAND ROVER,DEFENDER,Private,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SUV,-1
202311,202210,MERCEDES,CLASE A,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
202311,202310,VOLKSWAGEN,,Corporate,ICE,Diesel,,REST,Standard,,-1
202312,202211,MERCEDES,CLASE V,Corporate,ICE,Gasolina Mild Hybrid,MKL,REST,Standard,MPV,-1
202312,202201,HONDA,,Private,PHEV,Gasolina/Electrico Enchufable,,REST,Standard,,-1
202312,202208,DODGE,,Corporate,ICE,Gasolina,,REST,Standard,,-1
202312,202308,MASERATI,GRECALE,Private,ICE,Gasolina Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,-1
202312,202211,MINI,COUNTRYMAN,Corporate,PHEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202312,202112,BMW I,,Corporate,BEV,Electrico,,REST,Standard,,-1
202312,202306,MERCEDES,CLASE C,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SEDAN,-1
202312,202304,AUDI,Q5,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,M Performance,SAV,-1
202312,202302,MERCEDES,EQV,Private,BEV,Electrico,MKL,REST,Standard,MPV,-1
202312,202202,MERCEDES,CLASE GLB,Private,ICE,Gasolina Mild Hybrid,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202312,202311,VOLKSWAGEN V W,,Private,ICE,Diesel,,REST,Standard,,-1
202312,202311,MASERATI,GRECALE,Private,ICE,Gasolina Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SAV,-1
202312,202204,TESLA,MODEL X,Private,BEV,Electrico,GKL,FOCUS SEGMENT,Standard,SAT,-1
202312,202303,MERCEDES,CLASE G,Corporate,ICE,Gasolina Mild Hybrid,GKL,FOCUS SEGMENT,M,SAV,-1
202312,202203,LAND ROVER,DEFENDER,Private,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SUV,-1
202312,202205,MEHARI LOISIRS TECHNLOG,,Private,BEV,Electrico,,REST,Standard,,-1
202312,202306,JEEP,WRANGLER,Private,BEV,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SUV,-1
202312,202212,FORD,BRONCO,Corporate,ICE,Gasolina,MKL,REST,Standard,SUV,-1
202312,202208,MERCEDES,CLASE A,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,-1
202312,202212,VOLKSWAGEN V W,,Private,ICE,Gasolina,,REST,Standard,,-1
202312,202212,TESLA,MODEL Y,Private,BEV,Electrico,KKL,FOCUS SEGMENT,Standard,SAT,-1
202312,202212,LINCOLN,,Corporate,ICE,Gasolina,,REST,Standard,,-1
202312,202310,CITROEN,C4,Private,ICE,Gasolina Mild Hybrid,UKL2,REST,Standard,HACH 5P,-1
202312,202303,FORD,BRONCO,Corporate,ICE,Gasolina,MKL,REST,Standard,SUV,-1
202312,202304,PORSCHE,CAYENNE,Corporate,PHEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202312,202306,VOLKSWAGEN,GOLF,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202312,202206,FIAT,500,Private,ICE,Gasolina Mild Hybrid,UKL0,REST,Standard,HACH 3P,-1
202312,202211,MAZDA,CX5,Private,ICE,Gasolina Mild Hybrid,UKL2,REST,Standard,SAV,-1
202312,202311,VOLVO,,Private,ICE,Diesel,,REST,Standard,,-1
202312,202304,PORSCHE,CAYENNE,Private,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202312,202311,VOLKSWAGEN,GOLF,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-2
202312,202112,MERCEDES,CLASE V,Corporate,ICE,Gasolina Mild Hybrid,MKL,REST,Standard,MPV,-1
202312,202211,SUZUKI,IGNIS,Corporate,ICE,Gasolina Mild Hybrid,UKL0,REST,Standard,HACH 5P,-1
202312,202305,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,-1
202312,202302,VOLKSWAGEN,GOLF,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202312,202211,MINI,HATCHBACK,Private,BEV,Electrico,UKL1,FOCUS SEGMENT,Standard,HACH 3P,-1
202312,202208,VOLKSWAGEN,GOLF,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202312,202203,MERCEDES-V,VITO,Corporate,ICE,Diesel,SKL,REST,Standard,TRANSPORTER,-1
202312,202207,AUDI,A3,Corporate,PHEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,-1
202312,202311,MERCEDES-V,VITO,Corporate,ICE,Diesel,SKL,REST,Standard,TRANSPORTER,-1
202312,202304,JEEP,WRANGLER,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SUV,-1
202312,202204,AUDI,Q3 SPORTBACK,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,SAV,-1
202312,202210,MERCEDES,CLASE GLC,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,-1
202312,202310,PORSCHE,PANAMERA,Private,ICE,Gasolina/Electrico Enchufable,GKL,FOCUS SEGMENT,Standard,SEDAN,-1
202312,202206,VOLKSWAGEN V W,,Private,ICE,Diesel,,REST,Standard,,-1
202312,202310,NISSAN,QASHQAI,Private,ICE,Gasolina/Electrico,UKL2,REST,Standard,SAT,-1
202312,202304,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
202312,202206,LAMBORGHINI,URUS,Private,ICE,Gasolina/Electrico Enchufable,GKL+,FOCUS SEGMENT,Standard,SAV,-1
202312,202212,AUDI,A3,Private,BEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,-1
202312,202301,MERCEDES,CLASE V,Private,ICE,Gasolina Mild Hybrid,MKL,REST,Standard,MPV,-1
202312,202311,MERCEDES-V,VITO,Private,ICE,Diesel,SKL,REST,Standard,TRANSPORTER,-1
202312,202207,MINI,CLUBMAN,Corporate,ICE,Diesel,UKL2,FOCUS SEGMENT,JCW,ESTATE,-1
202312,202209,TESLA,MODEL Y,Private,BEV,Electrico,KKL,FOCUS SEGMENT,Standard,SAT,-1
202312,202207,MERCEDES,CLASE CLA,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SEDAN,-1
202312,202207,SUZUKI,VITARA,Private,ICE,Gasolina/Electrico,UKL2,REST,Standard,SUV,-1
202312,202310,JAGUAR,,Private,ICE,Diesel,,REST,Standard,,-1
202312,202311,HYUNDAI,IONIQ,Private,PHEV,Gasolina/Electrico,UKL2,REST,Standard,HACH 5P,-1
202312,202207,AUDI,Q5,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,M Performance,SAV,-1
202312,202206,MERCEDES,CLASE A,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,-1
202312,202211,MERCEDES,CLASE E,Private,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,ESTATE,-1
202312,202303,AUDI,A6,Corporate,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SEDAN,-1
202312,202205,MINI,COUNTRYMAN,Private,ICE,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202312,202204,MERCEDES,CLASE C,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SEDAN,-1
202312,202304,MERCEDES,CLASE GLA,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202312,202302,LOTUS,EMIRA,RAC,ICE,Gasolina,MKL,FOCUS SEGMENT,Standard,COUPE,-1
202312,202305,PORSCHE,MACAN,Corporate,ICE,Electrico,KKL,FOCUS SEGMENT,M Performance,SAV,-1
202401,202207,MERCEDES,CLASE A,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,-1
202401,202311,MERCEDES,,Private,ICE,Diesel,,REST,Standard,,-1
202401,202309,VOLKSWAGEN,GOLF,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202401,202311,RENAULT,MEGANE,Private,ICE,Gasolina,UKL2,REST,Standard,HACH 5P,-1
202401,202201,VOLKSWAGEN,GOLF,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202401,202312,KIA,STONIC,Private,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,SAV,-1
202401,202303,CHEVROLET,,Private,ICE,Gasolina,,REST,Standard,,-1
202401,202207,SUZUKI,SX4,Private,PHEV,Gasolina/Electrico,UKL1,REST,Standard,SAV,-1
202401,202310,SEAT,LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202401,202312,AUDI,Q3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202401,202303,AUDI,Q5 SPORTBACK,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,-1
202401,202203,LAND ROVER,DEFENDER,Corporate,PHEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SUV,-1
202401,202212,OPEL,COMBO,Private,ICE,Gasolina,SKL,REST,Standard,TRANSPORTER,-1
202401,202206,AUDI,S7 SPORTBACK,Private,ICE,Diesel,,,M Performance,,-1
202401,202203,HYUNDAI,I10,Private,ICE,Gasolina,UKL0,REST,Standard,HACH 5P,-1
202401,202306,VOLKSWAGEN,GOLF,Corporate,BEV,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202401,202310,HYUNDAI,I20,Private,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,HACH 5P,-1
202401,202306,MERCEDES,CLASE E,Private,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,ESTATE,-1
202401,202305,MERCEDES,EQE,Private,BEV,Electrico,MKL,FOCUS SEGMENT,M Performance,SEDAN,-1
202401,202312,AUDI,Q3,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202401,202312,VOLKSWAGEN V W,,Private,ICE,Diesel,,REST,Standard,,-1
202401,202207,DACIA,DUSTER,Private,ICE,Gasolina/Electrico,SKL,REST,Standard,PICKUP,-1
202401,202201,LYNK & CO,LYNK&CO 01,Corporate,PHEV,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAV,-1
202401,202312,MERCEDES,,Private,ICE,Diesel,,REST,Standard,,-1
202401,202202,LYNK & CO,,Corporate,BEV,Electrico,,REST,Standard,,-1
202401,202210,PORSCHE,CAYENNE COUPE,Corporate,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202401,202312,TESLA,MODEL Y,Private,BEV,Electrico,KKL,FOCUS SEGMENT,Standard,SAT,-2
202401,202312,LAND ROVER,RANGE ROVER SPORT,Private,PHEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202401,202310,MAZDA,,Private,ICE,Gasolina,,REST,Standard,,-1
202401,202308,OPEL,VIVARO,Private,ICE,Electrico,SKL,REST,Standard,TRANSPORTER,-1
202401,202210,AUDI,Q4 SPORTBACK E-TRON,Private,BEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202401,202306,FIAT,,Private,ICE,Gasolina,,REST,Standard,,-1
202401,202312,VOLKSWAGEN V W,,RAC,ICE,Diesel,,REST,Standard,,-1
202401,202204,VOLKSWAGEN,TAIGO,Private,ICE,Gasolina,UKL1,REST,Standard,SAV,-1
202401,202310,HYUNDAI,I20,RAC,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,HACH 5P,-1
202401,202209,MERCEDES,CLASE CLA,Private,BEV,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SEDAN,-1
202401,202207,VOLKSWAGEN V W,,Corporate,ICE,Gasolina,,REST,Standard,,-1
202401,202212,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,-1
202401,202211,TOYOTA,YARIS,Private,ICE,Gasolina/Electrico,UKL1,REST,Standard,HACH 5P,-1
202401,202310,POLARIS,,Corporate,ICE,Gasolina,,REST,Standard,,-1
202401,202306,SEAT,,Private,ICE,Gasolina,,REST,Standard,,-1
202401,202309,MINI,HATCHBACK,Private,ICE,Electrico,UKL1,FOCUS SEGMENT,Standard,HACH 3P,-1
202401,202210,LAND ROVER,RANGE ROVER SPORT,Private,PHEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202401,202208,MERCEDES,CLASE A,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
202401,202301,MERCEDES,CLASE GLS,Corporate,ICE,Gasolina Mild Hybrid,GKL,FOCUS SEGMENT,Standard,SAV,-1
202401,202206,MINI,HATCHBACK,Corporate,BEV,Electrico,UKL1,FOCUS SEGMENT,Standard,HACH 3P,-1
202401,202308,VOLKSWAGEN,CARAVELLE,Private,ICE,Gasolina/Electrico Enchufable,SKL,REST,Standard,TRANSPORTER,-1
202401,202203,VOLVO,XC60,Private,BEV,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,-1
202401,202309,VOLKSWAGEN,,Corporate,ICE,Diesel,,REST,Standard,,-1
202401,202303,AUDI,A3,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
202401,202311,VOLKSWAGEN V W,,Private,ICE,Diesel,,REST,Standard,,-1
202401,202207,JEEP,WRANGLER,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SUV,-1
202401,202211,MERCEDES,CLASE V,Private,ICE,Gasolina Mild Hybrid,MKL,REST,Standard,MPV,-1
202401,202306,AUDI,Q8,Private,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202401,202206,VOLKSWAGEN,TIGUAN,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAV,-1
202401,202211,AUDI,A6,Private,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SEDAN,-1
202401,202212,MERCEDES,CLASE GLC,Private,PHEV,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,-1
202401,202310,PEUGEOT,5008,Private,ICE,Gasolina/Electrico Enchufable,KKL,REST,Standard,SUV,-1
202401,202206,MERCEDES,CLASE C,Private,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SEDAN,-1
202401,202312,RENAULT,CAPTUR,Corporate,ICE,Gasolina/Electrico,UKL1,REST,Standard,SAV,-1
202401,202308,POLARIS,,Private,ICE,Gasolina,,REST,Standard,,-1
202401,202311,FIAT,DUCATO,Private,ICE,Diesel,SKL,REST,Standard,TRANSPORTER,-1
202401,202207,AUDI,Q4 SPORTBACK E-TRON,Private,BEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202401,202304,AUDI,Q3 SPORTBACK,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,SAV,-1
202401,202312,PEUGEOT,308,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202401,202211,VOLKSWAGEN,CADDY,Private,ICE,Gasolina/Electrico Enchufable,SKL,REST,Standard,TRANSPORTER,-1
202401,202210,JAGUAR,F-TYPE,Private,ICE,Gasolina,MKL,FOCUS SEGMENT,Standard,COUPE,-1
202401,202305,CITROEN,C5 AIRCROSS,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAV,-1
202402,202312,AUDI,Q8,Private,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,M,SAV,-1
202402,202305,CHEVROLET,,Corporate,ICE,Gasolina,,REST,Standard,,-1
202402,202309,LAND ROVER,DEFENDER,Private,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SUV,-1
202402,202401,NISSAN,JUKE,Private,ICE,Gasolina/Electrico,UKL1,REST,Standard,SAV,-1
202402,202205,MERCEDES,CLASE GLA,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202402,202302,CUPRA,CUPRA LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202402,202209,DODGE,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202210,VOLKSWAGEN,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202207,VOLKSWAGEN,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202209,VOLKSWAGEN V W,,Private,BEV,Electrico,,REST,Standard,,-1
202402,202304,TOYOTA,HIGHLANDER,Private,BEV,Gasolina/Electrico,MKL,REST,Standard,SUV,-1
202402,202204,SMART,,Corporate,BEV,Electrico,,REST,Standard,,-1
202402,202401,VOLKSWAGEN V W,,Private,ICE,Diesel,,REST,Standard,,-2
202402,202211,DODGE,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202204,PORSCHE,718,Private,ICE,Gasolina,KKL,FOCUS SEGMENT,Standard,ROADSTER,-1
202402,202311,MINI,COUNTRYMAN,Private,PHEV,Electrico,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202402,202210,BENTLEY,CONTINENTAL,Private,ICE,Gasolina/Electrico Enchufable,GKL+,FOCUS SEGMENT,Standard,CABRIO,-1
202402,202207,MERCEDES,CLASE V,Corporate,ICE,Gasolina Mild Hybrid,MKL,REST,Standard,MPV,-1
202402,202203,VOLVO,V60,Private,PHEV,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,ESTATE,-1
202402,202304,MERCEDES,CLASE GLE,Corporate,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202402,202205,LAND ROVER,DISCOVERY,Private,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SUV,-1
202402,202312,POLARIS,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202311,SEAT,LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202402,202307,AUDI,Q2,Corporate,ICE,Gasolina,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202402,202205,MERCEDES,CLASE A,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,HACH 5P,-1
202402,202209,VOLKSWAGEN V W,,Private,ICE,Diesel,,REST,Standard,,-1
202402,202303,MERCEDES,CLASE GLC,Corporate,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,M Performance,SAV,-1
202402,202209,MERCEDES-V,VITO,Private,ICE,Diesel,SKL,REST,Standard,TRANSPORTER,-1
202402,202211,MINI,HATCHBACK,Private,ICE,Electrico,UKL1,FOCUS SEGMENT,JCW,HACH 3P,-1
202402,202212,BYD,ATTO 3,Private,BEV,Electrico,UKL2,REST,Standard,SAV,-1
202402,202301,MERCEDES,CLASE GLC,Corporate,BEV,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,-1
202402,202301,MERCEDES,CLASE A,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
202402,202305,LAND ROVER,RANGE ROVER,Corporate,ICE,Gasolina/Electrico Enchufable,GKL,FOCUS SEGMENT,Standard,SAV,-1
202402,202204,SEAT,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202306,FORD,BRONCO,Corporate,ICE,Gasolina,MKL,REST,Standard,SUV,-1
202402,202208,MERCEDES,EQS,Corporate,BEV,Electrico,GKL,FOCUS SEGMENT,Standard,SAV,-1
202402,202206,PORSCHE,CAYENNE,Private,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202402,202401,AUDI,Q3 SPORTBACK,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202402,202207,JEEP,RENEGADE,Private,ICE,Gasolina/Electrico Enchufable,UKL1,REST,Standard,SAV,-1
202402,202308,PEUGEOT,208,Corporate,ICE,Gasolina Mild Hybrid,UKL1,REST,Standard,HACH 5P,-1
202402,202205,MERCEDES,CLASE A,Corporate,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
202402,202301,TOYOTA,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202205,TOYOTA,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202312,HYMER,,Private,ICE,Diesel,,REST,Standard,,-1
202402,202205,PORSCHE,,Corporate,BEV,Electrico,,REST,Standard,,-1
202402,202311,AUDI,A6,Private,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,M,SEDAN,-1
202402,202301,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
202402,202312,SEAT,LEON,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,HACH 5P,-1
202402,202204,MG,,Private,PHEV,Gasolina/Electrico Enchufable,,REST,Standard,,-1
202402,202206,PORSCHE,MACAN,Private,ICE,Electrico,KKL,FOCUS SEGMENT,M Performance,SAV,-1
202402,202210,MERCEDES,CLASE GLA,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,Standard,SAV,-1
202402,202306,MINI,HATCHBACK,Private,ICE,Electrico,UKL1,FOCUS SEGMENT,Standard,HACH 3P,-1
202402,202207,MERCEDES,CLASE GLE,Corporate,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202402,202304,AUDI,Q5 SPORTBACK,Corporate,ICE,Gasolina/Electrico Enchufable,KKL,FOCUS SEGMENT,Standard,SAV,-1
202402,202312,MERCEDES-V,VITO,Private,ICE,Diesel,SKL,REST,Standard,TRANSPORTER,-1
202402,202305,PEUGEOT,3008,Private,ICE,Gasolina/Electrico Enchufable,UKL2,REST,Standard,SAT,-1
202402,202208,PORSCHE,911,Private,ICE,Gasolina/Electrico,GKL,FOCUS SEGMENT,M Performance,COUPE,-1
202402,202209,AUDI,Q7,Private,ICE,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,M Performance,SAV,-1
202402,202401,LAND ROVER,RANGE ROVER SPORT,Private,BEV,Gasolina/Electrico Enchufable,MKL,FOCUS SEGMENT,Standard,SAV,-1
202402,202303,MINI,HATCHBACK,Private,ICE,Electrico,UKL1,FOCUS SEGMENT,JCW,HACH 3P,-1
202402,202306,MINI,HATCHBACK,Corporate,ICE,Electrico,UKL1,FOCUS SEGMENT,JCW,HACH 3P,-1
202402,202205,JEEP,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202206,MERCEDES,,Private,ICE,Diesel,,REST,Standard,,-1
202402,202207,MINI,HATCHBACK,Corporate,BEV,Electrico,UKL1,FOCUS SEGMENT,Standard,HACH 3P,-1
202402,202205,MG,EHS,Corporate,BEV,Gasolina/Electrico Enchufable,KKL,REST,Standard,SAV,-1
202402,202211,HYUNDAI,IONIQ 5,Private,BEV,Electrico,UKL2,REST,Standard,SAV,-1
202402,202212,HYUNDAI,KONA,Private,ICE,Gasolina/Electrico,UKL1,REST,Standard,SAV,-1
202402,202205,DACIA,SPRING,Private,BEV,Electrico,UKL0,REST,Standard,SAV,-1
202402,202210,MERCEDES,CLASE G,Corporate,ICE,Gasolina Mild Hybrid,GKL,FOCUS SEGMENT,M,SAV,-1
202402,202312,SUZUKI,IGNIS,Private,ICE,Gasolina Mild Hybrid,UKL0,REST,Standard,HACH 5P,-1
202402,202208,MERCEDES,CLASE V,Private,ICE,Gasolina Mild Hybrid,MKL,REST,Standard,MPV,-1
202402,202305,MINI,HATCHBACK,Corporate,ICE,Electrico,UKL1,FOCUS SEGMENT,JCW,HACH 3P,-1
202402,202303,HYUNDAI,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202303,PORSCHE,911,Corporate,ICE,Gasolina/Electrico,GKL,FOCUS SEGMENT,M,COUPE,-1
202402,202307,MERCEDES,,Private,ICE,Gasolina,,REST,Standard,,-1
202402,202207,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,-1
202402,202312,CHEVROLET,,Private,ICE,Gasolina,,REST,Standard,,-1
202403,202208,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,UKL2,FOCUS SEGMENT,M,HACH 5P,-1
