anyo,mes,marca,modelo,cod_prov,provincia,canal,fuel_type,segmento,subseg,hp,body_type,count
2025,12,ALFA ROMEO,JUNIOR,01,Álava,Corporate,ICE,UKL1,REST,Standard,SAV,1
2025,12,ALFA ROMEO,STELVIO,01,Álava,Corporate,ICE,KKL,REST,Standard,SAV,1
2025,12,AUDI,A3,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,3
2025,12,AUDI,Q2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,12,AUDI,Q3 SPORTBACK,01,Álava,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,12,AUDI,Q3 SPORTBACK,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,12,AUDI,Q5 SPORTBACK,01,Álava,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,1
2025,12,AUDI,Q8,01,Álava,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,1
2025,12,BMW,SERIE 1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,HACH 5P,2
2025,12,BMW,SERIE 2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,MPV,2
2025,12,BMW,SERIE 5,01,Álava,Corporate,PHEV,MKL,FOCUS SEGMENT,M,ESTATE,1
2025,12,BMW,X1,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,12,BMW,X2,01,Álava,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,12,BMW,X3,01,Álava,Corporate,ICE,KKL,FOCUS SEGMENT,M Performance,SAV,1
2025,12,BMW,iX1,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,12,BMW,iX2,01,Álava,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2025,12,BYD,ATTO 3,01,Álava,Private,BEV,UKL2,REST,Standard,SAV,4
2025,12,BYD,DOLPHIN,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,2
2025,12,BYD,DOLPHIN SURF,01,Álava,Private,BEV,UKL0,REST,Standard,HACH 5P,2
2025,12,BYD,SEAL U,01,Álava,Private,PHEV,KKL,REST,Standard,SAV,3
2025,12,BYD,SEALION 7,01,Álava,Private,BEV,KKL,REST,Standard,SAV,1
2025,12,CITROEN,BERLINGO,01,Álava,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,11
2025,12,CITROEN,BERLINGO,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2025,12,CITROEN,C3,01,Álava,Corporate,ICE,UKL1,REST,Standard,HACH 5P,4
2025,12,CITROEN,C3,01,Álava,Private,BEV,UKL1,REST,Standard,HACH 5P,1
2025,12,CITROEN,C3,01,Álava,Private,ICE,UKL1,REST,Standard,HACH 5P,4
2025,12,CITROEN,C4,01,Álava,Corporate,BEV,UKL2,REST,Standard,HACH 5P,1
2025,12,CITROEN,C4,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,5
2025,12,CITROEN,C5 AIRCROSS,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,2
2025,12,CITROEN,SPACETOURER,01,Álava,Private,ICE,SKL,REST,Standard,TRANSPORTER,1
2025,12,CUPRA,CUPRA LEON,01,Álava,Corporate,ICE,UKL2,REST,Standard,HACH 5P,1
2025,12,CUPRA,CUPRA LEON,01,Álava,Corporate,PHEV,UKL2,REST,Standard,HACH 5P,2
2025,12,CUPRA,FORMENTOR,01,Álava,Corporate,ICE,UKL2,REST,Standard,SAT,2
2025,12,CUPRA,FORMENTOR,01,Álava,Corporate,PHEV,UKL2,REST,Standard,SAT,5
2025,12,CUPRA,FORMENTOR,01,Álava,Private,ICE,UKL2,REST,Standard,SAT,1
2025,12,DACIA,BIGSTER,01,Álava,Private,ICE,UKL2,REST,Standard,SAV,4
2025,12,DACIA,DUSTER,01,Álava,Private,ICE,SKL,REST,Standard,PICKUP,3
2025,12,DACIA,JOGGER,01,Álava,Private,ICE,UKL2,REST,Standard,MPV,1
