brand,version_dgt,model,segment,subsegment,high_perf,body_type,fuel,fuel_type
AUDI,TFSI 150KW S TRONIC S LINE,Q5 SPORTBACK,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
AUDI,TFSI QUATTRO 150 KW ADVANCED,Q5,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
AUDI,TFSI QUATTRO 150 KW BLACK LINE,Q5,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
AUDI,TFSI QUATTRO 150 KW S LINE,Q5,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
AUDI,TFSI QUATTRO 150KW S TRONIC AD,Q3,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
AUDI,TFSI QUATTRO 150KW S TRONIC BL,Q3,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
AUDI,TFSI QUATTRO 150KW S TRONIC BU,Q3,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
AUDI,TFSI QUATTRO 150KW S TRONIC S ,Q3,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
AUDI,TFSI QUATTRO 195KW S TRONIC BL,Q3,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
AUDI,TFSI QUATTRO 195KW S TRONIC S ,Q3,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
AUDI,TT RS TFSI QUATTRO S TRONIC CO,TT,KKL,FOCUS SEGMENT,M,COUPE,Gasolina,ICE
AUDI,TT RS TFSI QUATTRO STRONIC ROA,TT,KKL,FOCUS SEGMENT,M,COUPE,Gasolina,ICE
AUDI,V10 FSI PERFORMANCE QUATTRO ST,R8,GKL,FOCUS SEGMENT,M,COUPE,Gasolina,ICE
AUDI,V10 FSI PERFORMANCE RWD,R8,GKL,FOCUS SEGMENT,M,COUPE,Gasolina,ICE
AUDI,V10 FSI QUATTRO STRONIC,R8,GKL,FOCUS SEGMENT,M,COUPE,Gasolina,ICE
BAIC,X55,X55,UKL2,REST,Standard,SAV,Gasolina,ICE
BENTLEY,HYBRID,BENTAYGA,GKL+,FOCUS SEGMENT,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
BENTLEY,MULLINER CONVERTIBLE,CONTINENTAL,GKL+,FOCUS SEGMENT,Standard,CABRIO,Gasolina,ICE
BENTLEY,MULLINER COUPE,CONTINENTAL,GKL+,FOCUS SEGMENT,Standard,COUPE,Gasolina,ICE
BENTLEY,PHEV COUPE SPEED,CONTINENTAL,GKL+,FOCUS SEGMENT,Standard,COUPE,Gasolina/Electrico Enchufable,PHEV
BENTLEY,PHEV GTC CONVERTIBLE SPEED,CONTINENTAL,GKL+,FOCUS SEGMENT,Standard,CABRIO,Gasolina/Electrico Enchufable,PHEV
BENTLEY,V8,FLYING SPUR,GKL+,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BENTLEY,V8 CONVERTIBLE,CONTINENTAL,GKL+,FOCUS SEGMENT,Standard,CABRIO,Gasolina,ICE
BENTLEY,V8 GASOLINA,BENTAYGA,GKL+,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
BENTLEY,W12,FLYING SPUR,GKL+,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BESTUNE,B70,B70,KKL,REST,Standard,SEDAN,Gasolina,ICE
BESTUNE,T90,T90,UKL2,REST,Standard,SAV,Gasolina,ICE
BMW,E36 328I CABRIO AUT,SERIE 3,KKL,FOCUS SEGMENT,Standard,CABRIO,Gasolina,ICE
BMW,E60 530XI,SERIE 5,MKL,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,E70 X5 XDRIVE30D,X5,MKL,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,E70 X5 XDRIVE35D,X5,MKL,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,E84 X1 XDRIVE20D,X1,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F22 M235I,SERIE 2,UKL2,FOCUS SEGMENT,M Performance,COUPE,Gasolina,ICE
BMW,F30 320D,SERIE 3,KKL,FOCUS SEGMENT,Standard,SEDAN,Diesel,ICE
BMW,F30 320I,SERIE 3,KKL,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,F30 328I,SERIE 3,KKL,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,F30 335I XDRIVE,SERIE 3,KKL,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,F39 X2 M35I,X2,UKL2,FOCUS SEGMENT,M Performance,SAV,Gasolina,ICE
BMW,F39 X2 SDRIVE16D,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F39 X2 SDRIVE18D,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F39 X2 SDRIVE18I,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
BMW,F39 X2 SDRIVE20D A,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F39 X2 SDRIVE20I,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
BMW,F39 X2 XDRIVE18D,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F39 X2 XDRIVE20D A,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F39 X2 XDRIVE20I,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
BMW,F39 X2 XDRIVE25E,X2,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
BMW,F40 116D,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Diesel,ICE
BMW,F40 116I,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Gasolina,ICE
BMW,F40 118D,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Diesel,ICE
BMW,F40 118I,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Gasolina,ICE
BMW,F40 120D,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Diesel,ICE
BMW,F40 120I,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Gasolina,ICE
BMW,F40 128TI,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Gasolina,ICE
BMW,F40 M135I XDRIVE A,SERIE 1,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,Gasolina,ICE
BMW,F44 216D A,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Diesel,ICE
BMW,F44 218D A,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Diesel,ICE
BMW,F44 218I,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,F44 220D A,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Diesel,ICE
BMW,F44 220I A,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,F44 228I XDRIVE,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,F44 228I XDRIVE A,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,F44 M235I XDRIVE A,SERIE 2,UKL2,FOCUS SEGMENT,M Performance,SEDAN,Gasolina,ICE
BMW,F45 218I,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SAT,Gasolina,ICE
BMW,F45 225XE A,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SAT,Gasolina/Electrico Enchufable,PHEV
BMW,F45 225XE IPERFORMANCE A,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SAT,Gasolina/Electrico Enchufable,PHEV
BMW,F46 218D,SERIE 2,UKL2,FOCUS SEGMENT,Standard,MPV,Diesel,ICE
BMW,F48LCI X1 SDRIVE 16D,X1,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F48LCI X1 SDRIVE18D,X1,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F48LCI X1 SDRIVE18I,X1,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
BMW,F48LCI X1 SDRIVE20I A,X1,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
BMW,F48LCI X1 XDRIVE18D,X1,UKL2,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,F48LCI X1 XDRIVE20I A,X1,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
BMW,F48LCI X1 XDRIVE25E A,X1,UKL2,FOCUS SEGMENT,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
BMW,F70 116,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Gasolina,ICE
BMW,F70 118D,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Diesel,ICE
BMW,F70 120,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
BMW,F70 120D,SERIE 1,UKL2,FOCUS SEGMENT,Standard,HACH 5P,Diesel Mild Hybrid,ICE
BMW,F70 M135 XDRIVE,SERIE 1,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,Gasolina,ICE
BMW,F74 116,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Gasolina,ICE
BMW,F74 218D,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Diesel,ICE
BMW,F74 220,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Gasolina Mild Hybrid,ICE
BMW,F74 220D,SERIE 2,UKL2,FOCUS SEGMENT,Standard,SEDAN,Diesel Mild Hybrid,ICE
BMW,F74 M235 XDRIVE,SERIE 2,UKL2,FOCUS SEGMENT,M Performance,SEDAN,Gasolina,ICE
BMW,F90LCI M5 COMPETITION,SERIE 5,MKL,FOCUS SEGMENT,M,SEDAN,Gasolina,ICE
BMW,F91 M8 COMPETITION,SERIE 8,GKL,FOCUS SEGMENT,M,CABRIO,Gasolina,ICE
BMW,F92 M8 COMPETITION,SERIE 8,GKL,FOCUS SEGMENT,M,COUPE,Gasolina,ICE
BMW,F93 M8 COMPETITION,SERIE 8,GKL,FOCUS SEGMENT,M,SEDAN,Gasolina,ICE
BMW,F95 X5 M,X5,MKL,FOCUS SEGMENT,M,SAV,Gasolina,ICE
BMW,F95 X5 M COMPETITION,X5,MKL,FOCUS SEGMENT,M,SAV,Gasolina,ICE
BMW,F96 X6 M,X6,MKL,FOCUS SEGMENT,M,SAV,Gasolina,ICE
BMW,F96 X6 M COMPETITION,X6,MKL,FOCUS SEGMENT,M,SAV,Gasolina,ICE
BMW,F97 X3 M,X3,KKL,FOCUS SEGMENT,M,SAV,Gasolina,ICE
BMW,F97 X3 M COMPETITION,X3,KKL,FOCUS SEGMENT,M,SAV,Gasolina,ICE
BMW,F98 X4 M,X4,KKL,FOCUS SEGMENT,M,SAV,Gasolina,ICE
BMW,F98 X4 M COMPETITION,X4,KKL,FOCUS SEGMENT,M,SAV,Gasolina,ICE
BMW,G01 X3 M40D A XDRIVE,X3,KKL,FOCUS SEGMENT,M Performance,SAV,Diesel Mild Hybrid,ICE
BMW,G01 X3 M40I XDRIVE A,X3,KKL,FOCUS SEGMENT,M Performance,SAV,Gasolina Mild Hybrid,ICE
BMW,G01 X3 SDRIVE18D A,X3,KKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G01 X3 XDRIVE20D A,X3,KKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G01 X3 XDRIVE20I A,X3,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
BMW,G01 X3 XDRIVE30D A,X3,KKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G01 X3 XDRIVE30E,X3,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
BMW,G01 X3 XDRIVE30I A,X3,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
BMW,G02 X4 M40D A XDRIVE,X4,KKL,FOCUS SEGMENT,M Performance,SAV,Diesel Mild Hybrid,ICE
BMW,G02 X4 M40I XDRIVE,X4,KKL,FOCUS SEGMENT,M Performance,SAV,Gasolina Mild Hybrid,ICE
BMW,G02 X4 XDRIVE20D A,X4,KKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G02 X4 XDRIVE20I A,X4,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
BMW,G02 X4 XDRIVE30D A,X4,KKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G02 X4 XDRIVE30I A,X4,KKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
BMW,G05 X5 M50I A,X5,MKL,FOCUS SEGMENT,M Performance,SAV,Gasolina,ICE
BMW,G05 X5 M60I XDRIVE,X5,MKL,FOCUS SEGMENT,M Performance,SAV,Gasolina Mild Hybrid,ICE
BMW,G05 X5 XDRIVE25D A,X5,MKL,FOCUS SEGMENT,Standard,SAV,Diesel,ICE
BMW,G05 X5 XDRIVE30D A,X5,MKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G05 X5 XDRIVE30D A XLINE,X5,MKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G05 X5 XDRIVE40D A,X5,MKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G05 X5 XDRIVE40D A XLINE,X5,MKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G05 X5 XDRIVE40I A,X5,MKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
BMW,G05 X5 XDRIVE40I A XLINE,X5,MKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
BMW,G05 X5 XDRIVE45E A,X5,MKL,FOCUS SEGMENT,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
BMW,G05 X5 XDRIVE50E A XLINE,X5,MKL,FOCUS SEGMENT,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
BMW,G06 X6 M50I A,X6,MKL,FOCUS SEGMENT,M Performance,SAV,Gasolina,ICE
BMW,G06 X6 M60I A XDRIVE,X6,MKL,FOCUS SEGMENT,M Performance,SAV,Gasolina Mild Hybrid,ICE
BMW,G06 X6 XDRIVE30D A,X6,MKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G06 X6 XDRIVE30D A M SPORT,X6,MKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G06 X6 XDRIVE40D A,X6,MKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G06 X6 XDRIVE40D A M SPORT,X6,MKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G06 X6 XDRIVE40I A,X6,MKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
BMW,G06 X6 XDRIVE40I A M SPORT,X6,MKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
BMW,G07 X7 M50I A,X7,GKL,FOCUS SEGMENT,M Performance,SAV,Gasolina,ICE
BMW,G07 X7 M60I A,X7,GKL,FOCUS SEGMENT,M Performance,SAV,Gasolina Mild Hybrid,ICE
BMW,G07 X7 XDRIVE40D A,X7,GKL,FOCUS SEGMENT,Standard,SAV,Diesel Mild Hybrid,ICE
BMW,G07 X7 XDRIVE40I A,X7,GKL,FOCUS SEGMENT,Standard,SAV,Gasolina Mild Hybrid,ICE
BMW,G08 IX3 M SPORT,IX3,KKL,FOCUS SEGMENT,Standard,SAV,Electrico,BEV
BMW,G09 XM,XM,GKL,FOCUS SEGMENT,M,SAV,Gasolina/Electrico Enchufable,PHEV
BMW,G09 XM 50E,XM,GKL,FOCUS SEGMENT,M,SAV,Gasolina/Electrico Enchufable,PHEV
BMW,G09 XM LABEL RED,XM,GKL,FOCUS SEGMENT,M,SAV,Gasolina/Electrico Enchufable,PHEV
BMW,G14 840D XDRIVE A,SERIE 8,GKL,FOCUS SEGMENT,Standard,CABRIO,Diesel Mild Hybrid,ICE
BMW,G14 840I A,SERIE 8,GKL,FOCUS SEGMENT,Standard,CABRIO,Gasolina,ICE
BMW,G14 840I XDRIVE A,SERIE 8,GKL,FOCUS SEGMENT,Standard,CABRIO,Gasolina,ICE
BMW,G14 M850I XDRIVE A,SERIE 8,GKL,FOCUS SEGMENT,M Performance,CABRIO,Gasolina,ICE
BMW,G15 840D XDRIVE A,SERIE 8,GKL,FOCUS SEGMENT,Standard,COUPE,Diesel Mild Hybrid,ICE
