brand,version_dgt,model,segment,subsegment,high_perf,body_type,fuel,fuel_type
JEEP,NIGHT EAGLE 1.5E-HYBRID 130CV ,COMPASS,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
JEEP,NIGHT EAGLE1.6 MJET 96KW (1300,COMPASS,UKL2,REST,Standard,SAV,Diesel,ICE
JEEP,S 1.3 PHEV 176 KW (240 CV) AWD,COMPASS,UKL2,REST,Standard,SAV,Gasolina,ICE
JEEP,S 1.3 PHEV 240CV E6D AT EAWD,COMPASS,UKL2,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
JEEP,S 1.5E-HYBRID 130CV DDCT,COMPASS,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
JEEP,S 1.6 MJET 96KW (1300CV),COMPASS,UKL2,REST,Standard,SAV,Diesel,ICE
JEEP,SPORT PLUS 1.3 GSE T4 130CV E6,COMPASS,UKL2,REST,Standard,SAV,Gasolina,ICE
JEEP,TRAILHAWK 4XE 1.3 PHEV 240CV A,COMPASS,UKL2,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
JEEP,UPLAND 1.5E-HYBRID 130CV DDCT,COMPASS,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
JEEP,UPLAND 4XE 1.3 PHEV 240CV AWD,COMPASS,UKL2,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
KARMA,REVERO,REVERO,GKL,REST,Standard,COUPE,Gasolina/Electrico Enchufable,PHEV
KG MOBILITY,D22 DTR 4X4 LIMITED AUTO 7 PLA,REXTON,MKL,REST,Standard,SAV,Diesel,ICE
KG MOBILITY,D22 DTR 4X4 PREMIUM AUTO 7 PLA,REXTON,MKL,REST,Standard,SAV,Diesel,ICE
KG MOBILITY,D22 DTR 4X4 PRO AUTO 7 PLAZAS,REXTON,MKL,REST,Standard,SAV,Diesel,ICE
KG MOBILITY,G15T 109KW (149CV) LIMITED,KORANDO,MKL,REST,Standard,MPV,Gasolina,ICE
KG MOBILITY,G15T 109KW (149CV) URBAN PLUS,KORANDO,MKL,REST,Standard,MPV,Gasolina,ICE
KG MOBILITY,G15T 120KW (163CV) 6AT 4X4 LIM,KORANDO,MKL,REST,Standard,MPV,Gasolina,ICE
KG MOBILITY,G15T 120KW (163CV) 6AT URBAN P,KORANDO,MKL,REST,Standard,MPV,Gasolina,ICE
KG MOBILITY,G15T 135CV LINE,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,G15T 135CV URBAN PLUS,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,G15T 163CV AT LIMITED,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,G15T 163CV AT URBAN PLUS,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,G15T 163CV LIMITED,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,G15T 4X4 6AT ADVENTURE,TORRES,UKL2,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,G15T 6AT LIFE,TORRES,UKL2,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,G15T GLP LIFE,TORRES,UKL2,REST,Standard,SAV,Gas Licuado con petroleo (GLP),ICE
KG MOBILITY,G15T LIFE,TORRES,UKL2,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,GRAND G15T 163CV AT LIMITED,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,GRAND G15T 163CV AT URBAN PLUS,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,GRAND G15T 163CV LIMITED,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,GRAND G15T 163CV URBAN PLUS,TIVOLI,UKL1,REST,Standard,SAV,Gasolina,ICE
KG MOBILITY,SPORTS D22DTR 4X4 AUTO LIMITED,MUSSO,SKL,REST,Standard,PICKUP,Diesel,ICE
KG MOBILITY,SPORTS D22DTR 4X4 AUTO PREMIUM,MUSSO,SKL,REST,Standard,PICKUP,Diesel,ICE
KG MOBILITY,SPORTS D22DTR 4X4 AUTO PRO,MUSSO,SKL,REST,Standard,PICKUP,Diesel,ICE
KG MOBILITY,SPORTS D22DTR 4X4 PRO,MUSSO,SKL,REST,Standard,PICKUP,Diesel,ICE
KIA,1.0 DPI AMT GT LINE,PICANTO,UKL0,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 DPI CONCEPT,PICANTO,UKL0,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 DPI CONCEPT PACK COMFORT,PICANTO,UKL0,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 DPI GT LINE,PICANTO,UKL0,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 MHEV DRIVE DCT 100CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV DRIVE DCT 100CV TOURE,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV DRIVE DCT 120CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV DRIVE DCT 120CV TOURE,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV STYLE EDITION DCT 100,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV STYLE EDITION DCT 120,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV TECH DCT 100CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV TECH DCT 100CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV TECH DCT 120CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 MHEV TECH DCT 120CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI 100CV BUSINESS,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI 100CV DRIVE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI 100CV GT LINE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI 100CV TECH,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI BLACK EDITION ECO-DY,STONIC,UKL1,REST,Standard,SAV,Gasolina,ICE
KIA,1.0 T-GDI CONCEPT,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI CONCEPT 100CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI CONCEPT 100CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI CONCEPT 120CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI CONCEPT 120CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI DRIVE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI DRIVE 100CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI DRIVE 100CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI DRIVE 120CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI DRIVE 120CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI EMOTION,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI GT LINE,PICANTO,UKL0,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI GT LINE PROCEED,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI GT-LINE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI MHEV 6MT BUSINESS 10,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV 6MT CONCEPT 100,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV 6MT DRIVE 100CV,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV 6MT DRIVE 120CV,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV 6MT GT LINE 100,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV 6MT GT LINE 120,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV 6MT STYLE EDITI,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV DCT DRIVE 100CV,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV DCT GT LINE 100,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV DRIVE DCT 120CV,RIO,UKL1,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV GT LINE DCT 120,RIO,UKL1,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV IMT CONCEPT 100,RIO,UKL1,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV IMT CONCEPT PLU,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV IMT DRIVE 100CV,RIO,UKL1,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV IMT DRIVE 120CV,RIO,UKL1,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV IMT DRIVE PLUS ,STONIC,UKL1,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV IMT GT LINE 100,RIO,UKL1,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI MHEV IMT GT LINE 120,RIO,UKL1,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.0 T-GDI STYLE EDITION 100CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI STYLE EDITION 100CV ,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI STYLE EDITION 120CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI STYLE EDITION 120CV ,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI TECH,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI TECH 100CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI TECH 120CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI TECH 120CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.0 T-GDI X-LINE,PICANTO,UKL0,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.2 DPI AMT GT LINE,PICANTO,UKL0,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.2 DPI CONCEPT,RIO,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.2 DPI CONCEPT PLUS,STONIC,UKL1,REST,Standard,SAV,Gasolina,ICE
KIA,1.2 DPI DRIVE,RIO,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.2 DPI DRIVE (PACK SPORT),RIO,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.2 DPI DRIVE PLUS,STONIC,UKL1,REST,Standard,SAV,Gasolina,ICE
KIA,1.2 DPI GT LINE,PICANTO,UKL0,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.2 DPI SMART EDITION,STONIC,UKL1,REST,Standard,SAV,Gasolina,ICE
KIA,1.5 MHEV 140CV DCT DRIVE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV 140CV DCT GT LINE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV 140CV DCT TECH,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV 140CV DRIVE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV 140CV GT LINE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV 140CV TECH,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV DRIVE 140CV DCT TOURE,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV DRIVE DCT 140CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV EMOTION DCT,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV GT LINE 140CV DCT PRO,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV GT LINE 140CV DCT TOU,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV GT LINE DCT,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV GT LINE DCT 140CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV GT LINE DCT PROCEED,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV GT LINE DCT TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV GT-LINE DCT,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV IMT DRIVE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV IMT EMOTION,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV IMT GT-LINE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV IMT TECH,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV TECH 140CV DCT TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV TECH DCT,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV TECH DCT 140CV,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.5 MHEV TECH DCT TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.6 CRDI CONCEPT 4X2 115CV,SPORTAGE,UKL2,REST,Standard,SAV,Diesel,ICE
KIA,1.6 CRDI DRIVE 4X2 115CV,SPORTAGE,UKL2,REST,Standard,SAV,Diesel,ICE
KIA,1.6 CRDI MHEV BUSINESS 4X2 136,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV BUSINESS 4X2 DCT,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV BUSINESS 4X4 136,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV BUSINESS 4X4 DCT,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV CONCEPT 4X2 136C,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV DRIVE 4X2 136CV,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV GT LINE 4X2 DCT ,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV GT LINE 4X4 DCT ,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV GT-LINE 4X2 DCT ,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV GT-LINE 4X4 DCT ,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV TECH 4X2 136CV,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV TECH 4X2 DCT 136,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV TECH 4X4 136CV,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 CRDI MHEV TECH 4X4 DCT 136,SPORTAGE,UKL2,REST,Standard,SAV,Diesel Mild Hybrid,ICE
KIA,1.6 GDI CONCEPT,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina,ICE
KIA,1.6 HEV BUSINESS,NIRO,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 HEV CONCEPT,NIRO,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 HEV DRIVE,NIRO,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 HEV EMOTION,NIRO,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 MHEV GT LINE DCT 136CV TOU,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV GT-LINE DCT 136CV,XCEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT CONCEPT 136CV,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT CONCEPT 136CV TOU,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT DRIVE 136CV,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT DRIVE 136CV TOURE,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT GT LINE 136CV,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT GT LINE 136CV TOU,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT GT LINE DCT 136CV,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT GT-LINE 136CV,XCEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT TECH 136CV,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT TECH 136CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV IMT TECH DCT 136CV,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV TECH DCT 136CV,XCEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 MHEV TECH DCT 136CV TOURER,CEED,UKL2,REST,Standard,HACH 5P,Diesel Mild Hybrid,ICE
KIA,1.6 PHEV CONCEPT,NIRO,UKL2,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 PHEV DRIVE,NIRO,UKL2,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 PHEV EDRIVE,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 PHEV EDRIVE TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 PHEV EMOTION,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 PHEV EMOTION TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 PHEV ETECH,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 PHEV ETECH TOURER,CEED,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 T-GDI CONCEPT 4X2 150CV,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina,ICE
KIA,1.6 T-GDI CONCEPT 4X2 160CV,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina,ICE
KIA,1.6 T-GDI DRIVE 4X2 150CV,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina,ICE
KIA,1.6 T-GDI DRIVE 4X2 160CV,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina,ICE
KIA,1.6 T-GDI DRIVE 4X2 160CV 18,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina,ICE
KIA,1.6 T-GDI EMOTION DCT,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.6 T-GDI GT DCT,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.6 T-GDI GT DCT PROCEED,CEED,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
KIA,1.6 T-GDI GT LINE XTREME 2WD,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina,ICE
KIA,1.6 T-GDI GT-LINE DCT,XCEED,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI HEV BLACK EDITION 4X,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV BUSINESS 4X4,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV DRIVE 4X2,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV DRIVE 4X2 7P,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV EMOTION 4X2 7P,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV EMOTION 4X2 7P (,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV EMOTION 4X4 7P,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV EMOTION 4X4 7P (,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV EMOTION PACK ADV,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV GT LINE 4X2,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV GT LINE 4X4,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV GT-LINE 4X2,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV GT-LINE 4X4,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV PLUS EDITION 4X2,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV PLUS EDITION 4X4,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV TECH 4X2,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI HEV TECH 4X4,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico,ICE
KIA,1.6 T-GDI MHEV 30 ANIVERSARIO ,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV BUSINESS 4X2 DC,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV BUSINESS 4X4 15,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV BUSINESS 4X4 16,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV BUSINESS 4X4 DC,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV DRIVE 4X2 150CV,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV DRIVE 4X2 160CV,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV GT LINE 4X2 DCT,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV GT LINE 4X4 DCT,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV GT-LINE 4X2 DCT,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV GT-LINE 4X4 DCT,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV TECH 4X2 150CV,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV TECH 4X2 160CV,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV TECH 4X2 DCT 15,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV TECH 4X2 DCT 16,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI MHEV TECH 4X4 DCT 18,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina Mild Hybrid,ICE
KIA,1.6 T-GDI PHEV BLACK EDITION 4,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 T-GDI PHEV DRIVE 4X4,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 T-GDI PHEV DRIVE 4X4 17,SPORTAGE,UKL2,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
KIA,1.6 T-GDI PHEV DRIVE 4X4 7P,SORENTO,KKL,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
