BRAND,SUB_MODEL_NAME,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
ROVER,AUSTIN HEALEY UNSPEC.,UNSPECIFIED,ROHZ,,ROADSTER,BASE,REST,KKL,ROADSTER,ROADSTER
ROVER,AUSTIN MAXI 1500/1750,MAXI 1500/1750,ROAX,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
ROVER,AUSTIN PRINCESS (A135),PRINCESS (A135),ROAP,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
LANCIA,LANCIA/AUTOBIANCHI BIANCHINA,BIANCHINA,LABI,,HATCHBACK,NEAR PREMIUM,REST,UKL0,HATCH,HATCH
AUTOCAR,AUTOCAR UNSPEC.,UNSPECIFIED,A7ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
AUTOCRAFT,AUTOCRAFT TOKIMA,TOKIMA,KFTO,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
AUTOCRAFT,AUTOCRAFT UNSPEC.,UNSPECIFIED,KFZZ,,BUS,BASE,REST,SKL,BUS,BUS
AUVERLAND,AUVERLAND UNSPEC.,UNSPECIFIED,AVZZ,,SUV,BASE,REST,UKL2,SUV,SUV
AUX,AUX LONGEE,LONGEE,G1LO,,SUV,BASE,REST,GKL,SUV,SUV
AUX,AUX UNSPEC.,UNSPECIFIED,G1ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
AVANTI,AVANTI UNSPEC.,UNSPECIFIED,YBZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
AVATR TECHNOLOGIES,AVATR D+SUV,D+SUV,2N!!,,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,KKL,SAV,SAV
AVATR TECHNOLOGIES,AVATR E-MPV,E-MPV,2N!$,,MPV,NEAR PREMIUM,REST,MKL,MPV,MPV
AVATR TECHNOLOGIES,AVATR E-SUV,E-SUV,2N00,,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,MKL,SAV,SAV
AVIA,AVIA UNSPEC.,UNSPECIFIED,A2ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BAHMAN,BAHMAN CAPRA,CAPRA,9BCZ,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BAHMAN,BAHMAN CARA (MAZDA PICKUP),MAZDA PICKUP (CARA),9BCA,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BAHMAN,BAHMAN CARO,CARO,9BCO,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BAHMAN,BAHMAN NARVAN,NARVAN,9BNA,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BAHMAN,BAHMAN SIBA,SIBA,9BSI,,MPV,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BAIC YINXIANG,BAIC YINXIANG UNSPEC.,UNSPECIFIED,V8ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BAJAJ,BAJAJ QUTE,QUTE,BJM1,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BAJAJ,BAJAJ TEMPO MATADOR,TEMPO MATADOR,BJMA,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BAJAJ,BAJAJ TEMPO TRAX,TEMPO TRAX,BJTT,,SUV,BASE,REST,KKL,SUV,SUV
BAJAJ,BAJAJ TEMPO UNSPEC.,UNSPECIFIED,BJZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BAOJUN,BAOJUN C-CUV,C-CUV,JX0B,,SUV,BASE,REST,UKL2,SAV,SAV
BAOJUN,BAOJUN D+SUV,D+SUV,JX!&,,SUV,BASE,REST,KKL,SAV,SAV
BAOJUN,BAOJUN D-MPV,D-MPV,JX09,,MPV,BASE,REST,KKL,MPV,MPV
BAOJUN,BAOJUN D-SEDAN EV,D-SEDAN EV,JX07,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BAOJUN,BAOJUN E-CUV,E-CUV,JX!!,,SUV,BASE,REST,MKL,SAV,SAV
BAOJUN,BAOJUN UNSPEC.,UNSPECIFIED,JXZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
BAONENG MOTORS,BAONENG B-SUV,B-SUV,2703,,SUV,BASE,REST,UKL1,SAV,SAV
BAONENG MOTORS,BAONENG D-SUV TBD,D-SUV TBD,2701,,SUV,BASE,REST,KKL,SAV,SAV
BAONENG MOTORS,BAONENG E-SUV,E-SUV,2702,,SUV,BASE,REST,MKL,SAV,SAV
BARKAS,BARKAS UNSPEC.,UNSPECIFIED,BAZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BAZ,BAZ 2215,2215,DJ25,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BAZ,BAZ UNSPEC.,UNSPECIFIED,DJZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BEDFORD,BEDFORD KB/BRAVA UNSPEC.,KB/BRAVA UNSPECIFIED,BDKB,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BEDFORD,BEDFORD MIDI,MIDI,BDMD,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEDFORD,BEDFORD UNSPEC.,UNSPECIFIED,BDZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BEI BEN,BEI BEN UNSPEC.,UNSPECIFIED,QBZZ,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
BEIFANG ZHONGGONG (NHIC),BEIFANG ZHONGGONG UNSPEC.,UNSPECIFIED,7ZZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BEIJING AUTO,BEIJING AUTO B30 DUNE,B30 DUNE,BX!2,,SUV,BASE,REST,KKL,SAV,SAV
BEIJING AUTO,BEIJING AUTO BEIJING 3,BEIJING 3,BX!#,,SUV,BASE,REST,UKL1,SAV,SAV
BEIJING AUTO,BEIJING AUTO X424,X424,BXX4,,SUV,BASE,REST,UKL2,SAV,SAV
BEIJING AUTO,BEIJING AUTO BJ50,BJ50,BX00,,SUV,BASE,REST,KKL,SUV,SUV
BEIJING AUTO,BEIJING AUTO BRUMBY,BRUMBY,BX16,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BEIJING AUTO,BEIJING AUTO CALORIE,CALORIE,BX0Y,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BEIJING AUTO,BEIJING AUTO C-CUV EV,C-CUV EV,BX1A,,SUV,BASE,REST,UKL2,SAV,SAV
BEIJING AUTO,BEIJING AUTO CK MINI TRUCK,CK MINI TRUCK,BXCT,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO CK MINI VAN,CK MINI VAN,BXCV,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO D-MPV EV,D-MPV EV,BX!3,,MPV,BASE,REST,KKL,MPV,MPV
BEIJING AUTO,BEIJING AUTO D-SEDAN,D-SEDAN,BX!@,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BEIJING AUTO,BEIJING AUTO E-SEDAN EV,E-SEDAN EV,BX0C,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BEIJING AUTO,BEIJING AUTO EX3,EX3,BXEW,,SUV,BASE,REST,UKL1,SAV,SAV
BEIJING AUTO,BEIJING AUTO EX5,EX5,BX5X,,SUV,BASE,REST,UKL2,SAV,SAV
BEIJING AUTO,BEIJING AUTO EX7,EX7,BX0Z,,SUV,BASE,REST,KKL,SAV,SAV
BEIJING AUTO,BEIJING AUTO F40,F40,BXF4,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BEIJING AUTO,BEIJING AUTO FENIX,FENIX,BXFE,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO HAICE009,HAICE009,BX09,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO KENBO H2,KENBO H2,BX2K,,MPV,BASE,REST,UKL2,MPV,MPV
BEIJING AUTO,BEIJING AUTO IP COMMUTER,IP COMMUTER,BXIC,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO IP DESTROYER,IP DESTROYER,BXID,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BEIJING AUTO,BEIJING AUTO LULING,LULING,BXLL,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BEIJING AUTO,BEIJING AUTO QILING,QILING,BXQL,,VAN,BASE,REST,SKL,TRUCK,TRUCK
BEIJING AUTO,BEIJING AUTO RUILING,RUILING,BXRU,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BEIJING AUTO,BEIJING AUTO RUIXIANG M3,RUIXIANG M3,BXM1,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO RUIXIANG V2,RUIXIANG V2,BXV2,,MPV,BASE,REST,MKL,MPV,MPV
BEIJING AUTO,BEIJING AUTO SASUKA,SASUKA,BX08,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO SABRINA MPV,SABRINA MPV,BXSM,,MPV,BASE,REST,UKL1,HATCH,HATCH
BEIJING AUTO,BEIJING AUTO SABRINA SDN,SABRINA SEDAN,BXSS,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
BEIJING AUTO,BEIJING AUTO ZHIDA X3,ZHIDA X3,BXZ3,,SUV,BASE,REST,UKL1,SAV,SAV
BEIJING AUTO,BEIJING AUTO SENOVA X7,SENOVA X7,BX0W,,SUV,BASE,REST,KKL,SAV,SAV
BEIJING AUTO,BEIJING AUTO TERRALORD,TERRALORD,BX0T,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BEIJING AUTO,BEIJING AUTO TONIK,TONIK,BXTO,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO T-SERIES,T-SERIES,BX10,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO WEIWANG 206/207,WEIWANG 206/207,BXM0,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO WEIWANG EV,WEIWANG EV,BX0L,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO X55II,X55II,BX17,,SUV,BASE,REST,UKL2,SAV,SAV
BEIJING AUTO,BEIJING AUTO JINXUAFENG,JINXUAFENG,BXJI,,SUV,BASE,REST,UKL1,SAV,SAV
BEIJING AUTO,BEIJING AUTO ZHANGQI,ZHANGQI,BXZH,,SUV,BASE,REST,UKL1,SAV,SAV
BEIJING BEILU,BEIJING BEILU UNSPEC.,UNSPECIFIED,Q8ZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
BENDE,BENDE UNSPEC.,UNSPECIFIED,G3ZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
BENTLEY,BENTLEY CONTINENTAL/R UNSPEC.,CONTINENTAL/CONTINENTAL R UNSPECIFIED,BECO,,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL++2,CABRIO,CABRIO
BENTLEY,BENTLEY CORNICHE,CORNICHE,BECN,,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL++2,CABRIO,CABRIO
BENTLEY,BENTLEY E-COUPE EV TBD,E-COUPE EV TBD,BEAA,,COUPE,PREMIUM,TRAD. COMP.,GKL++1,COUPE,COUPE
BENTLEY,BENTLEY E-CUV EV,E-CUV EV,BE01,,SUV,PREMIUM,TRAD. COMP.,GKL++2,SAV,SAV
BENTLEY,BENTLEY UNSPEC.,UNSPECIFIED,BEZZ,,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL++1,CABRIO,CABRIO
BERTONE,BERTONE UNSPEC.,UNSPECIFIED,BTZZ,,CONVERTIBLE,BASE,REST,UKL2,CABRIO,CABRIO
BESTURN,BESTURN B-HATCH,B-HATCH,ES!&,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
BESTURN,BESTURN E01,E01,ESE1,,SUV,BASE,REST,UKL2,SUV,SUV
BESTURN,BESTURN E-SUV,E-SUV,ES!@,,SUV,BASE,REST,MKL,SAV,SAV
BESTURN,BESTURN UNSPEC.,UNSPECIFIED,ESZZ,,UNSPECIFIED,BASE,REST,KKL,UNSPEC.,UNSPEC.
BESTURN,BESTURN YUEYI 08,YUEYI 08,ES!!,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BITTER,BITTER SC,SC,BISC,,CONVERTIBLE,PREMIUM,REST,MKL,CABRIO,CABRIO
BITTER,BITTER UNSPEC.,UNSPECIFIED,BIZZ,,COUPE,PREMIUM,REST,MKL,COUPE,COUPE
BJEV,BJEV UNSPEC.,UNSPECIFIED,5QZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BLUE BIRD,BLUE BIRD UNSPEC.,UNSPECIFIED,NQZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BMC,BMC PROBUS,PROBUS,BCPB,,BUS,BASE,REST,SKL,BUS,BUS
BMC,BMC LEVEND,LEVEND,BCLE,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BMC,BMC UNSPEC.,UNSPECIFIED,BCZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BMW,BMW 1800/2000,1800/2000,BM18,,COUPE,PREMIUM,TRAD. COMP.,MKL,COUPE,COUPE
BMW,BMW 3.0-3.3,3.0-3.3,BM03,,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
BMW,BMW 3/5-SERIES UNSPEC.,3/5-SERIES UNSPECFIED,BMA2,,UNSPECIFIED,PREMIUM,TRAD. COMP.,KKL,UNSPEC.,UNSPEC.
BMW,BMW 5/7-SERIES UNSPEC.,5/7-SERIES UNSPECIFIED,BMA4,,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
BMW,BMW 6/7-SERIES UNSPEC.,6/7-SERIES UNSPECIFIED,BMA1,,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL,UNSPEC.,UNSPEC.
BMW,BMW E-SUV EV,E-SUV EV,BM0B,,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAV
BMW,BMW I1,I1,BM1I,,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
BMW,BMW I2,I2,BM2I,,COUPE,PREMIUM,TRAD. COMP.,UKL2,COUPE,COUPE
BMW,BMW I2 ACTIVE TOURER TBD,I2 ACTIVE TOURER TBD,BM2A,,MPV,PREMIUM,TRAD. COMP.,UKL2,SAT,SAT
BMW,BMW I2 GRAN COUPE,I2 GRAN COUPE,BMG2,,COUPE,PREMIUM,TRAD. COMP.,UKL2,SEDAN,4DR COUPE
BMW,BMW I3 (NK),I3 (NK),BMI3,,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
BMW,BMW I8,I8,BMG8,,COUPE,PREMIUM,TRAD. COMP.,GKL,SEDAN,4DR COUPE
BMW,BMW ISETTA,ISETTA,BMIS,,SEDAN,PREMIUM,TRAD. COMP.,UKL0,SEDAN,SEDAN
BMW,BMW IX4 (NK),IX4 (NK),BMI2,,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAC
BMW,BMW IX5,IX5,BMI6,,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
BMW,BMW IX6,IX6,BMX6,,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAC
BMW,BMW IX7,IX7,BMI7,,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAV
BMW,BMW IXM,IXM,BMI8,,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAC
BMW,BMW X-SERIES,X-SERIES,BMXS,,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
BMW-BRILLIANCE,BMW-BRILLIANCE 4-SRS GRAN CPE,4-SRS. GR. C. TBD,XC4G,,COUPE,PREMIUM,TRAD. COMP.,KKL,SEDAN,4DR COUPE
BMW-BRILLIANCE,BMW-BRILLIANCE I1,I1,XC1I,,SEDAN,PREMIUM,TRAD. COMP.,UKL2,SEDAN,SEDAN
BMW-BRILLIANCE,BMW-BRILLIANCE I2 GRAN COUPE,I2 GRAN COUPE,XCG2,,COUPE,PREMIUM,TRAD. COMP.,UKL2,SEDAN,4DR COUPE
BMW-BRILLIANCE,BMW-BRILLIANCE I3,I3,XCI3,,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
BMW-BRILLIANCE,BMW-BRILLIANCE I3 (NK),I3 (NK),XCI0,,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
BMW-BRILLIANCE,BMW-BRILLIANCE I4,I4,XCI5,,HATCHBACK,PREMIUM,TRAD. COMP.,KKL,SEDAN,4DR COUPE
BMW-BRILLIANCE,BMW-BRILLIANCE IX2,IX2,XC2X,,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAC
BMW-BRILLIANCE,BMW-BRILLIANCE IX5,IX5,XCI1,,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
BMW-BRILLIANCE,BMW-BRILLIANCE IX7,IX7,XC!$,,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAV
BMW-BRILLIANCE,BMW-BRILLIANCE UNSPEC.,UNSPECIFIED,XCZZ,,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
BMW-BRILLIANCE,BMW-BRILLIANCE X7,X7,XC!!,,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAV
BMW-GREAT WALL,BMW-GW C-SEDAN EV,C-SEDAN EV,XO02,,SEDAN,PREMIUM,TRAD. COMP.,UKL2,SEDAN,SEDAN
BMW-GREAT WALL,BMW-GW C-SUV EV,C-SUV EV,XO01,,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
BOGDAN,BOGDAN 2312,2312,E9L4,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BOGDAN,BOGDAN 2110,2110,E9L0,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
BOGDAN,BOGDAN 2111,2111,E9L1,,WAGON,BASE,REST,UKL1,ESTATE,ESTATE
BOGDAN,BOGDAN UNSPEC.,UNSPECIFIED,E9ZZ,,UNSPECIFIED,BASE,REST,UKL1,UNSPEC.,UNSPEC.
BOLDMEN,BOLDMEN UNSPEC.,UNSPECIFIED,3GZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BOLLORE,BOLLORE UNSPEC.,UNSPECIFIED,U5ZZ,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
B-ON,B-ON UNSPEC.,UNSPEC.,14ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BONETTI,BONETTI F100,F100,B2F1,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BONETTI,BONETTI UNSPEC.,UNSPECIFIED,B2ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BORGWARD,BORGWARD UNSPEC,UNSPECIFIED,BWZZ,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
BOSCHUNG,BOSCHUNG BOMOG,BOMOG,BPBO,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BOSCHUNG,BOSCHUNG MUSTANG,MUSTANG,BPMU,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BOSCHUNG,BOSCHUNG PONY,PONY,BPPO,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BOSCHUNG,BOSCHUNG UNSPEC.,UNSPECIFIED,BPZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BREMACH,BREMACH GR/EURO/T-TREK UNSPEC.,GR/EURO/T-TREK UNSPECIFIED,BRGT,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BREMACH,BREMACH UNSPEC.,UNSPECIFIED,BRZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BRILLIANCE,BRILLIANCE BS2,BS2,EEB2,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
BRILLIANCE,BRILLIANCE BS4,BS4,EEB4,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BRILLIANCE,BRILLIANCE S30,S30,EES3,,SUV,BASE,REST,UKL1,SAV,SAV
BRILLIANCE,BRILLIANCE UNSPEC.,UNSPECIFIED,EEZZ,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
BRILLIANCE,BRILLIANCE X30,X30,EEX3,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BRIMONT,BRIMONT UNSPEC.,UNSPECIFIED,BNZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BUCHER,BUCHER BU-SERIES,BU-SERIES,BZBU,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BUCHER,BUCHER CITY CAT,CITY CAT,BZCC,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BUCHER,BUCHER DURO,DURO,BZDU,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BUCHER,BUCHER GT,GT,BZCK,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BUCHER,BUCHER UNSPEC.,UNSPECIFIED,BZZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
BUFORI,BUFORI UNSPEC.,UNSPECIFIED,E0ZZ,,UNSPECIFIED,BASE,REST,KKL,UNSPEC.,UNSPEC.
BUGATTI,BUGATTI UNSPEC.,UNSPECIFIED,BGZZ,,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
BUICK,BUICK B-CUV EV,B-CUV EV,BU04,,SUV,BASE,REST,UKL1,SAV,SAV
BUICK,BUICK C-CUV,C-CUV,BUC0,,SUV,BASE,REST,UKL2,SAV,SAV
BUICK,BUICK C-CUV EV,C-CUV EV,BU05,,SUV,BASE,REST,UKL2,SAV,SAV
BUICK,BUICK C-SUV EV,C-SUV EV,BU06,,SUV,BASE,REST,UKL2,SAV,SAV
BUICK,BUICK ENCLAVE EV,ENCLAVE EV,BUE0,,SUV,BASE,REST,MKL,SAV,SAV
BUICK,BUICK ENVISION EV,ENVISION EV,BU00,,SUV,BASE,REST,KKL,SAV,SAV
BUICK,BUICK ENVISTA EV,ENVISTA EV,BU08,,SUV,BASE,REST,UKL2,SAV,SAV
BUICK,BUICK ESTATE WAGON,ESTATE WAGON,BUES,,WAGON,BASE,REST,MKL,ESTATE,ESTATE
BUICK,BUICK EXCELLE GT/XT,EXCELLE GT/XT,BUEW,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BUICK,BUICK GL8,GL8,BU!!,,MPV,BASE,REST,MKL,MPV,MPV
BUICK,BUICK REATTA,REATTA,BURA,,CONVERTIBLE,BASE,REST,KKL,CABRIO,CABRIO
BUICK,BUICK SOMERSET,SOMERSET,BUSO,,COUPE,BASE,REST,KKL,COUPE,COUPE
BUICK,BUICK SPECIAL,SPECIAL,BUSP,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
BUICK,BUICK UNSPEC.,UNSPECIFIED,BUZZ,,CONVERTIBLE,BASE,REST,MKL,CABRIO,CABRIO
BUICK-SHANGHAI,BUICK-SHANGHAI C-CUV EV (B223),C-CUV EV (B223),QK08,,SUV,BASE,REST,UKL2,SAV,SAV
BUICK-SHANGHAI,BUICK-SHANGHAI D-MPV EV,D-MPV EV,QK0E,,MPV,BASE,REST,KKL,MPV,MPV
BUICK-SHANGHAI,BUICK-SHANGHAI D-SEDAN,D-SEDAN,QK0H,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BUICK-SHANGHAI,BUICK-SHANGHAI D-SUV,D-SUV,QK!!,,SUV,BASE,REST,KKL,SAV,SAV
BUICK-SHANGHAI,BUICK-SHANGHAI D-SUV EV,D-SUV EV,QK0G,,SUV,BASE,REST,KKL,SAV,SAV
BUICK-SHANGHAI,BUICK-SHANGHAI ENCLAVE EV,ENCLAVE EV,QKE0,,SUV,BASE,REST,MKL,SAV,SAV
BUICK-SHANGHAI,BUICK-SHANGHAI ENVISION EV,ENVISION EV,QKEV,,SUV,BASE,REST,KKL,SAV,SAV
BUICK-SHANGHAI,BUICK-SHANGHAI GL,GL,QKGL,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BUICK-SHANGHAI,BUICK-SHANGHAI GL8 ENCASA,GL8 ENCASA,QK!&,,MPV,BASE,REST,MKL,MPV,MPV
BUICK-SHANGHAI,BUICK-SHANGHAI GLX,GLX,QKGX,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BUICK-SHANGHAI,BUICK-SHANGHAI REGAL EV,REGAL EV,QKRV,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BUICK-SHANGHAI,BUICK-SHANGHAI S-RV,S-RV,QKSR,,WAGON,BASE,REST,UKL1,ESTATE,ESTATE
BUICK-SHANGHAI,BUICK-SHANGHAI UNSPEC.,UNSPECIFIED,QKZZ,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BUICK-SHANGHAI,BUICK-SHANGHAI XSJ,XSJ,QKXS,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BUSSCAR,BUSSCAR EL BUSS,EL BUSS,Y7EB,,BUS,BASE,REST,SKL,BUS,BUS
BUSSCAR,BUSSCAR UNSPEC.,UNSPECIFIED,Y7ZZ,,BUS,BASE,REST,SKL,BUS,BUS
BYD,BYD A-HATCH EV,A-HATCH EV,DD!#,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BYD,BYD BAO 5,BAO 5,DD!1,,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD B-HATCH,B-HATCH,DD0M,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
BYD,BYD C-CUV EV,C-CUV EV,DD0R,,SUV,BASE,REST,UKL2,SAV,SAV
BYD,BYD CHAZOR,CHAZOR,DD0W,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BYD,BYD C-SUV EV,C-SUV EV,DD0T,,SUV,BASE,REST,UKL2,SAV,SAV
BYD,BYD D+SUV,D+SUV,DD!C,,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD D9,D9,DD0J,,MPV,BASE,REST,MKL,MPV,MPV
BYD,BYD D-CUV (UK),D-CUV (UK),DD0S,,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD D-CUV EV TBD,D-CUV EV TBD,DD0D,,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD DESTROYER 07,DESTROYER 07,DD00,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BYD,BYD D-MPV,D-MPV,DD0Q,,MPV,BASE,REST,KKL,MPV,MPV
BYD,BYD D-SEDAN,D-SEDAN,DD13,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BYD,BYD D-SEDAN EV,D-SEDAN EV,DD0N,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
