brand,dealer_id,dealer_name,point_of_sale,point_of_sale_id,address,postcode,city,province,latitude,longitude,source_kind,source_confidence,source_url,retrieved_date
Lexus,ARTAL AUTOLUX S L,"ARTAL AUTOLUX, S.L.","ARTAL AUTOLUX, S.L. (Lexus Zaragoza) - Exposición y Taller",00CD0-E9EAD-1BC70-F4600-01350-3,"C/Langa del Castillo, 8, - Zaragoza",50013,Zaragoza,Provincia de Zaragoza,41.6378000,-0.8653000,official_page_postcode_centroid,official,https://www.lexusauto.es/concesionarios/lexus-zaragoza,2026-07-21
MG,osm:node:12456275323,Fevimar,Fevimar,osm:node:12456275323,,,,,36.1979285,-5.4273213,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/12456275323,2026-07-21
MG,osm:node:13713693002,Garaje MG,Garaje MG,osm:node:13713693002,,,,,41.4275179,2.1664248,openstreetmap_name_match,community,https://www.openstreetmap.org/node/13713693002,2026-07-21
MG,osm:node:9944685651,MG,MG,osm:node:9944685651,,,,,39.6068111,2.6687511,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/9944685651,2026-07-21
MG,osm:node:13092828959,MG,MG,osm:node:13092828959,,,,,40.4014406,-3.7124983,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13092828959,2026-07-21
MG,osm:node:13993738676,MG Armentia,MG Armentia,osm:node:13993738676,,,,,42.8380926,-2.6975777,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13993738676,2026-07-21
MG,osm:node:13526298561,MG Cyasa,MG Cyasa,osm:node:13526298561,,,,,42.5880412,-5.6217060,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13526298561,2026-07-21
MG,osm:node:10719940828,MG Electric Gil,MG Electric Gil,osm:node:10719940828,Avenida de la Constitución 202,,,,40.4618547,-3.4495863,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/10719940828,2026-07-21
MG,osm:way:1374461427,MG Marcos Automoción,MG Marcos Automoción,osm:way:1374461427,,,,,38.9769355,-0.1840544,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/1374461427,2026-07-21
MG,osm:node:13885416706,Neocars,Neocars,osm:node:13885416706,,,,,36.8669595,-2.4412306,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13885416706,2026-07-21
MG,osm:node:12479097710,Legend Motor,Legend Motor,osm:node:12479097710,Avinguda de l'Exèrcit 33,25194,Lleida,,41.6052215,0.6120563,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/12479097710,2026-07-21
MG,osm:way:150307538,MG Albión Motor,MG Albión Motor,osm:way:150307538,Calle Ciruela 22,28222,Majadahonda,,40.4539886,-3.8710409,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/150307538,2026-07-21
MG,osm:node:11897353258,MG Canarias,MG Canarias,osm:node:11897353258,Calle Diego Vega Sarmiento 56,35014,Las Palmas de Gran Canaria,,28.0991195,-15.4418983,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/11897353258,2026-07-21
MG,osm:way:1017670975,MG Lev Motor,MG Lev Motor,osm:way:1017670975,Avenida de Gijón,47610,Zaratán,,41.6614048,-4.7628601,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/1017670975,2026-07-21
Maserati,osm:node:6532197462,Maserati,Maserati,osm:node:6532197462,,,,,39.6101386,2.6670307,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6532197462,2026-07-21
Maserati,osm:node:7649644594,"Maserati Leioa, Ibarra Cars","Maserati Leioa, Ibarra Cars",osm:node:7649644594,,,,,43.3214874,-2.9798044,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/7649644594,2026-07-21
Maserati,osm:node:3127903708,Maserati Tayre Automoción,Maserati Tayre Automoción,osm:node:3127903708,Calle de López de Hoyos 62,28002,Madrid,,40.4407472,-3.6797415,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/3127903708,2026-07-21
Maserati,osm:node:13658683163,Holamotor Velázquez,Holamotor Velázquez,osm:node:13658683163,Avenida de Velázquez 470,29004,Málaga,,36.6501714,-4.4881996,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13658683163,2026-07-21
Maserati,osm:node:13658683162,Maserati Málaga Concesionario Oficial,Maserati Málaga Concesionario Oficial,osm:node:13658683162,Avenida de Velázquez 470,29004,Málaga,,36.6498246,-4.4883714,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13658683162,2026-07-21
Mazda,osm:node:7077736045,Aalfonso Automoción,Aalfonso Automoción,osm:node:7077736045,,,,,28.0518271,-16.6180573,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/7077736045,2026-07-21
Mazda,osm:node:9350234543,Automec,Automec,osm:node:9350234543,,,,,40.5135575,-3.6768861,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/9350234543,2026-07-21
Mazda,osm:node:2570247941,Automotor Bikar,Automotor Bikar,osm:node:2570247941,,,,,43.0438279,-2.2150010,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/2570247941,2026-07-21
Mazda,osm:way:207878524,Automòbils Pruna S.A.U,Automòbils Pruna S.A.U,osm:way:207878524,C-17,,,,41.5922458,2.2623495,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/207878524,2026-07-21
Mazda,osm:way:107377479,Automóviles Santiago López,Automóviles Santiago López,osm:way:107377479,,,,,38.1024909,-0.9337560,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/107377479,2026-07-21
Mazda,osm:node:11618602779,Bikar,Bikar,osm:node:11618602779,,,,,43.2080437,-2.4223925,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/11618602779,2026-07-21
Mazda,osm:way:286605028,Grupo Hernán,Grupo Hernán,osm:way:286605028,,,,,40.3434991,-3.8601094,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/286605028,2026-07-21
Mazda,osm:node:4707065797,Lamsauto,Lamsauto,osm:node:4707065797,Carrer Pol. Ind. Camí dels Frares 67,,,,41.6149446,0.6691229,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/4707065797,2026-07-21
Mazda,osm:node:2776926419,Levauto,Levauto,osm:node:2776926419,,,,,37.6264827,-1.0013855,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/2776926419,2026-07-21
Mazda,osm:node:13705564775,MAZDA,MAZDA,osm:node:13705564775,Calle Marconi,,,,36.7673107,-2.6137490,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13705564775,2026-07-21
Mazda,osm:node:1796756656,Mazda,Mazda,osm:node:1796756656,,,,,41.3281136,2.0385037,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/1796756656,2026-07-21
Mazda,osm:node:2167551544,Mazda,Mazda,osm:node:2167551544,,,,,43.3248243,-1.9713255,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/2167551544,2026-07-21
Mazda,osm:node:2309875639,Mazda,Mazda,osm:node:2309875639,Calle Zurbarán,,Badajoz,,38.8761310,-6.9706351,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/2309875639,2026-07-21
Mazda,osm:node:4166223490,Mazda,Mazda,osm:node:4166223490,,,,,37.9782865,-0.6873388,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/4166223490,2026-07-21
Mazda,osm:node:4711175093,Mazda,Mazda,osm:node:4711175093,,,,,40.4319964,-3.6684026,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/4711175093,2026-07-21
Mazda,osm:node:6171626041,Mazda,Mazda,osm:node:6171626041,,,,,42.3611227,-3.6522310,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6171626041,2026-07-21
Mazda,osm:node:6532197466,Mazda,Mazda,osm:node:6532197466,,,,,39.5941853,2.6695283,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6532197466,2026-07-21
Mazda,osm:node:6718480366,Mazda,Mazda,osm:node:6718480366,Calle Santiago Rusinol,,Vélez-Málaga,,36.7628282,-4.0982018,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6718480366,2026-07-21
Mazda,osm:node:10297340495,Mazda,Mazda,osm:node:10297340495,,,,,42.1221019,-0.4322040,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/10297340495,2026-07-21
Mazda,osm:node:10304552869,Mazda,Mazda,osm:node:10304552869,,,,,40.3548625,-3.5434673,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/10304552869,2026-07-21
Mazda,osm:node:13528431947,Mazda,Mazda,osm:node:13528431947,,,,,42.5852156,-5.6294031,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13528431947,2026-07-21
Mazda,osm:way:141083413,Mazda,Mazda,osm:way:141083413,,,,,39.0123434,-1.8642830,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/141083413,2026-07-21
Mazda,osm:way:425383090,Mazda,Mazda,osm:way:425383090,Calle Bastidor 4,,,,40.3158382,-3.7664281,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/425383090,2026-07-21
Mazda,osm:node:11914011712,Mazda Arima Canarias,Mazda Arima Canarias,osm:node:11914011712,,,,,28.0989321,-15.4378418,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/11914011712,2026-07-21
Mazda,osm:node:6088923995,Mazda Gil Automoción,Mazda Gil Automoción,osm:node:6088923995,,,,,40.4589888,-3.4637565,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6088923995,2026-07-21
Mazda,osm:node:10719940820,Mazda Gil Automoción,Mazda Gil Automoción,osm:node:10719940820,Avenida de la Constitución 202,,,,40.4619858,-3.4498452,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/10719940820,2026-07-21
Mazda,osm:node:12236246859,Mazda Gil Automoción,Mazda Gil Automoción,osm:node:12236246859,Vía Complutense 135,,,,40.4965079,-3.3444748,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/12236246859,2026-07-21
Mazda,osm:node:1677720062,Mazda Inter Sport,Mazda Inter Sport,osm:node:1677720062,,,,,41.3846971,2.1361849,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/1677720062,2026-07-21
Mazda,osm:node:11518780569,Mazda Monza Motor,Mazda Monza Motor,osm:node:11518780569,,,,,37.1977177,-3.6420243,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/11518780569,2026-07-21
Mazda,osm:node:1824492193,Mazda Romagosa,Mazda Romagosa,osm:node:1824492193,,,,,41.5238628,2.4281261,openstreetmap_name_match,community,https://www.openstreetmap.org/node/1824492193,2026-07-21
Mazda,osm:node:5387168963,Mazda Terrassa,Mazda Terrassa,osm:node:5387168963,,,,,41.5708970,2.0239018,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/5387168963,2026-07-21
Mazda,osm:node:5082006231,Mogacar Madrid,Mogacar Madrid,osm:node:5082006231,,,,,40.4404668,-3.6275142,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/5082006231,2026-07-21
Mazda,osm:way:370459794,Motor Inca,Motor Inca,osm:way:370459794,,,,,39.7105310,2.9023429,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/370459794,2026-07-21
Mazda,osm:node:4473790853,Peñalara Motor,Peñalara Motor,osm:node:4473790853,,,,,40.6343934,-4.0086123,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/4473790853,2026-07-21
Mazda,osm:way:471270410,Talleres Restituto Martín e Hijos S.L.,Talleres Restituto Martín e Hijos S.L.,osm:way:471270410,,,,,41.6640484,-3.7028374,openstreetmap_name_match,community,https://www.openstreetmap.org/way/471270410,2026-07-21
Mazda,osm:way:83047187,Tob-Japan,Tob-Japan,osm:way:83047187,,,,,36.7151575,-6.1079185,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/83047187,2026-07-21
Mazda,osm:node:6829927187,Mazda,Mazda,osm:node:6829927187,Autovia Barcelona - Vic - Ripoll C-17,08400,Granollers,,41.5922731,2.2617285,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6829927187,2026-07-21
Mazda,osm:node:9835610222,Mazda Automoción - Girona,Mazda Automoción - Girona,osm:node:9835610222,,17458,Fornells de la Selva,,41.9339840,2.7973929,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/9835610222,2026-07-21
Mazda,osm:way:978854801,Mújika,Mújika,osm:way:978854801,Antzizar auzoa,20200,Beasain,,43.0433282,-2.2150422,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/978854801,2026-07-21
Mazda,osm:way:221970519,Grupo L-Motor,Grupo L-Motor,osm:way:221970519,Estrada de A Coruña 47,27003,Lugo,,43.0347967,-7.5751375,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/221970519,2026-07-21
Mazda,osm:node:5085637414,Mazda Monumotor,Mazda Monumotor,osm:node:5085637414,Carretera de Valladolid 46,37184,Villares de la Reina,,40.9914178,-5.6420910,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/5085637414,2026-07-21
Mazda,osm:node:12064397991,Mouro Motor,Mouro Motor,osm:node:12064397991,Avenida de Parayas 22,39011,Santander,,43.4480063,-3.8319255,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/12064397991,2026-07-21
Mazda,osm:node:8415463399,Mazda,Mazda,osm:node:8415463399,Avinguda de les Tres Creus 36,46014,València,,39.4623102,-0.4056769,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/8415463399,2026-07-21
Mercedes,GC0010471,GEDIME MOTORS,GEDIME MOTORS,GS0013007,Devil's Tower Road 70-72,00111,Gibraltar,,36.1470050,-5.3442560,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008438,AUTOMOBILS PYRENEES,AUTOMOBILS PYRENEES,GS0010602,"Prat de la Tresa, s/n. - Ctra. General, s/n",00600,Sant Julià de Lòria,ANDORRA,42.4805780,1.4892360,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008401,ONDO,ONDO,GS0049369,C/ Alto de Armentia 26,01007,Vitoria-Gasteiz,ALAVA,42.8358440,-2.7041920,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0010467,Automóviles Villar,Automóviles Villar,GS0012991,Primera Avenida 55,02007,Albacete,Albacete,39.0152810,-1.8786140,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008627,"HIJOS DE MANUEL CRESPO, S.A.","HIJOS DE MANUEL CRESPO, S.A.",GS0010819,Avda. Denia 151,03015,Alicante,ALICANTE,38.3750000,-0.4550000,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008391,VEGAR,VEGAR,GS0010537,"Ctra. N- 340 Murcia-Alicante, Km. 53,100 Pgno. Up-11. p-4",03293,Elche,ALICANTE,38.2582030,-0.7366830,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008391,Vegar,Vegar,GS0078145,"Carretera CV-910, Km 28",03300,Orihuela,Alicante,38.1046960,-0.9315710,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008627,HIJOS DE MANUEL CRESPO,HIJOS DE MANUEL CRESPO,GS0018310,Avenida Azorín s/n,03509,Finestrat,ALICANTE,38.5400080,-0.1736110,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008399,Visauto,Visauto,GS0025763,Partida Madrigueres Sud 6-B,03700,Denia,ALICANTE,38.8381940,0.0939170,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008399,Visauto,Visauto,GS0040893,C/ dels Llauradors 2,03720,Benissa,Alicante,38.7205260,0.0607900,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008399,"VISAUTO, S.L.","VISAUTO, S.L.",GS0010547,Avenida de Alacant 5,03820,Cocentaina,ALICANTE,38.7222690,-0.4537310,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008628,SAVERES,SAVERES,GS0010820,"Ctra. Nacional 340, km 446,5 - Polígono Alfa",04230,Huercal de Almería,ALMERÍA,36.8770420,-2.4447530,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008628,Saveres,Saveres,GS0021236,"Calle el Garcel, parcela 19",04628,Antas,Almería,37.2633420,-1.9023550,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008628,SAVERES,SAVERES,GS0013020,"Ctra. N 340 km 410,5",04700,El Ejido,ALMERÍA,36.7666670,-2.8177780,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008628,SAVERES,SAVERES,GS0010771,Avenida de Roquetas 166,04740,Roquetas de Mar,ALMERÍA,36.7633330,-2.6177780,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC00110545,MOBILITY CENTRO,MOBILITY CENTRO,GS00112140,Pol. Ind. Las Hervencias. C/ Rio Eresma 5,05004,Ávila,Ávila,40.6685600,-4.6873700,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008413,AUTOMOCION DEL OESTE,AUTOMOCION DEL OESTE,GS0010563,Avda. Ricardo Carapeto Zambrano 135,06008,Badajoz,BADAJOZ,38.8802780,-6.9425000,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008413,"Automocion del Oeste, S.A.","Automocion del Oeste, S.A.",GS0021677,Avenida Vegas Altas 89,06400,Don Benito,BADAJOZ,38.9644440,-5.8330560,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008413,"AUTOMOCIÓN DEL OESTE, S.A.","AUTOMOCIÓN DEL OESTE, S.A.",GS0010564,"Avda. Juan Carlos I, nº 57",06800,Mérida,Badajoz,38.9238860,-6.3283340,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0010464,Autovidal,Autovidal,GS0012984,C/ Gremio Toneleros 34,07009,Palma de Mallorca,Illes Balears,39.6075000,2.6683330,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0018011,TERRENAUTO,TERRENAUTO,GS0022790,Avenida Sant Josep de Sa Talaia 55,07800,Ibiza,BALEARES,38.9042580,1.4106220,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008419,Auto Beltrán,Auto Beltrán,GS0010575,Pº Bonanova 13-25,08022,Barcelona,BARCELONA-CITY,41.4057860,2.1324690,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008419,Auto Beltrán,Auto Beltrán,GS0010601,Ps Sant Gervasi 39,08022,Barcelona,BARCELONA-CITY,41.4099000,2.1354970,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008420,QUADIS Autolica,QUADIS Autolica,GS0050431,C/ Lima 3,08030,Barcelona,Barcelona,41.4394320,2.2012170,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008456,QUADIS Autolica,QUADIS Autolica,GS0010460,Pº Reina Elisenda 7,08034,Barcelona,Barcelona,41.3988570,2.1195210,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008456,QUADIS Autolica,QUADIS Autolica,GS0010626,Pg. Manuel Girona 51,08034,Barcelona,Barcelona,41.3921790,2.1262890,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0022916,QUADIS Autolica,QUADIS Autolica,GS0035539,Comte d'Urgell 229-233,08036,Barcelona,BARCELONA-CITY,41.3903420,2.1475140,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008456,QUADIS Autolica,QUADIS Autolica,GS0028445,C/ Cerdanya 12,08173,Sant Cugat,Barcelona,41.4795700,2.0696800,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008417,Movento Stern,Movento Stern,GS0013022,Ronda Ponent 135,08206,Sabadell,BARCELONA,41.5481220,2.0987860,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008417,Movento Stern,Movento Stern,GS0014324,Avda. del Vallés 105,08223,Terrassa,BARCELONA,41.5472940,2.0391500,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008417,Movento Stern,Movento Stern,GS0062845,Pol. Ind. Casa Nova-Ctra.Berga 2,08272,Sant Fruitos de Bages (Barcelona),BARCELONA,41.7466610,1.8597170,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008420,QUADIS Autolica,QUADIS Autolica,GS0010728,"Pol. B Santa Margarita - Ctra. Nac. II, km 643",08349,Cabrera de Mar,Barcelona,41.5160060,2.4135780,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008420,QUADIS Autolica,QUADIS Autolica,GS0010578,"Ctra. Granollers - Masnou, km 15,5",08400,Granollers,BARCELONA,41.5922670,2.2861110,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008417,Movento Stern,Movento Stern,GS0062795,"Carretera N-152a, km 71,200",08503,Gurb (Barcelona),BARCELONA,41.9574610,2.2499310,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008350,QUADIS Autolica,QUADIS Autolica,GS0057231,C/ Sant Marçal 8,08720,Vilafranca del Penedés (Barcelona),BARCELONA,41.3349940,1.6804170,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008417,Movento Stern,Movento Stern,GS0062851,Carretera de la Pobla 205,08788,Vilanova del Camí (Barcelona),BARCELONA,41.5687890,1.6521810,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008350,QUADIS Autolica,QUADIS Autolica,GS0057236,Ronda de Europa 73,08800,Vilanova i la Geltrú (Barcelona),BARCELONA,41.2309140,1.7370060,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008350,QUADIS Autolica,QUADIS Autolica,GS0057229,C/Riera Roja 26,08830,Sant Boi de Llobregat (Barcelona),BARCELONA,41.3264920,2.0469810,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0022916,QUADIS Autolica,QUADIS Autolica,GS0075484,Plaza de Europa 54-56,08902,Hospitalet de Llobregat,BARCELONA,41.3560280,2.1225280,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0022916,QUADIS Autolica,QUADIS Autolica,GS0057235,C/ Mercuri 14,08940,Cornellá de Llobregat (Barcelona),BARCELONA,41.3494970,2.0915000,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008456,QUADIS Autolica,QUADIS Autolica,GS0010625,Narcís Monturiol 10-12,08960,Sant Just Desvern,BARCELONA,41.3806170,2.0631420,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008429,URETA,URETA,GS0010591,"Ctra. de Logroño, km 110,3",09007,Burgos,BURGOS,42.3464110,-3.6586970,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008429,URETA,URETA,GS0026207,Carretera Valladolid 46,09400,Aranda de Duero,BURGOS,41.6659780,-3.7145110,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008413,"AUTOMOCIÓN DEL OESTE, S.A.","AUTOMOCIÓN DEL OESTE, S.A.",GS0010671,Avenida Juan Pablo II 147,10195,Cáceres,CACERES,39.4467560,-6.3795110,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008413,Automoción del Oeste,Automoción del Oeste,GS0020334,Avenida Martín Palomino 39,10600,Plasencia,CACERES,40.0111720,-6.1083810,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008414,CADIMAR,CADIMAR,GS0010694,"Avenida Alcalde Sánchez Cossío, s/n",11011,Cadiz,Cádiz,36.4950960,-6.2660810,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008414,CADIMAR,CADIMAR,GS0010568,c/ Galeón 1,11370,Los Barrios,Cádiz,36.1810580,-5.4436400,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0008414,CADIMAR,CADIMAR,GS0010567,"Ctra. Madrid-Cádiz, km. 639 (Alcubilla)",11407,Jerez de la Frontera,CADIZ,36.6765000,-6.1468330,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0013072,"AUTOCAS, S.A.","AUTOCAS, S.A.",GS0016595,Calle Grecia 33,12006,Castellón de la Plana,Castellón,39.9784820,-0.0765750,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0068936,AUTOTRAK COMERCIAL,AUTOTRAK COMERCIAL,GS0081191,"Ctra. de Carrión, Km 242",13005,Ciudad Real,CIUDAD REAL,38.9886080,-3.9108280,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC0068936,AUTOTRAK COMERCIAL,AUTOTRAK COMERCIAL,GS0081192,"Avda. Príncipe Alfonso, Parcela 69",13700,Tomelloso,Ciudad Real,39.1594620,-3.0323120,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
Mercedes,GC00111034,CAETANO COVISA,CAETANO COVISA,GS00113569,"Ctra. Badajoz-Granada N-432, Km 278",14820,Córdoba,Córdoba,37.8461110,-4.7513890,official_api,official,https://www.mercedes-benz.es/passengercars/mercedes-benz-cars/dealer-locator.html/,2026-07-21
