brand,dealer_id,dealer_name,point_of_sale,point_of_sale_id,address,postcode,city,province,latitude,longitude,source_kind,source_confidence,source_url,retrieved_date
Abarth,osm:node:6532197460,Abarth,Abarth,osm:node:6532197460,,,,,39.6099416,2.6667936,openstreetmap_name_match,community,https://www.openstreetmap.org/node/6532197460,2026-07-21
Abarth,osm:node:6721612213,Abarth,Abarth,osm:node:6721612213,Avenida de Carlos Sainz 51,,Leganés,,40.3139987,-3.7732953,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6721612213,2026-07-21
Abarth,osm:node:13920803512,Eslauto,Eslauto,osm:node:13920803512,,,,,42.5793018,-5.5484732,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13920803512,2026-07-21
Abarth,osm:node:4707065797,Lamsauto,Lamsauto,osm:node:4707065797,Carrer Pol. Ind. Camí dels Frares 67,,,,41.6149446,0.6691229,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/4707065797,2026-07-21
Abarth,osm:way:174585896,Moll Autos,Moll Autos,osm:way:174585896,,,,,38.8368530,0.0864045,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/174585896,2026-07-21
Abarth,osm:relation:15839965,Eslauto,Eslauto,osm:relation:15839965,Avenida de Madrid 83,24005,León,,42.5797405,-5.5484766,openstreetmap_brand_tag,community,https://www.openstreetmap.org/relation/15839965,2026-07-21
Abarth,osm:node:13519666525,Mibec Ocasió,Mibec Ocasió,osm:node:13519666525,Polígon Industrial les Canals 8,25190,Lleida,,41.6176276,0.6810015,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13519666525,2026-07-21
Abarth,osm:node:13519668775,Lleida Car,Lleida Car,osm:node:13519668775,Carrer d'Alcarràs 40,25191,Lleida,,41.6137299,0.6677358,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13519668775,2026-07-21
Abarth,osm:node:2592647556,Blendio Auto Gomas,Blendio Auto Gomas,osm:node:2592647556,Avenida de Parayas,39011,Santander,,43.4498179,-3.8307536,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/2592647556,2026-07-21
Alfa Romeo,osm:node:4474061813,Alfa Romeo,Alfa Romeo,osm:node:4474061813,,,,,43.3013106,-2.9993702,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/4474061813,2026-07-21
Alfa Romeo,osm:node:4609504486,Alfa Romeo,Alfa Romeo,osm:node:4609504486,,,,,40.4557545,-3.6773697,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/4609504486,2026-07-21
Alfa Romeo,osm:node:6532197463,Alfa Romeo,Alfa Romeo,osm:node:6532197463,,,,,39.6100417,2.6669709,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6532197463,2026-07-21
Alfa Romeo,osm:node:6721612214,Alfa Romeo,Alfa Romeo,osm:node:6721612214,Avenida de Carlos Sainz 51,,Leganés,,40.3140212,-3.7732041,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/6721612214,2026-07-21
Alfa Romeo,osm:node:9386731874,Alfa Romeo,Alfa Romeo,osm:node:9386731874,,,,,41.6615469,-4.7649408,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/9386731874,2026-07-21
Alfa Romeo,osm:node:13416418374,Alfa Romeo,Alfa Romeo,osm:node:13416418374,,,,,40.4589664,-3.6922057,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13416418374,2026-07-21
Alfa Romeo,osm:node:2245343266,Alfa Romeo - Jeep,Alfa Romeo - Jeep,osm:node:2245343266,,,,,40.4493056,-3.5803086,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/2245343266,2026-07-21
Alfa Romeo,osm:node:7599965281,"Alfa Romeo, Lancia, DS Automobiles, Peugeot, Mobycar","Alfa Romeo, Lancia, DS Automobiles, Peugeot, Mobycar",osm:node:7599965281,,,,,39.4668365,-0.3563997,openstreetmap_name_match,community,https://www.openstreetmap.org/node/7599965281,2026-07-21
Alfa Romeo,osm:way:448911094,Autolíder,Autolíder,osm:way:448911094,,,,,42.1316021,-0.4130781,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/448911094,2026-07-21
Alfa Romeo,osm:way:380101193,Carlos Rodríguez Motor,Carlos Rodríguez Motor,osm:way:380101193,,,,,43.3723328,-5.8156168,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/380101193,2026-07-21
Alfa Romeo,osm:way:355287730,Fercauto Alfa Romeo,Fercauto Alfa Romeo,osm:way:355287730,,,,,39.8918962,-5.5287589,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/355287730,2026-07-21
Alfa Romeo,osm:way:286605028,Grupo Hernán,Grupo Hernán,osm:way:286605028,,,,,40.3434991,-3.8601094,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/286605028,2026-07-21
Alfa Romeo,osm:node:4707065797,Lamsauto,Lamsauto,osm:node:4707065797,Carrer Pol. Ind. Camí dels Frares 67,,,,41.6149446,0.6691229,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/4707065797,2026-07-21
Alfa Romeo,osm:node:2777511027,Motor Cartagena,Motor Cartagena,osm:node:2777511027,,,,,37.6296524,-1.0011301,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/2777511027,2026-07-21
Alfa Romeo,osm:node:3616197785,J.Güell,J.Güell,osm:node:3616197785,Eix Onze de Setembre 21,08500,Vic,,41.9290492,2.2445515,openstreetmap_name_match,community,https://www.openstreetmap.org/node/3616197785,2026-07-21
Alfa Romeo,osm:node:13662714348,Alfa Romeo,Alfa Romeo,osm:node:13662714348,,20180,Oiartzun,,43.3171372,-1.8743089,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13662714348,2026-07-21
Alfa Romeo,osm:node:13519666525,Mibec Ocasió,Mibec Ocasió,osm:node:13519666525,Polígon Industrial les Canals 8,25190,Lleida,,41.6176276,0.6810015,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13519666525,2026-07-21
Alfa Romeo,osm:node:13519668775,Lleida Car,Lleida Car,osm:node:13519668775,Carrer d'Alcarràs 40,25191,Lleida,,41.6137299,0.6677358,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/13519668775,2026-07-21
Alfa Romeo,osm:way:221970519,Grupo L-Motor,Grupo L-Motor,osm:way:221970519,Estrada de A Coruña 47,27003,Lugo,,43.0347967,-7.5751375,openstreetmap_brand_tag,community,https://www.openstreetmap.org/way/221970519,2026-07-21
Alpine,osm:node:9454985070,Leomóvil,Leomóvil,osm:node:9454985070,,,,,42.5772287,-5.5451328,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/9454985070,2026-07-21
Aston Martin,osm:node:7310111409,Aston Martin Madrid,Aston Martin Madrid,osm:node:7310111409,,,,,40.4407825,-3.6801345,openstreetmap_brand_tag,community,https://www.openstreetmap.org/node/7310111409,2026-07-21
Audi,ALZAGA,Alzaga,"Alzaga, Álava",alava:alzaga,"C/ Alto de Armentia, 4 B, 01007, Vitoria, Álava",01007,Vitoria,Álava,42.8358000,-2.6938500,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/alava/alzaga/,2026-07-21
Audi,WAGEN MOTORS,Wagen Motors,"Wagen Motors, Albacete",albacete:wagen-motors,"Parque Empresarial Campollano C/ B, 79, 02007, Albacete, Albacete",02007,Albacete,Albacete,39.0168000,-1.8845000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/albacete/wagen-motors/,2026-07-21
Audi,SERRAMOVIL,Serramóvil,"Serramóvil, Alicante",alicante:serramovil,"C/ Barchell, 17, 03203, Elche, Alicante",03203,Elche,Alicante,38.2622000,-0.7011000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/alicante/serramovil/,2026-07-21
Audi,MOTOR PACIFICO ALICANTE,Motor Pacífico Alicante,Motor Pacífico Alicante,alicante:motor-pacifico-alicante,"Carretera N-332, Pol. N, 03350 San Juan de Alicante",03350,San Juan de Alicante,Alicante,38.1639846,-0.8750846,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/alicante/motor-pacifico-alicante/,2026-07-21
Audi,VERA IMPORT,Vera Import,"Vera Import, Almería",almeria:vera-import,"Ctra. Almería - Murcía, s/n, 04620, Vera, Almería",04620,Vera,Almería,37.2475000,-1.8684000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/almeria/vera-import/,2026-07-21
Audi,CENTROWAGEN,Centrowagen,"Centrowagen, Badajoz",badajoz:centrowagen,"Ctra. Madrid - Lisboa, km 399, 2, 06008, Badajoz, Badajoz",06008,Badajoz,Badajoz,38.8798000,-6.9569000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/badajoz/centrowagen/,2026-07-21
Audi,AUDI CENTER PALMA,Audi Center Palma,"Audi Center Palma, Baleares",baleares:audi-center-palma,"Camí Vell de Bunyola, 19, 07009 Palma de Mallorca",07009,Palma de Mallorca,Baleares,39.5694000,2.6502000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/baleares/audi-center-palma/,2026-07-21
Audi,EIVIMOTOR,Eivimotor,"Eivimotor, Baleares",baleares:eivimotor,"Ctra. Aeropuerto, km 4,5, 07817, San Jordi de ses Salines, Baleares",07817,San Jordi de ses Salines,Baleares,39.0535000,1.4905000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/baleares/eivimotor/,2026-07-21
Audi,MOGAUTO,Mogauto,"Mogauto, Barcelona",barcelona:mogauto,"Avinguda Meridiana, 85, Sant Martí, 08026 Barcelona",08026,Barcelona,Barcelona,41.4118000,2.1838000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/barcelona/mogauto/,2026-07-21
Audi,CATALUNYA WAGEN AUDI,Catalunya Wagen Audi,"Audi Center BCN SUD, Barcelona",barcelona:audi-center-bcn-sud,"Pol. Ind. Zona Franca, Calle A, 51-61, 08040 Barcelona",08040,Barcelona,Barcelona,41.3450000,2.1272000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/barcelona/audi-center-bcn-sud/,2026-07-21
Audi,SUPERWAGEN,Superwagen,"Superwagen, Barcelona",barcelona:superwagen,"Ctra. de Rubí 62-64, 08174, Sant Cugat, Barcelona",08174,Sant Cugat,Barcelona,41.4667000,2.0833000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/barcelona/superwagen/,2026-07-21
Audi,MOVENTO SARSA,Movento Sarsa,"Movento Sarsa, Barcelona",barcelona:sarsa,"Carrer Jiloca 8, 08223, Terrassa, Barcelona",08223,Terrassa,Barcelona,41.5543000,2.0201000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/barcelona/sarsa/,2026-07-21
Audi,VILAMOBIL,Vilamòbil,"Vilamòbil, Barcelona",barcelona:vilamobil,"Ronda Europa, 68, 08800, Vilanova i la Geltrú, Barcelona",08800,Vilanova i la Geltrú,Barcelona,41.2239000,1.7251000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/barcelona/vilamobil/,2026-07-21
Audi,QUADIS MOTORSOL,Quadis Motorsol,"Quadis Motorsol, Barcelona",barcelona:motorsol-import,"Ctra. Del Prat, 3, 08830, Sant Boi De Llobregat, Barcelona",08830,Sant Boi De Llobregat,Barcelona,41.3436000,2.0366000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/barcelona/motorsol-import/,2026-07-21
Audi,AUDI CENTER BURGOS,Audi Center Burgos,Audi Center Burgos,burgos:audi-center-burgos,"Ctra. Madrid-Irún km 234,4, 09001, Burgos, Burgos",09001,Burgos,Burgos,42.3378000,-3.7188000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/burgos/audi-center-burgos/,2026-07-21
Audi,SANTANO AUTOMOCION,Santano Automocion,Santano Automocion,caceres:santano-automocion,"Calle Esquiladores, 27, 10005 Cáceres",10005,Cáceres,Cáceres,39.4765000,-6.3722000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/caceres/santano-automocion/,2026-07-21
Audi,SOLERA MOTOR,Solera Motor,"Solera Motor, Càdiz",cadiz:solera-motor,"Ctra. N - IV, km 635, 11407, Jerez de la Frontera, Cádiz",11407,Jerez de la Frontera,Cádiz,36.6865000,-6.1361000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/cadiz/solera-motor/,2026-07-21
Audi,QUADIS MARZA,Quadis Marzá,"Quadis Marzá, Castellón",castellon:marza,"Avda. Lairon, 60, 12006, Castellón de la Plana, Castellón",12006,Castellón de la Plana,Castellón,40.2108000,0.0272000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/castellon/marza/,2026-07-21
Audi,TALLERES MANCHEGOS,Talleres Manchegos,"Talleres Manchegos, Ciudad Real",ciudad-real:talleres-manchegos,"Pol. Ind Emilio Castro, C/ Quimica, 1, 13600, Alcázar de San Juan, Ciudad Real",13600,Alcázar de San Juan,Ciudad Real,39.3901000,-3.2083000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/ciudad-real/talleres-manchegos/,2026-07-21
Audi,SAFAMOTOR CORDOBA,Safamotor Córdoba,Safamotor Córdoba,cordoba:safamotor-cordoba,"Pol. Ind. Las Quemadas, Poligono Industrial Las Quemadas, Parcelas 13 y 16, 14014 Córdoba",14014,Córdoba,Córdoba,37.8964111,-4.7717778,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/cordoba/safamotor-cordoba/,2026-07-21
Audi,ARROJO,Arrojo,"Arrojo, La Coruña",la-coruna:arrojo,"Avda. das Mariñas, 285, 15172, Perillo – Oleiros , La Coruña",15172,Perillo – Oleiros,La Coruña,43.3359000,-8.3657250,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/la-coruna/arrojo/,2026-07-21
Audi,BONAVAL PREMIUM,Bonaval Premium,"Bonaval Premium, La Coruña",la-coruna:bonaval-premium,"Ctra. de La Coruña, km 59,200, 15705 Santiago de Compostela",15705,Santiago de Compostela,La Coruña,42.8805000,-8.5457000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/la-coruna/bonaval-premium/,2026-07-21
Audi,AUTOPODIUM,Autopodium,"Autopodium, Girona",girona:autopodium,"Ctra. Santa Coloma de Farnés, 59, 17005, Girona, Girona",17005,Girona,Girona,41.9729000,2.8111000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/girona/autopodium/,2026-07-21
Audi,GILAUTO,Gilauto,"Gilauto, Granada",granada:gilauto,Avda. Andalucía S/N 18.015 Granada,18015,Granada,Granada,37.1912000,-3.6255000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/granada/gilauto/,2026-07-21
Audi,MOTORSAN,Motorsan,"Motorsan, Guadalajara",guadalajara:motorsan,"Pol. Ind El Balconcillo, C/ Trafalgar, 40, 19004, Guadalajara, Guadalajara",19004,Guadalajara,Guadalajara,40.6587000,-3.1833000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/guadalajara/motorsan/,2026-07-21
Audi,MENAI,Menai,"Menai, Guipúzcoa",guipuzcoa:menai,"Duque de Mandas, 3, 20012 San Sebastián",20012,San Sebastián,Guipúzcoa,43.3128000,-1.9750000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/guipuzcoa/menai/,2026-07-21
Audi,AUTOWAG TOLOSA,Autowag Tolosa,"Autowag Tolosa, Guipúzcoa",guipuzcoa:autowag-tolosa,"Polígono Usabal, s/n, 20400, Tolosa, Guipúzcoa",20400,Tolosa,Guipúzcoa,43.1326800,-2.0798000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/guipuzcoa/autowag-tolosa/,2026-07-21
Audi,HUELVA WAGEN,Huelva Wagen,"Huelva Wagen, Huelva",huelva:huelva-wagen,"Avenida las Veredas, 12-14, 21007 Huelva",21007,Huelva,Huelva,37.2617000,-6.9266000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/huelva/huelva-wagen/,2026-07-21
Audi,HUESCA IMPORT,Huesca Import,"Huesca Import, Huesca",huesca:huesca-import,"Avda. Pebredo 7-9 (Plataforma Logística PHLUS, 22197, Huesca",22197,Huesca,Huesca,42.1180000,-0.4709000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/huesca/huesca-import/,2026-07-21
Audi,ESPAWAGEN,Espawagen,"Espawagen, Jaén",jaen:espawagen,C/ Beatriz Nuñez Nº1 Parque Empresarial “Nuevo Jaén”,23009,Jaén,Jaén,37.7692000,-3.7903000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/jaen/espawagen/,2026-07-21
Audi,TELENAUTO,Telenauto,"Telenauto, León",leon:telenauto,"Pol. Ind. León-Astorga, km. 4,4, 24010, Trobajo del Camino, León",24010,Trobajo del Camino,León,42.6000000,-5.5703000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/leon/telenauto/,2026-07-21
Audi,DALMAU MOTOR,Dalmau Motor,"Dalmau Motor, Lleida",lleida:dalmau-motor,"Avda. de l'Exèrcit, 44, 25194, Lleida, Lleida",25194,Lleida,Lleida,41.6055000,0.6120000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/lleida/dalmau-motor/,2026-07-21
Audi,RIOJA MOTOR,Rioja Motor,"Rioja Motor, La Rioja",la-rioja:rioja-motor,"Pol. Ind Las Cañas, Avda. del Puntido, 22, 26009, Logroño, La Rioja",26009,Logroño,La Rioja,42.4745000,-2.4221000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/la-rioja/rioja-motor/,2026-07-21
Audi,AUDI CENTER LUGO,Audi Center Lugo,"Audi Center Lugo, Lugo",lugo:audi-center-lugo,"Calle Ramón María Aller Ulloa, Polígono As Gándaras, Nº 44, 27001, Lugo",27001,Lugo,Lugo,43.0114000,-7.5571000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/lugo/audi-center-lugo/,2026-07-21
Audi,F TOME,F. Tomé,"F. Tomé, Madrid",madrid:ftome,"C/ Tauro, 23, 28042, Madrid, Madrid",28042,Madrid,Madrid,40.4638000,-3.5923000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/madrid/ftome/,2026-07-21
Audi,M CONDE PREMIUM,M.Conde Premium,"M. Conde Premium, Madrid",madrid:mconde-premium,"Calle Aguacate, 45, 28044 Madrid",28044,Madrid,Madrid,40.3749000,-3.7629000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/madrid/mconde-premium/,2026-07-21
Audi,AUDI CENTER MADRID LAS ROZAS,Audi Center Madrid Las Rozas,"Audi Center Madrid Las Rozas, Madrid",madrid:audi-center-madrid-las-rozas,"Carretera Vía Servicio Las Rozas, 101, 28231 Las Rozas, Madrid",28231,Las Rozas,Madrid,40.4929000,-3.8737000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/madrid/audi-center-madrid-las-rozas/,2026-07-21
Audi,JARMAUTO,Jarmauto,"Jarmauto, Madrid",madrid:jarmauto,"Avda. de la Técnica nº 21, 28522, Rivas-Vaciamadrid, Madrid",28522,Rivas-Vaciamadrid,Madrid,40.2774000,-3.2775000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/madrid/jarmauto/,2026-07-21
Audi,MOTORSAN,Motorsan,"Motorsan, Madrid",madrid:motorsan,"C. Euclides, 13, 28806 Alcalá de Henares, Madrid",28806,Alcalá de Henares,Madrid,40.4820000,-3.3600000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/madrid/motorsan/,2026-07-21
Audi,SEALCO MOTOR,Sealco Motor,"Sealco Motor, Madrid",madrid:sealco-motor,"Calle Colombia, 1, 28922 Alcorcón",28922,Alcorcón,Madrid,40.3458000,-3.8249000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/madrid/sealco-motor/,2026-07-21
Audi,SAFAMOTOR,Safamotor,"Safamotor, Málaga",malaga:safamotor-malaga,"Avda. Velázquez, 468, 29004, Málaga, Málaga",29004,Málaga,Málaga,36.7202000,-4.4203000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/malaga/safamotor-malaga/,2026-07-21
Audi,HUERTAS MOTOR CARTAGENA,Huertas Motor Cartagena,"Huertas Motor Cartagena, Murcia",murcia:huertas-motor-cartagena,"Avda. Juan Carlos I, 92, 30310, Cartagena, Murcia",30310,Cartagena,Murcia,37.6051000,-0.9862000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/murcia/huertas-motor-cartagena/,2026-07-21
Audi,IRUNAMOVIL,Iruñamovil,"Iruñamovil, Navarra",navarra:irunamovil,"Poligono Empresarial La Muga, 16, 31160, Orkoien, Navarra",31160,Orkoien,Navarra,42.8165000,-1.7047000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/navarra/irunamovil/,2026-07-21
Audi,TUDAUTO,Tudauto,"Tudauto, Navarra",navarra:tudauto,"Pol. Servicios, Ctra. Tarazona, km 3, 31500 Tudela",31500,Tudela,Navarra,42.0598000,-1.6075000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/navarra/tudauto/,2026-07-21
Audi,APERSA,Apersa,"Apersa, Orense",orense:apersa,"Crta De Madrid km 231 Zona Comercial Barreiros San cibrao das Viñas, 32911 Orense",32911,Orense,Orense,42.2756000,-7.8633000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/orense/apersa/,2026-07-21
Audi,ASTURPERSA,Asturpersa,"Asturpersa, Asturias",asturias:asturpersa,"Avda. De Gijón , 33, 33420, Lugonés, Asturias",33420,Lugonés,Asturias,43.4027000,-5.8121000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/asturias/asturpersa/,2026-07-21
Audi,URAL MOTOR,Ural Motor,"Ural Motor, Palencia",palencia:ural-motor,"C. Andalucía, 54, parcela 4, 34004 Palencia",34004,Palencia,Palencia,41.9998000,-4.5196000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/palencia/ural-motor/,2026-07-21
Audi,VEPERSA,Vepersa,"Vepersa, Pontevedra",pontevedra:vepersa,"C/ Casas Novas, 26, 36164, Pontevedra, Pontevedra",36164,Pontevedra,Pontevedra,42.4306500,-8.6417833,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/pontevedra/vepersa/,2026-07-21
Audi,HELMANTICA,Helmántica,"Helmántica, Salamanca",salamanca:helmantica,"Pol. Ind Villares de la Reina, Calzada de Toro, 37-45, 37184, Villares de la Reina, Salamanca",37184,Villares de la Reina,Salamanca,41.0083000,-5.6488000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/salamanca/helmantica/,2026-07-21
Audi,HERCOS PARAYAS,Hercos Parayas,"Hercos Parayas, Cantabria",cantabria:hercos-parayas,"C. el Castro, 24P, 39011 Santander, Cantabria",39011,Santander,Cantabria,43.4558000,-3.8434000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/cantabria/hercos-parayas/,2026-07-21
Audi,NUNEZ AUTOMOCION,Nuñez Automoción,"Nuñez Automoción, Segovia",segovia:nunez-automocion,"Avda. de Segovia, 1, 40195, Segovia, Segovia",40195,Segovia,Segovia,40.8900000,-4.1132500,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/segovia/nunez-automocion/,2026-07-21
Audi,SEVILLA WAGEN,Sevilla Wagen,"Sevilla Wagen, Sevilla",sevilla:sevilla-wagen,"Ctra. Su Eminencia, 2 B, 41006, Sevilla",41006,Sevilla,Sevilla,37.3739000,-5.9489000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/sevilla/sevilla-wagen/,2026-07-21
Audi,AVISA,Avisa,"Avisa, Sevilla",sevilla:avisa,"Av. Averroes, 12, 41020 Sevilla",41020,Sevilla,Sevilla,37.4005000,-5.9300000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/sevilla/avisa/,2026-07-21
Audi,SORIA MOTOR,Soria Motor,"Soria Motor, Soria",soria:soria-motor,"C/ Eduardo Saavedra, 44, 42004, Soria",42004,Soria,Soria,41.7652000,-2.4724000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/soria/soria-motor/,2026-07-21
Audi,VILAMOBIL,Vilamòbil,"Vilamòbil, Tarragona",tarragona:vilamobil,"Travessia Ctra. València-1, 2, 43006 Tarragona",43006,Tarragona,Tarragona,41.1251000,1.2347000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/tarragona/vilamobil/,2026-07-21
Audi,MERKAMOTOR,Merkamotor,"Merkamotor, Tarragona",tarragona:merkamotor,"Ctra. C-42, Km. 10, 43500, Tortosa, Tarragona",43500,Tortosa,Tarragona,40.8112500,0.5220500,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/tarragona/merkamotor/,2026-07-21
Audi,TERUEL AUTOMOCION,Teruel Automoción,"Teruel Automoción, Teruel",teruel:teruel-automocion,"Ctra. Sagunto-Burgos, km 123,5, 44195 Teruel",44195,Teruel,Teruel,40.3596000,-1.1786000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/teruel/teruel-automocion/,2026-07-21
Audi,ALDAUTO CAR,Aldauto Car,"Aldauto Car, Toledo",toledo:aldauto-car,"Ctra. Madrid -Toledo, 45280 Olias del Rey",45280,Olias del Rey,Toledo,39.9444000,-3.9868000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/toledo/aldauto-car/,2026-07-21
Audi,MOTOR PACIFICO LEVANTE,Motor Pacífico Levante,Motor Pacífico Levante,alicante:motor-pacifico-levante,"Polígono Ind. Alcodar, Gran Vía Castell de Bairen, 28, 46701 Gandía",46701,Gandía,Alicante,38.9719000,-0.1807000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/alicante/motor-pacifico-levante/,2026-07-21
Audi,AUDI CENTER VALENCIA,Audi Center Valencia,"Levante Wagen, Valencia",valencia:levante-wagen,"Avda. Real Monestir Sta. Mª de Poblet, 72 , 46930, Quart de Poblet, Valencia",46930,Quart de Poblet,Valencia,39.4814000,-0.4394000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/valencia/levante-wagen/,2026-07-21
Audi,VALLADOLID WAGEN,Valladolid Wagen,"Valladolid Wagen, Valladolid",valladolid:valladolid-wagen,"Avda. de Burgos, 54, 47009, Valladolid, Valladolid",47009,Valladolid,Valladolid,41.6622000,-4.7408000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/valladolid/valladolid-wagen/,2026-07-21
Audi,ALZAGA,Alzaga,"Alzaga, Vizcaya",vizcaya:alzaga,"Ctra. De Bilbao-Galdacano, 48004 Bilbao",48004,Bilbao,Vizcaya,43.2521000,-2.9102000,official_page_postcode_centroid,official,https://www.audi.es/es/compra/buscador-de-concesionarios/vizcaya/alzaga/,2026-07-21
