BRAND,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
MERCEDES-BENZ,A 45 AMG,MBZJ,2018.0,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
JAC,MINI BUS,QAMB,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HONDA-GUANGZHOU,CRIDER,WKCI,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
HYUNDAI,GRAND SANTA FE,HYGS,2018.0,SUV,BASE,REST,MKL,SAV,SAV
MAXUS,EV30,XUE3,2018.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
KIA-YUEDA,KX1,JKX1,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
NETA,N01,4NE1,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
AUDI-FAW,A6,AFA6,2018.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
AUDI-FAW,E-TRON,AFQ6,2018.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
AUDI-FAW,Q3,AFQ3,2018.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
TOYOTA-GUANGZHOU,C-HR,WD08,2018.0,SUV,BASE,REST,UKL1,SAV,SAC
TOYOTA-FAW,COROLLA,T8CO,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TRAUM,SEEK5,4TS5,2018.0,SUV,BASE,REST,KKL,SAV,SAV
SWM,G01,7804,2018.0,SUV,BASE,REST,KKL,SAV,SAV
BMW,M340,BM3C,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
ASTON MARTIN,DBS,AMDS,2018.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL++2,CABRIO,CABRIO
ALPINA,D3 (3-SERIES),AID3,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
TOYOTA-FAW,IZOA,T801,2018.0,SUV,BASE,REST,UKL1,SAV,SAC
JAC,V260,QAV2,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BMW,3-SERIES,BM3S,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
CHEVROLET,SILVERADO 1500,CHS5,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BMW,8-SERIES,BM8S,2018.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL,CABRIO,CABRIO
GEELY-EMGRAND,GSE,IU0K,2018.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
SINGULATO,IS6,4SS6,2018.0,SUV,BASE,REST,KKL,SAV,SAV
MERCEDES-BENZ,A-CLASS UNSPECIFIED,MBZA,2018.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,UKL2,UNSPEC.,UNSPEC.
MERCEDES-BENZ,AMG GT-4,MBG0,2018.0,COUPE,PREMIUM,TRAD. COMP.,GKL,SEDAN,4DR COUPE
PEUGEOT,508,PE48,2018.0,HATCHBACK,BASE,REST,KKL,SEDAN,SEDAN
MERCEDES-BENZ,B-CLASS,MBZH,2018.0,MPV,PREMIUM,TRAD. COMP.,UKL2,SAT,SAT
HONDA,INSIGHT,HOIT,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
JAC,IEVA50,QAE5,2018.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN,ALTIMA,NIAL,2018.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
SHINERAY,T/X-SERIES,9STT,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MCLAREN,SPEEDTAIL,M7SP,2018.0,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
DS-CHANGAN,DS7 (CROSSBACK),KP01,2018.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
JETOUR,X90,5JX9,2018.0,SUV,BASE,REST,KKL,SAV,SAV
MERCEDES-BENZ,SPRINTER 314,MBU3,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 315,MBUP,2018.0,UNSPECIFIED,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 215,MBUD,2018.0,UNSPECIFIED,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 216,MBUO,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHANGHE,Q7,QCQ7,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
CHERY,ARRIZO 6 PRO,C70O,2018.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHERY,ARRIZO GX,C7AB,2018.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
ORA,IQ,5OQ5,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
OSHAN,COS 1,4OS1,2018.0,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,AURIS,TOAI,2018.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
CHEVROLET,SILVERADO 2500,CHS7,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BMW,M3,BM36,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
BMW,X5,BME3,2018.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
JAC,IEV60,QAI0,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
BMW,X7,BMX7,2018.0,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAV
HYUNDAI-BEIJING,SANTA FE,H7SF,2018.0,SUV,BASE,REST,KKL,SAV,SAV
FORD,FOCUS,FWFO,2018.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
KING LONG,XMQ6520,KL20,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
AUDI,S6,AU6S,2018.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,MKL,UNSPEC.,UNSPEC.
SITECH,AEVS,4HA0,2018.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SITECH,DEV1,4HE1,2018.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
DR,DR3.0,O900,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
DS,DS3 (CROSSBACK),7001,2018.0,SUV,NEAR PREMIUM,REST,UKL1,SAV,SAV
JMC,BOARDING,QMBO,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GEELY-EMGRAND,BINRUI,IUSL,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
MERCEDES-BENZ,SPRINTER 211,MBUM,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 214,MB2E,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ACURA-GUANGZHOU,RDX,9ARD,2018.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
MERCEDES-BENZ,ESPRINTER,MBUT,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GEELY-GLEAGLE,K27,IY27,2018.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
LEXUS,UX,LXCV,2018.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
AUDI,RS Q8,AU81,2018.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAC
AUDI,SQ8,AUS8,2018.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAC
SEAT,TARRACO,SE04,2018.0,SUV,BASE,REST,KKL,SAV,SAV
HONGQI,HS5,H5S5,2018.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
HONGXING,SHASHANG X2,H0X2,2018.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
MAZDA-CHANGAN,CX-8,JAC8,2018.0,SUV,BASE,REST,KKL,SAV,SAV
DR,DR3,O9C3,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
BRILLIANCE,V7,EEV7,2018.0,SUV,BASE,REST,KKL,SAV,SAV
SHINERAY,X30,9SX3,2018.0,MPV,BASE,REST,UKL2,MPV,MPV
CHEVROLET,SILVERADO 3500,CHS8,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,SILVERADO P-U SERIES,CHSI,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
OSHAN,COSMOS,4OCO,2018.0,MPV,BASE,REST,KKL,MPV,MPV
SERES,JINKANG RUICHI S 513,4KRU,2018.0,SUV,BASE,REST,KKL,SAV,SAV
KAWEI,E10,8KE0,2018.0,MPV,BASE,REST,UKL2,MPV,MPV
KAWEI,E20,8KE2,2018.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
XPENG,IDENTY X,4XD2,2018.0,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,UKL2,SAV,SAV
ACURA,RDX,ARRD,2018.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
GREAT WALL,HAVAL M6,GBM6,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
BYD,E5,DDE5,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TOYOTA,CENTURY,TOCT,2018.0,SEDAN,NEAR PREMIUM,REST,GKL,SEDAN,SEDAN
XPENG,G3,4XG3,2018.0,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,UKL2,SAV,SAV
HYUNDAI,ATOS,HYAS,2018.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
DONGFENG,E11K,QD0M,2018.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
GMC,SIERRA 1500,GMS2,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
DONGFENG,RICH 6,QD!M,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHANA,YUEXIANG (ALSVIN),YCA0,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
YEMA,T60 BOJUN,XYT6,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
GMC,SIERRA 3500,GMS3,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GMC,SIERRA SERIES,GMSR,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
OPEL,COMBO,OPCC,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FORD,F-MAX,FWMF,2018.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
CHEVROLET-SHANGHAI,ORLANDO,Y803,2018.0,MPV,BASE,REST,KKL,MPV,MPV
AUDI,RS Q3,AURQ,2018.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
LAND ROVER,RANGE ROVER EVOQUE,LRLX,2018.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
HONDA,BRIO,HOI2,2018.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
TOYOTA,COROLLA SPORT,TOLS,2018.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TOYOTA,RAV4,TORA,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
CITROEN,BERLINGO,CIB2,2018.0,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
ROLLS-ROYCE,CULLINAN,RR01,2018.0,SUV,PREMIUM,TRAD. COMP.,GKL++3,SAV,SAV
CHANA,EADO (PLUS),YCEA,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
LEXUS,ES 350,LXE5,2018.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,ES-SERIES,LXA1,2018.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
DONGFENG,JUNGFENG EV30,QD0N,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ROEWE,EI5,RWI5,2018.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
ROEWE,EI5 EV400,RW0B,2018.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
ROEWE,I5,RW0A,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ROEWE,MARVEL X,RWMX,2018.0,SUV,BASE,REST,KKL,SAV,SAV
ROEWE,RX5 MAX,RW09,2018.0,SUV,BASE,REST,KKL,SAV,SAV
GMC,SIERRA 2500,GMS4,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHANA,NIOU II,YCN2,2018.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
YEMA,EC60,XYE6,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
JIANGLING EV,EV3,4JE3,2018.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
JIANGLING EV,EX5,4JEX,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
CHANA,COS 1,YC04,2018.0,SUV,BASE,REST,KKL,SAV,SAV
OMODA,UNSPEC.,3VZZ,2018.0,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
AUDI,Q3,AUQ3,2018.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
DONGFENG,FENGON,QDF0,2018.0,SUV,BASE,REST,KKL,SAV,SAC
KANDI,K23,9K23,2018.0,MPV,BASE,REST,UKL2,MPV,MPV
NISSAN,XTERRA,NIXT,2018.0,SUV,BASE,REST,KKL,SUV,SUV
ZHONGHUA,V7,CWV7,2018.0,SUV,BASE,REST,KKL,SAV,SAV
DONGFENG,FENGGUANG IX5,QDI5,2018.0,SUV,BASE,REST,KKL,SAV,SAC
BMW,320,BM33,2018.0,COUPE,PREMIUM,TRAD. COMP.,KKL,COUPE,COUPE
LDV,E DELIVER 3,LVE3,2018.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN-DONGFENG,ALTIMA,F5AL,2018.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
LEVC,TX,M4TX,2018.0,SEDAN,BASE,REST,KKL,MPV,MPV
CHANA,CS15,YCCF,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
CHANA,CS35 MINI,YCCM,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
CHANA,CS35 PLUS,YCCP,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
YOUNGMAN,LARK Q1,JYQ1,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
VOLKSWAGEN-SHANGHAI,PASSAT NMS,SHNM,2018.0,SEDAN,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
FAW,BESTURN XENIA R9,F4X9,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
CADILLAC,XT4,CA01,2018.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
DONGFENG,FENGGUANG 5,QDFA,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
DONGFENG,FENGGUANG E3,QD0G,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
GREAT WALL,HOVER F5,GBF5,2018.0,SUV,BASE,REST,UKL2,SAV,SAC
GREAT WALL,HAVAL H4,GB05,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
CADILLAC-SHANGHAI,XT6,Y6X6,2018.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
JIANGLING EV,E400,4JE4,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
JIANGLING EV,E500,4JE5,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
DONGFENG,FORTHING T5L,QDT7,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
DONGFENG,FORTHING T5,QDT5,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
BUICK,REGAL (INSIGNIA BASED),BUIN,2017.0,WAGON,BASE,REST,KKL,ESTATE,ESTATE
ZOTYE,Z560,J856,2017.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
ZOTYE,TS5,J803,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
ZHONGHUA,V6,CW03,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
ZOTYE,T600 COUPE,J8TC,2017.0,SUV,BASE,REST,KKL,SAV,SAC
DONGFENG,FENGSHEN AX4,QD0E,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
DONGFENG,FENGGUANG S560,QD0F,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
ZOTYE,T300,J8T3,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
ZINORO,100H,ZF10,2017.0,SUV,NEAR PREMIUM,REST,UKL2,SUV,SUV
CHANA,RAETON CC,YCRC,2017.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
CHANA,LINMAX,YC03,2017.0,MPV,BASE,REST,KKL,MPV,MPV
ROEWE,RX8,RWR8,2017.0,SUV,BASE,REST,MKL,SAV,SAV
ROEWE,RX3,RW08,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
LDV,D90,LV03,2017.0,SUV,BASE,REST,MKL,SAV,SAV
LANDWIND,X2,L7X2,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,PIXIS EPOCH,TOKS,2017.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BMW,UNSPECIFIED,BMZZ,2017.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,KKL,UNSPEC.,UNSPEC.
MAZDA,FLAIR,MZFL,2017.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
MERCEDES-BENZ,CLS-CLASS,MBCZ,2017.0,WAGON,PREMIUM,TRAD. COMP.,MKL,ESTATE,ESTATE
LAND ROVER,RANGE ROVER VELAR,LRGE,2017.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAC
LEOPAARD,LIEBAO CS9,C6C9,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA,JPN TAXI,TO07,2017.0,MPV,BASE,REST,KKL,MPV,MPV
ALPINA,XD4,AIX4,2017.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAC
ALPINA,XD3,AIX3,2017.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
MAZDA,CX-8,MZ04,2017.0,SUV,BASE,REST,KKL,SAV,SAV
MAZDA,CX-5,MZC5,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
MAZDA,CX-9,MZC9,2017.0,SUV,BASE,REST,MKL,SAV,SAV
FORD,FIESTA,FWF2,2017.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
CHIREY,TIGGO 4,3R01,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
ITALDESIGN,ZEROUNO,5IZE,2017.0,COUPE,PREMIUM,TRAD. COMP.,GKL++1,COUPE,COUPE
BMW,IX3,BMI1,2017.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
BENTLEY,CONTINENTAL GT/GTC,BEVW,2017.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL++1,UNSPEC.,UNSPEC.
ROLLS-ROYCE,PHANTOM,RRBM,2017.0,SEDAN,PREMIUM,TRAD. COMP.,GKL++3,SEDAN,SEDAN
YEMA,T80,XYT8,2017.0,SUV,BASE,REST,KKL,SAV,SAV
YEMA,SPICA,XY01,2017.0,MPV,BASE,REST,UKL2,MPV,MPV
YEMA,EC30,XYC3,2017.0,MPV,BASE,REST,UKL2,MPV,MPV
CHANA,RAETON PLUS,YC0H,2017.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
DONGFENG,YUFENG S16,QD0B,2017.0,SUV,BASE,REST,GKL,SUV,SUV
DONGFENG,YUFENG P16,QDP6,2017.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
DONGFENG,MENGSHI,QD06,2017.0,SUV,BASE,REST,GKL,SAV,SAV
NISSAN-DONGFENG,TERRA,F5TR,2017.0,SUV,BASE,REST,KKL,SAV,SAV
DONGFENG,JOYEAR X7,QDX7,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
HUANGHAI,N3,I9N3,2017.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GENESIS,G70,99G7,2017.0,WAGON,NEAR PREMIUM,TRAD. COMP.,KKL,ESTATE,ESTATE
GREAT WALL,HAVAL H7L,GBHL,2017.0,SUV,BASE,REST,KKL,SAV,SAV
CHANGHE,A6,QC01,2017.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
CHANGAN,M(D)201,9CMD,2017.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GREAT WALL,HAVAL H6S,GBHX,2017.0,SUV,BASE,REST,KKL,SAV,SAV
GREAT WALL,HAVAL H6 GT,GBHG,2017.0,SUV,BASE,REST,UKL2,SAV,SAC
JMC,VIGUS,QMVG,2017.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
JMC,N520,QMN5,2017.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SEAT,IBIZA,SEIB,2017.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
HOLDEN,EQUINOX,HL03,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA,RUSH,TORB,2017.0,SUV,BASE,REST,UKL1,SUV,SUV
LEXUS,LC-SERIES,LXLC,2017.0,ROADSTER,PREMIUM,TRAD. COMP.,GKL,ROADSTER,ROADSTER
SEAT,ARONA,SE02,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
DONGFENG,GLORY 560,QDG4,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
DONGFENG,600,QD!F,2017.0,SUV,BASE,REST,UKL2,SUV,SUV
BRILLIANCE,V6,EEV6,2017.0,SUV,BASE,REST,KKL,SAV,SAV
MAZDA-CHANGAN,CX-5,JAC5,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
HONGQI,L5/L7,H501,2017.0,SEDAN,NEAR PREMIUM,REST,GKL,SEDAN,SEDAN
ACURA-GUANGZHOU,CDX,9ACD,2017.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
DS,DS7 (CROSSBACK),7002,2017.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
DONGFENG-ZNA,RICH 6,QZ00,2017.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
LEXUS,LS-SERIES,LXLL,2017.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
LEXUS,LS 500,LXL5,2017.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
AUDI,S8,AU8S,2017.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
AUDI,A8/S8,AUA8,2017.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
AUDI,A8,AU8A,2017.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
AUDI,S7,AU7S,2017.0,HATCHBACK,PREMIUM,TRAD. COMP.,MKL,SEDAN,4DR COUPE
AUDI,RS7,AUR7,2017.0,HATCHBACK,PREMIUM,TRAD. COMP.,MKL,SEDAN,4DR COUPE
OPEL,CROSSLAND/X,OP05,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
LEXUS,LS 350,LXL0,2017.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
ARCFOX,LITE,92A1,2017.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ALPINE,A110,88A1,2017.0,COUPE,NEAR PREMIUM,REST,KKL,COUPE,COUPE
FORD,GT,FWGT,2017.0,COUPE,NEAR PREMIUM,REST,GKL,COUPE,COUPE
BEIJING AUTO,WEIWANG M60,BXM6,2017.0,MPV,BASE,REST,KKL,MPV,MPV
AUDI,A7,AU7A,2017.0,HATCHBACK,PREMIUM,TRAD. COMP.,MKL,SEDAN,4DR COUPE
OPEL,INSIGNIA,OPIN,2017.0,WAGON,BASE,REST,KKL,ESTATE,ESTATE
DEARCC,EV10,4DE0,2017.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
SINOGOLD,GM3,5SM3,2017.0,MPV,BASE,REST,UKL2,MPV,MPV
GEELY-EMGRAND,X7,IU0C,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY-EMGRAND,X3,IUX3,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
GEELY-EMGRAND,GT,IU0B,2017.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BRILLIANCE,H3,EE3H,2017.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
DAYANG MOTORCYCLE,CHOK CROSS,9NCC,2017.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
OSHAN,A800,4OA8,2017.0,MPV,BASE,REST,UKL2,MPV,MPV
OSHAN,X70A,4OXA,2017.0,SUV,BASE,REST,UKL2,SUV,SUV
PERODUA,MYVI,P4MY,2017.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
INFINITI,QX50,IFQF,2017.0,SUV,PREMIUM,REST,KKL,SAV,SAV
JINBEI,F50,JBF5,2017.0,MPV,BASE,REST,UKL2,MPV,MPV
WULING,HONGGUANG S3,QW05,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
BMW,6-SERIES GT,BMGT,2017.0,HATCHBACK,PREMIUM,TRAD. COMP.,MKL,SAT,SAT
WEY,VV7,8W01,2017.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
JINBEI,X30LEV,JBXE,2017.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLVO-GEELY,XC60,V7X6,2017.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
VOLVO-GEELY,XC40,V7X3,2017.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
DAIHATSU,TERIOS,DHTE,2017.0,SUV,BASE,REST,UKL1,SUV,SUV
SKODA,KAROQ,SKKA,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY,VISION X3,C5X3,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
GEELY,GX3,C5G3,2017.0,SUV,BASE,REST,UKL1,SAV,SAV
E.GO,LIFE,90LI,2017.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
RENAULT,KWID,RE0C,2017.0,HATCHBACK,BASE,REST,UKL0,SAV,SAV
CHERY,TIGGO 4 PRO,C7TD,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
CHERY,TIGGO 4,C7T4,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
SKODA-SHANGHAI,KODIAQ,ZT01,2017.0,SUV,BASE,REST,KKL,SAV,SAV
SKODA-SHANGHAI,KAROQ,ZTKA,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
BORGWARD,BX5,BWX5,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
NISSAN,LEAF,NIL0,2017.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
HOLDEN,COMMODORE,HLCG,2017.0,WAGON,BASE,REST,KKL,ESTATE,ESTATE
TOYOTA,AVALON,TOAV,2017.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
MAXUS,T60,XUT6,2017.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
ACURA-GUANGZHOU,TLX,9ATL,2017.0,SEDAN,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
WEY,VV5,8W02,2017.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
GUANGZHOU AUTO,GA4,GW02,2017.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHERY,TIGGO 2 PRO,C70Q,2017.0,SUV,BASE,REST,UKL2,SAV,SAV
