Mk,Va,Ve,Cn,Ft,count
MERCEDES-BENZ,KOU21320VXX,1GJRGX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU21320VXX,2GJRGX29BEXX,VITO TOURER,diesel,58
MERCEDES-BENZ,KOU21320VXX,2GJRGXX9BEXX,VITO TOURER,diesel,41
MERCEDES-BENZ,KOU23310NXX,1GJRGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU23310NXX,1GJTFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU23310NXX,1GJTGX27BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU23310NXX,1GJTGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU23310NXX,2GJTFX27BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU23310NXX,2GJTFX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU23320VXX,2GJRFX29BEXX,VITO TOURER,diesel,9
MERCEDES-BENZ,KOU23320VXX,2GJRGX29BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU2L310NXX,1GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L310NXX,1GJTFX28BEXX,VITO TOURER,diesel,16
MERCEDES-BENZ,KOU2L310NXX,1GJTFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L310NXX,1GJVFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L310NXX,2GJTDX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L310NXX,2GJTFX27BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L310NXX,2GJTFX28BEXX,VITO TOURER,diesel,61
MERCEDES-BENZ,KOU2L310NXX,2GJTFX29BEXX,VITO TOURER,diesel,8
MERCEDES-BENZ,KOU2L310NXX,2GJTFX38BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L310NXX,2GJTFXX8BEXX,VITO TOURER,diesel,5
MERCEDES-BENZ,KOU2L310NXX,3GJTFX27BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L310NXX,3GJTFX28BEXX,VITO TOURER,diesel,14
MERCEDES-BENZ,KOU2L310NXX,3GJTFXX9BEXX,VITO TOURER,diesel,5
MERCEDES-BENZ,KOU2L320SXX,2GJRFX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU2L320SXX,2GJRFX29BEXX,VITO TOURER,diesel,30
MERCEDES-BENZ,KOU2L320SXX,2GJRFXX9BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L320SXX,3GJRFX28BEXX,VITO TOURER,diesel,9
MERCEDES-BENZ,KOU2L320SXX,3GJRFX29BEXX,VITO TOURER,diesel,41
MERCEDES-BENZ,KOU2L320SXX,3GJRFX39BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L320SXX,3GJRFXX9BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU2L320VXX,1GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L320VXX,1GJRFX29BEXX,VITO TOURER,diesel,6
MERCEDES-BENZ,KOU2L320VXX,2GJRDX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU2L320VXX,2GJRFX28BEXX,VITO TOURER,diesel,5
MERCEDES-BENZ,KOU2L320VXX,2GJRFX29BEXX,VITO TOURER,diesel,113
MERCEDES-BENZ,KOU2L320VXX,2GJRFXX9BEXX,VITO TOURER,diesel,4
MERCEDES-BENZ,KOU2L320VXX,3GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU41310MXX,2GJRGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU41310NXX,1GJTGX27BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU41310NXX,1GJTGX28BEXX,VITO TOURER,diesel,7
MERCEDES-BENZ,KOU41310NXX,1GJTGX29BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU41310NXX,1GJUGX28BEXX,VITO TOURER,diesel,4
MERCEDES-BENZ,KOU41310NXX,1GJUGX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU41310NXX,2GJTGX28BEXX,VITO TOURER,diesel,30
MERCEDES-BENZ,KOU41310NXX,2GJUGX28BEXX,VITO TOURER,diesel,7
MERCEDES-BENZ,KOU41310NXX,3GJTGX28BEXX,VITO TOURER,diesel,13
MERCEDES-BENZ,KOU41310NXX,3GJTGX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU41310NXX,3GJUGX27BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU41310NXX,3GJUGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU41320SXX,3GJRGX28BEXX,VITO TOURER,diesel,14
MERCEDES-BENZ,KOU41320SXX,3GJRGX29BEXX,VITO TOURER,diesel,37
MERCEDES-BENZ,KOU41320VXX,1GJRGX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU41320VXX,2GJRGX28BEXX,VITO TOURER,diesel,6
MERCEDES-BENZ,KOU41320VXX,2GJRGX29BEXX,VITO TOURER,diesel,197
MERCEDES-BENZ,KOU43310NXX,1GJUGX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU43310NXX,2GJTFX28BEXX,VITO TOURER,diesel,3
MERCEDES-BENZ,KOU43310NXX,2GJTFXX9BELX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU43310NXX,2GJTGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU43320SXX,2GJRFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU43320VXX,1GJRFX29BEXX,VITO TOURER,diesel,8
MERCEDES-BENZ,KOU43320VXX,2GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU43320VXX,2GJRFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU43320VXX,2GJRGX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310MXX,2GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,1GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,1GJTFX28BEXX,VITO TOURER,diesel,10
MERCEDES-BENZ,KOU4L310NXX,1GJTFX38BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,1GJUFX28BEXX,VITO TOURER,diesel,3
MERCEDES-BENZ,KOU4L310NXX,2GJTFX28BEXX,VITO TOURER,diesel,44
MERCEDES-BENZ,KOU4L310NXX,2GJUFX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU4L310NXX,2GJVFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,3GJPDX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,3GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,3GJTDX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,3GJTFX27BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,3GJTFX28BEXX,VITO TOURER,diesel,30
MERCEDES-BENZ,KOU4L310NXX,3GJTFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L310NXX,3GJUFX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU4L310NXX,3GJUFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L320SXX,2GJRFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L320SXX,3GJRFX28BEXX,VITO TOURER,diesel,6
MERCEDES-BENZ,KOU4L320SXX,3GJRFX29BEXX,VITO TOURER,diesel,44
MERCEDES-BENZ,KOU4L320VXX,1GJRFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L320VXX,2GJRFX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU4L320VXX,2GJRFX29BEXX,VITO TOURER,diesel,913
MERCEDES-BENZ,KOU4L320VXX,2GJRFXX9BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L320VXX,3GJRDX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU4L320VXX,3GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU61310NXX,1GJTGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU61310NXX,1GJTGX37BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU61310NXX,2GJTGX28BELX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU61310NXX,2GJTGX28BEXX,VITO TOURER,diesel,3
MERCEDES-BENZ,KOU61310NXX,2GJUGX28BEXX,VITO TOURER,diesel,3
MERCEDES-BENZ,KOU61310NXX,3GJRGX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU61310NXX,3GJTGX27BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU61310NXX,3GJTGX28BEXX,VITO TOURER,diesel,3
MERCEDES-BENZ,KOU61320SXX,3GJRGX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU61320SXX,3GJRGX29BEXX,VITO TOURER,diesel,7
MERCEDES-BENZ,KOU61320VXX,2GJRGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63310NXX,1GJTFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63310NXX,1GJTGX28BELX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63310NXX,1GJUFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63310NXX,2GJTGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63310NXX,2GJUGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63320SXX,2GJRGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63320SXX,3GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63320SXX,3GJRFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63320SXX,3GJRGX38BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63320VXX,2GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63320VXX,2GJRFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63320VXX,2GJRGX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU63320VXX,2GJRGX38BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU6L310NXX,2GJTFX28BEXX,VITO TOURER,diesel,3
MERCEDES-BENZ,KOU6L310NXX,2GJUFX28BEXX,VITO TOURER,diesel,3
MERCEDES-BENZ,KOU6L310NXX,2GJVFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU6L310NXX,3GJTFX28BEXX,VITO TOURER,diesel,4
MERCEDES-BENZ,KOU6L320SXX,2GJRFX29BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU6L320SXX,3GJRFX28BEXX,VITO TOURER,diesel,4
MERCEDES-BENZ,KOU6L320SXX,3GJRFX29BEXX,VITO TOURER,diesel,8
MERCEDES-BENZ,KOU6L320VXX,2GJRFX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU6L320VXX,2GJRFX29BEXX,VITO TOURER,diesel,4
MERCEDES-BENZ,KOU71310NXX,2GJSGX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU71320SXX,3GJRGX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU71320VXX,2GJRGX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU73310NXX,1GJSFX28BELX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU73310NXX,2GJSFX27BELX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU73310NXX,2GJSFX38BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU73310NXX,2GJUFX28BELX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU73310NXX,2GJUGX37BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU73320SXX,2GJRFX28BEXX,VITO TOURER,diesel,3
MERCEDES-BENZ,KOU73320SXX,3GJRFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU73320SXX,3GJRFX29BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU7L310NXX,1GJUFX28BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,KOU7L310NXX,2GJVFX28BEXX,VITO TOURER,diesel,2
MERCEDES-BENZ,KOU7L320SXX,3GJRFX29BEXX,VITO TOURER,diesel,4
MERCEDES-BENZ,KOU7L320SXX,3GJRFX39BEXX,VITO TOURER,diesel,1
MERCEDES-BENZ,L304T0,CZAA040A,CLE 220D,diesel,3
MERCEDES-BENZ,L304T0,CZAA042A,CLE 220D,diesel,767
MERCEDES-BENZ,L304T0,CZAA142A,CLE 220D,diesel,32
MERCEDES-BENZ,L304T0,CZAB042A,CLE 220D,diesel,37
MERCEDES-BENZ,L304T0,CZAB142A,CLE 220D,diesel,2
MERCEDES-BENZ,L304TA,CZAA041A,CLE 220D,diesel,1
MERCEDES-BENZ,L304TA,CZAB041A,CLE 220D,diesel,3
MERCEDES-BENZ,L304TA,CZAB141A,CLE 220D,diesel,1
MERCEDES-BENZ,L346T1,CZAA042A,CLE 300 4MATIC,petrol,29
MERCEDES-BENZ,L346T1,CZAA142A,CLE 300 4MATIC,petrol,13
MERCEDES-BENZ,L346T1,CZAB042A,CLE 300 4MATIC,petrol,9
MERCEDES-BENZ,L346T1,CZAB142A,CLE 300 4MATIC,petrol,3
MERCEDES-BENZ,L346TB,CZAA041A,CLE 300 4MATIC,petrol,3
MERCEDES-BENZ,L346TB,CZAA141A,CLE 300 4MATIC,petrol,3
MERCEDES-BENZ,L346TB,CZAB141A,CLE 300 4MATIC,petrol,2
MERCEDES-BENZ,L35DT0,CZAA040A,CLE 300 E,petrol/electric,130
MERCEDES-BENZ,L35DT0,CZAB040A,CLE 300 E,petrol/electric,18
MERCEDES-BENZ,L35PT0,CZAA040A,CLE 200,petrol,1
MERCEDES-BENZ,L35PT0,CZAA042A,CLE 200,petrol,173
MERCEDES-BENZ,L35PT0,CZAA140A,CLE 200,petrol,3
MERCEDES-BENZ,L35PT0,CZAA142A,CLE 200,petrol,7
MERCEDES-BENZ,L35PT0,CZAB042A,CLE 200,petrol,5
MERCEDES-BENZ,L35PT0,CZAB142A,CLE 200,petrol,1
MERCEDES-BENZ,L35PTA,CZAA041A,CLE 200,petrol,1
MERCEDES-BENZ,L36UTB,SZAA040A,AMG CLE 53 4MATIC,petrol,90
MERCEDES-BENZ,L36UTB,SZAA04VA,AMG CLE 53 4MATIC,petrol,6
MERCEDES-BENZ,L36UTB,SZAB040A,AMG CLE 53 4MATIC,petrol,38
MERCEDES-BENZ,L36UTB,SZAB04VA,AMG CLE 53 4MATIC,petrol,4
MERCEDES-BENZ,L404T0,CZAA041A,CLE 220D,diesel,1
MERCEDES-BENZ,L404T0,CZAA042A,CLE 220D,diesel,52
MERCEDES-BENZ,L404T0,CZAA141A,CLE 220D,diesel,1
MERCEDES-BENZ,L404T0,CZAA142A,CLE 220D,diesel,19
MERCEDES-BENZ,L404T0,CZAB040A,CLE 220D,diesel,1
MERCEDES-BENZ,L404T0,CZAB041A,CLE 220D,diesel,2
MERCEDES-BENZ,L404T0,CZAB042A,CLE 220D,diesel,8
MERCEDES-BENZ,L404T0,CZAB141A,CLE 220D,diesel,2
MERCEDES-BENZ,L446T1,CZAA041A,CLE 300 4MATIC,petrol,3
MERCEDES-BENZ,L446T1,CZAA042A,CLE 300 4MATIC,petrol,17
MERCEDES-BENZ,L446T1,CZAA141A,CLE 300 4MATIC,petrol,2
MERCEDES-BENZ,L446T1,CZAA142A,CLE 300 4MATIC,petrol,6
MERCEDES-BENZ,L446T1,CZAB041A,CLE 300 4MATIC,petrol,2
MERCEDES-BENZ,L446T1,CZAB042A,CLE 300 4MATIC,petrol,8
MERCEDES-BENZ,L446T1,CZAB142A,CLE 300 4MATIC,petrol,2
MERCEDES-BENZ,L45PT0,CZAA040A,CLE 200,petrol,7
MERCEDES-BENZ,L45PT0,CZAA042A,CLE 200,petrol,15
MERCEDES-BENZ,L45PT0,CZAA140A,CLE 200,petrol,4
MERCEDES-BENZ,L45PT0,CZAA142A,CLE 200,petrol,3
MERCEDES-BENZ,L45PT0,CZAB040A,CLE 200,petrol,1
MERCEDES-BENZ,L45PT0,CZAB041A,CLE 200,petrol,1
MERCEDES-BENZ,L45PT0,CZAB042A,CLE 200,petrol,3
MERCEDES-BENZ,L46UTB,SZAA040A,AMG CLE 53 4MATIC,petrol,27
MERCEDES-BENZ,L46UTB,SZAA04VA,AMG CLE 53 4MATIC,petrol,1
MERCEDES-BENZ,L46UTB,SZAB040A,AMG CLE 53 4MATIC,petrol,17
MERCEDES-BENZ,MAU2L310NXX,2GJNDX27BEXX,M. P. ACTIVITY 200 D,diesel,3
MERCEDES-BENZ,MAU2L310NXX,2GJRDX27BEXX,M. P. ACTIVITY 200 D,diesel,3
MERCEDES-BENZ,MAU4L310NXX,2GJRDX27BEXX,M. P. ACTIVITY 220 D,diesel,1
MERCEDES-BENZ,MAU4L310NXX,2GJRDX37BEXX,M. P. ACTIVITY 220 D,diesel,1
MERCEDES-BENZ,MHU41310NXX,2GJTGX26BEXX,MARCO POLO,diesel,1
MERCEDES-BENZ,MHU41310NXX,2GJVGX26BEXX,MARCO POLO,diesel,1
MERCEDES-BENZ,MHU4L310NXX,2GJPDXX7BEXX,M. P. HORIZON 220 D,diesel,1
MERCEDES-BENZ,MHU61310NXX,2GJUGX26BEXX,MARCO POLO,diesel,2
MERCEDES-BENZ,MKA,MA6AR4021000,CITAN TOURER,petrol,1
MERCEDES-BENZ,MKA,MB6AS4021000,CLASE T,petrol,2
MERCEDES-BENZ,MKA,MBBAF4051000,CLASE T,petrol,6
MERCEDES-BENZ,MKC,AB6AB1011000,CITAN,diesel,5
MERCEDES-BENZ,MKC,AB6AB1011000,CITAN TOURER,diesel,2
MERCEDES-BENZ,MKC,AB6B21011000,CITAN TOURER,diesel,9
MERCEDES-BENZ,MKC,AB6B21011000,CLASE T,diesel,2
MERCEDES-BENZ,MKC,ABBB31031000,CITAN TOURER,diesel,21
MERCEDES-BENZ,MKC,ABBB31031000,CLASE T,diesel,8
MERCEDES-BENZ,MKC,AC6AE1041000,CLASE T,diesel,3
MERCEDES-BENZ,MKC,AC6B41041000,CITAN TOURER,diesel,3
MERCEDES-BENZ,MKC,AC6B41041000,CLASE T,diesel,15
MERCEDES-BENZ,MKC,ACBAD1031000,CLASE T,diesel,2
MERCEDES-BENZ,MKC,ACBB51031000,CITAN TOURER,diesel,1
MERCEDES-BENZ,MKC,ACBB51031000,CLASE T,diesel,56
MERCEDES-BENZ,MKD,AB6BA10110B0,CITAN TOURER,diesel,15
MERCEDES-BENZ,MKD,AC6BB10410B0,CITAN TOURER,diesel,8
MERCEDES-BENZ,MKD,AC6BB10410B0,CLASE T,diesel,2
MERCEDES-BENZ,MKD,ACBBC10310B0,CITAN TOURER,diesel,5
MERCEDES-BENZ,MKD,ACBBC10310B0,CLASE T,diesel,6
MERCEDES-BENZ,MKE,JA0AV0061000,CLASE T,electric,1
MERCEDES-BENZ,MKE,JA0AV0061000,ECITAN TOURER,electric,29
MERCEDES-BENZ,MKE,JA0AV0061000,EQT,electric,35
MERCEDES-BENZ,MKE,JA0AV006100B,ECITAN TOURER,electric,23
MERCEDES-BENZ,MKE,JA0AV006100B,EQT,electric,11
MERCEDES-BENZ,MKE,MA6B740210B0,CITAN TOURER,petrol,1
MERCEDES-BENZ,MKE,MB6B840210B0,CITAN TOURER,petrol,2
MERCEDES-BENZ,MKE,MB6B840210B0,CLASE T,petrol,1
MERCEDES-BENZ,MKE,MB6B840A20B0,CITAN TOURER,petrol,1
MERCEDES-BENZ,MKE,MBBB940510B0,CITAN TOURER,petrol,1
MERCEDES-BENZ,MKE,MBBB940510B0,CLASE T,petrol,5
MERCEDES-BENZ,MKE,MBBB940C30B0,CLASE T,petrol,1
MERCEDES-BENZ,MKF,MA6A640210B0,CITAN TOURER,petrol,7
MERCEDES-BENZ,MKF,MB6A740210B0,CITAN TOURER,petrol,10
MERCEDES-BENZ,MKF,MB6A740210B0,CLASE T,petrol,13
MERCEDES-BENZ,MKF,MB6AH40A20B0,CITAN TOURER,petrol,1
MERCEDES-BENZ,MKF,MB6AH40A20B0,CLASE T,petrol,2
MERCEDES-BENZ,MKF,MB6AH40C3000,CITAN TOURER,petrol,2
MERCEDES-BENZ,MKF,MB6AH40C3000,CLASE T,petrol,1
MERCEDES-BENZ,MKF,MB6AH40C30B0,CITAN TOURER,petrol,12
MERCEDES-BENZ,MKF,MB6AH40C30B0,CLASE T,petrol,9
MERCEDES-BENZ,MKF,MBBA940510B0,CITAN TOURER,petrol,20
MERCEDES-BENZ,MKF,MBBA940510B0,CLASE T,petrol,31
MERCEDES-BENZ,MKF,MBBA940B20B0,CLASE T,petrol,6
MERCEDES-BENZ,MKF,MBBA940C3000,CLASE T,petrol,2
MERCEDES-BENZ,MKF,MBBA940C30B0,CITAN TOURER,petrol,158
MERCEDES-BENZ,MKF,MBBA940C30B0,CLASE T,petrol,372
MERCEDES-BENZ,MKH,AB6B210110B0,CITAN TOURER,diesel,560
MERCEDES-BENZ,MKH,AB6B210110B0,CLASE T,diesel,22
MERCEDES-BENZ,MKH,ABBB310310B0,CITAN TOURER,diesel,81
MERCEDES-BENZ,MKH,AC6B410410B0,CITAN TOURER,diesel,44
MERCEDES-BENZ,MKH,AC6B410410B0,CLASE T,diesel,36
MERCEDES-BENZ,MKH,ACBB510310B0,CITAN TOURER,diesel,16
MERCEDES-BENZ,MKH,ACBB510310B0,CLASE T,diesel,326
MERCEDES-BENZ,MKJ,JA0AT00610B0,ECITAN TOURER,electric,8
MERCEDES-BENZ,MKJ,JA0AT00610B0,EQT,electric,5
MERCEDES-BENZ,MKJ,JA0AY00F30B0,ECITAN TOURER,electric,1
MERCEDES-BENZ,MKJ,JA0AY00F30B0,EQT,electric,1
MERCEDES-BENZ,MKU63310NXX,2GJVFX24BELX,MARCO POLO 250 D,diesel,1
MERCEDES-BENZ,MKU6L320NXX,2GJVFX24BELX,MARCO POLO 250 D,diesel,1
MERCEDES-BENZ,MKU7L310NXX,2GJUFX24BEXX,MARCO POLO 300 D,diesel,1
MERCEDES-BENZ,MXM61280VXX,2GBSGXX5BEXX,VITO,petrol,1
MERCEDES-BENZ,MXM61300UXX,2GBRGXX5BEXX,VITO,petrol,1
MERCEDES-BENZ,MXM61300UXX,2GBUGXX5BEXX,VITO,petrol,1
MERCEDES-BENZ,MXM6L280VXX,2GBSFXX5BEXX,VITO,petrol,1
MERCEDES-BENZ,MXU21280VXX,1GJTGX25BEXX,VITO,diesel,2
MERCEDES-BENZ,MXU21280VXX,1GJUGX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU21280VXX,2GJTGX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU21300UXX,2GJUGX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU2L280VXX,1GJTFX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU2L280VXX,1GJUFX25BEXX,VITO,diesel,2
MERCEDES-BENZ,MXU2L280VXX,2GJTFXX5BEXX,VITO,diesel,4
MERCEDES-BENZ,MXU2L310NXX,2GJRFX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU2L320VXX,2GJRFX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU2L320VXX,2GJRFX35BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU41280VXX,1GJTGX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU41300UXX,2GJRGX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU41300UXX,2GJTGX25BEXX,VITO,diesel,2
MERCEDES-BENZ,MXU41310NXX,2GJRGX35BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU41320VXX,2GJRGX25BEXX,VITO,diesel,6
MERCEDES-BENZ,MXU43300UXX,2GJRFX25BEXX,VITO,diesel,2
MERCEDES-BENZ,MXU43320VXX,2GJRFX26BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU4L280VXX,1GJTFX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU4L280VXX,2GJUFX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU4L300UXX,2GJRFX25BEXX,VITO,diesel,2
MERCEDES-BENZ,MXU4L320VXX,1GJRFX25BEXX,VITO,diesel,1
MERCEDES-BENZ,MXU4L320VXX,2GJRFX25BEXX,VITO,diesel,5
MERCEDES-BENZ,MXU73300UXX,2GJUGX35BELX,VITO,diesel,1
MERCEDES-BENZ,O010T2,HZAA150B,B 180 D,diesel,17
MERCEDES-BENZ,O010T2,HZAA153B,B 180 D,diesel,1
MERCEDES-BENZ,O010T2,HZAA450B,B 180 D,diesel,15
MERCEDES-BENZ,O01CT2,HZAA150B,B 200 D,diesel,331
MERCEDES-BENZ,O01CT2,HZAA450B,B 200 D,diesel,113
MERCEDES-BENZ,O01CT2,HZAA950B,B 200 D,diesel,3
MERCEDES-BENZ,O01ET2,HZAA150A,B 220 D,diesel,8
MERCEDES-BENZ,O04HT2,FZAA050A,B 200,petrol,27
MERCEDES-BENZ,O04HT2,FZAA050B,B 200,petrol,6
MERCEDES-BENZ,O04HT2,FZAA052A,B 200,petrol,1
MERCEDES-BENZ,O04HT2,FZAA150A,B 200,petrol,2
MERCEDES-BENZ,O04HT2,FZAA450A,B 200,petrol,22
MERCEDES-BENZ,O04HT2,FZAA950A,B 200,petrol,1
MERCEDES-BENZ,O04JT2,FZAA050A,B 180,petrol,9
MERCEDES-BENZ,O04JT2,FZAA050B,B 180,petrol,2
MERCEDES-BENZ,O04JT2,FZAA150A,B 180,petrol,1
MERCEDES-BENZ,O04JT2,FZAA450A,B 180,petrol,12
MERCEDES-BENZ,O04JT2,FZAA450B,B 180,petrol,2
MERCEDES-BENZ,O04JT2,FZAA950A,B 180,petrol,2
MERCEDES-BENZ,O04MT2,HZAA050A,B 250 E,petrol/electric,317
MERCEDES-BENZ,O04MT2,HZAA050B,B 250 E,petrol/electric,22
MERCEDES-BENZ,O04MT2,HZAA050C,B 250 E,petrol/electric,15
MERCEDES-BENZ,OH1CT1,JZAA150A,GLA 200 D 4MATIC,diesel,71
MERCEDES-BENZ,OH1CT1,JZAA450A,GLA 200 D 4MATIC,diesel,32
MERCEDES-BENZ,OH1CT1,JZAA950A,GLA 200 D 4MATIC,diesel,13
MERCEDES-BENZ,OH1CT2,JZAA150A,GLA 200 D,diesel,1180
MERCEDES-BENZ,OH1CT2,JZAA450A,GLA 200 D,diesel,1791
MERCEDES-BENZ,OH1CT2,JZAA950A,GLA 200 D,diesel,48
MERCEDES-BENZ,OH1ET1,JZAA150A,GLA 220 D 4MATIC,diesel,95
MERCEDES-BENZ,OH1ET1,JZAA152A,GLA 220 D 4MATIC,diesel,34
MERCEDES-BENZ,OH1ET1,JZAA450A,GLA 220 D 4MATIC,diesel,68
MERCEDES-BENZ,OH1ET1,JZAA950A,GLA 220 D 4MATIC,diesel,39
MERCEDES-BENZ,OH1ET1,JZAA952A,GLA 220 D 4MATIC,diesel,3
MERCEDES-BENZ,OH4HT2,FZAA050A,GLA 200,petrol,795
MERCEDES-BENZ,OH4HT2,FZAA450A,GLA 200,petrol,1234
