yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202311,INFO,KM0_FALLBACK,PEUGEOT,Corporate,b00d_private_moved_to_corporate,109,100,pool_b00d_private=1970; rate=0.0553
202311,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,131,100,pool_b00d_private=2289; rate=0.0573
202311,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,128,100,pool_b00d_private=1360; rate=0.0939
202311,INFO,KM0_FALLBACK,FIAT,Corporate,b00d_private_moved_to_corporate,107,100,pool_b00d_private=411; rate=0.2598
202311,INFO,KM0_FALLBACK,CITROEN,Corporate,b00d_private_moved_to_corporate,124,100,pool_b00d_private=1541; rate=0.0802
202311,INFO,KM0_FALLBACK,OPEL,Corporate,b00d_private_moved_to_corporate,123,100,pool_b00d_private=826; rate=0.1484
