anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,25,01,Álava,Corporate,BEV,1
2026,06,25,01,Álava,Corporate,ICE,4
2026,06,25,01,Álava,Private,BEV,7
2026,06,25,01,Álava,Private,ICE,21
2026,06,25,01,Álava,Private,PHEV,3
2026,06,25,01,Álava,RAC,ICE,1
2026,06,25,02,Albacete,Corporate,BEV,2
2026,06,25,02,Albacete,Corporate,ICE,10
2026,06,25,02,Albacete,Corporate,PHEV,1
2026,06,25,02,Albacete,Private,BEV,2
2026,06,25,02,Albacete,Private,ICE,11
2026,06,25,02,Albacete,Private,PHEV,1
2026,06,25,03,Alicante,Corporate,BEV,5
2026,06,25,03,Alicante,Corporate,ICE,31
2026,06,25,03,Alicante,Corporate,PHEV,5
2026,06,25,03,Alicante,Private,BEV,28
2026,06,25,03,Alicante,Private,ICE,137
2026,06,25,03,Alicante,Private,PHEV,13
2026,06,25,03,Alicante,RAC,BEV,3
2026,06,25,03,Alicante,RAC,ICE,186
2026,06,25,03,Alicante,RAC,PHEV,175
2026,06,25,04,Almería,Corporate,ICE,23
2026,06,25,04,Almería,Corporate,PHEV,4
2026,06,25,04,Almería,Private,BEV,9
2026,06,25,04,Almería,Private,ICE,40
2026,06,25,04,Almería,Private,PHEV,6
2026,06,25,05,Ávila,Corporate,ICE,1
2026,06,25,05,Ávila,Private,BEV,2
2026,06,25,05,Ávila,Private,ICE,10
2026,06,25,05,Ávila,Private,PHEV,2
2026,06,25,06,Badajoz,Corporate,BEV,1
2026,06,25,06,Badajoz,Corporate,ICE,9
2026,06,25,06,Badajoz,Private,BEV,1
2026,06,25,06,Badajoz,Private,ICE,32
2026,06,25,06,Badajoz,Private,PHEV,4
2026,06,25,07,Baleares,Corporate,BEV,17
2026,06,25,07,Baleares,Corporate,ICE,37
2026,06,25,07,Baleares,Corporate,PHEV,2
2026,06,25,07,Baleares,Private,BEV,22
2026,06,25,07,Baleares,Private,ICE,79
2026,06,25,07,Baleares,Private,PHEV,6
2026,06,25,07,Baleares,RAC,ICE,2
2026,06,25,08,Barcelona,Corporate,BEV,23
2026,06,25,08,Barcelona,Corporate,ICE,122
2026,06,25,08,Barcelona,Corporate,PHEV,13
2026,06,25,08,Barcelona,Private,BEV,62
2026,06,25,08,Barcelona,Private,ICE,342
2026,06,25,08,Barcelona,Private,PHEV,33
2026,06,25,08,Barcelona,RAC,ICE,13
2026,06,25,09,Burgos,Corporate,BEV,1
2026,06,25,09,Burgos,Corporate,ICE,8
2026,06,25,09,Burgos,Corporate,PHEV,1
2026,06,25,09,Burgos,Private,BEV,7
2026,06,25,09,Burgos,Private,ICE,21
2026,06,25,09,Burgos,Private,PHEV,3
2026,06,25,10,Cáceres,Corporate,BEV,1
2026,06,25,10,Cáceres,Corporate,ICE,1
2026,06,25,10,Cáceres,Private,BEV,2
2026,06,25,10,Cáceres,Private,ICE,25
2026,06,25,10,Cáceres,Private,PHEV,3
2026,06,25,11,Cádiz,Corporate,BEV,6
2026,06,25,11,Cádiz,Corporate,ICE,22
2026,06,25,11,Cádiz,Corporate,PHEV,4
2026,06,25,11,Cádiz,Private,BEV,3
2026,06,25,11,Cádiz,Private,ICE,100
2026,06,25,11,Cádiz,Private,PHEV,7
2026,06,25,12,Castellón,Corporate,BEV,2
2026,06,25,12,Castellón,Corporate,ICE,17
2026,06,25,12,Castellón,Corporate,PHEV,1
2026,06,25,12,Castellón,Private,BEV,9
2026,06,25,12,Castellón,Private,ICE,31
2026,06,25,12,Castellón,Private,PHEV,9
2026,06,25,13,Ciudad Real,Corporate,BEV,1
2026,06,25,13,Ciudad Real,Corporate,ICE,6
2026,06,25,13,Ciudad Real,Corporate,PHEV,1
2026,06,25,13,Ciudad Real,Private,BEV,4
2026,06,25,13,Ciudad Real,Private,ICE,22
2026,06,25,13,Ciudad Real,Private,PHEV,3
2026,06,25,14,Córdoba,Corporate,BEV,2
2026,06,25,14,Córdoba,Corporate,ICE,6
2026,06,25,14,Córdoba,Corporate,PHEV,3
2026,06,25,14,Córdoba,Private,BEV,4
2026,06,25,14,Córdoba,Private,ICE,49
2026,06,25,15,A Coruña,Corporate,BEV,2
2026,06,25,15,A Coruña,Corporate,ICE,10
2026,06,25,15,A Coruña,Corporate,PHEV,2
2026,06,25,15,A Coruña,Private,BEV,14
2026,06,25,15,A Coruña,Private,ICE,28
2026,06,25,15,A Coruña,Private,PHEV,7
2026,06,25,16,Cuenca,Corporate,ICE,1
2026,06,25,16,Cuenca,Private,ICE,5
2026,06,25,17,Girona,Corporate,BEV,5
2026,06,25,17,Girona,Corporate,ICE,11
2026,06,25,17,Girona,Corporate,PHEV,5
2026,06,25,17,Girona,Private,BEV,5
2026,06,25,17,Girona,Private,ICE,47
2026,06,25,17,Girona,Private,PHEV,6
2026,06,25,17,Girona,RAC,ICE,2
2026,06,25,18,Granada,Corporate,BEV,1
2026,06,25,18,Granada,Corporate,ICE,5
2026,06,25,18,Granada,Corporate,PHEV,2
2026,06,25,18,Granada,Private,BEV,11
2026,06,25,18,Granada,Private,ICE,50
2026,06,25,18,Granada,Private,PHEV,13
2026,06,25,19,Guadalajara,Corporate,ICE,3
2026,06,25,19,Guadalajara,Private,BEV,9
2026,06,25,19,Guadalajara,Private,ICE,16
2026,06,25,19,Guadalajara,Private,PHEV,2
2026,06,25,20,Gipuzkoa,Corporate,BEV,3
2026,06,25,20,Gipuzkoa,Corporate,ICE,44
2026,06,25,20,Gipuzkoa,Private,BEV,5
2026,06,25,20,Gipuzkoa,Private,ICE,30
2026,06,25,20,Gipuzkoa,Private,PHEV,8
2026,06,25,21,Huelva,Corporate,ICE,2
2026,06,25,21,Huelva,Corporate,PHEV,1
2026,06,25,21,Huelva,Private,BEV,5
2026,06,25,21,Huelva,Private,ICE,30
2026,06,25,21,Huelva,RAC,ICE,2
2026,06,25,22,Huesca,Corporate,ICE,2
2026,06,25,22,Huesca,Private,BEV,4
2026,06,25,22,Huesca,Private,ICE,9
2026,06,25,22,Huesca,Private,PHEV,1
2026,06,25,22,Huesca,RAC,ICE,1
2026,06,25,23,Jaén,Corporate,ICE,21
2026,06,25,23,Jaén,Corporate,PHEV,3
2026,06,25,23,Jaén,Private,BEV,6
2026,06,25,23,Jaén,Private,ICE,28
2026,06,25,23,Jaén,Private,PHEV,4
2026,06,25,24,León,Corporate,BEV,1
2026,06,25,24,León,Corporate,ICE,1
2026,06,25,24,León,Private,BEV,2
2026,06,25,24,León,Private,ICE,21
2026,06,25,24,León,Private,PHEV,1
2026,06,25,25,Lleida,Corporate,BEV,1
2026,06,25,25,Lleida,Corporate,ICE,18
2026,06,25,25,Lleida,Corporate,PHEV,3
2026,06,25,25,Lleida,Private,BEV,5
2026,06,25,25,Lleida,Private,ICE,16
2026,06,25,25,Lleida,Private,PHEV,4
2026,06,25,26,La Rioja,Corporate,ICE,2
2026,06,25,26,La Rioja,Corporate,PHEV,1
2026,06,25,26,La Rioja,Private,BEV,1
2026,06,25,26,La Rioja,Private,ICE,23
2026,06,25,26,La Rioja,Private,PHEV,3
2026,06,25,27,Lugo,Corporate,ICE,29
2026,06,25,27,Lugo,Corporate,PHEV,1
