anyo,mes,marca,canal,count
2023,10,3 CARROCEROS,Corporate,5
2023,10,3 CARROCEROS,Private,1
2023,10,3 CARROCEROS,RAC,2
2023,10,ABARTH,Corporate,3
2023,10,ABARTH,Private,3
2023,10,ACROSS,Private,2
2023,10,ADRIA,Corporate,1
2023,10,ADRIA,Private,11
2023,10,ADRIA,RAC,3
2023,10,AGUINAGA,Corporate,1
2023,10,AIWAYS,Corporate,46
2023,10,ALFA ROMEO,Corporate,178
2023,10,ALFA ROMEO,Private,18
2023,10,ALFA ROMEO,RAC,27
2023,10,ALLIED VEHICLES LTD,Private,1
2023,10,ALPINE,Corporate,2
2023,10,ALPINE,Private,6
2023,10,"ALQUIBER QUALITY, S.A.",Corporate,9
2023,10,AMELINE,Corporate,1
2023,10,ANTONIO JURADO GONZALEZ,Corporate,2
2023,10,ASTON MARTIN,Corporate,4
2023,10,ASTON MARTIN,Private,1
2023,10,ATALAYA,Corporate,1
2023,10,ATALAYA,RAC,2
2023,10,ATM,Corporate,2
2023,10,AUDI,Corporate,2157
2023,10,AUDI,Private,1091
2023,10,AUDI,RAC,386
2023,10,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,2
2023,10,AUTOMOBILI LAMBORGHINI S.P.A.,Private,1
2023,10,BAHIA V.I.,Corporate,3
2023,10,BALEAR DE CARROSSERIES,Corporate,1
2023,10,BARBANY,Corporate,9
2023,10,BARBANY,Private,3
2023,10,BAYCAR,Corporate,3
2023,10,BEMAR,Corporate,4
2023,10,BENIMAR,Private,19
2023,10,BENIMAR,RAC,6
2023,10,BENTLEY,Corporate,3
2023,10,BENTLEY,Private,4
2023,10,BERGADANA,Corporate,68
2023,10,BERGADANA,Private,10
2023,10,BLUCAMP,RAC,1
2023,10,BMW,Corporate,1893
2023,10,BMW,Private,971
2023,10,BMW,RAC,3
2023,10,BOMBARDIER REC PROD INC,Corporate,1
2023,10,BOMBARDIER REC PROD INC,Private,1
2023,10,BRAVIA,Private,1
2023,10,BRAVO,Corporate,1
2023,10,BRETCHA,Corporate,3
2023,10,BRP,Corporate,7
2023,10,BRP,Private,3
2023,10,BRP,RAC,10
2023,10,BUNKERVAN,Corporate,2
2023,10,BURSTNER GMBH,Private,4
2023,10,BURSTNER GMBH,RAC,2
2023,10,BYD,Corporate,21
2023,10,BYD,Private,95
2023,10,CACESA,Corporate,2
2023,10,CAFRISE,Corporate,1
2023,10,CALLAU,Corporate,1
2023,10,CAPRON,Private,4
2023,10,CAPRON,RAC,5
2023,10,CAPRON GMBH,Private,2
2023,10,CAPRON GMBH,RAC,3
2023,10,CAR-BUS.NET,Corporate,1
2023,10,CARROCER.FRIGOR.SEVILLA,Corporate,4
2023,10,CARROCERIAS CITY,Corporate,42
2023,10,CARROCERIAS CITY,RAC,3
2023,10,CARROCERIAS CREVILLENTE,Corporate,3
2023,10,CARROCERIAS CREVILLENTE,RAC,3
2023,10,CARROCERIAS DAFER,Corporate,1
2023,10,CARROCERIAS EL GALLO,Corporate,1
2023,10,CARROCERIAS EL GALLO,Private,2
