anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2026,04,212,,Corporate,ICE,Diesel,,,Standard,,1
2026,04,212,,Corporate,ICE,Gasolina,,,Standard,,10
2026,04,212,,Private,ICE,Diesel,,,Standard,,2
2026,04,212,,Private,ICE,Gasolina,,,Standard,,19
2026,04,212,,RAC,ICE,Gasolina,,,Standard,,6
2026,04,3 CARROCEROS,,Corporate,ICE,Diesel,,,Standard,,26
2026,04,3 CARROCEROS,,Private,ICE,Diesel,,,Standard,,3
2026,04,3 CARROCEROS,,RAC,ICE,Diesel,,,Standard,,1
2026,04,A.A. AIRBUS,,Corporate,ICE,Diesel,,,Standard,,27
2026,04,A.A. AIRBUS,,RAC,ICE,Diesel,,,Standard,,2
2026,04,ABARTH,,Private,ICE,Gasolina,,,Standard,,1
2026,04,ABARTH,500,Private,BEV,Electrico,UKL0,REST,Standard,HACH 3P,3
2026,04,ADRIA,,Corporate,ICE,Diesel,,,Standard,,1
2026,04,ADRIA,,Private,ICE,Diesel,,,Standard,,45
2026,04,ADRIA,,RAC,ICE,Diesel,,,Standard,,3
2026,04,ALFA ROMEO,GIULIA,Corporate,ICE,Diesel,KKL,REST,Standard,SEDAN,1
2026,04,ALFA ROMEO,JUNIOR,Corporate,BEV,Electrico,UKL1,REST,Standard,SAV,22
2026,04,ALFA ROMEO,JUNIOR,Corporate,ICE,Electrico,UKL1,REST,Standard,SAV,77
2026,04,ALFA ROMEO,JUNIOR,Private,BEV,Electrico,UKL1,REST,Standard,SAV,3
2026,04,ALFA ROMEO,JUNIOR,Private,ICE,Electrico,UKL1,REST,Standard,SAV,16
2026,04,ALFA ROMEO,JUNIOR,RAC,ICE,Electrico,UKL1,REST,Standard,SAV,42
2026,04,ALFA ROMEO,STELVIO,Corporate,ICE,Diesel,KKL,REST,Standard,SAV,8
2026,04,ALFA ROMEO,STELVIO,Private,ICE,Diesel,KKL,REST,Standard,SAV,1
2026,04,ALFA ROMEO,TONALE,Corporate,ICE,Diesel,UKL2,REST,Standard,SAV,15
2026,04,ALFA ROMEO,TONALE,Corporate,PHEV,Diesel,UKL2,REST,Standard,SAV,1
2026,04,ALFA ROMEO,TONALE,Private,ICE,Diesel,UKL2,REST,Standard,SAV,4
2026,04,ALLIED VEHICLES LTD,,Corporate,ICE,Diesel,,,Standard,,1
2026,04,ALLIED VEHICLES LTD,,Private,ICE,Diesel,,,Standard,,1
2026,04,ALLIED VEHICLES LTD,,Private,ICE,Gasolina,,,Standard,,1
2026,04,ALPINE,,Corporate,BEV,Electrico,,,Standard,,21
2026,04,ALPINE,,Private,BEV,Electrico,,,Standard,,28
2026,04,ALPINE,,Private,ICE,Gasolina,,,Standard,,1
2026,04,ALQUIBER QUALITY,,Corporate,ICE,Diesel,,,Standard,,72
2026,04,AMELINE,,Private,ICE,Diesel,,,Standard,,1
2026,04,ANGEL BRUGUERA FONT,,Corporate,ICE,Diesel,,,Standard,,1
2026,04,APLITECH,,Corporate,ICE,Diesel,,,Standard,,1
2026,04,ARB ARBUCIES,,Corporate,ICE,Diesel,,,Standard,,1
2026,04,ASTON MARTIN,,Corporate,ICE,Gasolina,,,Standard,,1
2026,04,ASTON MARTIN,DB12,Corporate,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,CABRIO,1
2026,04,ASTON MARTIN,DB12,Private,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,CABRIO,1
2026,04,ASTON MARTIN,DBX,Corporate,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,SAV,1
2026,04,AUDI,,Corporate,BEV,Electrico,,,M Performance,,1
2026,04,AUDI,,Corporate,ICE,Gasolina,,,Standard,,3
2026,04,AUDI,,Private,ICE,Gasolina,,,Standard,,2
2026,04,AUDI,A1,Corporate,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,139
2026,04,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,167
2026,04,AUDI,A1,RAC,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,416
2026,04,AUDI,A3,Corporate,ICE,Diesel,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,7
2026,04,AUDI,A3,Corporate,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,203
2026,04,AUDI,A3,Corporate,PHEV,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,86
2026,04,AUDI,A3,Private,ICE,Diesel,UKL2,FOCUS SEGMENT,M Performance,HACH 5P,2
2026,04,AUDI,A3,Private,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,115
2026,04,AUDI,A3,Private,PHEV,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,102
2026,04,AUDI,A3,RAC,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,67
2026,04,AUDI,A3,RAC,PHEV,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,4
2026,04,AUDI,A5,Corporate,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,107
2026,04,AUDI,A5,Corporate,PHEV,Diesel,KKL,FOCUS SEGMENT,M Performance,SEDAN,3
2026,04,AUDI,A5,Corporate,PHEV,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,47
2026,04,AUDI,A5,Private,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,26
2026,04,AUDI,A5,Private,PHEV,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,29
2026,04,AUDI,A5,RAC,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,68
2026,04,AUDI,A5,RAC,PHEV,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,4
2026,04,AUDI,A6,Corporate,BEV,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,11
2026,04,AUDI,A6,Corporate,ICE,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,M Performance,ESTATE,1
2026,04,AUDI,A6,Corporate,ICE,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,27
2026,04,AUDI,A6,Corporate,PHEV,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,28
2026,04,AUDI,A6,Private,BEV,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,5
2026,04,AUDI,A6,Private,ICE,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,M Performance,ESTATE,1
2026,04,AUDI,A6,Private,ICE,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,2
2026,04,AUDI,A6,Private,PHEV,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,5
2026,04,AUDI,A6,RAC,BEV,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,20
