anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,01,01,Álava,Corporate,BEV,2
2026,06,01,01,Álava,Private,BEV,7
2026,06,01,01,Álava,Private,ICE,2
2026,06,01,02,Albacete,Corporate,ICE,2
2026,06,01,02,Albacete,Private,ICE,2
2026,06,01,02,Albacete,Private,PHEV,1
2026,06,01,03,Alicante,Corporate,BEV,6
2026,06,01,03,Alicante,Corporate,ICE,10
2026,06,01,03,Alicante,Corporate,PHEV,5
2026,06,01,03,Alicante,Private,BEV,12
2026,06,01,03,Alicante,Private,ICE,20
2026,06,01,03,Alicante,Private,PHEV,5
2026,06,01,03,Alicante,RAC,ICE,7
2026,06,01,04,Almería,Corporate,ICE,4
2026,06,01,04,Almería,Corporate,PHEV,3
2026,06,01,04,Almería,Private,BEV,2
2026,06,01,04,Almería,Private,ICE,11
2026,06,01,04,Almería,Private,PHEV,1
2026,06,01,05,Ávila,Private,ICE,2
2026,06,01,05,Ávila,Private,PHEV,1
2026,06,01,06,Badajoz,Corporate,BEV,2
2026,06,01,06,Badajoz,Corporate,ICE,2
2026,06,01,06,Badajoz,Private,ICE,7
2026,06,01,07,Baleares,Corporate,BEV,1
2026,06,01,07,Baleares,Corporate,ICE,9
2026,06,01,07,Baleares,Corporate,PHEV,1
2026,06,01,07,Baleares,Private,BEV,18
2026,06,01,07,Baleares,Private,ICE,24
2026,06,01,07,Baleares,Private,PHEV,2
2026,06,01,07,Baleares,RAC,ICE,21
2026,06,01,08,Barcelona,Corporate,BEV,16
2026,06,01,08,Barcelona,Corporate,ICE,28
2026,06,01,08,Barcelona,Corporate,PHEV,27
2026,06,01,08,Barcelona,Private,BEV,67
2026,06,01,08,Barcelona,Private,ICE,66
2026,06,01,08,Barcelona,Private,PHEV,6
2026,06,01,08,Barcelona,RAC,ICE,11
2026,06,01,08,Barcelona,RAC,PHEV,1
2026,06,01,09,Burgos,Corporate,ICE,1
2026,06,01,09,Burgos,Private,ICE,2
2026,06,01,10,Cáceres,Private,BEV,2
2026,06,01,10,Cáceres,Private,ICE,7
2026,06,01,11,Cádiz,Corporate,BEV,2
2026,06,01,11,Cádiz,Corporate,ICE,14
2026,06,01,11,Cádiz,Private,ICE,11
2026,06,01,11,Cádiz,Private,PHEV,1
2026,06,01,12,Castellón,Corporate,BEV,2
2026,06,01,12,Castellón,Corporate,ICE,9
2026,06,01,12,Castellón,Private,BEV,3
2026,06,01,12,Castellón,Private,ICE,5
2026,06,01,12,Castellón,Private,PHEV,4
2026,06,01,12,Castellón,RAC,ICE,1
2026,06,01,13,Ciudad Real,Corporate,ICE,2
2026,06,01,13,Ciudad Real,Private,ICE,1
2026,06,01,14,Córdoba,Corporate,ICE,3
2026,06,01,14,Córdoba,Private,ICE,6
2026,06,01,15,A Coruña,Corporate,BEV,3
2026,06,01,15,A Coruña,Corporate,ICE,2
2026,06,01,15,A Coruña,Private,ICE,14
2026,06,01,15,A Coruña,Private,PHEV,3
2026,06,01,15,A Coruña,RAC,BEV,1
2026,06,01,15,A Coruña,RAC,ICE,3
2026,06,01,17,Girona,Corporate,BEV,2
2026,06,01,17,Girona,Corporate,ICE,10
2026,06,01,17,Girona,Private,BEV,8
2026,06,01,17,Girona,Private,ICE,14
2026,06,01,17,Girona,RAC,ICE,1
2026,06,01,18,Granada,Corporate,ICE,3
2026,06,01,18,Granada,Corporate,PHEV,1
2026,06,01,18,Granada,Private,BEV,4
2026,06,01,18,Granada,Private,ICE,16
2026,06,01,18,Granada,Private,PHEV,1
2026,06,01,18,Granada,RAC,ICE,3
2026,06,01,19,Guadalajara,Corporate,ICE,1
2026,06,01,19,Guadalajara,Private,BEV,2
2026,06,01,19,Guadalajara,Private,ICE,8
2026,06,01,20,Gipuzkoa,Corporate,ICE,1
2026,06,01,20,Gipuzkoa,Corporate,PHEV,1
2026,06,01,20,Gipuzkoa,Private,BEV,2
2026,06,01,20,Gipuzkoa,Private,ICE,7
2026,06,01,20,Gipuzkoa,Private,PHEV,1
2026,06,01,20,Gipuzkoa,RAC,ICE,1
2026,06,01,21,Huelva,Corporate,ICE,1
2026,06,01,21,Huelva,Corporate,PHEV,1
2026,06,01,21,Huelva,Private,BEV,2
2026,06,01,21,Huelva,Private,ICE,6
2026,06,01,22,Huesca,Corporate,PHEV,1
2026,06,01,22,Huesca,Private,BEV,2
2026,06,01,22,Huesca,Private,ICE,3
2026,06,01,23,Jaén,Corporate,ICE,3
2026,06,01,23,Jaén,Corporate,PHEV,2
2026,06,01,23,Jaén,Private,ICE,3
2026,06,01,24,León,Corporate,BEV,1
2026,06,01,24,León,Corporate,ICE,4
2026,06,01,24,León,Private,BEV,2
2026,06,01,24,León,Private,ICE,3
2026,06,01,25,Lleida,Corporate,BEV,1
2026,06,01,25,Lleida,Private,BEV,5
2026,06,01,25,Lleida,Private,ICE,1
2026,06,01,26,La Rioja,Corporate,ICE,3
2026,06,01,26,La Rioja,Private,BEV,1
2026,06,01,26,La Rioja,Private,ICE,4
2026,06,01,26,La Rioja,Private,PHEV,1
2026,06,01,27,Lugo,Corporate,ICE,1
2026,06,01,27,Lugo,Corporate,PHEV,1
2026,06,01,27,Lugo,Private,BEV,2
2026,06,01,27,Lugo,Private,ICE,1
2026,06,01,28,Madrid,Corporate,BEV,56
2026,06,01,28,Madrid,Corporate,ICE,566
2026,06,01,28,Madrid,Corporate,PHEV,62
2026,06,01,28,Madrid,Private,BEV,34
2026,06,01,28,Madrid,Private,ICE,98
2026,06,01,28,Madrid,Private,PHEV,16
2026,06,01,28,Madrid,RAC,BEV,1
2026,06,01,28,Madrid,RAC,ICE,618
2026,06,01,28,Madrid,RAC,PHEV,1
2026,06,01,29,Málaga,Corporate,BEV,2
2026,06,01,29,Málaga,Corporate,ICE,9
2026,06,01,29,Málaga,Private,BEV,3
2026,06,01,29,Málaga,Private,ICE,17
2026,06,01,29,Málaga,Private,PHEV,1
