yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202604,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,101,100,pool_b00d_private=1072; rate=0.0939
202604,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,167,100,pool_b00d_private=2918; rate=0.0573
202604,WARN,NEW_BRAND,DEEPAL,,monthly_count,360,250,Marca con volumen relevante no vista en outputs historicos previos
202604,WARN,CHANNEL_DRIFT,AUDI,Private,count_vs_same_month_history,259,+/-250 and +/-25%,"actual=1197; media_mismo_mes=937.7; historico=1046,931,836; rel=+27.7%"
202604,WARN,CHANNEL_DRIFT,AUDI,RAC,count_vs_same_month_history,416,+/-250 and +/-25%,"actual=1316; media_mismo_mes=899.7; historico=1109,923,667; rel=+46.3%"
202604,WARN,CHANNEL_DRIFT,BMW,Corporate,count_vs_same_month_history,553,+/-250 and +/-25%,"actual=2458; media_mismo_mes=1905.3; historico=1904,1576,2236; rel=+29.0%"
202604,CRITICAL,CHANNEL_DRIFT,BYD,Corporate,count_vs_same_month_history,789,+/-250 and +/-25%,"actual=890; media_mismo_mes=101.0; historico=214,5,84; rel=+781.2%"
202604,CRITICAL,CHANNEL_DRIFT,BYD,Private,count_vs_same_month_history,1753,+/-250 and +/-25%,"actual=2287; media_mismo_mes=534.0; historico=871,197; rel=+328.3%"
202604,WARN,CHANNEL_DRIFT,CITROEN,RAC,count_vs_same_month_history,-682,+/-250 and +/-25%,"actual=1080; media_mismo_mes=1761.7; historico=1169,1409,2707; rel=-38.7%"
202604,WARN,CHANNEL_DRIFT,CUPRA,Corporate,count_vs_same_month_history,252,+/-250 and +/-25%,"actual=1147; media_mismo_mes=895.0; historico=741,916,1028; rel=+28.2%"
202604,CRITICAL,CHANNEL_DRIFT,CUPRA,RAC,count_vs_same_month_history,840,+/-250 and +/-25%,"actual=1581; media_mismo_mes=740.7; historico=766,378,1078; rel=+113.5%"
202604,WARN,CHANNEL_DRIFT,DACIA,Private,count_vs_same_month_history,1070,+/-250 and +/-25%,"actual=4428; media_mismo_mes=3358.3; historico=3494,2558,4023; rel=+31.9%"
202604,WARN,CHANNEL_DRIFT,FIAT,RAC,count_vs_same_month_history,-362,+/-250 and +/-25%,"actual=607; media_mismo_mes=968.7; historico=1089,964,853; rel=-37.3%"
202604,CRITICAL,CHANNEL_DRIFT,FORD,RAC,count_vs_same_month_history,714,+/-250 and +/-25%,"actual=1228; media_mismo_mes=514.3; historico=751,213,579; rel=+138.8%"
202604,WARN,CHANNEL_DRIFT,KIA,Corporate,count_vs_same_month_history,381,+/-250 and +/-25%,"actual=1461; media_mismo_mes=1080.0; historico=1210,1111,919; rel=+35.3%"
202604,CRITICAL,CHANNEL_DRIFT,LYNK & CO,RAC,count_vs_same_month_history,-314,+/-250 and +/-25%,"actual=1; media_mismo_mes=314.5; historico=561,68; rel=-99.7%"
202604,CRITICAL,CHANNEL_DRIFT,MAZDA,Corporate,count_vs_same_month_history,475,+/-250 and +/-25%,"actual=704; media_mismo_mes=229.0; historico=236,178,273; rel=+207.4%"
202604,WARN,CHANNEL_DRIFT,MAZDA,Private,count_vs_same_month_history,426,+/-250 and +/-25%,"actual=1372; media_mismo_mes=946.3; historico=1204,760,875; rel=+45.0%"
202604,WARN,CHANNEL_DRIFT,MERCEDES-BENZ,RAC,count_vs_same_month_history,456,+/-250 and +/-25%,"actual=1453; media_mismo_mes=997.3; historico=1390,478,1124; rel=+45.7%"
202604,CRITICAL,CHANNEL_DRIFT,MG,RAC,count_vs_same_month_history,1667,+/-250 and +/-25%,"actual=2168; media_mismo_mes=501.0; historico=766,650,87; rel=+332.7%"
202604,CRITICAL,CHANNEL_DRIFT,MITSUBISHI,RAC,count_vs_same_month_history,-265,+/-250 and +/-25%,"actual=30; media_mismo_mes=295.0; historico=802,71,12; rel=-89.8%"
202604,CRITICAL,CHANNEL_DRIFT,OMODA,Private,count_vs_same_month_history,1030,+/-250 and +/-25%,"actual=1481; media_mismo_mes=451.5; historico=578,325; rel=+228.0%"
202604,CRITICAL,CHANNEL_DRIFT,OMODA,RAC,count_vs_same_month_history,322,+/-250 and +/-25%,"actual=381; media_mismo_mes=58.5; historico=113,4; rel=+551.3%"
202604,WARN,CHANNEL_DRIFT,OPEL,RAC,count_vs_same_month_history,455,+/-250 and +/-25%,"actual=1530; media_mismo_mes=1075.3; historico=668,867,1691; rel=+42.3%"
202604,WARN,CHANNEL_DRIFT,PEUGEOT,RAC,count_vs_same_month_history,733,+/-250 and +/-25%,"actual=3399; media_mismo_mes=2666.0; historico=3055,1895,3048; rel=+27.5%"
202604,WARN,CHANNEL_DRIFT,RENAULT,RAC,count_vs_same_month_history,279,+/-250 and +/-25%,"actual=1348; media_mismo_mes=1069.0; historico=1466,741,1000; rel=+26.1%"
202604,WARN,CHANNEL_DRIFT,SEAT,RAC,count_vs_same_month_history,857,+/-250 and +/-25%,"actual=2972; media_mismo_mes=2114.7; historico=1551,1997,2796; rel=+40.5%"
202604,WARN,CHANNEL_DRIFT,SKODA,Corporate,count_vs_same_month_history,426,+/-250 and +/-25%,"actual=1565; media_mismo_mes=1138.7; historico=1113,1370,933; rel=+37.4%"
202604,WARN,CHANNEL_DRIFT,SKODA,Private,count_vs_same_month_history,304,+/-250 and +/-25%,"actual=1205; media_mismo_mes=901.3; historico=1048,614,1042; rel=+33.7%"
202604,WARN,CHANNEL_DRIFT,SKODA,RAC,count_vs_same_month_history,435,+/-250 and +/-25%,"actual=1386; media_mismo_mes=951.3; historico=1286,415,1153; rel=+45.7%"
202604,WARN,CHANNEL_DRIFT,TOYOTA,Corporate,count_vs_same_month_history,687,+/-250 and +/-25%,"actual=3295; media_mismo_mes=2608.0; historico=2612,2142,3070; rel=+26.3%"
202604,WARN,CHANNEL_DRIFT,VOLKSWAGEN,Private,count_vs_same_month_history,948,+/-250 and +/-25%,"actual=3315; media_mismo_mes=2366.7; historico=2568,1736,2796; rel=+40.1%"
202604,WARN,CHANNEL_DRIFT,VOLKSWAGEN,RAC,count_vs_same_month_history,-767,+/-250 and +/-25%,"actual=1907; media_mismo_mes=2674.3; historico=2489,2686,2848; rel=-28.7%"
