anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,26,01,Álava,Corporate,BEV,1
2026,06,26,01,Álava,Corporate,ICE,9
2026,06,26,01,Álava,Corporate,PHEV,2
2026,06,26,01,Álava,Private,BEV,3
2026,06,26,01,Álava,Private,ICE,26
2026,06,26,01,Álava,Private,PHEV,3
2026,06,26,02,Albacete,Corporate,BEV,3
2026,06,26,02,Albacete,Corporate,ICE,12
2026,06,26,02,Albacete,Corporate,PHEV,2
2026,06,26,02,Albacete,Private,BEV,2
2026,06,26,02,Albacete,Private,ICE,23
2026,06,26,03,Alicante,Corporate,BEV,3
2026,06,26,03,Alicante,Corporate,ICE,57
2026,06,26,03,Alicante,Corporate,PHEV,4
2026,06,26,03,Alicante,Private,BEV,24
2026,06,26,03,Alicante,Private,ICE,130
2026,06,26,03,Alicante,Private,PHEV,14
2026,06,26,03,Alicante,RAC,BEV,3
2026,06,26,03,Alicante,RAC,ICE,137
2026,06,26,04,Almería,Corporate,ICE,15
2026,06,26,04,Almería,Corporate,PHEV,5
2026,06,26,04,Almería,Private,BEV,1
2026,06,26,04,Almería,Private,ICE,38
2026,06,26,04,Almería,Private,PHEV,1
2026,06,26,05,Ávila,Corporate,ICE,1
2026,06,26,05,Ávila,Private,BEV,2
2026,06,26,05,Ávila,Private,ICE,3
2026,06,26,05,Ávila,Private,PHEV,3
2026,06,26,06,Badajoz,Corporate,BEV,2
2026,06,26,06,Badajoz,Corporate,ICE,10
2026,06,26,06,Badajoz,Corporate,PHEV,2
2026,06,26,06,Badajoz,Private,BEV,3
2026,06,26,06,Badajoz,Private,ICE,34
2026,06,26,06,Badajoz,Private,PHEV,7
2026,06,26,07,Baleares,Corporate,BEV,20
2026,06,26,07,Baleares,Corporate,ICE,50
2026,06,26,07,Baleares,Corporate,PHEV,4
2026,06,26,07,Baleares,Private,BEV,30
2026,06,26,07,Baleares,Private,ICE,80
2026,06,26,07,Baleares,Private,PHEV,6
2026,06,26,07,Baleares,RAC,BEV,4
2026,06,26,07,Baleares,RAC,ICE,43
2026,06,26,07,Baleares,RAC,PHEV,243
2026,06,26,08,Barcelona,Corporate,BEV,52
2026,06,26,08,Barcelona,Corporate,ICE,187
2026,06,26,08,Barcelona,Corporate,PHEV,23
2026,06,26,08,Barcelona,Private,BEV,55
2026,06,26,08,Barcelona,Private,ICE,402
2026,06,26,08,Barcelona,Private,PHEV,61
2026,06,26,08,Barcelona,RAC,BEV,1
2026,06,26,08,Barcelona,RAC,ICE,123
2026,06,26,09,Burgos,Corporate,BEV,3
2026,06,26,09,Burgos,Corporate,ICE,16
2026,06,26,09,Burgos,Corporate,PHEV,2
2026,06,26,09,Burgos,Private,BEV,4
2026,06,26,09,Burgos,Private,ICE,23
2026,06,26,09,Burgos,Private,PHEV,3
2026,06,26,10,Cáceres,Corporate,ICE,2
2026,06,26,10,Cáceres,Corporate,PHEV,1
2026,06,26,10,Cáceres,Private,BEV,2
2026,06,26,10,Cáceres,Private,ICE,16
2026,06,26,10,Cáceres,Private,PHEV,1
2026,06,26,11,Cádiz,Corporate,BEV,7
2026,06,26,11,Cádiz,Corporate,ICE,32
2026,06,26,11,Cádiz,Corporate,PHEV,5
2026,06,26,11,Cádiz,Private,BEV,5
2026,06,26,11,Cádiz,Private,ICE,79
2026,06,26,11,Cádiz,Private,PHEV,9
2026,06,26,11,Cádiz,RAC,ICE,1
2026,06,26,12,Castellón,Corporate,BEV,1
2026,06,26,12,Castellón,Corporate,ICE,89
2026,06,26,12,Castellón,Private,BEV,6
2026,06,26,12,Castellón,Private,ICE,56
2026,06,26,12,Castellón,Private,PHEV,3
