anyo,mes,dia,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2026,06,29,A.A. AIRBUS,,Corporate,ICE,Diesel,,REST,Standard,,1
2026,06,29,A.A. AIRBUS,,RAC,ICE,Diesel,,REST,Standard,,1
2026,06,29,ADRIA,,Corporate,ICE,Diesel,,REST,Standard,,1
2026,06,29,ADRIA,,Private,ICE,Diesel,,REST,Standard,,1
2026,06,29,ADRIA,,RAC,ICE,Diesel,,REST,Standard,,2
2026,06,29,AGUINAGA,,Corporate,ICE,Diesel,,REST,Standard,,1
2026,06,29,ALFA ROMEO,JUNIOR,Corporate,ICE,Gasolina Mild Hybrid,2.UKL1,REST,Standard,SAV,6
2026,06,29,ALFA ROMEO,JUNIOR,Private,BEV,Gasolina Mild Hybrid,2.UKL1,REST,Standard,SAV,1
2026,06,29,ALFA ROMEO,JUNIOR,RAC,ICE,Gasolina Mild Hybrid,2.UKL1,REST,Standard,SAV,6
2026,06,29,ALFA ROMEO,STELVIO,Corporate,ICE,Gasolina,4.KKL,REST,Standard,SAV,8
2026,06,29,ALFA ROMEO,TONALE,Corporate,ICE,Gasolina/Electrico Enchufable,3.UKL2,REST,Standard,SAV,1
2026,06,29,ALFA ROMEO,TONALE,Private,ICE,Gasolina/Electrico Enchufable,3.UKL2,REST,Standard,SAV,1
2026,06,29,ALLIED VEHICLES LTD,,Private,ICE,Diesel,,REST,Standard,,1
2026,06,29,ALPINE,,Corporate,BEV,Electrico,,REST,Standard,,1
2026,06,29,ALPINE,,Private,BEV,Electrico,,REST,Standard,,7
2026,06,29,ALQUIBER QUALITY,,Corporate,ICE,Diesel,,REST,Standard,,3
2026,06,29,AMELINE,,RAC,ICE,Diesel,,REST,Standard,,1
2026,06,29,AUDI,A1,Corporate,ICE,Gasolina,2.UKL1,FOCUS SEGMENT,Standard,HACH 5P,49
2026,06,29,AUDI,A1,Private,ICE,Gasolina,2.UKL1,FOCUS SEGMENT,Standard,HACH 5P,27
2026,06,29,AUDI,A1,RAC,ICE,Gasolina,2.UKL1,FOCUS SEGMENT,Standard,HACH 5P,43
2026,06,29,AUDI,A3,Corporate,ICE,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,HACH 5P,32
