anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,08,01,Álava,Corporate,ICE,3
2026,06,08,01,Álava,Private,BEV,3
2026,06,08,01,Álava,Private,ICE,9
2026,06,08,01,Álava,Private,PHEV,1
2026,06,08,02,Albacete,Corporate,ICE,2
2026,06,08,02,Albacete,Private,BEV,1
2026,06,08,02,Albacete,Private,ICE,7
2026,06,08,02,Albacete,Private,PHEV,1
2026,06,08,03,Alicante,Corporate,BEV,2
2026,06,08,03,Alicante,Corporate,ICE,12
2026,06,08,03,Alicante,Corporate,PHEV,2
2026,06,08,03,Alicante,Private,BEV,16
2026,06,08,03,Alicante,Private,ICE,67
2026,06,08,03,Alicante,Private,PHEV,9
2026,06,08,03,Alicante,RAC,BEV,1
2026,06,08,03,Alicante,RAC,ICE,893
2026,06,08,03,Alicante,RAC,PHEV,199
2026,06,08,04,Almería,Corporate,ICE,7
2026,06,08,04,Almería,Corporate,PHEV,1
2026,06,08,04,Almería,Private,BEV,2
2026,06,08,04,Almería,Private,ICE,24
2026,06,08,05,Ávila,Corporate,ICE,1
2026,06,08,05,Ávila,Private,ICE,2
2026,06,08,06,Badajoz,Corporate,BEV,1
2026,06,08,06,Badajoz,Corporate,ICE,5
2026,06,08,06,Badajoz,Corporate,PHEV,1
2026,06,08,06,Badajoz,Private,BEV,2
2026,06,08,06,Badajoz,Private,ICE,7
2026,06,08,07,Baleares,Corporate,BEV,1
2026,06,08,07,Baleares,Corporate,ICE,2
2026,06,08,07,Baleares,Corporate,PHEV,2
2026,06,08,07,Baleares,Private,BEV,14
2026,06,08,07,Baleares,Private,ICE,43
2026,06,08,07,Baleares,Private,PHEV,3
2026,06,08,07,Baleares,RAC,ICE,5
2026,06,08,08,Barcelona,Corporate,BEV,7
2026,06,08,08,Barcelona,Corporate,ICE,38
2026,06,08,08,Barcelona,Corporate,PHEV,3
2026,06,08,08,Barcelona,Private,BEV,55
2026,06,08,08,Barcelona,Private,ICE,130
2026,06,08,08,Barcelona,Private,PHEV,19
2026,06,08,08,Barcelona,RAC,ICE,3
2026,06,08,09,Burgos,Corporate,ICE,4
2026,06,08,09,Burgos,Private,BEV,4
2026,06,08,09,Burgos,Private,ICE,5
2026,06,08,10,Cáceres,Corporate,ICE,3
2026,06,08,10,Cáceres,Private,BEV,3
2026,06,08,10,Cáceres,Private,ICE,5
2026,06,08,10,Cáceres,Private,PHEV,1
2026,06,08,10,Cáceres,RAC,ICE,1
