anyo,mes,dia,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2026,06,04,3 CARROCEROS,,Corporate,ICE,Diesel,,,,,6
2026,06,04,A.A. AIRBUS,,Corporate,ICE,Diesel,,,,,4
2026,06,04,A.A. AIRBUS,,RAC,ICE,Diesel,,,,,1
2026,06,04,ADRIA,,Private,ICE,Diesel,,,,,4
2026,06,04,ALFA ROMEO,JUNIOR,Corporate,ICE,Electrico,UKL1,REST,Standard,SAV,1
2026,06,04,ALFA ROMEO,JUNIOR,Private,ICE,Electrico,UKL1,REST,Standard,SAV,1
2026,06,04,ALFA ROMEO,JUNIOR,RAC,ICE,Electrico,UKL1,REST,Standard,SAV,20
2026,06,04,ALFA ROMEO,STELVIO,Corporate,ICE,Diesel,KKL,REST,Standard,SAV,1
2026,06,04,ALPINE,,Private,BEV,Electrico,,,,,2
2026,06,04,ASTON MARTIN,DB12,Private,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,CABRIO,1
2026,06,04,AUDI,,Corporate,BEV,Electrico,,,,,1
2026,06,04,AUDI,,Corporate,ICE,Gasolina,,,,,1
2026,06,04,AUDI,,Private,BEV,Electrico,,,,,8
2026,06,04,AUDI,A1,Corporate,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,3
2026,06,04,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,5
2026,06,04,AUDI,A1,RAC,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,54
2026,06,04,AUDI,A3,Corporate,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,5
2026,06,04,AUDI,A3,Corporate,PHEV,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,1
2026,06,04,AUDI,A3,Private,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,2
2026,06,04,AUDI,A3,RAC,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,12
2026,06,04,AUDI,A5,Corporate,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,1
