yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202312,INFO,KM0_FALLBACK,CITROEN,Corporate,b00d_private_moved_to_corporate,100,100,pool_b00d_private=1250; rate=0.0802
202312,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,113,100,pool_b00d_private=1200; rate=0.0939
202312,INFO,KM0_FALLBACK,PEUGEOT,Corporate,b00d_private_moved_to_corporate,101,100,pool_b00d_private=1820; rate=0.0553
202312,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,115,100,pool_b00d_private=2014; rate=0.0573
