anyo,mes,marca,canal,count
2025,02,3 CARROCEROS,Corporate,5
2025,02,3 CARROCEROS,Private,3
2025,02,3 CARROCEROS,RAC,1
2025,02,A.A. AIRBUS,RAC,4
2025,02,ABARTH,Corporate,1
2025,02,ADRIA,Private,22
2025,02,ADRIA,RAC,3
2025,02,AGUINAGA,Corporate,1
2025,02,ALFA ROMEO,Corporate,187
2025,02,ALFA ROMEO,Private,45
2025,02,ALFA ROMEO,RAC,141
2025,02,ALFABUS,Corporate,5
2025,02,ALFABUS,RAC,4
2025,02,ALFOZ,Corporate,1
2025,02,ALLIED VEHICLES LTD,Private,2
2025,02,ALPINE,Corporate,7
2025,02,ALPINE,Private,2
2025,02,ALQUIBER QUALITY,Corporate,7
2025,02,ARES,Corporate,26
2025,02,ASTON MARTIN,Corporate,2
2025,02,ASTON MARTIN,Private,2
2025,02,ATALAYA,RAC,4
2025,02,AUDI,Corporate,1378
2025,02,AUDI,Private,825
2025,02,AUDI,RAC,826
2025,02,AUTAL,Corporate,2
2025,02,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,6
2025,02,AUTOMOBILI LAMBORGHINI S.P.A.,Private,1
2025,02,BAHIA V.I.,Corporate,1
2025,02,BALEAR DE CARROSSERIES,Private,1
2025,02,BALLESTAS REUS,Corporate,3
2025,02,BARBANY,Corporate,9
2025,02,BARBANY,Private,1
2025,02,BENIMAR,Corporate,3
2025,02,BENIMAR,Private,38
2025,02,BENIMAR,RAC,12
2025,02,BENTLEY,Corporate,2
2025,02,BERGADANA,Corporate,3
2025,02,BERGADANA,Private,1
2025,02,BEULAS,Corporate,4
2025,02,BMW,Corporate,1752
2025,02,BMW,Private,931
2025,02,BMW,RAC,410
2025,02,BOMBARDIER,Corporate,1
2025,02,BOMBARDIER REC PROD INC,Private,1
2025,02,BORRA,Private,1
2025,02,BRP,Corporate,6
2025,02,BRP,Private,6
2025,02,BUNKERVAN,Private,1
2025,02,BURSTNER GMBH,Private,5
2025,02,BYD,Corporate,173
2025,02,BYD,Private,814
2025,02,CAFRISE,Corporate,1
2025,02,CALLAU,Corporate,1
2025,02,CALZADA,Corporate,1
2025,02,CAPRON,Private,11
2025,02,CAPRON,RAC,9
2025,02,CAPRON GMBH,Private,7
2025,02,CAPRON GMBH,RAC,7
2025,02,CAR-BUS.NET,Corporate,4
2025,02,CARROC. RAFAEL MIRALLES,Corporate,1
2025,02,CARROCER.FRIGOR.SEVILLA,Corporate,6
2025,02,CARROCERIAS AITOR,Corporate,1
2025,02,CARROCERIAS ALAMOS,Private,1
2025,02,CARROCERIAS CITY,Corporate,1
2025,02,CARROCERIAS CITY,Private,2
2025,02,CARROCERIAS CORRAL,Corporate,1
2025,02,CARROCERIAS CREVILLENTE,Corporate,3
2025,02,CARROCERIAS CREVILLENTE,RAC,3
2025,02,CARROCERIAS DEL VALLE,Private,2
2025,02,CARROCERIAS EL GALLO,Corporate,4
2025,02,CARROCERIAS EL GALLO,Private,1
2025,02,CARROCERIAS EL GALLO,RAC,1
2025,02,CARROCERIAS FRIGORIFICAS SEVIL,Corporate,4
