anyo,mes,marca,canal,count
2024,04,3 CARROCEROS,Corporate,23
2024,04,3 CARROCEROS,Private,3
2024,04,A.A. AIRBUS,Corporate,11
2024,04,A.R. PICHEL SA,Private,1
2024,04,ABARTH,Private,2
2024,04,ACROSS,Private,1
2024,04,ACROSS,RAC,2
2024,04,ACURA,Corporate,1
2024,04,ADRIA,Corporate,1
2024,04,ADRIA,Private,19
2024,04,ADRIA,RAC,5
2024,04,ALFA ROMEO,Corporate,170
2024,04,ALFA ROMEO,Private,22
2024,04,ALFA ROMEO,RAC,133
2024,04,ALFABUS,Corporate,15
2024,04,ALFOZ,Corporate,1
2024,04,ALMANSA,Corporate,1
2024,04,ALPINE,Corporate,3
2024,04,ALPINE,Private,1
2024,04,ALQUIBER QUALITY,Corporate,62
2024,04,ALQUIBER QUALITY,RAC,3
2024,04,"ALQUIBER QUALITY, S.A.",Corporate,7
2024,04,"ALQUIBER QUALITY, S.A.",RAC,7
2024,04,ANTONIO JURADO GONZALEZ,Corporate,2
2024,04,ARB ARBUCIES,Private,2
2024,04,ASTIZ,Corporate,1
2024,04,ASTON MARTIN,Corporate,8
2024,04,ASTON MARTIN,Private,2
2024,04,ATALAYA,RAC,4
2024,04,ATIS,Corporate,2
2024,04,AUDI,Corporate,1542
2024,04,AUDI,Private,836
2024,04,AUDI,RAC,667
2024,04,AUTOMOBILES PEUGEOT,Private,1
2024,04,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,1
2024,04,AUTOMOBILI LAMBORGHINI S.P.A.,RAC,2
2024,04,BAHIA V.I.,Corporate,4
2024,04,BALLESTAS REUS,Corporate,1
2024,04,BARBANY,Corporate,5
2024,04,BARBANY,Private,1
2024,04,BAYCAR,Corporate,1
2024,04,BEMAR,Corporate,1
2024,04,BENIMAR,Corporate,1
2024,04,BENIMAR,Private,39
2024,04,BENIMAR,RAC,29
2024,04,BENTLEY,Corporate,4
2024,04,BENTLEY,Private,3
2024,04,BERGADANA,Corporate,28
2024,04,BERGADANA,Private,9
2024,04,BLUCAMP,RAC,2
2024,04,BMW,Corporate,2236
2024,04,BMW,Private,883
2024,04,BMW,RAC,739
2024,04,BOMBARDIER,Corporate,3
2024,04,BOMBARDIER,Private,1
2024,04,BOMBARDIER REC PROD INC,Private,3
2024,04,BRAVIA,Private,1
2024,04,BRAVO,Corporate,1
2024,04,BRETCHA,Corporate,1
2024,04,BRP,Corporate,14
2024,04,BRP,Private,8
2024,04,BRP,RAC,3
2024,04,BUNKERVAN,Private,1
2024,04,BURSTNER GMBH,Private,3
2024,04,BURSTNER GMBH,RAC,6
2024,04,BYD,Corporate,84
2024,04,BYD,Private,197
2024,04,CACESA,Corporate,1
2024,04,CAFRISE,Corporate,3
2024,04,CAJISA,RAC,28
2024,04,CALLAU,Private,1
2024,04,CALVO,Corporate,2
2024,04,CAPRON,Private,7
2024,04,CAPRON,RAC,17
2024,04,CAPRON GMBH,Corporate,1
2024,04,CAPRON GMBH,Private,5
2024,04,CAPRON GMBH,RAC,4
2024,04,CARGAN,Corporate,1
2024,04,CARROC. RAFAEL MIRALLES,RAC,1
2024,04,CARROCER.FRIGOR.SEVILLA,Corporate,5
2024,04,CARROCER.FRIGOR.SEVILLA,Private,2
2024,04,CARROCER.FRIGOR.SEVILLA,RAC,1
2024,04,CARROCERA CASTROSUA SA,Corporate,13
2024,04,CARROCERIAS AITOR,Private,1
2024,04,CARROCERIAS CITY,Corporate,1
2024,04,CARROCERIAS CITY,RAC,27
2024,04,CARROCERIAS CREVILLENTE,Corporate,2
2024,04,CARROCERIAS CREVILLENTE,RAC,12
2024,04,CARROCERIAS EL GALLO,Corporate,7
2024,04,CARROCERIAS EL GALLO,Private,1
2024,04,CARROCERIAS FRANCAR,Corporate,1
2024,04,CARROCERIAS GRANADA,Corporate,1
2024,04,CARROCERIAS JANKAR,Corporate,3
2024,04,CARROCERIAS JANKAR,Private,1
2024,04,CARROCERIAS JAZ,Corporate,1
2024,04,CARROCERIAS JEREZ,Private,1
2024,04,CARROCERIAS JEREZ,RAC,1
2024,04,CARROCERIAS MINDA,Corporate,10
2024,04,CARROCERIAS MINDA,RAC,3
2024,04,CARROCERIAS REVERTE,Corporate,1
2024,04,CARROCERIAS SANCA,Corporate,3
2024,04,CARROCERIAS SANCA,Private,1
2024,04,CARROCERIAS SANCA,RAC,6
2024,04,CARROCERIAS SANCA SA,Corporate,5
2024,04,CARROCERIAS SANCA SA,Private,2
2024,04,CARROCERIAS SANCA SA,RAC,1
2024,04,"CARROCERIAS SANCA, S.A.",Corporate,22
2024,04,CARROCERIAS SEVILLA,Corporate,35
2024,04,CARROCERIAS SEVILLA,Private,2
2024,04,CARROCERIAS SEVILLA,RAC,7
2024,04,CARROCERIAS VASALLO,Corporate,1
2024,04,CARROCERIAS YECLA,Corporate,1
2024,04,CARROCERIAS YECLA,RAC,2
2024,04,CARROCEROS F&G,Corporate,3
2024,04,CARROSSERIES TOLOSA,Corporate,3
2024,04,CARROZADOS TECAI,Corporate,10
2024,04,CARROZADOS TECAI,Private,1
2024,04,CARROZADOS TECAI,RAC,1
2024,04,CARTHAGO,Private,1
2024,04,CAYVOL,Corporate,8
2024,04,CBF NAVARRO,Private,1
2024,04,CELA,RAC,1
2024,04,CENNTRO,Private,1
2024,04,CERRAPALMA,Corporate,3
2024,04,CFMOTO,Corporate,20
2024,04,CFMOTO,Private,28
2024,04,CHALLENGER,Corporate,1
2024,04,CHALLENGER,Private,21
2024,04,CHALLENGER,RAC,2
2024,04,CHAPINSA,Corporate,2
2024,04,CHAPINSA,RAC,1
2024,04,CHEVROLET,Corporate,3
2024,04,CHEVROLET,Private,1
2024,04,CHT,Corporate,10
2024,04,CI,Private,1
2024,04,CI,RAC,4
2024,04,CISVAN,Private,2
2024,04,CITROEN,Corporate,2093
2024,04,CITROEN,Private,1140
2024,04,CITROEN,RAC,2707
2024,04,CLAAS,Private,1
2024,04,COCAR,Corporate,2
