anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2023,09,3 CARROCEROS,,Corporate,ICE,Diesel,,,,,2
2023,09,3 CARROCEROS,,RAC,ICE,Diesel,,,,,2
2023,09,ABARTH,500,Corporate,BEV,Electrico,UKL0,REST,Standard,HACH 3P,8
2023,09,ADRIA,,Private,ICE,Diesel,,,,,6
2023,09,ADRIA,,RAC,ICE,Diesel,,,,,2
2023,09,AGUINAGA,,Private,ICE,Diesel,,,,,1
2023,09,ALFA ROMEO,GIULIA,Corporate,ICE,Diesel,KKL,REST,Standard,SEDAN,7
2023,09,ALFA ROMEO,GIULIA,Private,ICE,Diesel,KKL,REST,Standard,SEDAN,2
2023,09,ALFA ROMEO,GIULIA,RAC,ICE,Diesel,KKL,REST,Standard,SEDAN,2
2023,09,ALFA ROMEO,STELVIO,Corporate,ICE,Diesel,KKL,REST,Standard,SAV,65
2023,09,ALFA ROMEO,STELVIO,Private,ICE,Diesel,KKL,REST,Standard,SAV,2
2023,09,ALFA ROMEO,TONALE,Corporate,ICE,Diesel,UKL2,REST,Standard,SAV,25
2023,09,ALFA ROMEO,TONALE,Corporate,PHEV,Diesel,UKL2,REST,Standard,SAV,17
2023,09,ALFA ROMEO,TONALE,Private,ICE,Diesel,UKL2,REST,Standard,SAV,3
2023,09,ALFA ROMEO,TONALE,Private,PHEV,Diesel,UKL2,REST,Standard,SAV,2
2023,09,ALFA ROMEO,TONALE,RAC,ICE,Diesel,UKL2,REST,Standard,SAV,27
2023,09,ALFA ROMEO,TONALE,RAC,PHEV,Diesel,UKL2,REST,Standard,SAV,2
2023,09,ALKE,,RAC,BEV,Electrico,,,,,1
2023,09,ALLIED VEHICLES LTD,,Private,ICE,Diesel,,,,,2
2023,09,ALPINE,,Corporate,ICE,Gasolina,,,,,3
2023,09,ALPINE,,Private,ICE,Gasolina,,,,,2
2023,09,"ALQUIBER QUALITY, S.A.",,Corporate,ICE,Diesel,,,,,13
2023,09,"ALQUIBER QUALITY, S.A.",,RAC,ICE,Diesel,,,,,20
2023,09,AMELINE,,Corporate,ICE,Diesel,,,,,1
2023,09,ANGEL BRUGUERA FONT,,Corporate,ICE,Diesel,,,,,1
2023,09,ANTOLI,,Corporate,ICE,Diesel,,,,,1
2023,09,ANTONIO JURADO GONZALEZ,,Corporate,ICE,Diesel,,,,,3
2023,09,ARES,,Corporate,ICE,Gas natural comprimido (GNC),,,,,1
2023,09,ASTON MARTIN,,Corporate,ICE,Gasolina,,,,,3
2023,09,ASTON MARTIN,DB12,Corporate,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,CABRIO,1
2023,09,ASTON MARTIN,DBS,Private,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,COUPE,1
2023,09,ATALAYA,,Corporate,ICE,Diesel,,,,,1
2023,09,AUDI,,Corporate,BEV,Electrico,,,,,2
2023,09,AUDI,,Corporate,ICE,Gasolina,,,,,1
2023,09,AUDI,,Private,BEV,Electrico,,,,,3
2023,09,AUDI,A1,Corporate,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,78
2023,09,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,88
2023,09,AUDI,A1,RAC,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,37
2023,09,AUDI,A3,Corporate,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,219
2023,09,AUDI,A3,Corporate,PHEV,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,6
2023,09,AUDI,A3,Private,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,157
2023,09,AUDI,A3,Private,PHEV,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,7
2023,09,AUDI,A3,RAC,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,88
2023,09,AUDI,A4,Corporate,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SEDAN,71
2023,09,AUDI,A4,Private,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SEDAN,19
2023,09,AUDI,A4,RAC,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SEDAN,13
2023,09,AUDI,A4 ALLROAD,Corporate,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,ESTATE,7
2023,09,AUDI,A4 ALLROAD,Private,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,ESTATE,3
2023,09,AUDI,A4 ALLROAD,RAC,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,ESTATE,2
2023,09,AUDI,A5,Corporate,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,22
2023,09,AUDI,A5,Private,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,18
2023,09,AUDI,A5,RAC,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,2
