anyo,mes,marca,canal,count
2024,02,3 CARROCEROS,Corporate,6
2024,02,A.A. AIRBUS,Corporate,2
2024,02,ABARTH,Corporate,2
2024,02,ABARTH,Private,1
2024,02,ACROSS,Private,1
2024,02,ACROSS,RAC,2
2024,02,ACTIVITY,RAC,1
2024,02,ADRIA,Corporate,2
2024,02,ADRIA,Private,10
2024,02,ADRIA,RAC,3
2024,02,ALFA ROMEO,Corporate,125
2024,02,ALFA ROMEO,Private,9
2024,02,ALFA ROMEO,RAC,88
2024,02,ALLIED VEHICLES LTD,Private,1
2024,02,ALPINE,Corporate,1
2024,02,ALPINE,Private,1
2024,02,"ALQUIBER QUALITY, S.A.",Corporate,21
2024,02,"ALQUIBER QUALITY, S.A.",RAC,1
2024,02,ANTONIO JURADO GONZALEZ,Corporate,1
2024,02,ASTON MARTIN,Corporate,2
2024,02,ATALAYA,Corporate,1
2024,02,ATALAYA,RAC,2
2024,02,AUDI,Corporate,1509
2024,02,AUDI,Private,1002
2024,02,AUDI,RAC,841
2024,02,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,1
2024,02,AUTOMOBILI LAMBORGHINI S.P.A.,RAC,2
2024,02,BAHIA V.I.,Corporate,1
2024,02,BAHIA V.I.,Private,3
2024,02,BALEAR DE CARROSSERIES,Corporate,1
2024,02,BALEAR DE CARROSSERIES,Private,1
2024,02,BARBANY,Corporate,7
2024,02,BARBANY,Private,2
2024,02,BARBANY,RAC,1
2024,02,BAVARIA,Private,1
2024,02,BEMAR,Corporate,3
2024,02,BENIMAR,Corporate,1
2024,02,BENIMAR,Private,25
2024,02,BENIMAR,RAC,16
2024,02,BENTLEY,Corporate,2
2024,02,BENTLEY,Private,2
2024,02,BERGADANA,Corporate,11
2024,02,BERGADANA,Private,19
2024,02,BERGADANA,RAC,1
2024,02,BMW,Corporate,1747
2024,02,BMW,Private,799
2024,02,BMW,RAC,767
2024,02,BOMBARDIER REC PROD INC,Corporate,2
2024,02,BOMBARDIER REC PROD INC,Private,2
2024,02,BRAVO,Corporate,1
2024,02,BRP,Corporate,3
2024,02,BRP,Private,6
2024,02,BRP,RAC,1
2024,02,BUNKERVAN,Corporate,2
2024,02,BUNKERVAN,Private,1
2024,02,BURSTNER GMBH,Private,2
2024,02,BURSTNER GMBH,RAC,2
2024,02,BYD,Corporate,21
2024,02,BYD,Private,164
2024,02,CAETANO,Corporate,1
2024,02,CAFRISE,Corporate,3
2024,02,CAFRISE,Private,1
2024,02,CAFRISE,RAC,2
2024,02,CALZADA,Corporate,1
2024,02,CAN AM,Corporate,1
2024,02,CAPRON,Corporate,1
2024,02,CAPRON,Private,7
2024,02,CAPRON,RAC,17
2024,02,CAPRON GMBH,Corporate,1
2024,02,CAPRON GMBH,Private,6
2024,02,CAPRON GMBH,RAC,1
2024,02,CARROC. RAFAEL MIRALLES,Corporate,1
