anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,17,01,Álava,Corporate,BEV,3
2026,06,17,01,Álava,Corporate,ICE,6
2026,06,17,01,Álava,Corporate,PHEV,1
2026,06,17,01,Álava,Private,BEV,7
2026,06,17,01,Álava,Private,ICE,11
2026,06,17,01,Álava,Private,PHEV,4
2026,06,17,02,Albacete,Corporate,BEV,1
2026,06,17,02,Albacete,Corporate,ICE,3
2026,06,17,02,Albacete,Corporate,PHEV,1
2026,06,17,02,Albacete,Private,BEV,2
2026,06,17,02,Albacete,Private,ICE,14
2026,06,17,02,Albacete,Private,PHEV,1
2026,06,17,03,Alicante,Corporate,BEV,3
2026,06,17,03,Alicante,Corporate,ICE,16
2026,06,17,03,Alicante,Corporate,PHEV,4
2026,06,17,03,Alicante,Private,BEV,18
2026,06,17,03,Alicante,Private,ICE,76
2026,06,17,03,Alicante,Private,PHEV,12
2026,06,17,03,Alicante,RAC,BEV,1
2026,06,17,03,Alicante,RAC,ICE,65
2026,06,17,04,Almería,Corporate,ICE,12
2026,06,17,04,Almería,Corporate,PHEV,2
2026,06,17,04,Almería,Private,BEV,7
2026,06,17,04,Almería,Private,ICE,30
2026,06,17,05,Ávila,Corporate,ICE,1
2026,06,17,05,Ávila,Private,BEV,1
2026,06,17,05,Ávila,Private,ICE,3
2026,06,17,06,Badajoz,Corporate,ICE,11
2026,06,17,06,Badajoz,Corporate,PHEV,3
2026,06,17,06,Badajoz,Private,BEV,4
2026,06,17,06,Badajoz,Private,ICE,22
2026,06,17,07,Baleares,Corporate,BEV,6
2026,06,17,07,Baleares,Corporate,ICE,40
2026,06,17,07,Baleares,Corporate,PHEV,2
2026,06,17,07,Baleares,Private,BEV,14
2026,06,17,07,Baleares,Private,ICE,53
2026,06,17,07,Baleares,Private,PHEV,6
2026,06,17,07,Baleares,RAC,ICE,59
2026,06,17,08,Barcelona,Corporate,BEV,16
2026,06,17,08,Barcelona,Corporate,ICE,59
2026,06,17,08,Barcelona,Corporate,PHEV,16
2026,06,17,08,Barcelona,Private,BEV,67
2026,06,17,08,Barcelona,Private,ICE,270
2026,06,17,08,Barcelona,Private,PHEV,39
2026,06,17,08,Barcelona,RAC,ICE,7
2026,06,17,09,Burgos,Corporate,BEV,2
2026,06,17,09,Burgos,Corporate,ICE,2
2026,06,17,09,Burgos,Private,BEV,3
2026,06,17,09,Burgos,Private,ICE,11
2026,06,17,09,Burgos,Private,PHEV,2
2026,06,17,10,Cáceres,Corporate,BEV,1
2026,06,17,10,Cáceres,Corporate,ICE,2
2026,06,17,10,Cáceres,Private,ICE,9
2026,06,17,11,Cádiz,Corporate,BEV,1
2026,06,17,11,Cádiz,Corporate,ICE,16
