anyo,mes,marca,canal,count
2025,09,3 CARROCEROS,Corporate,17
2025,09,3 CARROCEROS,RAC,1
2025,09,A.A. AIRBUS,Corporate,6
2025,09,A.A. AIRBUS,RAC,8
2025,09,ABARTH,Corporate,1
2025,09,ABARTH,Private,1
2025,09,ACROSS,Private,1
2025,09,ADRIA,Corporate,1
2025,09,ADRIA,Private,19
2025,09,ADRIA,RAC,3
2025,09,ALFA ROMEO,Corporate,251
2025,09,ALFA ROMEO,Private,26
2025,09,ALFA ROMEO,RAC,29
2025,09,ALFOZ,Corporate,1
2025,09,ALLIED VEHICLES LTD,Corporate,1
2025,09,ALLIED VEHICLES LTD,Private,5
2025,09,ALMANSA,Private,1
2025,09,ALPINE,Corporate,10
2025,09,ALPINE,Private,16
2025,09,ALQUIBER QUALITY,Corporate,14
2025,09,ALQUIBER QUALITY,RAC,5
2025,09,AMELINE,RAC,1
2025,09,ANTONIO JURADO GONZALEZ,Corporate,1
2025,09,ARB ARBUCIES,Corporate,1
2025,09,ARES,Corporate,1
2025,09,ASTON MARTIN,Corporate,3
2025,09,ASTON MARTIN,Private,4
2025,09,ATL,Corporate,1
2025,09,AUDI,Corporate,1639
2025,09,AUDI,Private,973
2025,09,AUDI,RAC,241
2025,09,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,2
2025,09,AUTOMOBILI LAMBORGHINI S.P.A.,Private,1
2025,09,BAHIA V.I.,RAC,2
2025,09,BAIC,Corporate,5
2025,09,BAIC,RAC,2
2025,09,BALEAR DE CARROSSERIES,Corporate,1
2025,09,BARBANY,Corporate,8
2025,09,BARBANY,Private,2
2025,09,BAVARIA,Private,1
2025,09,BAYCAR,Corporate,2
2025,09,BEMAR,Corporate,4
2025,09,BENIMAR,Corporate,1
2025,09,BENIMAR,Private,51
2025,09,BENIMAR,RAC,7
2025,09,BENTLEY,Corporate,3
2025,09,BENTLEY,Private,6
2025,09,BERGADANA,Corporate,3
2025,09,BERGADANA,Private,33
2025,09,BEULAS,Corporate,3
2025,09,BMW,Corporate,2146
2025,09,BMW,Private,1023
2025,09,BMW,RAC,79
2025,09,BOMBARDIER,Private,1
2025,09,BRAVO,Corporate,1
2025,09,BRAVO,RAC,1
2025,09,BRP,Corporate,9
2025,09,BRP,Private,5
2025,09,BURSTNER GMBH,Corporate,1
2025,09,BURSTNER GMBH,Private,2
2025,09,BURSTNER GMBH,RAC,1
2025,09,BYD,Corporate,648
2025,09,BYD,Private,1766
2025,09,C.I.,Private,1
2025,09,CAFRAN,Corporate,2
2025,09,CAFRISE,RAC,1
2025,09,CAJISA,RAC,10
2025,09,CAPRON,Private,10
2025,09,CAPRON,RAC,3
2025,09,CAPRON GMBH,Private,1
2025,09,CAR-BUS.NET,Corporate,9
2025,09,CARROCERA CASTROSUA SA,Corporate,19
2025,09,"CARROCERA CASTROSUA, S.A.",Corporate,8
2025,09,CARROCERIAS CITY,Corporate,2
2025,09,CARROCERIAS CONRADO,Corporate,1
2025,09,CARROCERIAS CREVILLENTE,Corporate,2
2025,09,CARROCERIAS CREVILLENTE,RAC,3
2025,09,CARROCERIAS DAFER,Corporate,1
2025,09,CARROCERIAS DEL VALLE,Corporate,4
2025,09,CARROCERIAS EL GALLO,Corporate,6
2025,09,CARROCERIAS FRANCAR,Corporate,1
2025,09,CARROCERIAS FRIGORIFICAS SEVIL,Corporate,9
2025,09,CARROCERIAS FRIGORIFICAS SEVIL,Private,1
2025,09,CARROCERIAS FRIGORIFICAS SEVIL,RAC,3
2025,09,CARROCERIAS GRANADA,Corporate,3
2025,09,CARROCERIAS GRANADA,Private,1
2025,09,CARROCERIAS JANKAR,Corporate,1
2025,09,CARROCERIAS JEREZ,Private,1
2025,09,CARROCERIAS MINDA,Corporate,9
2025,09,CARROCERIAS MINDA,RAC,1
2025,09,CARROCERIAS PENALVA,Corporate,1
2025,09,CARROCERIAS SANCA,Corporate,2
2025,09,CARROCERIAS SANCA SA,Corporate,7
2025,09,CARROCERIAS SANCA SA,Private,3
2025,09,"CARROCERIAS SANCA, S.A.",Corporate,22
2025,09,"CARROCERIAS SANCA, S.A.",Private,2
2025,09,"CARROCERIAS SANCA, S.A.",RAC,1
2025,09,CARROCERIAS SEVILLA,Corporate,8
2025,09,CARROCERIAS VASALLO,Corporate,1
2025,09,CARROCEROS F&G,Corporate,1
2025,09,CARROSSERIES TOLOSA,Corporate,2
2025,09,CARROZADOS TECAI,Corporate,6
2025,09,CARROZADOS TECAI,RAC,20
2025,09,CARTHAGO,RAC,1
2025,09,CASALINI,Private,1
2025,09,CATERHAM CARS LTD,Private,1
2025,09,CAYVOL,Corporate,5
2025,09,CAYVOL,RAC,2
2025,09,CBF NAVARRO,Corporate,1
2025,09,CENNTRO,Corporate,5
2025,09,CENNTRO,RAC,1
2025,09,CERRAJERIA AURELIO,Private,1
2025,09,CFMOTO,Corporate,15
2025,09,CFMOTO,Private,30
2025,09,CHALLENGER,Private,24
2025,09,CHAPISTERIA V.I.,Corporate,3
2025,09,CHAPISTERIA V.I.,RAC,2
2025,09,CHEVROLET,Corporate,1
2025,09,CHT,Corporate,8
2025,09,CIBAD,Private,1
2025,09,CIBAD,RAC,2
2025,09,CISVAN,Corporate,1
2025,09,CITROEN,Corporate,2831
2025,09,CITROEN,Private,1105
2025,09,CITROEN,RAC,218
2025,09,CODETRANS,Corporate,2
2025,09,COINPOL,Corporate,11
2025,09,COINPOL,Private,1
2025,09,COINPOL,RAC,5
2025,09,COLD CAR,RAC,1
2025,09,COMPOSITES REFORZADOS,Corporate,3
2025,09,CONSA,Corporate,3
2025,09,COOLGADES,Corporate,7
2025,09,COOLGADES,Private,1
2025,09,COOLGADES,RAC,1
2025,09,CORNELLA,Corporate,1
2025,09,CORVUS,Corporate,2
2025,09,CORVUS,Private,2
2025,09,CUPRA,Corporate,856
2025,09,CUPRA,Private,639
2025,09,CUPRA,RAC,8
2025,09,DACIA,Corporate,769
2025,09,DACIA,Private,4574
2025,09,DACIA,RAC,83
2025,09,DANGEL,Corporate,12
2025,09,DENZA,Corporate,1
2025,09,DETHLEFFS,Private,4
2025,09,DETHLEFFS,RAC,3
2025,09,DFSK,Corporate,59
2025,09,DFSK,Private,24
2025,09,DIGAL,Corporate,3
2025,09,DIGAL,Private,2
2025,09,DIGAL,RAC,3
2025,09,DIVISEGUR CATALUNYA,Corporate,1
2025,09,DONGFENG,Corporate,12
2025,09,DONGFENG,Private,17
2025,09,DR,Corporate,4
2025,09,DR,Private,25
2025,09,DREAM,Private,2
2025,09,DREAMER,Private,3
2025,09,DS,Corporate,99
2025,09,DS,Private,36
2025,09,DS,RAC,2
2025,09,DS AUTOMOBILES,Corporate,13
2025,09,DS AUTOMOBILES,Private,1
2025,09,DSK,Corporate,6
2025,09,E-TUK FACTORY,Corporate,3
2025,09,EBRO,Corporate,158
2025,09,EBRO,Private,1032
2025,09,EBRO,RAC,1
2025,09,ECOGAM,Corporate,1
2025,09,EDWARD DAVIES COMMERCIALS LTD,Corporate,1
2025,09,EDWARD DAVIES COMMERCIALS LTD,Private,1
2025,09,EGA,Corporate,13
2025,09,ELNAGH,Corporate,1
2025,09,ELNAGH,Private,8
2025,09,ENAIRE,RAC,2
2025,09,EQUIPFRED,Corporate,2
2025,09,EQUIPFRED,Private,1
