anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2025,06,3 CARROCEROS,,Corporate,ICE,Diesel,,,,,20
2025,06,3 CARROCEROS,,Private,ICE,Diesel,,,,,1
2025,06,A.A. AIRBUS,,RAC,ICE,Diesel,,,,,11
2025,06,ABARTH,500,Corporate,BEV,Electrico,UKL0,REST,Standard,HACH 3P,4
2025,06,ABARTH,500,Private,BEV,Electrico,UKL0,REST,Standard,HACH 3P,1
2025,06,ACROSS,,RAC,ICE,Diesel,,,,,1
2025,06,ACTIVITY,,RAC,ICE,Diesel,,,,,1
2025,06,ADRIA,,Corporate,ICE,Diesel,,,,,5
2025,06,ADRIA,,Private,ICE,Diesel,,,,,28
2025,06,ADRIA,,RAC,ICE,Diesel,,,,,4
2025,06,AGUINAGA,,Corporate,ICE,Diesel,,,,,2
2025,06,ALFA ROMEO,GIULIA,Corporate,ICE,Diesel,KKL,REST,Standard,SEDAN,9
2025,06,ALFA ROMEO,GIULIA,Private,ICE,Diesel,KKL,REST,Standard,SEDAN,2
2025,06,ALFA ROMEO,JUNIOR,Corporate,BEV,Electrico,UKL1,REST,Standard,SAV,2
2025,06,ALFA ROMEO,JUNIOR,Corporate,ICE,Electrico,UKL1,REST,Standard,SAV,67
2025,06,ALFA ROMEO,JUNIOR,Private,BEV,Electrico,UKL1,REST,Standard,SAV,3
2025,06,ALFA ROMEO,JUNIOR,Private,ICE,Electrico,UKL1,REST,Standard,SAV,8
2025,06,ALFA ROMEO,JUNIOR,RAC,ICE,Electrico,UKL1,REST,Standard,SAV,47
2025,06,ALFA ROMEO,STELVIO,Corporate,ICE,Diesel,KKL,REST,Standard,SAV,24
2025,06,ALFA ROMEO,STELVIO,Private,ICE,Diesel,KKL,REST,Standard,SAV,2
2025,06,ALFA ROMEO,STELVIO,RAC,ICE,Diesel,KKL,REST,Standard,SAV,3
2025,06,ALFA ROMEO,TONALE,Corporate,ICE,Diesel,UKL2,REST,Standard,SAV,45
2025,06,ALFA ROMEO,TONALE,Corporate,PHEV,Diesel,UKL2,REST,Standard,SAV,7
