anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2024,11,3 CARROCEROS,,Corporate,ICE,Diesel,,,,,1
2024,11,3 CARROCEROS,,Private,ICE,Diesel,,,,,1
2024,11,A.A. AIRBUS,,RAC,ICE,Diesel,,,,,1
2024,11,ABARTH,500,Private,BEV,Electrico,UKL0,REST,Standard,HACH 3P,2
2024,11,ACURA,,Corporate,ICE,Gasolina,,,,,1
2024,11,ADRIA,,Private,ICE,Diesel,,,,,18
2024,11,ADRIA,,Private,ICE,Gasolina,,,,,1
2024,11,ADRIA,,RAC,ICE,Diesel,,,,,4
2024,11,AGUINAGA,,Corporate,ICE,Diesel,,,,,3
2024,11,ALFA ROMEO,GIULIA,Private,ICE,Diesel,KKL,REST,Standard,SEDAN,2
2024,11,ALFA ROMEO,JUNIOR,Corporate,BEV,Electrico,UKL1,REST,Standard,SAV,3
2024,11,ALFA ROMEO,JUNIOR,Corporate,ICE,Electrico,UKL1,REST,Standard,SAV,38
2024,11,ALFA ROMEO,JUNIOR,Private,BEV,Electrico,UKL1,REST,Standard,SAV,2
2024,11,ALFA ROMEO,JUNIOR,Private,ICE,Electrico,UKL1,REST,Standard,SAV,8
2024,11,ALFA ROMEO,JUNIOR,RAC,ICE,Electrico,UKL1,REST,Standard,SAV,42
2024,11,ALFA ROMEO,STELVIO,Corporate,ICE,Diesel,KKL,REST,Standard,SAV,21
2024,11,ALFA ROMEO,STELVIO,Private,ICE,Diesel,KKL,REST,Standard,SAV,5
2024,11,ALFA ROMEO,STELVIO,RAC,ICE,Diesel,KKL,REST,Standard,SAV,12
2024,11,ALFA ROMEO,TONALE,Corporate,ICE,Diesel,UKL2,REST,Standard,SAV,33
2024,11,ALFA ROMEO,TONALE,Corporate,PHEV,Diesel,UKL2,REST,Standard,SAV,1
2024,11,ALFA ROMEO,TONALE,Private,ICE,Diesel,UKL2,REST,Standard,SAV,6
2024,11,ALFA ROMEO,TONALE,Private,PHEV,Diesel,UKL2,REST,Standard,SAV,1
2024,11,ALFA ROMEO,TONALE,RAC,ICE,Diesel,UKL2,REST,Standard,SAV,2
2024,11,ALFABUS,,Corporate,BEV,Electrico,,,,,12
2024,11,ALFOZ,,Corporate,ICE,Diesel,,,,,3
2024,11,ALKE,,Corporate,BEV,Electrico,,,,,5
2024,11,ALLIED VEHICLES LTD,,Corporate,ICE,Diesel,,,,,1
2024,11,ALLIED VEHICLES LTD,,Private,ICE,Diesel,,,,,1
2024,11,ALPINE,,Corporate,ICE,Gasolina,,,,,1
2024,11,ALPINE,,Private,ICE,Gasolina,,,,,4
2024,11,ALQUIBER QUALITY,,Corporate,ICE,Diesel,,,,,5
2024,11,"ALQUIBER QUALITY, S.A.",,Corporate,ICE,Diesel,,,,,1
2024,11,AMELINE,,Corporate,ICE,Diesel,,,,,1
2024,11,AMELINE,,RAC,ICE,Diesel,,,,,1
2024,11,ARB ARBUCIES,,Corporate,ICE,Diesel,,,,,1
2024,11,ASTON MARTIN,,Corporate,ICE,Gasolina,,,,,1
2024,11,ASTON MARTIN,,Private,ICE,Gasolina,,,,,1
2024,11,ASTON MARTIN,DB12,Corporate,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,CABRIO,1
2024,11,ASTON MARTIN,DBX,Private,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,SAV,2
2024,11,ASTON MARTIN,VANTAGE,RAC,ICE,Gasolina,GKL,FOCUS SEGMENT,Standard,COUPE,1
2024,11,ATALAYA,,RAC,ICE,Diesel,,,,,2
2024,11,ATZ,,Private,ICE,Diesel,,,,,1
2024,11,AUDI,,Corporate,BEV,Electrico,,,,,2
2024,11,AUDI,,Corporate,ICE,Diesel,,,,,1
2024,11,AUDI,,Corporate,ICE,Gasolina,,,,,3
2024,11,AUDI,,Private,BEV,Electrico,,,,,1
2024,11,AUDI,,Private,ICE,Gasolina,,,,,2
2024,11,AUDI,A1,Corporate,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,191
